numElectroVeh,numPetrolVeh,numVeh,raw_instance,replicate,size,source_file,sum_cv_ev
3,4,7,E-UK50_17.txt,17,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_17.txt,7
4,4,8,E-UK50_18.txt,18,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_18.txt,8
3,4,7,E-UK50_19.txt,19,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_19.txt,7
3,4,7,E-UK50_20.txt,20,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_20.txt,7
5,6,11,E-UK75_01.txt,1,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_01.txt,11
5,6,11,E-UK75_02.txt,2,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_02.txt,11
5,5,10,E-UK75_03.txt,3,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_03.txt,10
5,6,11,E-UK75_04.txt,4,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_04.txt,11
5,5,10,E-UK75_05.txt,5,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_05.txt,10
5,6,11,E-UK75_06.txt,6,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_06.txt,11
5,6,11,E-UK75_07.txt,7,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_07.txt,11
5,5,10,E-UK75_08.txt,8,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_08.txt,10
5,5,10,E-UK75_09.txt,9,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_09.txt,10
5,6,11,E-UK75_10.txt,10,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_10.txt,11
5,5,10,E-UK75_11.txt,11,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_11.txt,10
5,5,10,E-UK75_12.txt,12,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_12.txt,10
5,5,10,E-UK75_13.txt,13,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_13.txt,10
5,5,10,E-UK75_14.txt,14,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_14.txt,10
5,5,10,E-UK75_15.txt,15,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_15.txt,10
5,5,10,E-UK75_16.txt,16,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_16.txt,10
5,6,11,E-UK75_17.txt,17,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_17.txt,11
5,5,10,E-UK75_18.txt,18,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_18.txt,10
5,5,10,E-UK75_19.txt,19,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_19.txt,10
5,6,11,E-UK75_20.txt,20,75,models/data_bundle/raw_instances/goeke_uk/E-UK75_20.txt,11
7,7,14,E-UK100_01.txt,1,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_01.txt,14
6,7,13,E-UK100_02.txt,2,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_02.txt,13
6,7,13,E-UK100_03.txt,3,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_03.txt,13
7,7,14,E-UK100_04.txt,4,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_04.txt,14
7,7,14,E-UK100_05.txt,5,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_05.txt,14
7,7,14,E-UK100_06.txt,6,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_06.txt,14
6,6,12,E-UK100_07.txt,7,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_07.txt,12
6,7,13,E-UK100_08.txt,8,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_08.txt,13
6,7,13,E-UK100_09.txt,9,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_09.txt,13
6,6,12,E-UK100_10.txt,10,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_10.txt,12
7,8,15,E-UK100_11.txt,11,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_11.txt,15
6,6,12,E-UK100_12.txt,12,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_12.txt,12
6,7,13,E-UK100_13.txt,13,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_13.txt,13
7,7,14,E-UK100_14.txt,14,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_14.txt,14
7,8,15,E-UK100_15.txt,15,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_15.txt,15
6,6,12,E-UK100_16.txt,16,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_16.txt,12
7,8,15,E-UK100_17.txt,17,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_17.txt,15
6,7,13,E-UK100_18.txt,18,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_18.txt,13
6,7,13,E-UK100_19.txt,19,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_19.txt,13
7,7,14,E-UK100_20.txt,20,100,models/data_bundle/raw_instances/goeke_uk/E-UK100_20.txt,14
10,10,20,E-UK150_01.txt,1,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_01.txt,20
10,10,20,E-UK150_02.txt,2,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_02.txt,20
9,10,19,E-UK150_03.txt,3,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_03.txt,19
10,11,21,E-UK150_04.txt,4,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_04.txt,21
10,10,20,E-UK150_05.txt,5,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_05.txt,20
10,11,21,E-UK150_06.txt,6,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_06.txt,21
10,11,21,E-UK150_07.txt,7,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_07.txt,21
10,10,20,E-UK150_08.txt,8,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_08.txt,20
10,10,20,E-UK150_09.txt,9,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_09.txt,20
10,10,20,E-UK150_10.txt,10,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_10.txt,20
10,10,20,E-UK150_11.txt,11,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_11.txt,20
10,11,21,E-UK150_12.txt,12,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_12.txt,21
9,10,19,E-UK150_13.txt,13,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_13.txt,19
10,10,20,E-UK150_14.txt,14,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_14.txt,20
9,10,19,E-UK150_15.txt,15,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_15.txt,19
10,10,20,E-UK150_16.txt,16,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_16.txt,20
10,10,20,E-UK150_17.txt,17,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_17.txt,20
10,10,20,E-UK150_18.txt,18,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_18.txt,20
10,10,20,E-UK150_19.txt,19,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_19.txt,20
10,10,20,E-UK150_20.txt,20,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_20.txt,20
14,14,28,E-UK200_01.txt,1,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_01.txt,28
12,12,24,E-UK200_02.txt,2,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_02.txt,24
13,14,27,E-UK200_03.txt,3,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_03.txt,27
13,13,26,E-UK200_04.txt,4,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_04.txt,26
13,14,27,E-UK200_05.txt,5,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_05.txt,27
13,14,27,E-UK200_06.txt,6,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_06.txt,27
13,14,27,E-UK200_07.txt,7,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_07.txt,27
13,14,27,E-UK200_08.txt,8,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_08.txt,27
12,13,25,E-UK200_09.txt,9,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_09.txt,25
14,14,28,E-UK200_10.txt,10,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_10.txt,28
13,14,27,E-UK200_11.txt,11,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_11.txt,27
12,13,25,E-UK200_12.txt,12,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_12.txt,25
12,13,25,E-UK200_13.txt,13,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_13.txt,25
13,14,27,E-UK200_14.txt,14,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_14.txt,27
12,13,25,E-UK200_15.txt,15,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_15.txt,25
13,14,27,E-UK200_16.txt,16,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_16.txt,27
13,13,26,E-UK200_17.txt,17,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_17.txt,26
13,14,27,E-UK200_18.txt,18,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_18.txt,27
12,13,25,E-UK200_19.txt,19,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_19.txt,25
13,14,27,E-UK200_20.txt,20,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_20.txt,27
