numElectroVeh,numPetrolVeh,numVeh,raw_instance,replicate,size,source_file,sum_cv_ev
9,10,19,E-UK150_15.txt,15,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_15.txt,19
10,10,20,E-UK150_16.txt,16,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_16.txt,20
10,10,20,E-UK150_17.txt,17,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_17.txt,20
10,10,20,E-UK150_18.txt,18,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_18.txt,20
10,10,20,E-UK150_19.txt,19,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_19.txt,20
10,10,20,E-UK150_20.txt,20,150,models/data_bundle/raw_instances/goeke_uk/E-UK150_20.txt,20
14,14,28,E-UK200_01.txt,1,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_01.txt,28
12,12,24,E-UK200_02.txt,2,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_02.txt,24
13,14,27,E-UK200_03.txt,3,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_03.txt,27
13,13,26,E-UK200_04.txt,4,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_04.txt,26
13,14,27,E-UK200_05.txt,5,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_05.txt,27
13,14,27,E-UK200_06.txt,6,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_06.txt,27
13,14,27,E-UK200_07.txt,7,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_07.txt,27
13,14,27,E-UK200_08.txt,8,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_08.txt,27
12,13,25,E-UK200_09.txt,9,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_09.txt,25
14,14,28,E-UK200_10.txt,10,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_10.txt,28
13,14,27,E-UK200_11.txt,11,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_11.txt,27
12,13,25,E-UK200_12.txt,12,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_12.txt,25
12,13,25,E-UK200_13.txt,13,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_13.txt,25
13,14,27,E-UK200_14.txt,14,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_14.txt,27
12,13,25,E-UK200_15.txt,15,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_15.txt,25
13,14,27,E-UK200_16.txt,16,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_16.txt,27
13,13,26,E-UK200_17.txt,17,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_17.txt,26
13,14,27,E-UK200_18.txt,18,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_18.txt,27
12,13,25,E-UK200_19.txt,19,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_19.txt,25
13,14,27,E-UK200_20.txt,20,200,models/data_bundle/raw_instances/goeke_uk/E-UK200_20.txt,27
