instance_id,region,customer_count,depot_count,customer_id,customer_city,administrative_depot,administrative_depot_city,nearest_depot,nearest_depot_city,administrative_distance_m,nearest_distance_m,road_distance_saving_m,road_distance_saving_pct_of_administrative,nearest_tie,nearest_tie_candidates,mismatch,cause,all_directed_depot_to_customer_distances_m
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C031,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,23867.061352492,23867.061352492,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 23867.061352492, ""D_chongqing"": 326604.987848322}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C032,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,23835.156431758,23835.156431758,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 23835.156431758, ""D_chongqing"": 333685.623110645}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C033,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,25147.799534739,25147.799534739,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 25147.799534739, ""D_chongqing"": 327994.802571843}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C034,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,26960.533300746,26960.533300746,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 26960.533300746, ""D_chongqing"": 329359.338510502}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C035,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,23642.36092427,23642.36092427,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 23642.36092427, ""D_chongqing"": 324284.855554794}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C036,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,31673.644402036,31673.644402036,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 31673.644402036, ""D_chongqing"": 331543.767422304}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C037,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,25189.920503708,25189.920503708,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 25189.920503708, ""D_chongqing"": 325340.330969607}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C038,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,24949.07505781,24949.07505781,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 24949.07505781, ""D_chongqing"": 336033.964816225}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C039,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,27579.965617895,27579.965617895,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 27579.965617895, ""D_chongqing"": 329546.802962813}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C040,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,23390.918615405,23390.918615405,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 23390.918615405, ""D_chongqing"": 325593.10463287}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C041,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,24216.241040962,24216.241040962,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 24216.241040962, ""D_chongqing"": 326660.199438411}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C042,chengdu,D_chengdu,chengdu,D_chengdu,chengdu,28375.904776365,28375.904776365,0.0,0.0,False,D_chengdu,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 28375.904776365, ""D_chongqing"": 330342.742121283}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C043,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,31137.376468743,31137.376468743,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291832.526202808, ""D_chongqing"": 31137.376468743}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C044,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,39530.871251682,39530.871251682,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 283125.752002039, ""D_chongqing"": 39530.871251682}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C045,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,32520.996176955,32520.996176955,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 292779.159451763, ""D_chongqing"": 32520.996176955}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C046,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,38293.260974799,38293.260974799,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 283922.51509419, ""D_chongqing"": 38293.260974799}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C047,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,33881.183466942,33881.183466942,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 286480.126480054, ""D_chongqing"": 33881.183466942}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C048,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,34659.18004924,34659.18004924,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291844.188268834, ""D_chongqing"": 34659.18004924}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C049,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,30562.363209333,30562.363209333,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291852.19621802, ""D_chongqing"": 30562.363209333}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C050,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,41677.500485903,41677.500485903,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 286413.936365472, ""D_chongqing"": 41677.500485903}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C051,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,29475.510754667,29475.510754667,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 296926.34026469, ""D_chongqing"": 29475.510754667}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C052,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,30133.009165779,30133.009165779,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 287702.314787875, ""D_chongqing"": 30133.009165779}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C053,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,24094.532820047,24094.532820047,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 296490.817125701, ""D_chongqing"": 24094.532820047}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C054,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,30045.745440952,30045.745440952,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 290095.865122263, ""D_chongqing"": 30045.745440952}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C055,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,45452.532040549,45452.532040549,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 283476.156185971, ""D_chongqing"": 45452.532040549}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C056,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,35846.185517179,35846.185517179,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 287116.059354576, ""D_chongqing"": 35846.185517179}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C057,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,36934.581184611,36934.581184611,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 283383.30076728, ""D_chongqing"": 36934.581184611}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C058,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,34286.270697607,34286.270697607,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291018.301120209, ""D_chongqing"": 34286.270697607}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C059,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,36948.289273713,36948.289273713,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 287912.199272227, ""D_chongqing"": 36948.289273713}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C060,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,30263.372458033,30263.372458033,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291553.20546672, ""D_chongqing"": 30263.372458033}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C061,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,40346.413175981,40346.413175981,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 277557.971960659, ""D_chongqing"": 40346.413175981}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C062,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,38011.553552885,38011.553552885,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 288066.831923472, ""D_chongqing"": 38011.553552885}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C063,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,30292.940109903,30292.940109903,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291582.77311859, ""D_chongqing"": 30292.940109903}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C064,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,41689.856383793,41689.856383793,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 282715.294361589, ""D_chongqing"": 41689.856383793}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C065,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,24656.502076618,24656.502076618,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 293707.036265693, ""D_chongqing"": 24656.502076618}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C066,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,30578.029557123,30578.029557123,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291867.86256581, ""D_chongqing"": 30578.029557123}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C067,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,44779.768062722,44779.768062722,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 279125.27156476, ""D_chongqing"": 44779.768062722}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C068,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,43174.136722345,43174.136722345,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 284393.185488353, ""D_chongqing"": 43174.136722345}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C069,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,40272.977833824,40272.977833824,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 282876.406218169, ""D_chongqing"": 40272.977833824}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C070,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,31276.180017596,31276.180017596,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 292800.806038575, ""D_chongqing"": 31276.180017596}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C071,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,40113.442668898,40113.442668898,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 286393.844144408, ""D_chongqing"": 40113.442668898}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C072,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,39549.364606233,39549.364606233,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 287453.000318496, ""D_chongqing"": 39549.364606233}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C073,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,33072.358127684,33072.358127684,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 286515.749053752, ""D_chongqing"": 33072.358127684}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C074,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,32054.562421993,32054.562421993,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291600.741809034, ""D_chongqing"": 32054.562421993}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C075,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,37186.735613546,37186.735613546,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 283473.538235612, ""D_chongqing"": 37186.735613546}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C076,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,38992.199117861,38992.199117861,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 289586.003961753, ""D_chongqing"": 38992.199117861}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C077,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,39965.475782869,39965.475782869,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 284257.132903765, ""D_chongqing"": 39965.475782869}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C078,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,35850.996642279,35850.996642279,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 287120.870479676, ""D_chongqing"": 35850.996642279}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C079,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,33400.567997497,33400.567997497,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 285047.980002801, ""D_chongqing"": 33400.567997497}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C080,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,33580.373316978,33580.373316978,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291042.185472769, ""D_chongqing"": 33580.373316978}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C081,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,30546.113544489,30546.113544489,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 288445.062921316, ""D_chongqing"": 30546.113544489}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C082,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,34591.495917059,34591.495917059,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 286590.62627258, ""D_chongqing"": 34591.495917059}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C083,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,30327.065414853,30327.065414853,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291616.89842354, ""D_chongqing"": 30327.065414853}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C084,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,29659.68900735,29659.68900735,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 290973.871235257, ""D_chongqing"": 29659.68900735}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C085,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,30874.305923084,30874.305923084,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 292164.138931771, ""D_chongqing"": 30874.305923084}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C086,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,34273.159011846,34273.159011846,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291719.031799865, ""D_chongqing"": 34273.159011846}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C087,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,39458.905215262,39458.905215262,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 278133.175559433, ""D_chongqing"": 39458.905215262}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C088,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,34047.246380961,34047.246380961,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 290609.599871019, ""D_chongqing"": 34047.246380961}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C089,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,33459.298063848,33459.298063848,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291880.802289515, ""D_chongqing"": 33459.298063848}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C090,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,34177.894073578,34177.894073578,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 291054.198782554, ""D_chongqing"": 34177.894073578}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C091,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,31212.900267459,31212.900267459,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 289111.849644286, ""D_chongqing"": 31212.900267459}"
cn-cy-100c-01-V2-LOCATIONS,cy,100,2,C092,chongqing,D_chongqing,chongqing,D_chongqing,chongqing,35896.143112388,35896.143112388,0.0,0.0,False,D_chongqing,False,same-city administrative depot is road-nearest,"{""D_chengdu"": 290022.219451148, ""D_chongqing"": 35896.143112388}"
