instance,customer_id,home_depot_id,base_home_depot_id,moved
L-main-threeshift-200c-01,C069,D1,D1,0
L-main-threeshift-200c-01,C070,D1,D1,0
L-main-threeshift-200c-01,C071,D0,D0,0
L-main-threeshift-200c-01,C072,D1,D1,0
L-main-threeshift-200c-01,C073,D0,D1,1
L-main-threeshift-200c-01,C074,D1,D1,0
L-main-threeshift-200c-01,C075,D1,D0,1
L-main-threeshift-200c-01,C076,D1,D0,1
L-main-threeshift-200c-01,C077,D1,D1,0
L-main-threeshift-200c-01,C078,D1,D0,1
L-main-threeshift-200c-01,C079,D0,D1,1
L-main-threeshift-200c-01,C080,D1,D0,1
L-main-threeshift-200c-01,C081,D0,D0,0
L-main-threeshift-200c-01,C082,D1,D0,1
L-main-threeshift-200c-01,C083,D1,D1,0
L-main-threeshift-200c-01,C084,D1,D1,0
L-main-threeshift-200c-01,C085,D0,D0,0
L-main-threeshift-200c-01,C086,D1,D0,1
L-main-threeshift-200c-01,C087,D1,D1,0
L-main-threeshift-200c-01,C088,D1,D1,0
L-main-threeshift-200c-01,C089,D1,D1,0
L-main-threeshift-200c-01,C090,D0,D1,1
L-main-threeshift-200c-01,C091,D0,D1,1
L-main-threeshift-200c-01,C092,D0,D0,0
L-main-threeshift-200c-01,C093,D0,D0,0
L-main-threeshift-200c-01,C094,D0,D0,0
L-main-threeshift-200c-01,C095,D1,D1,0
L-main-threeshift-200c-01,C096,D1,D1,0
L-main-threeshift-200c-01,C097,D1,D1,0
L-main-threeshift-200c-01,C098,D1,D1,0
L-main-threeshift-200c-01,C099,D1,D1,0
L-main-threeshift-200c-01,C100,D0,D0,0
L-main-threeshift-200c-01,C101,D1,D1,0
L-main-threeshift-200c-01,C102,D1,D0,1
L-main-threeshift-200c-01,C103,D1,D1,0
L-main-threeshift-200c-01,C104,D0,D0,0
L-main-threeshift-200c-01,C105,D0,D0,0
L-main-threeshift-200c-01,C106,D1,D1,0
L-main-threeshift-200c-01,C107,D0,D1,1
L-main-threeshift-200c-01,C108,D0,D0,0
L-main-threeshift-200c-01,C109,D1,D1,0
L-main-threeshift-200c-01,C110,D1,D1,0
L-main-threeshift-200c-01,C111,D0,D0,0
L-main-threeshift-200c-01,C112,D0,D0,0
L-main-threeshift-200c-01,C113,D1,D0,1
L-main-threeshift-200c-01,C114,D1,D1,0
L-main-threeshift-200c-01,C115,D1,D1,0
L-main-threeshift-200c-01,C116,D1,D0,1
L-main-threeshift-200c-01,C117,D1,D1,0
L-main-threeshift-200c-01,C118,D1,D1,0
L-main-threeshift-200c-01,C119,D1,D1,0
L-main-threeshift-200c-01,C120,D0,D0,0
L-main-threeshift-200c-01,C121,D1,D0,1
L-main-threeshift-200c-01,C122,D1,D1,0
L-main-threeshift-200c-01,C123,D0,D0,0
L-main-threeshift-200c-01,C124,D1,D1,0
L-main-threeshift-200c-01,C125,D1,D0,1
L-main-threeshift-200c-01,C126,D1,D0,1
L-main-threeshift-200c-01,C127,D1,D0,1
L-main-threeshift-200c-01,C128,D1,D1,0
L-main-threeshift-200c-01,C129,D0,D0,0
L-main-threeshift-200c-01,C130,D0,D0,0
L-main-threeshift-200c-01,C131,D1,D1,0
L-main-threeshift-200c-01,C132,D1,D1,0
L-main-threeshift-200c-01,C133,D0,D0,0
L-main-threeshift-200c-01,C134,D1,D1,0
L-main-threeshift-200c-01,C135,D0,D1,1
L-main-threeshift-200c-01,C136,D1,D1,0
L-main-threeshift-200c-01,C137,D1,D1,0
L-main-threeshift-200c-01,C138,D1,D1,0
L-main-threeshift-200c-01,C139,D1,D1,0
L-main-threeshift-200c-01,C140,D0,D0,0
L-main-threeshift-200c-01,C141,D0,D0,0
L-main-threeshift-200c-01,C142,D1,D1,0
L-main-threeshift-200c-01,C143,D0,D0,0
L-main-threeshift-200c-01,C144,D0,D0,0
L-main-threeshift-200c-01,C145,D1,D0,1
L-main-threeshift-200c-01,C146,D1,D1,0
L-main-threeshift-200c-01,C147,D0,D0,0
L-main-threeshift-200c-01,C148,D1,D1,0
L-main-threeshift-200c-01,C149,D0,D0,0
L-main-threeshift-200c-01,C150,D0,D0,0
L-main-threeshift-200c-01,C151,D1,D1,0
L-main-threeshift-200c-01,C152,D1,D1,0
L-main-threeshift-200c-01,C153,D1,D1,0
L-main-threeshift-200c-01,C154,D1,D0,1
L-main-threeshift-200c-01,C155,D0,D0,0
L-main-threeshift-200c-01,C156,D1,D1,0
L-main-threeshift-200c-01,C157,D0,D0,0
L-main-threeshift-200c-01,C158,D0,D1,1
L-main-threeshift-200c-01,C159,D1,D1,0
L-main-threeshift-200c-01,C160,D1,D1,0
L-main-threeshift-200c-01,C161,D0,D1,1
L-main-threeshift-200c-01,C162,D0,D0,0
L-main-threeshift-200c-01,C163,D0,D0,0
L-main-threeshift-200c-01,C164,D0,D0,0
L-main-threeshift-200c-01,C165,D0,D0,0
L-main-threeshift-200c-01,C166,D0,D1,1
L-main-threeshift-200c-01,C167,D0,D0,0
L-main-threeshift-200c-01,C168,D0,D0,0
L-main-threeshift-200c-01,C169,D0,D0,0
L-main-threeshift-200c-01,C170,D1,D1,0
L-main-threeshift-200c-01,C171,D0,D0,0
L-main-threeshift-200c-01,C172,D0,D1,1
L-main-threeshift-200c-01,C173,D1,D1,0
L-main-threeshift-200c-01,C174,D0,D0,0
L-main-threeshift-200c-01,C175,D1,D1,0
L-main-threeshift-200c-01,C176,D0,D0,0
L-main-threeshift-200c-01,C177,D0,D0,0
L-main-threeshift-200c-01,C178,D0,D0,0
L-main-threeshift-200c-01,C179,D0,D0,0
L-main-threeshift-200c-01,C180,D1,D0,1
L-main-threeshift-200c-01,C181,D0,D0,0
L-main-threeshift-200c-01,C182,D0,D0,0
L-main-threeshift-200c-01,C183,D0,D0,0
L-main-threeshift-200c-01,C184,D1,D1,0
L-main-threeshift-200c-01,C185,D1,D1,0
L-main-threeshift-200c-01,C186,D1,D0,1
L-main-threeshift-200c-01,C187,D1,D1,0
L-main-threeshift-200c-01,C188,D1,D1,0
L-main-threeshift-200c-01,C189,D0,D1,1
L-main-threeshift-200c-01,C190,D0,D0,0
L-main-threeshift-200c-01,C191,D1,D0,1
L-main-threeshift-200c-01,C192,D1,D1,0
L-main-threeshift-200c-01,C193,D0,D0,0
L-main-threeshift-200c-01,C194,D0,D1,1
L-main-threeshift-200c-01,C195,D0,D1,1
L-main-threeshift-200c-01,C196,D1,D1,0
L-main-threeshift-200c-01,C197,D1,D1,0
L-main-threeshift-200c-01,C198,D0,D0,0
L-main-threeshift-200c-01,C199,D0,D0,0
L-main-threeshift-200c-01,C200,D1,D1,0
L-main-threeshift-200c-01,C201,D0,D0,0
L-main-threeshift-200c-01,C202,D1,D1,0
L-main-threeshift-200c-01,C203,D0,D1,1
L-main-threeshift-200c-01,C204,D0,D1,1
L-main-threeshift-200c-01,C205,D1,D0,1
L-main-threeshift-200c-01,C206,D0,D0,0
L-main-threeshift-200c-01,C207,D0,D0,0
L-main-threeshift-200c-01,C208,D1,D1,0
L-main-threeshift-200c-01,C209,D0,D0,0
L-main-threeshift-200c-01,C210,D0,D0,0
L-main-threeshift-200c-01,C211,D1,D0,1
L-main-threeshift-200c-01,C212,D0,D1,1
L-main-threeshift-200c-01,C213,D1,D1,0
L-main-threeshift-200c-01,C214,D1,D1,0
L-main-threeshift-200c-01,C215,D1,D1,0
L-main-threeshift-200c-01,C216,D0,D0,0
L-main-threeshift-200c-01,C217,D0,D0,0
L-main-threeshift-200c-01,C218,D1,D1,0
L-main-threeshift-200c-01,C219,D0,D0,0
L-main-threeshift-200c-01,C220,D0,D0,0
L-main-threeshift-200c-01,C221,D1,D1,0
L-main-threeshift-200c-01,C222,D0,D1,1
L-main-threeshift-200c-01,C223,D0,D0,0
L-main-threeshift-200c-01,C224,D1,D0,1
L-main-threeshift-200c-01,C225,D1,D0,1
L-main-threeshift-200c-01,C226,D1,D1,0
L-main-threeshift-200c-01,C227,D1,D1,0
L-main-threeshift-200c-01,C228,D1,D1,0
L-main-threeshift-200c-01,C229,D0,D0,0
L-main-threeshift-200c-01,C230,D0,D1,1
L-main-threeshift-200c-01,C231,D0,D1,1
L-main-threeshift-200c-01,C232,D1,D1,0
L-main-threeshift-200c-01,C233,D1,D0,1
L-main-threeshift-200c-01,C234,D0,D0,0
L-main-threeshift-200c-01,C235,D0,D0,0
L-main-threeshift-200c-01,C236,D1,D1,0
L-main-threeshift-200c-01,C237,D0,D0,0
L-main-threeshift-200c-01,C238,D1,D1,0
L-main-threeshift-200c-01,C239,D0,D0,0
L-main-threeshift-200c-01,C240,D1,D0,1
L-main-threeshift-200c-01,C241,D1,D0,1
L-main-threeshift-200c-01,C242,D0,D0,0
L-main-threeshift-200c-01,C243,D0,D1,1
L-main-threeshift-200c-01,C244,D0,D1,1
L-main-threeshift-200c-01,C245,D0,D0,0
L-main-threeshift-200c-01,C246,D1,D1,0
L-main-threeshift-200c-01,C247,D0,D0,0
L-main-threeshift-200c-01,C248,D0,D1,1
L-main-threeshift-200c-01,C249,D0,D0,0
L-main-threeshift-200c-01,C250,D1,D1,0
L-main-threeshift-200c-01,C251,D0,D0,0
L-main-threeshift-200c-01,C252,D0,D0,0
L-main-threeshift-200c-01,C253,D0,D1,1
L-main-threeshift-200c-01,C254,D0,D1,1
L-main-threeshift-200c-01,C255,D0,D0,0
L-main-threeshift-200c-01,C256,D0,D1,1
L-main-threeshift-200c-01,C257,D0,D1,1
L-main-threeshift-200c-01,C258,D0,D1,1
L-main-threeshift-200c-01,C259,D0,D0,0
L-main-threeshift-200c-01,C260,D0,D0,0
L-main-threeshift-200c-01,C261,D0,D1,1
L-main-threeshift-200c-01,C262,D0,D0,0
L-main-threeshift-200c-01,C263,D0,D0,0
L-main-threeshift-200c-01,C264,D0,D0,0
L-main-threeshift-200c-01,C265,D1,D1,0
L-main-threeshift-200c-01,C266,D1,D0,1
L-main-threeshift-200c-01,C267,D0,D0,0
L-main-threeshift-200c-01,C268,D0,D0,0
L-main-threeshift-200c-01,C269,D1,D1,0
L-main-threeshift-200c-01,C270,D0,D0,0
L-main-threeshift-200c-01,C271,D0,D0,0
L-main-threeshift-200c-01,C272,D1,D1,0
L-main-threeshift-200c-01,C273,D0,D0,0
L-main-threeshift-200c-01,C274,D1,D1,0
L-main-threeshift-200c-01,C275,D0,D0,0
L-main-threeshift-200c-01,C276,D0,D0,0
L-main-threeshift-200c-01,C277,D0,D0,0
L-main-threeshift-200c-01,C278,D0,D0,0
L-main-threeshift-200c-01,C279,D1,D1,0
L-main-threeshift-200c-01,C280,D1,D1,0
L-main-threeshift-200c-01,C281,D1,D1,0
L-main-threeshift-200c-01,C282,D0,D0,0
L-main-threeshift-200c-01,C283,D0,D0,0
L-main-threeshift-200c-01,C284,D1,D1,0
L-main-threeshift-200c-01,C285,D0,D0,0
L-main-threeshift-200c-01,C286,D1,D1,0
L-main-threeshift-200c-01,C287,D1,D0,1
L-main-threeshift-200c-01,C288,D1,D1,0
L-main-threeshift-200c-01,C289,D0,D0,0
L-main-threeshift-200c-01,C290,D1,D1,0
L-main-threeshift-200c-01,C291,D0,D0,0
L-main-threeshift-200c-01,C292,D1,D0,1
L-main-threeshift-200c-01,C293,D1,D1,0
L-main-threeshift-200c-01,C294,D0,D1,1
L-main-threeshift-200c-01,C295,D1,D1,0
L-main-threeshift-200c-01,C296,D0,D0,0
L-main-threeshift-200c-01,C297,D0,D0,0
L-main-threeshift-200c-01,C298,D0,D1,1
L-main-threeshift-200c-01,C299,D1,D1,0
L-main-threeshift-200c-01,C300,D1,D1,0
L-main-threeshift-200c-01,C301,D0,D0,0
L-main-threeshift-200c-01,C302,D0,D0,0
L-main-threeshift-200c-01,C303,D1,D1,0
L-main-threeshift-200c-01,C304,D0,D0,0
L-main-threeshift-200c-01,C305,D0,D0,0
L-main-threeshift-200c-01,C306,D0,D0,0
L-main-threeshift-200c-01,C307,D0,D0,0
L-main-threeshift-200c-01,C308,D0,D0,0
L-main-threeshift-200c-01,C309,D1,D1,0
L-main-threeshift-200c-01,C310,D0,D0,0
L-main-threeshift-200c-01,C311,D1,D1,0
L-main-threeshift-200c-01,C312,D1,D1,0
L-main-threeshift-200c-01,C313,D1,D1,0
L-main-threeshift-200c-01,C314,D0,D0,0
L-main-threeshift-200c-01,C315,D1,D1,0
L-main-threeshift-200c-01,C316,D0,D0,0
L-main-threeshift-200c-01,C317,D1,D1,0
L-main-threeshift-200c-01,C318,D1,D1,0
L-main-threeshift-200c-01,C319,D0,D1,1
L-main-threeshift-200c-01,C320,D1,D1,0
L-main-threeshift-200c-01,C321,D0,D0,0
L-main-threeshift-200c-01,C322,D1,D1,0
L-main-threeshift-200c-01,C323,D0,D1,1
L-main-threeshift-200c-01,C324,D0,D0,0
L-main-threeshift-200c-01,C325,D1,D1,0
L-main-threeshift-200c-01,C326,D0,D0,0
L-main-threeshift-200c-01,C327,D0,D0,0
L-main-threeshift-200c-01,C328,D1,D0,1
L-main-threeshift-200c-01,C329,D0,D0,0
L-main-threeshift-200c-01,C330,D1,D1,0
L-main-threeshift-200c-01,C331,D0,D1,1
L-main-threeshift-200c-01,C332,D1,D1,0
L-main-threeshift-200c-01,C333,D0,D0,0
L-main-threeshift-200c-01,C334,D0,D1,1
L-main-threeshift-200c-01,C335,D0,D0,0
L-main-threeshift-200c-01,C336,D1,D1,0
L-main-threeshift-200c-01,C337,D0,D1,1
L-main-threeshift-200c-01,C338,D0,D0,0
L-main-threeshift-200c-01,C339,D1,D0,1
L-main-threeshift-200c-01,C340,D0,D1,1
L-main-threeshift-200c-01,C341,D1,D1,0
L-main-threeshift-200c-01,C342,D1,D1,0
L-main-threeshift-200c-01,C343,D1,D1,0
L-main-threeshift-200c-01,C344,D1,D1,0
L-main-threeshift-200c-01,C345,D1,D0,1
L-main-threeshift-200c-01,C346,D0,D0,0
L-main-threeshift-200c-01,C347,D1,D1,0
L-main-threeshift-200c-01,C348,D0,D0,0
L-main-threeshift-200c-01,C349,D1,D1,0
L-main-threeshift-200c-01,C350,D1,D0,1
L-main-threeshift-200c-01,C351,D0,D1,1
L-main-threeshift-200c-01,C352,D1,D1,0
L-main-threeshift-200c-01,C353,D0,D1,1
L-main-threeshift-200c-01,C354,D0,D0,0
L-main-threeshift-200c-01,C355,D1,D1,0
L-main-threeshift-200c-01,C356,D0,D0,0
L-main-threeshift-200c-01,C357,D0,D0,0
L-main-threeshift-200c-01,C358,D0,D0,0
L-main-threeshift-200c-01,C359,D0,D1,1
L-main-threeshift-200c-01,C360,D0,D0,0
L-main-threeshift-200c-01,C361,D0,D0,0
L-main-threeshift-200c-01,C362,D0,D0,0
L-main-threeshift-200c-01,C363,D0,D0,0
L-main-threeshift-200c-01,C364,D0,D0,0
L-main-threeshift-200c-01,C365,D0,D0,0
L-main-threeshift-200c-01,C366,D0,D0,0
L-main-threeshift-200c-01,C367,D1,D1,0
L-main-threeshift-200c-01,C368,D1,D0,1
L-main-threeshift-200c-01,C369,D1,D0,1
L-main-threeshift-200c-01,C370,D0,D1,1
L-main-threeshift-200c-01,C371,D1,D1,0
L-main-threeshift-200c-01,C372,D1,D1,0
L-main-threeshift-200c-01,C373,D1,D0,1
L-main-threeshift-200c-01,C374,D1,D1,0
L-main-threeshift-200c-01,C375,D0,D0,0
L-main-threeshift-200c-01,C376,D1,D1,0
L-main-threeshift-200c-01,C377,D1,D1,0
L-main-threeshift-200c-01,C378,D1,D1,0
L-main-threeshift-200c-01,C379,D1,D0,1
L-main-threeshift-200c-01,C380,D0,D0,0
L-main-threeshift-200c-01,C381,D1,D1,0
L-main-threeshift-200c-01,C382,D0,D0,0
L-main-threeshift-200c-01,C383,D0,D0,0
L-main-threeshift-200c-01,C384,D0,D0,0
L-main-threeshift-200c-01,C385,D1,D1,0
L-main-threeshift-200c-01,C386,D1,D1,0
L-main-threeshift-200c-01,C387,D0,D1,1
L-main-threeshift-200c-01,C388,D1,D1,0
L-main-threeshift-200c-01,C389,D1,D1,0
L-main-threeshift-200c-01,C390,D1,D1,0
L-main-threeshift-200c-01,C391,D0,D0,0
L-main-threeshift-200c-01,C392,D0,D0,0
L-main-threeshift-200c-01,C393,D1,D0,1
L-main-threeshift-200c-01,C394,D0,D0,0
L-main-threeshift-200c-01,C395,D1,D1,0
L-main-threeshift-200c-01,C396,D1,D1,0
L-main-threeshift-200c-01,C397,D1,D0,1
L-main-threeshift-200c-01,C398,D0,D0,0
L-main-threeshift-200c-01,C399,D0,D0,0
L-main-threeshift-200c-01,C400,D0,D0,0
L-main-threeshift-200c-01,C401,D1,D1,0
L-main-threeshift-200c-01,C402,D1,D1,0
L-main-threeshift-200c-01,C403,D1,D1,0
L-main-threeshift-200c-01,C404,D1,D0,1
L-main-threeshift-200c-01,C405,D0,D1,1
L-main-threeshift-200c-01,C406,D0,D0,0
L-main-threeshift-200c-01,C407,D1,D1,0
L-main-threeshift-200c-01,C408,D1,D1,0
L-main-threeshift-200c-01,C409,D0,D0,0
L-main-threeshift-200c-01,C410,D0,D0,0
L-main-threeshift-200c-01,C411,D0,D0,0
L-main-threeshift-200c-01,C412,D1,D0,1
L-main-threeshift-200c-01,C413,D0,D1,1
L-main-threeshift-200c-01,C414,D0,D0,0
L-main-threeshift-200c-01,C415,D0,D0,0
L-main-threeshift-200c-01,C416,D1,D0,1
L-main-threeshift-200c-01,C417,D0,D0,0
L-main-threeshift-200c-01,C418,D1,D1,0
L-main-threeshift-200c-01,C419,D0,D0,0
L-main-threeshift-200c-01,C420,D1,D1,0
L-main-threeshift-200c-01,C421,D1,D1,0
L-main-threeshift-200c-01,C422,D1,D1,0
L-main-threeshift-200c-01,C423,D1,D1,0
L-main-threeshift-200c-01,C424,D1,D0,1
L-main-threeshift-200c-01,C425,D1,D1,0
L-main-threeshift-200c-01,C426,D0,D0,0
L-main-threeshift-200c-01,C427,D0,D0,0
L-main-threeshift-200c-01,C428,D0,D0,0
L-main-threeshift-200c-01,C429,D0,D0,0
L-main-threeshift-200c-01,C430,D1,D1,0
L-main-threeshift-200c-01,C431,D0,D0,0
L-main-threeshift-200c-01,C432,D0,D0,0
L-main-threeshift-200c-01,C433,D1,D1,0
L-main-threeshift-200c-01,C434,D0,D0,0
L-main-threeshift-200c-01,C435,D0,D1,1
L-main-threeshift-200c-01,C436,D0,D0,0
L-main-threeshift-200c-01,C437,D1,D1,0
L-main-threeshift-200c-01,C438,D1,D1,0
L-main-threeshift-200c-01,C439,D0,D0,0
L-main-threeshift-200c-01,C440,D0,D0,0
L-main-threeshift-200c-01,C441,D1,D1,0
L-main-threeshift-200c-01,C442,D1,D1,0
L-main-threeshift-200c-01,C443,D1,D1,0
L-main-threeshift-200c-01,C444,D0,D0,0
L-main-threeshift-200c-01,C445,D0,D0,0
L-main-threeshift-200c-01,C446,D1,D0,1
L-main-threeshift-200c-01,C447,D1,D0,1
L-main-threeshift-200c-01,C448,D0,D1,1
L-main-threeshift-200c-01,C449,D0,D0,0
