StringID  Type  x          y          demand  ReadyTime  DueDate  ServiceTime
C074      c     40107.28    2176.58     819.6   2370.4     22884.4  1610.0
C075      c     -45228.39   45000.00    202.1   0.0        19264.0  1028.0
C076      c     -801.54     5312.56     209.7   4417.7     25365.7  1650.0
C077      c     -24522.05   10949.71    514.7   0.0        20392.0  854.0
C078      c     -30230.00   2420.09     795.0   1673.0     21747.0  482.0
C079      c     60000.00    -19676.64   165.3   2322.4     23655.4  1632.0
C080      c     33422.95    1500.90     781.6   1537.0     21743.0  416.0
C081      c     -8331.86    -15300.72   810.4   2017.9     21130.9  762.0
C082      c     -7123.40    -13776.45   776.3   6437.1     27464.1  1254.0
C083      c     -46746.41   14338.24    395.5   393.1      19639.1  332.0
C084      c     34707.30    -10526.11   439.7   3554.4     23890.4  1434.0
C085      c     1809.35     -16075.29   748.0   2601.3     21714.3  762.0
C086      c     -19044.35   15991.24    785.9   6584.9     25535.9  346.0
C087      c     35718.80    -15293.31   377.9   5999.6     24413.6  318.0
C088      c     28606.54    -2155.32    515.1   39344.6    59170.6  960.0
C089      c     -15660.71   28795.01    470.1   33912.4    54978.4  1488.0
C090      c     14173.79    10250.96    99.9    41780.2    61018.2  688.0
C091      c     22357.46    -30765.38   814.9   34416.9    54026.9  324.0
C092      c     -7594.61    11566.40    228.5   32400.0    51876.0  736.0
C093      c     23821.01    -21177.97   841.4   35737.1    56055.1  618.0
C094      c     -7568.62    -955.98     226.7   33346.6    52516.6  676.0
C095      c     -42054.80   -28741.49   770.0   32400.0    51136.0  502.0
C096      c     43655.82    -18599.61   607.5   32400.0    52161.0  1442.0
C097      c     4818.98     14270.34    416.1   35682.2    54967.2  1078.0
C098      c     15707.92    -12780.05   815.7   37395.9    56538.9  920.0
C099      c     25292.09    -37722.52   513.7   32400.0    51512.0  292.0
C100      c     -47024.02   -2584.14    163.8   35833.3    55533.3  802.0
C101      c     -11824.10   20395.28    241.6   36238.9    55991.9  210.0
C102      c     -24006.93   -3625.63    492.7   33307.3    53216.3  1318.0
C103      c     39234.81    -21168.85   345.4   36489.6    56489.6  1428.0
C104      c     -45210.22   -29957.21   430.5   34209.5    53046.5  498.0
C105      c     -47319.79   -25289.10   643.9   32400.0    51673.0  434.0
C106      c     -18018.18   -40065.39   408.9   32900.7    52173.7  434.0
C107      c     46966.00    -29275.96   523.9   39748.4    59206.4  1318.0
C108      c     -14717.61   2355.35     162.4   32485.0    51943.0  1318.0
C109      c     -20126.93   15081.94    612.8   34609.8    54375.8  898.0
C110      c     -26284.04   -3815.25    477.2   36352.2    55421.2  642.0
C111      c     -29786.14   -5518.37    771.8   34177.8    53963.8  598.0
C112      c     -39535.90   10612.55    102.5   34280.6    54423.6  1124.0
C113      c     -11150.07   27480.30    149.7   32400.0    52419.0  1456.0
C114      c     35713.24    15723.41    400.5   35309.7    54782.7  420.0
C115      c     30983.98    -26233.44   564.5   35886.8    56406.8  1118.0
C116      c     53346.50    -34742.17   757.2   37267.8    57784.8  1192.0
C117      c     -20332.98   -41779.85   601.6   32400.0    52252.0  1470.0
C118      c     -29179.85   -45000.00   287.0   41756.0    61029.0  434.0
C119      c     -21329.52   -30304.53   851.3   35027.7    55160.7  472.0
C120      c     -48213.67   -3856.53    258.3   36312.0    56503.0  1134.0
C121      c     -5905.64    15058.95    140.5   34783.3    54618.3  1458.0
C122      c     -45013.45   -28650.18   455.7   34854.8    54571.8  1512.0
C123      c     -36639.64   -17588.98   861.5   41144.4    60638.4  1414.0
C124      c     -8532.30    -3309.36    751.8   33396.9    53149.9  210.0
C125      c     -24837.68   6737.57     641.6   39517.7    58052.7  532.0
C126      c     6964.79     -28180.91   726.1   37595.6    57614.6  1456.0
C127      c     25064.29    -9712.52    417.7   32400.0    52437.0  1290.0
C128      c     45408.43    -31302.41   171.0   38575.0    58292.0  1512.0
C129      c     -12090.52   -93.85      313.0   34373.2    52908.2  532.0
C130      c     12955.96    13697.69    704.7   43167.9    62279.9  292.0
C131      c     -12793.95   -7174.40    608.9   35628.9    55517.9  1570.0
C132      c     -45952.99   -25121.35   273.3   33562.1    53858.1  1650.0
C133      c     -25554.96   11393.69    367.1   32658.5    52080.5  348.0
C134      c     -39417.01   23932.18    164.5   32400.0    52522.0  844.0
C135      c     -47231.58   -3222.87    465.8   33111.0    52484.0  1250.0
C136      c     22241.03    -3861.62    111.2   33588.1    54285.1  1056.0
C137      c     6307.20     -13485.41   630.5   32400.0    51441.0  244.0
C138      c     -29714.37   7388.11     318.9   33998.7    53759.7  1442.0
C139      c     -33924.87   -32591.64   768.2   33298.6    52571.6  434.0
C140      c     30200.24    -8895.99    249.9   39622.7    59160.7  374.0
C141      c     35795.03    -20921.97   367.9   32400.0    53141.0  1058.0
C142      c     -36560.14   2812.41     810.0   32400.0    51414.0  602.0
C143      c     -19745.63   -16154.98   115.2   34166.5    53309.5  920.0
C144      c     37224.92    -23113.02   699.0   33590.7    53063.7  420.0
C145      c     22775.96    -6005.61    481.9   32400.0    52989.0  824.0
C146      c     -24661.15   -24843.35   187.6   32400.0    51136.0  502.0
C147      c     11975.76    -15192.16   180.5   38456.6    58461.6  986.0
C148      c     -11941.79   1658.58     216.7   32506.4    51547.4  244.0
C149      c     -19255.37   -20712.19   762.5   33594.5    53273.5  1150.0
C150      c     -48387.17   8062.41     406.4   34614.5    53117.5  352.0
C151      c     -35138.40   30762.25    200.8   34686.8    55091.8  672.0
C152      c     -5305.54    -1492.39    549.2   35431.1    55008.1  576.0
C153      c     -47021.23   -26559.08   404.5   37823.1    57037.1  484.0
C154      c     -20365.62   36362.24    450.7   32400.0    52252.0  1470.0
C155      c     37064.99    -23729.18   347.0   35632.2    56243.2  990.0
C156      c     -11710.08   -22958.49   309.6   36147.3    54984.3  498.0
C157      c     -29817.01   -15549.50   610.2   32400.0    51414.0  602.0
C158      c     -19503.66   4172.23     567.0   33962.1    55028.1  1488.0
C159      c     -8778.74    42603.37    403.9   41051.0    60330.0  766.0
C160      c     -17074.47   -9831.43    528.4   34203.2    54608.2  672.0
C161      c     47214.55    -45000.00   680.2   43289.9    63124.9  1458.0
C162      c     33641.11    -28042.38   190.4   33243.4    52080.4  498.0
C163      c     -3526.13    2166.88     141.7   37470.6    57233.6  1110.0
C164      c     -15215.65   -23701.83   537.8   34461.5    53746.5  1078.0
C165      c     1528.46     -45000.00   350.7   34440.5    54050.5  324.0
C166      c     -24576.36   24942.98    573.7   35947.2    56099.2  1436.0
C167      c     -18195.35   7272.87     490.5   33819.2    53536.2  1512.0
C168      c     -20323.76   25025.08    139.6   36863.6    57929.6  1488.0
C169      c     -14591.07   10343.31    382.1   34596.2    53399.2  338.0
C170      c     12214.95    -2557.14    376.6   34756.1    53330.1  306.0
C171      c     -396.22     -12433.16   308.9   34968.0    53982.0  602.0
C172      c     59536.49    -9258.14    584.8   36354.3    55890.3  244.0
C173      c     19367.68    -45000.00   539.8   39286.8    59631.8  1088.0
C174      c     35853.55    -11634.07   764.9   35319.7    55072.7  210.0
C175      c     -25503.84   -11384.65   745.2   32485.6    52522.6  1290.0
C176      c     -60000.00   -15632.10   288.4   66963.0    85751.0  774.0
C177      c     8153.39     3785.49     146.9   64800.0    83468.0  506.0
C178      c     17741.62    -10585.13   308.6   64800.0    84282.0  650.0
C179      c     -13252.45   -45000.00   544.8   64800.0    86117.0  1378.0
C180      c     -27008.48   -12977.00   168.7   64800.0    86117.0  1378.0
C181      c     23814.39    -6071.89    468.0   64800.0    85393.0  1532.0
C182      c     6557.23     -15410.87   281.8   66859.2    85511.2  280.0
C183      c     -24951.13   6839.03     209.9   65023.1    85023.1  448.0
C184      c     17588.68    -1729.32    361.7   64800.0    83852.0  408.0
C185      c     -46523.79   -3898.65    122.7   64800.0    85393.0  1532.0
C186      c     -12637.90   -8607.08    550.9   66021.4    86257.4  1148.0
C187      c     32866.81    10931.80    744.5   65955.9    85799.9  1644.0
C188      c     -41666.06   -37365.23   302.9   64800.0    86043.0  1424.0
C189      c     -9769.15    -11157.89   485.4   65689.6    85533.6  1644.0
C190      c     -6509.07    10753.65    258.3   65498.7    84041.7  360.0
C191      c     27540.59    21859.37    825.9   67553.1    85926.1  274.0
C192      c     -23294.81   -33509.66   281.7   66129.0    86023.0  662.0
C193      c     48572.87    -10862.67   538.7   66090.5    85997.5  386.0
C194      c     -19740.74   -34841.53   327.7   64800.0    84473.0  846.0
C195      c     -7257.76    -1846.87    661.0   64800.0    84707.0  386.0
C196      c     10789.99    -18626.11   293.7   64800.0    84452.0  1362.0
C197      c     -12709.38   -4419.22    338.8   65369.6    84919.6  1238.0
C198      c     -1165.79    -24042.23   461.8   66130.4    86392.4  600.0
C199      c     25909.99    -3257.28    303.8   64957.9    84507.9  1238.0
C200      c     -24373.50   -21465.01   274.7   66664.0    86333.0  248.0
F1        f     40492.37    -2832.93    0.0     0.0        86400.0  0.0
F2        f     38498.94    -7667.37    0.0     0.0        86400.0  0.0
F3        f     36435.68    -2592.32    0.0     0.0        86400.0  0.0

m numVeh /20/
m numPetrolVeh /10/
m numElectroVeh /10/

DistanceMatrix
0 43476 89844 86505 56073 48897 8571 17018 19737 82587 27559 15651 15791 7084 30924 25231 46954 25482 23198 35700 5744 11078 4241 44644 103729 22730 40150 9817 32010 14714 34477 13003 40169 8809 72384 18008 33495 94095 35100 85957 15697 12974 66109 38268 17121 17697 26589 55276 6961 48143 3241 94945 21046 18789 26471 69447 10777 13940 8104 36507 69974 76548 3986 26069 13202 57378 16162 69778 20956 24632 50248 70977 17688 42704 30350 5207 99031 43059 67426 71901 25027 9153 51343 49815 89882 10238 41816 63386 13715 12890 65314 30283 33839 51145 25452 49083 87454 15903 40458 27618 38449 88502 58149 65489 18459 90828 91590 70178 26993 56436 64160 67769 71314 82124 60740 19444 25633 34032 73050 82276 68547 89697 50654 90258 79496 50012 67004 42813 17792 28726 53639 32973 54444 90224 68529 85212 88710 19263 36744 71924 81058 12798 18948 78243 62653 20708 18967 69701 31981 53609 63306 90525 83663 46803 91621 73225 21344 56863 72418 61384 67760 58967 42542 26387 45282 60408 58076 71662 60525 67796 57599 29264 42957 19163 47600 10433 67524 102280 33978 24966 69082 69231 17955 37112 67131 23915 88008 54421 16248 90025 51916 49877 28366 71664 10705 69075 48746 34507 54210 47621 15573 68433 985 5667 5048
43476 0 49884 47722 12630 31130 35511 48261 23895 41629 59020 44843 39546 50435 23901 19828 4076 51688 23033 25580 39637 46861 43977 2346 60751 48112 23676 52644 13230 48856 26231 41250 16539 52165 29349 51138 15257 52549 57410 42518 51610 34193 24543 17009 29469 26697 32002 19991 38897 16658 45814 54718 37694 29343 65934 28155 39935 39467 43175 19714 27344 35108 41715 51788 53541 14609 58629 26455 62079 29364 35666 28687 57576 5455 19150 41930 61679 4243 24719 28446 65238 35235 17735 15883 46819 38352 17642 22716 40990 30601 30883 18373 40067 11878 34020 6145 50155 49587 14663 22408 47422 45371 21658 22713 46741 53420 52652 44326 57510 12959 22988 24980 28769 38884 27899 40240 42751 65830 46793 53691 37054 46677 14459 52507 39570 8089 23685 30655 29003 57319 10360 19351 13806 51390 25843 43947 45635 24577 16772 28583 46611 33563 43626 34787 24951 45984 25619 34640 21412 10142 28001 47080 44555 4406 53048 39765 46178 26100 32628 17942 41994 18828 67358 45951 1973 28273 46312 32900 17477 30179 15719 14518 13698 62231 50815 39788 26824 60572 10296 22825 47587 28908 26635 18592 23819 19618 45002 14603 36020 55453 14691 10654 35898 40813 51806 40247 6237 23484 12258 25242 28076 31975 42494 41272 38433
89844 49884 0 5032 40419 74290 83101 97686 71966 8756 108771 85181 89069 96126 73432 69265 48265 101553 66686 74041 84827 89373 91445 47863 22202 97951 70708 99608 58180 97947 58701 90439 64023 98600 24026 100494 56351 47160 88398 28667 100587 83063 25418 65232 78649 75285 81783 34657 83785 59044 91398 5125 87554 78844 114630 43656 82873 88777 86809 54234 24133 15279 89122 101663 101617 42546 102638 27802 104519 79243 78798 22270 99718 53775 59683 86771 14269 48370 26523 30954 113683 80749 57203 56700 17590 87026 64217 27254 90274 77785 26122 59640 89091 39320 83851 46860 59924 98788 49472 72285 96084 34187 31738 39033 96367 61241 56752 75071 107294 39465 26896 38230 38577 20679 30747 78915 92604 115649 76018 77199 64764 35643 39233 59924 49029 47832 29680 76743 78270 107179 43049 57359 48012 56465 25521 7592 34850 72890 65553 26629 64242 82292 93360 28826 52168 95774 74408 58550 70913 41899 56528 24074 6548 48889 57987 21928 95994 61878 48211 34942 34821 47824 117067 95810 47927 60927 87578 18199 33508 22219 34171 63578 60050 108990 97619 88564 45533 50273 56861 72626 81310 46529 75342 67059 29532 67787 35413 49256 77241 68546 53014 40667 69839 67251 99559 69570 47700 72340 45894 68487 75852 55416 88928 89088 85098
86505 47722 5032 0 39210 73600 80011 94999 69069 9282 106256 81243 86457 92650 71517 66723 46471 99198 63308 72463 81372 85588 88274 45598 27179 95551 69387 96303 55148 95130 54684 87686 62534 95216 24119 97768 53043 50377 83846 31502 97723 80251 23740 63627 75954 72459 79724 31234 80303 58089 87940 9496 85211 76267 111636 44477 79190 86076 83159 50521 23532 14732 85956 99336 98515 41763 98915 27774 100623 77039 78177 21551 95821 51945 56210 83257 14236 45847 25657 31642 110624 77373 56487 55821 21274 84137 62875 25024 87556 74675 21920 56229 87416 36658 81738 45239 62243 96007 46049 70098 94547 37233 28392 39187 93788 63779 59477 75814 104811 38202 24911 38667 39509 22822 26607 74917 90453 113195 76937 78706 65538 38785 36149 62457 50896 46448 29266 75652 75606 104803 41732 53770 47222 59092 24772 9652 37904 70029 63832 26952 65974 79447 90862 30498 52420 93321 71637 59466 69004 40435 56892 27647 3219 47143 60679 17022 93568 61732 49396 34041 29819 47563 115076 93645 45799 61067 87320 15068 32179 18719 32162 60985 58651 105605 96548 85694 46173 54025 54040 70251 81859 47372 72543 65423 29126 64958 38376 48534 73468 70817 52197 38014 65657 68228 96398 70326 46118 70650 44929 67682 72859 56232 85605 85998 81840
56073 12630 40419 39210 0 34637 48016 59923 36419 31747 70173 57111 51197 63050 33643 31892 9234 62533 35378 33725 52265 59379 56449 11882 48746 59113 30290 65149 25450 60761 35967 53161 23669 64730 17730 62837 26517 40756 68366 29892 63559 46356 15582 24991 41532 39063 42211 19372 51518 18941 58439 44888 48707 41155 77934 17434 52440 51310 55753 29268 16473 25149 54210 62559 65825 4244 71256 14397 74654 40118 39277 18204 70118 14351 30611 54555 53445 14213 13946 15828 77343 47864 17702 16771 34832 50554 23800 15383 52837 43187 27508 29978 48818 12328 44383 7237 40815 61415 23212 33280 55700 32816 19260 10766 58194 43871 42294 41533 68604 1078 14896 12906 16798 26763 26373 52183 53125 76780 43495 48602 32360 34166 16180 42808 29157 7502 11727 36444 41015 68160 2739 30066 8646 41132 15004 33696 33103 37045 25485 16437 39105 45794 54937 22170 18256 57149 37930 28083 31149 2523 22546 34611 35995 9556 42876 35546 57271 24425 22821 5814 41676 11452 77112 56335 10948 25028 48990 25711 7043 24430 9031 26935 19653 74729 57341 51934 16842 48609 22729 34312 46329 19031 38962 26844 11874 32174 32504 10083 48275 47300 13318 12330 46739 35931 64179 36542 7848 32159 5989 28621 40609 24850 55089 53696 51026
48897 31130 74290 73600 34637 0 40909 42109 34220 65535 47921 59015 35452 55292 18527 28251 29784 39952 41813 13354 48634 57801 46606 33362 77690 37876 9992 54205 36893 44414 52541 38604 15408 55057 50392 44707 41130 54640 76968 55499 47023 35925 50191 16025 32245 33598 22910 50637 48682 15784 52119 78359 30263 30310 59844 34471 52347 36795 53562 47419 50207 59114 45243 39651 51854 31838 64641 46612 69783 24280 4668 52135 66539 25678 43260 50769 87808 35181 47957 44692 60160 45305 17116 17866 64830 39104 13806 49902 37915 39304 60873 42290 21673 42227 24685 30042 42773 44397 44298 22717 25822 54961 51771 36023 39494 45914 48239 21334 46265 35695 49514 37490 39000 57056 58530 57457 30494 52870 24191 33511 22039 55389 45379 45733 39301 28089 44610 6476 31597 44728 32378 45225 26378 46895 48882 67088 54828 33742 17285 48072 34738 36174 36206 49544 24604 37135 32482 25852 18480 33939 21946 62018 70405 28974 47838 69471 36870 14192 33700 39560 73058 26763 48920 32986 32282 17061 15186 60332 41645 58754 42993 29609 17438 62328 24047 39583 32052 62344 34437 25708 20609 32438 33149 15568 44758 32789 53882 25074 51928 43034 21415 41226 58247 24278 51492 21049 29100 15080 28740 6089 36631 26438 48086 43817 44933
8571 35511 83101 80011 48016 40909 0 17148 11616 75556 28987 19606 11571 15619 22642 16731 38827 24535 17429 27592 8018 17099 8489 36845 96107 21053 31861 17136 24922 16125 30605 10274 31611 16794 64693 19306 27129 85590 39218 77840 18305 5555 58812 29716 8736 9191 19409 48852 8431 39572 11575 88164 15575 10599 31668 60974 12979 9904 12962 31199 62420 69358 6205 25002 18517 49119 24717 61942 29353 16894 42599 63529 25746 34377 24608 9942 92951 35482 59837 63822 30613 6447 42772 41247 82206 5793 33275 56251 10662 5344 59348 24321 27995 43977 18734 40930 78897 17221 34244 19137 33714 80225 51634 57188 17325 82272 83018 62077 27975 48437 56931 59461 62955 74347 54910 20821 21404 35991 64956 74106 60109 81387 43893 81696 70943 41731 59168 35023 9403 29065 45516 27493 46015 81652 60951 78116 80416 10979 28185 64078 72566 4943 16195 70156 54087 18619 10445 61156 23540 45588 54743 82584 77073 38626 83050 67614 19188 48358 63871 53453 63403 50478 42450 23106 37375 51892 51046 65018 52794 61312 50144 21087 34389 26721 42369 7212 59023 93778 26492 16425 61314 60709 9420 28595 59299 15905 79697 45951 15876 81555 43383 42667 27385 63277 16505 60772 40542 26229 45879 39288 7449 59865 7623 5989 4026
17018 48261 97686 94999 59923 42109 17148 0 26165 89703 11886 32669 8732 19086 27887 28489 50799 8508 34188 30857 21782 27810 12780 50056 108668 6407 35855 14975 40168 2982 47719 7424 38901 16843 77446 2930 43131 93594 51975 88816 4988 14926 72652 37026 19047 22648 19972 64283 22857 46920 19244 102647 12279 18922 18483 69880 27384 8924 25120 47864 75591 83266 13913 9116 10603 60030 26846 74298 32516 20542 41913 76946 31184 45583 41163 22092 108393 49325 72963 75221 18386 22881 50155 49117 94750 11615 39985 70464 7460 21973 75154 40742 22129 58390 17842 52693 84139 2401 50190 26858 24194 90307 66907 67601 2714 87410 89100 62962 10827 60556 70945 69770 72828 86685 70892 36073 12393 18947 65710 75125 63804 91244 58973 87073 78287 52809 71579 35634 19416 12051 57229 44133 55869 87725 74087 92110 90391 25128 35879 76358 76604 15830 5915 81397 61472 5461 23387 66463 30005 57719 60876 94235 91946 50389 88888 83684 5970 53415 71562 65675 80260 59541 25752 11422 50230 56960 47315 79931 65678 76494 63809 34116 42663 20825 33567 10046 67652 101703 40975 25613 60351 68968 22518 35339 71722 30102 89573 55408 32014 85100 52116 57038 44033 66328 11377 63157 52088 30850 56477 42984 22857 66008 17068 12588 18031
19737 23895 71966 69069 36419 34220 11616 26165 0 64247 37831 25209 18060 26790 16031 6339 27253 31707 9933 21268 16683 25197 20092 25247 84519 27953 24344 28749 14016 26079 23955 18754 22068 28318 53100 28829 17084 74562 42762 66271 28655 11252 47382 20343 7675 3583 17722 38157 16240 29494 22318 76993 18795 9005 42678 49862 18846 17312 21052 22392 50869 57968 17821 32006 29863 37641 35439 50328 39495 14108 36956 52018 35353 22986 15735 19041 82305 23973 48276 52237 41798 12465 32549 30864 70610 15070 23922 44925 18717 6901 48990 15126 27926 32684 18449 29370 68850 26990 24069 11622 35056 68765 40826 45754 25333 72231 72615 54461 36536 36827 45544 48034 51596 62737 44738 23240 25147 44903 57323 66104 51078 69961 32938 71567 60213 30276 47554 29328 7628 37012 33943 18732 34804 71264 49393 66763 68973 1132 18745 52463 63114 10400 22897 58575 43568 25505 3325 51351 15741 33982 44720 70971 66066 27080 72735 57535 25902 39031 53099 41837 54746 39438 49253 27865 25759 42435 46749 54014 41198 50460 38652 9530 24123 38336 42220 16625 48010 82734 15119 8711 54785 49790 3835 19708 47685 4299 68272 34858 17710 72194 32587 31353 25378 54483 28004 52387 29015 19207 34486 31208 4190 49731 18752 17438 14697
82587 41629 8756 9282 31747 65535 75556 89703 64247 0 100634 78917 81037 89044 64966 61223 39798 93309 59574 65430 77748 82806 83972 39695 24001 89741 62023 92284 50676 90082 52769 82528 55392 91383 15331 92541 49211 41781 83700 22742 92763 75225 17088 56641 70712 67482 73380 28012 76748 50302 84303 13174 79321 70805 106916 35348 76153 80823 80021 47752 15391 6614 81650 93400 94043 33797 95923 19092 98110 70931 70045 13555 93321 45307 52758 79773 22665 40410 17816 22539 106041 73571 48448 47952 14027 79253 55544 19322 82332 70281 21485 52623 80502 31583 75475 38316 53058 90889 42566 63975 87443 28585 25054 30399 88296 54674 50475 66744 99134 30813 18760 29705 30333 13739 25694 72801 84239 107459 67800 69435 56449 30210 31992 53352 41626 39195 20926 68012 70306 98943 34403 50635 39261 50038 16796 2807 29255 65130 57008 18021 56692 74488 85229 21224 43587 87607 66554 50320 62447 33307 47997 19845 6885 40396 51655 20393 87806 53185 40165 26216 33458 39099 108595 87451 39660 52314 78872 12070 24904 16318 25931 55599 51397 101750 88881 80769 37122 46050 49133 64443 72881 38239 67512 58478 20778 60013 29642 40501 70704 61609 44263 32903 64189 59067 92056 61248 39136 63773 37163 59733 68220 47119 81652 81528 77750
27559 59020 108771 106256 70173 47921 28987 11886 37831 100634 0 42863 19874 27392 36958 39536 61232 8078 46068 38761 32873 37469 23520 60944 118802 11098 43621 21984 51767 13127 59584 19236 47913 24268 87857 9790 54878 101524 61352 98315 11892 26674 83548 46157 30458 34270 28397 75795 34023 55567 29076 113675 21467 29995 13740 78621 38298 20525 35505 59722 86193 94127 25123 8299 16398 69865 32771 84565 38154 30071 46624 87642 38194 55852 53014 32766 119804 60433 83567 85055 15006 34494 58690 57912 104948 23500 48691 81517 19165 33858 86755 52574 26298 69598 26150 63010 90681 11945 61899 36902 24750 99353 78357 77089 12528 93835 96034 67480 1668 70884 81920 79177 81984 96841 82556 46995 17933 7083 70048 79340 69958 100166 70396 93641 86086 62855 81897 41679 30743 3704 67444 55991 65337 94676 84686 102967 99382 36762 45232 86573 82608 27612 15412 91093 69652 13048 34905 73430 39328 68093 68441 104016 103166 60751 95689 95354 12903 60683 79665 75978 92134 68568 15601 15050 60992 64099 49592 91204 76252 87879 74704 45272 51894 22964 33126 21930 76300 109501 52377 36195 63797 77408 34098 44351 82043 41621 98522 64714 43359 90635 61195 68242 55484 72032 18600 68576 62333 39355 66249 50084 34679 73434 27844 24032 29506
