node_id,node_type,x,y,demand,ready_time,due_time,service_time,station_capacity,station_chargers,charge_power_kw,carbon_region
C045,c,21655.276814433397,-20568.112632579236,715.7,0.0,20505.0,1158.0,,,,
C046,c,-8910.342391155089,19879.410638290916,534.9,7000.1,27336.1,1434.0,,,,
C047,c,37062.761324581144,2535.69073208598,181.7,5834.4,26001.4,1390.0,,,,
C048,c,-5067.324361882182,-15145.527815024894,151.1,6693.3,27641.3,1650.0,,,,
C049,c,43961.09228015805,-763.6455864083518,563.5,3044.6,22290.6,332.0,,,,
C050,c,-46584.465399377754,32645.39680273096,491.6,546.0,20948.0,882.0,,,,
C051,c,29336.687308016342,-20037.97059925201,427.7,3968.2,23509.2,458.0,,,,
C052,c,24719.712551542136,-11344.307367459489,459.3,7272.2,26633.2,1108.0,,,,
C053,c,60000.0,-21758.150745586972,268.6,9952.5,28370.5,384.0,,,,
C054,c,-27585.499679056258,-10139.407345816482,391.1,6649.2,26357.2,1114.0,,,,
C055,c,37663.989722237646,7233.302002911662,388.6,1294.2,21808.2,1598.0,,,,
C056,c,34278.60172184353,-14783.165312662964,697.4,3857.6,24352.6,756.0,,,,
C057,c,41172.70981382151,5251.751501841632,424.9,0.0,20514.0,1610.0,,,,
C058,c,10549.685497472221,16549.004973249583,653.1,0.0,19516.0,804.0,,,,
C059,c,-26878.58092990838,12114.557974245603,490.5,216.4,20142.4,916.0,,,,
C060,c,-31704.692867358423,19601.284353762538,562.5,2809.0,22285.0,858.0,,,,
C061,c,39252.37188161339,-6152.854919246702,591.0,9413.7,29484.7,1308.0,,,,
C062,c,40344.060011483896,-28890.674587585356,360.4,5140.9,25012.9,924.0,,,,
C063,c,49785.60745835518,-13106.679187190599,780.6,6300.3,26526.3,814.0,,,,
C064,c,-15900.46875401559,-2671.001824502744,720.9,8864.3,28572.3,1114.0,,,,
C065,c,56808.444997738145,2269.171638064241,252.9,1158.3,21235.3,406.0,,,,
C066,c,-27569.898412175273,7221.291013331722,591.3,8822.4,28893.4,1308.0,,,,
C067,c,60000.0,6955.269728782879,477.6,3532.1,24088.1,792.0,,,,
C068,c,21280.71030658963,-16947.240402595162,817.8,2676.7,23171.7,756.0,,,,
C069,c,2245.517654256987,-34242.74682408162,571.6,3306.3,23823.3,1616.0,,,,
C070,c,-27462.31467059936,14034.633008424102,390.7,4495.3,23562.3,676.0,,,,
C071,c,55344.85020408202,8134.572747503916,155.9,921.8,20168.8,212.0,,,,
C072,c,-1203.5598076821625,-4229.916475934433,375.7,1499.8,21891.8,854.0,,,,
C073,c,14547.418498237454,11148.353474450996,537.4,2642.8,22809.8,1390.0,,,,
C074,c,40107.27807496915,2176.58410274992,819.6,2370.4,22884.4,1610.0,,,,
C075,c,-45228.38862631827,45000.0,202.1,0.0,19264.0,1028.0,,,,
C076,c,-801.536044584358,5312.560396870373,209.7,4417.7,25365.7,1650.0,,,,
C077,c,-24522.054776675814,10949.708441869141,514.7,0.0,20392.0,854.0,,,,
C078,c,-30229.99962234531,2420.0909098541124,795.0,1673.0,21747.0,482.0,,,,
C079,c,60000.0,-19676.639368333257,165.3,2322.4,23655.4,1632.0,,,,
C080,c,33422.94662356456,1500.899799248682,781.6,1537.0,21743.0,416.0,,,,
C081,c,-8331.857294370686,-15300.717511484569,810.4,2017.9,21130.9,762.0,,,,
C082,c,-7123.397313726725,-13776.453392982052,776.3,6437.1,27464.1,1254.0,,,,
C083,c,-46746.40647699512,14338.235122014703,395.5,393.1,19639.1,332.0,,,,
C084,c,34707.29544367216,-10526.108863522382,439.7,3554.4,23890.4,1434.0,,,,
C085,c,1809.3518252922122,-16075.290482076201,748.0,2601.3,21714.3,762.0,,,,
C086,c,-19044.348250023682,15991.242079371881,785.9,6584.9,25535.9,346.0,,,,
C087,c,35718.79937286775,-15293.305647083114,377.9,5999.6,24413.6,318.0,,,,
C088,c,28606.54137603734,-2155.3224311026606,515.1,39344.6,59170.6,960.0,,,,
C089,c,-15660.709743956519,28795.013668128693,470.1,33912.4,54978.4,1488.0,,,,
C090,c,14173.790828709447,10250.957601965752,99.9,41780.2,61018.2,688.0,,,,
C091,c,22357.456889141242,-30765.383479305223,814.9,34416.9,54026.9,324.0,,,,
C092,c,-7594.613690973054,11566.400233591838,228.5,32400.0,51876.0,736.0,,,,
C093,c,23821.01447048497,-21177.973187080443,841.4,35737.1,56055.1,618.0,,,,
C094,c,-7568.620955982529,-955.9772260316822,226.7,33346.6,52516.6,676.0,,,,
C095,c,-42054.80218871344,-28741.49130310852,770.0,32400.0,51136.0,502.0,,,,
C096,c,43655.82316113668,-18599.60799990495,607.5,32400.0,52161.0,1442.0,,,,
C097,c,4818.975595748139,14270.342496353314,416.1,35682.2,54967.2,1078.0,,,,
C098,c,15707.923655051396,-12780.050475188937,815.7,37395.9,56538.9,920.0,,,,
C099,c,25292.089063623916,-37722.52031032427,513.7,32400.0,51512.0,292.0,,,,
C100,c,-47024.01963354298,-2584.1403062386344,163.8,35833.3,55533.3,802.0,,,,
C101,c,-11824.095380554874,20395.27929357762,241.6,36238.9,55991.9,210.0,,,,
C102,c,-24006.925466879988,-3625.6285823955213,492.7,33307.3,53216.3,1318.0,,,,
C103,c,39234.805954141004,-21168.853296405145,345.4,36489.6,56489.6,1428.0,,,,
C104,c,-45210.21766982205,-29957.213156650192,430.5,34209.5,53046.5,498.0,,,,
C105,c,-47319.78750145371,-25289.102402304692,643.9,32400.0,51673.0,434.0,,,,
C106,c,-18018.18298765768,-40065.38887047945,408.9,32900.7,52173.7,434.0,,,,
C107,c,46965.99588437883,-29275.95963862897,523.9,39748.4,59206.4,1318.0,,,,
C108,c,-14717.608809988908,2355.3472247627506,162.4,32485.0,51943.0,1318.0,,,,
C109,c,-20126.930348716065,15081.936729058478,612.8,34609.8,54375.8,898.0,,,,
C110,c,-26284.04394795477,-3815.252560407872,477.2,36352.2,55421.2,642.0,,,,
C111,c,-29786.14186861414,-5518.370133376177,771.8,34177.8,53963.8,598.0,,,,
C112,c,-39535.89585132542,10612.550789627645,102.5,34280.6,54423.6,1124.0,,,,
C113,c,-11150.065734827664,27480.300910478654,149.7,32400.0,52419.0,1456.0,,,,
C114,c,35713.24150098345,15723.413543826926,400.5,35309.7,54782.7,420.0,,,,
C115,c,30983.977755040465,-26233.440450525042,564.5,35886.8,56406.8,1118.0,,,,
C116,c,53346.50098295092,-34742.17292565877,757.2,37267.8,57784.8,1192.0,,,,
C117,c,-20332.983283531918,-41779.84716205218,601.6,32400.0,52252.0,1470.0,,,,
C118,c,-29179.85299119022,-45000.0,287.0,41756.0,61029.0,434.0,,,,
C119,c,-21329.519470483112,-30304.528137927242,851.3,35027.7,55160.7,472.0,,,,
C120,c,-48213.67405348047,-3856.5283198416037,258.3,36312.0,56503.0,1134.0,,,,
C121,c,-5905.6365069814965,15058.94602436607,140.5,34783.3,54618.3,1458.0,,,,
C122,c,-45013.4456592297,-28650.18377634594,455.7,34854.8,54571.8,1512.0,,,,
C123,c,-36639.63504720668,-17588.98097102496,861.5,41144.4,60638.4,1414.0,,,,
C124,c,-8532.298114356405,-3309.358732747153,751.8,33396.9,53149.9,210.0,,,,
C125,c,-24837.680028115185,6737.5724691310625,641.6,39517.7,58052.7,532.0,,,,
C126,c,6964.793863805749,-28180.910691537494,726.1,37595.6,57614.6,1456.0,,,,
C127,c,25064.286070947477,-9712.524375582749,417.7,32400.0,52437.0,1290.0,,,,
C128,c,45408.42685680116,-31302.413014758356,171.0,38575.0,58292.0,1512.0,,,,
C129,c,-12090.518663966684,-93.84515432362787,313.0,34373.2,52908.2,532.0,,,,
C130,c,12955.960025727978,13697.694146532927,704.7,43167.9,62279.9,292.0,,,,
C131,c,-12793.952349173374,-7174.40186934859,608.9,35628.9,55517.9,1570.0,,,,
C132,c,-45952.989146563865,-25121.35014547952,273.3,33562.1,53858.1,1650.0,,,,
C133,c,-25554.964810201647,11393.688868851994,367.1,32658.5,52080.5,348.0,,,,
C134,c,-39417.01127092833,23932.184759287768,164.5,32400.0,52522.0,844.0,,,,
C135,c,-47231.578012680024,-3222.865570342048,465.8,33111.0,52484.0,1250.0,,,,
C136,c,22241.033924140724,-3861.615846746128,111.2,33588.1,54285.1,1056.0,,,,
C137,c,6307.202360692074,-13485.406456889556,630.5,32400.0,51441.0,244.0,,,,
C138,c,-29714.370924655705,7388.110600065632,318.9,33998.7,53759.7,1442.0,,,,
C139,c,-33924.87295709785,-32591.64200187527,768.2,33298.6,52571.6,434.0,,,,
C140,c,30200.243212028894,-8895.994203094624,249.9,39622.7,59160.7,374.0,,,,
C141,c,35795.025012813494,-20921.965731569762,367.9,32400.0,53141.0,1058.0,,,,
C142,c,-36560.14329698827,2812.409255415916,810.0,32400.0,51414.0,602.0,,,,
C143,c,-19745.633355293445,-16154.980816325526,115.2,34166.5,53309.5,920.0,,,,
C144,c,37224.92269469878,-23113.022347441965,699.0,33590.7,53063.7,420.0,,,,
C145,c,22775.9643099804,-6005.614944729916,481.9,32400.0,52989.0,824.0,,,,
C146,c,-24661.149570660178,-24843.348562972446,187.6,32400.0,51136.0,502.0,,,,
C147,c,11975.75855375768,-15192.161679379738,180.5,38456.6,58461.6,986.0,,,,
C148,c,-11941.787397996784,1658.5771828947381,216.7,32506.4,51547.4,244.0,,,,
C149,c,-19255.370289837785,-20712.187054241916,762.5,33594.5,53273.5,1150.0,,,,
C150,c,-48387.171600891146,8062.405211088452,406.4,34614.5,53117.5,352.0,,,,
C151,c,-35138.39506643263,30762.2513240419,200.8,34686.8,55091.8,672.0,,,,
C152,c,-5305.541364600442,-1492.3936117690537,549.2,35431.1,55008.1,576.0,,,,
C153,c,-47021.22773557665,-26559.07517770382,404.5,37823.1,57037.1,484.0,,,,
C154,c,-20365.61973469594,36362.23754363815,450.7,32400.0,52252.0,1470.0,,,,
C155,c,37064.985177299706,-23729.184738616448,347.0,35632.2,56243.2,990.0,,,,
C156,c,-11710.079278117326,-22958.488877956795,309.6,36147.3,54984.3,498.0,,,,
C157,c,-29817.00936184914,-15549.500828389853,610.2,32400.0,51414.0,602.0,,,,
C158,c,-19503.660112707017,4172.228834314219,567.0,33962.1,55028.1,1488.0,,,,
C159,c,-8778.742224634294,42603.36526680579,403.9,41051.0,60330.0,766.0,,,,
C160,c,-17074.46807076888,-9831.425213743496,528.4,34203.2,54608.2,672.0,,,,
C161,c,47214.551155959634,-45000.0,680.2,43289.9,63124.9,1458.0,,,,
C162,c,33641.11212669714,-28042.37932581569,190.4,33243.4,52080.4,498.0,,,,
C163,c,-3526.1265455304474,2166.882292491555,141.7,37470.6,57233.6,1110.0,,,,
C164,c,-15215.652456371921,-23701.829975962064,537.8,34461.5,53746.5,1078.0,,,,
C165,c,1528.4571171867829,-45000.0,350.7,34440.5,54050.5,324.0,,,,
C166,c,-24576.356105432846,24942.980584948757,573.7,35947.2,56099.2,1436.0,,,,
C167,c,-18195.34821555273,7272.8712518909615,490.5,33819.2,53536.2,1512.0,,,,
C168,c,-20323.759158028002,25025.07563610639,139.6,36863.6,57929.6,1488.0,,,,
C169,c,-14591.074850651003,10343.313716284896,382.1,34596.2,53399.2,338.0,,,,
C170,c,12214.951854365667,-2557.1447375634307,376.6,34756.1,53330.1,306.0,,,,
C171,c,-396.2227798117892,-12433.157555403588,308.9,34968.0,53982.0,602.0,,,,
C172,c,59536.492122886906,-9258.137485453619,584.8,36354.3,55890.3,244.0,,,,
C173,c,19367.67586202637,-45000.0,539.8,39286.8,59631.8,1088.0,,,,
C174,c,35853.55062955573,-11634.068600953704,764.9,35319.7,55072.7,210.0,,,,
C175,c,-25503.84222356746,-11384.653855432618,745.2,32485.6,52522.6,1290.0,,,,
C176,c,-60000.0,-15632.098848510359,288.4,66963.0,85751.0,774.0,,,,
C177,c,8153.390862041295,3785.4918094042787,146.9,64800.0,83468.0,506.0,,,,
C178,c,17741.622764249274,-10585.129117729237,308.6,64800.0,84282.0,650.0,,,,
C179,c,-13252.454776469,-45000.0,544.8,64800.0,86117.0,1378.0,,,,
C180,c,-27008.47684164186,-12976.995634248342,168.7,64800.0,86117.0,1378.0,,,,
C181,c,23814.392007139195,-6071.888700971525,468.0,64800.0,85393.0,1532.0,,,,
C182,c,6557.234718597894,-15410.8670292758,281.8,66859.2,85511.2,280.0,,,,
C183,c,-24951.13163631009,6839.03408310997,209.9,65023.1,85023.1,448.0,,,,
C184,c,17588.684230853483,-1729.3218852715472,361.7,64800.0,83852.0,408.0,,,,
C185,c,-46523.79283446093,-3898.652921135228,122.7,64800.0,85393.0,1532.0,,,,
C186,c,-12637.902830951696,-8607.082496298382,550.9,66021.4,86257.4,1148.0,,,,
C187,c,32866.81365506219,10931.7954548837,744.5,65955.9,85799.9,1644.0,,,,
C188,c,-41666.05827151692,-37365.22613557423,302.9,64800.0,86043.0,1424.0,,,,
C189,c,-9769.1486447949,-11157.893614634535,485.4,65689.6,85533.6,1644.0,,,,
C190,c,-6509.072003972262,10753.647175345086,258.3,65498.7,84041.7,360.0,,,,
C191,c,27540.59142886418,21859.37441833626,825.9,67553.1,85926.1,274.0,,,,
C192,c,-23294.81283986071,-33509.65821377353,281.7,66129.0,86023.0,662.0,,,,
C193,c,48572.872429638126,-10862.674314259923,538.7,66090.5,85997.5,386.0,,,,
C194,c,-19740.740447041997,-34841.53045063098,327.7,64800.0,84473.0,846.0,,,,
C195,c,-7257.761982394855,-1846.8685142010559,661.0,64800.0,84707.0,386.0,,,,
C196,c,10789.991868782357,-18626.110379995487,293.7,64800.0,84452.0,1362.0,,,,
C197,c,-12709.3767620005,-4419.215599671094,338.8,65369.6,84919.6,1238.0,,,,
C198,c,-1165.789324790122,-24042.226652994166,461.8,66130.4,86392.4,600.0,,,,
C199,c,25909.994408150145,-3257.2840662650947,303.8,64957.9,84507.9,1238.0,,,,
C200,c,-24373.499617170946,-21465.008962521828,274.7,66664.0,86333.0,248.0,,,,
F1,f,40492.372519082055,-2832.9297368404837,0.0,0.0,86400.0,0.0,1,1,60.0,R1
F2,f,38498.94435869107,-7667.369677609742,0.0,0.0,86400.0,0.0,1,1,60.0,R2
F3,f,36435.67598442079,-2592.322521798902,0.0,0.0,86400.0,0.0,1,1,60.0,R3
