candidate_id,role,x,y,score,coverage_score,balance_score,distance_score,separation_score,feasibility_score,selected
D_CAND_0000,depot,41434.89071986585,-16806.819438363724,0.5491551519342339,0.5057471264367817,0.9459747442708748,0.19317459909824505,1.0,0.12643678160919541,False
D_CAND_0114,depot,38577.45420039686,-18223.261795875125,0.5480849036008472,0.5057471264367817,0.9459747442708748,0.1888936057646982,1.0,0.12643678160919541,False
D_CAND_0001,depot,8963.778259511915,-7537.56450758335,0.5471095737780474,0.5057471264367817,0.8049817619538497,0.36276687798592566,1.0,0.034482758620689655,False
D_CAND_0102,depot,43937.9088543554,-16633.03790546195,0.5439580321013848,0.5057471264367817,0.9459747442708748,0.186179223215124,1.0,0.09195402298850575,False
D_CAND_0016,depot,44817.63280096507,207.02572766555517,0.5405180466914864,0.5057471264367817,0.9208627388787567,0.18833588466879822,1.0,0.11494252873563218,False
D_CAND_0004,depot,-21592.67964116383,-16761.812541132025,0.5393807476412611,0.5057471264367817,0.8578869637617953,0.2881417739296862,1.0,0.011494252873563218,False
D_CAND_0108,depot,47366.47798343102,-14964.080430511352,0.5391280479195075,0.5057471264367817,0.9461333359765285,0.1758960970808122,1.0,0.06896551724137931,False
D_CAND_0090,depot,-7872.253533056348,-24470.481927461653,0.5379714631271624,0.5057471264367817,0.8692064467528348,0.2757828540316766,1.0,0.0,False
D_CAND_0074,depot,-23958.389649098706,-12768.018638614685,0.537781710026498,0.5057471264367817,0.8382761081595432,0.3013564790728858,1.0,0.011494252873563218,False
D_CAND_0009,depot,20476.205206042403,11108.624467934624,0.5377766254258967,0.5057471264367817,0.8890750138767742,0.24593953380382358,1.0,0.022988505747126436,False
D_CAND_0075,depot,16278.596653031747,3958.770866611964,0.535981258868157,0.5057471264367817,0.8049817619538497,0.3090582160475133,1.0,0.05747126436781609,False
D_CAND_0037,depot,28003.820753230528,-248.9264208516384,0.5355916281297505,0.5057471264367817,0.9453403774482596,0.16254337645005254,1.0,0.06896551724137931,False
D_CAND_0065,depot,8986.298177641387,24826.41790485525,0.5342424749718625,0.5057471264367817,0.8825083260645468,0.23836961979991447,1.0,0.022988505747126436,False
D_CAND_0051,depot,12828.12164028282,-11904.78394272933,0.5331114850355021,0.5057471264367817,0.7837849892950599,0.32337359452510966,1.0,0.04597701149425287,False
D_CAND_0003,depot,44976.820303965345,5468.529354984715,0.5330804870426598,0.5057471264367817,0.9274641186265957,0.15658196747507777,1.0,0.10344827586206896,False
D_CAND_0066,depot,34610.40958119797,-23065.052342257164,0.5320960954248224,0.5057471264367817,0.9926651336135122,0.08744338601681155,1.0,0.10344827586206896,False
D_CAND_0070,depot,48990.68679628468,-18992.150527460108,0.5312550268873382,0.5057471264367817,0.9459747442708748,0.14916030580721326,1.0,0.05747126436781609,False
D_CAND_0030,depot,-15546.94778206601,-25299.464631487324,0.5304680469898574,0.5057471264367817,0.8692064467528348,0.2457691894824568,1.0,0.0,False
D_CAND_0036,depot,46527.93944693659,-25426.074898938554,0.5288497076788681,0.5057471264367817,0.9459747442708748,0.12574592552505698,1.0,0.09195402298850575,False
D_CAND_0120,depot,-31605.120727714457,-3526.0791422849234,0.528479041095788,0.5057471264367817,0.8031876932836411,0.2946365170765224,1.0,0.022988505747126436,False
D_CAND_0123,depot,54042.55956680151,-9834.896169213403,0.5278707097701789,0.5057471264367817,0.9480513044167789,0.142741879491523,1.0,0.034482758620689655,False
D_CAND_0032,depot,26042.564078327683,2694.6551832015953,0.527594858593804,0.5057471264367817,0.9570315597494252,0.12806051830395193,1.0,0.04597701149425287,False
D_CAND_0109,depot,-27371.30858806557,-16313.415050563934,0.5273739487128987,0.5057471264367817,0.8382761081595432,0.25972543381848817,1.0,0.011494252873563218,False
D_CAND_0027,depot,29532.107627836882,-19301.754221689647,0.5268915495866355,0.5057471264367817,0.9034919911188646,0.16039604630813703,1.0,0.09195402298850575,False
D_CAND_0048,depot,-10356.510880563912,26922.21219052905,0.5264127768132765,0.5057471264367817,0.8192897073983031,0.27486714698123976,1.0,0.011494252873563218,False
D_CAND_0040,depot,-3433.7088161595952,26190.707158824112,0.5256934039455123,0.5057471264367817,0.8192897073983031,0.271989655510183,1.0,0.011494252873563218,False
D_CAND_0019,depot,21041.55233976135,2153.1055387136844,0.5240695988894916,0.5057471264367817,0.8049817619538497,0.26600927728227747,1.0,0.04597701149425287,False
D_CAND_0012,depot,41477.7008136896,11108.624467934624,0.5238931967871556,0.5057471264367817,0.9440964237570375,0.1215913059203206,1.0,0.05747126436781609,False
D_CAND_0096,depot,27060.922416748628,-6063.709260712583,0.5238883056015486,0.5057471264367817,0.8693699944492903,0.1825050670373645,1.0,0.09195402298850575,False
D_CAND_0128,depot,17967.94509158875,22529.69842370748,0.5222956438041098,0.5057471264367817,0.8786079613036237,0.19908036103925225,1.0,0.011494252873563218,False
D_CAND_0059,depot,39181.05226942189,-26915.146152656085,0.521064587448492,0.5057471264367817,0.9261458250733487,0.12822746724935485,1.0,0.05747126436781609,False
D_CAND_0063,depot,21074.321146546754,-30400.671267307116,0.5203651193293661,0.5057471264367817,0.9510248988977876,0.12353902669553886,1.0,0.0,False
D_CAND_0088,depot,-408.9558066991294,27387.70928146769,0.5201458880103436,0.5057471264367817,0.8192897073983031,0.25439729291893304,1.0,0.0,False
D_CAND_0015,depot,51552.98749127837,8083.7424077848445,0.5190638416516357,0.5057471264367817,0.9370440488462455,0.11392396143845832,1.0,0.04597701149425287,False
D_CAND_0046,depot,11763.416159853648,-34469.7849792396,0.5159008250036976,0.5057471264367817,0.9186969708984221,0.13800977739223047,1.0,0.0,False
D_CAND_0023,depot,29935.299147846934,-25892.720442434707,0.5155860509862583,0.5057471264367817,0.9469262945047976,0.09932595541724698,1.0,0.022988505747126436,False
D_CAND_0056,depot,55922.55450751494,-23881.96911379341,0.5154926778833133,0.5057471264367817,0.9459747442708748,0.09530631208996475,1.0,0.034482758620689655,False
D_CAND_0035,depot,4631.33441205108,28270.667121523424,0.5140057798146535,0.5057471264367817,0.8192897073983031,0.22983686013617283,1.0,0.0,False
D_CAND_0116,depot,22721.333458180132,-29876.6481653873,0.5128283116654456,0.5057471264367817,0.9223495361192611,0.11746945766895837,1.0,0.011494252873563218,False
D_CAND_0002,depot,-32558.034075189287,13763.708442414012,0.5122029151847954,0.5057471264367817,0.8589525017841568,0.15537640033433522,1.0,0.06896551724137931,False
D_CAND_0034,depot,23233.877891044784,7237.8471290201705,0.5117073068952436,0.5057471264367817,0.80728134168583,0.2280536330215813,1.0,0.011494252873563218,False
D_CAND_0008,depot,20476.205206042403,-2846.4371357448754,0.5114423780542156,0.5057471264367817,0.7424024661010231,0.27807968979399994,1.0,0.04597701149425287,False
D_CAND_0025,depot,-22482.009001432307,-30742.381032319983,0.5106335620283746,0.5057471264367817,0.8578869637617953,0.17775073262756508,1.0,0.0,False
D_CAND_0052,depot,27427.001680064925,-22350.134017662815,0.5105888203426444,0.5057471264367817,0.88817797954167,0.12888994550706873,1.0,0.04597701149425287,False
D_CAND_0124,depot,-32850.25709324699,19062.92955831835,0.5099345403874882,0.5057471264367817,0.8632146538736025,0.14663845020508604,1.0,0.05747126436781609,False
D_CAND_0077,depot,-34300.42964032284,12609.670851042976,0.5098983346144502,0.5057471264367817,0.8589525017841568,0.15075577920237954,1.0,0.05747126436781609,False
D_CAND_0060,depot,52233.09683930517,11857.638522536605,0.5091361247607832,0.5057471264367817,0.9225378637697248,0.09331698010099423,1.0,0.034482758620689655,False
D_CAND_0094,depot,51629.0878890019,-31827.45501369951,0.5081004878523538,0.5057471264367817,0.9444383871223538,0.07646931141349829,1.0,0.011494252873563218,False
D_CAND_0093,depot,478.22914945960804,32724.15716293202,0.5066837813623787,0.5057471264367817,0.8118012052969629,0.20803736842841378,1.0,0.0,False
D_CAND_0083,depot,40083.514680006534,20707.732302687215,0.5050436834108403,0.5057471264367817,0.9470155023392277,0.06166497843057033,1.0,0.011494252873563218,False
D_CAND_0132,depot,43389.519467273916,27081.10538841561,0.5028312972599321,0.5057471264367817,0.9628003330425821,0.03703060312358363,1.0,0.011494252873563218,False
D_CAND_0071,depot,30585.47776837037,19801.000728424526,0.5011796881559357,0.5057471264367817,0.9470254143208312,0.05079678657877372,1.0,0.0,False
D_CAND_0091,depot,44502.774428325654,24448.091506944034,0.5007800616384274,0.5057471264367817,0.945023194036952,0.04660279964319434,1.0,0.011494252873563218,False
D_CAND_0125,depot,-40481.83620351507,22931.227809719156,0.5001117673399338,0.5057471264367817,0.8632146538736025,0.12114046146314386,1.0,0.022988505747126436,False
D_CAND_0107,depot,39650.871836187696,33160.03499320662,0.49902569185328155,0.5057471264367817,0.9633256680675601,0.021282846472002983,1.0,0.011494252873563218,False
D_CAND_0095,depot,-32063.832246670037,32551.131253762196,0.4986861077506524,0.5057471264367817,0.8705743002140991,0.10807817676552223,1.0,0.022988505747126436,False
D_CAND_0061,depot,48233.33280662927,28772.29645141574,0.4970392663120637,0.5057471264367817,0.945023194036952,0.03163961833773925,1.0,0.011494252873563218,False
