task_id,pair_id,instance_id,region,customer_size,map_index,seed,grid_date,fixed_solution_sha256,source_witness_sha256,route_count,charging_action_count,charging_energy_kwh,city_count,cities,asap_charging_emissions_kg,carbon_charging_emissions_kg,charging_emissions_change_pct,charging_emissions_reduction_pct,asap_system_total_emissions_kg,carbon_system_total_emissions_kg,system_total_emissions_change_pct,system_total_emissions_reduction_pct,asap_charging_electricity_cost_cny,carbon_charging_electricity_cost_cny,charging_electricity_cost_change_pct,charging_electricity_cost_reduction_pct,asap_full_model_cost_cny,carbon_full_model_cost_cny,movable_energy_kwh,movable_energy_share_pct,immovable_energy_kwh,immovable_energy_share_pct,window_too_narrow_kwh,already_lowest_carbon_kwh,depot_capacity_constrained_kwh,unclassified_immovable_kwh,asap_violation_count,carbon_violation_count,independent_max_residual,fixed_invariants_match,forecast_equals_actual_profile,search_candidate_count
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-11,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-11,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.792403899596506,7.270564861445085,-32.632572603061035,32.632572603061035,35.9400937916214,32.41825475346998,-9.79919267481838,9.79919267481838,13.377975159428164,22.614081159428174,69.0396408270413,-69.0396408270413,546.8800086342031,555.851906269561,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-12,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-12,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.437972079500835,7.428682880067783,-28.83020932143518,28.83020932143518,35.585661971525724,32.576372772092675,-8.45646542093545,8.45646542093545,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.8534191590595,567.3732590609851,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-13,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-13,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,11.165694062150003,0.8030095426592362,-92.80824337305359,92.80824337305359,36.313383954174896,25.95069943468413,-28.53681863570686,28.53681863570686,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.9080128621979,550.8765878358631,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-14,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-14,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.651792714554965,6.856571708914246,-35.629880409283615,35.629880409283615,35.79948260657986,32.00426160093914,-10.601329207319793,10.601329207319793,13.377975159428164,22.614081159428174,69.0396408270413,-69.0396408270413,546.8694599831014,555.8208485032582,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-15,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-15,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.912361854620421,8.028243302637796,-26.429828761236106,26.429828761236106,36.060051746645314,33.17593319466269,-7.998098761050544,7.998098761050544,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.889007879989,567.4182380838863,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-16,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-16,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.742784999571327,0.9681804177536453,-90.98762175923395,90.98762175923395,35.89047489159622,26.115870309778536,-27.234536771499826,27.234536771499826,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.8762862243233,550.8889789549127,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-17,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-17,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.385293969503353,7.695229771831812,-25.902629290716032,25.902629290716032,35.532983861528244,32.842919663856705,-7.570611598943388,7.570611598943388,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.8494672472475,567.3932554088053,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-18,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-18,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,6.278952808889068,3.3020875263154297,-47.410219079196004,47.410219079196004,31.42664270091396,28.44977741834032,-9.472425390469926,9.472425390469926,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.5414095333782,551.0640686661969,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-19,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-19,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,9.995601204406428,7.483717495113425,-25.129891218405877,25.129891218405877,35.14329109643132,32.63140738713832,-7.147548311285153,7.147548311285153,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.82023249601,567.3773877578059,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-20,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-20,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,9.785747974388805,4.225892731402286,-56.815843383027385,56.815843383027385,34.9334378664137,29.37358262342718,-15.915568528489919,15.915568528489919,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.8044893066941,551.1333725326825,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-21,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-21,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,8.99523457423775,6.672721160024603,-25.81937574885262,25.81937574885262,34.14292446626264,31.820411052049494,-6.802327130788323,6.802327130788323,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.7451849914147,567.3165468127476,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-22,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-22,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.394215859505872,7.5436451735248715,-27.42458617861062,27.42458617861062,35.54190575153076,32.691335065549765,-8.020309056889065,8.020309056889065,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.8501365674356,567.3818835322403,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-23,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-23,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.07503900445678,8.076479120425805,-19.836745874104256,19.836745874104256,35.22272889648167,33.2241690124507,-5.674063159344249,5.674063159344249,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.8261919197697,567.4218567349368,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-24,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-24,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.33005018949832,4.610634574237753,-55.3667747042992,55.3667747042992,35.47774008152321,29.758324466262646,-16.121138500135842,16.121138500135842,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.8453228588716,551.1622358657321,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-25,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-25,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.18168104943286,6.181582086795463,-39.287215374520216,39.287215374520216,35.32937094145775,31.329271978820355,-11.322304518995626,11.322304518995626,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.8341922059839,567.2797015594739,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-26,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-26,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,9.893087896902022,5.390565611481861,-45.5117990696323,45.5117990696323,35.04077778892692,30.538255503506754,-12.849378836684913,12.849378836684913,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.812541947681,567.2203595034958,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-27,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-27,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,8.990079314403909,6.870851050426522,-23.57296515262061,23.57296515262061,34.1377692064288,32.018540942451416,-6.207869797122807,6.207869797122807,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.744798243822,567.3314105171255,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-28,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-28,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,9.69485009685167,7.352149451067218,-24.164382351257053,24.164382351257053,34.84253998887657,32.49983934309211,-6.72367929126969,6.72367929126969,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.7976701479212,567.3675175231415,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed2__2025-02-01,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,2,2025-02-01,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,3b7b51db4ba6395c8ccc2150da3c92c63687c1f35cae5580e1e44fb028ba4604,2,1,33.304725006293914,1,chongqing,9.272212296801317,5.333896883681365,-42.47438784893411,42.47438784893411,34.419902188826214,30.48158677570626,-11.44197154168107,11.44197154168107,13.377975159428164,31.952948401302567,138.84741913864028,-138.84741913864028,546.7659638601615,565.0454846797436,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed2__2025-02-02,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,2,2025-02-02,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,3b7b51db4ba6395c8ccc2150da3c92c63687c1f35cae5580e1e44fb028ba4604,2,1,33.304725006293914,1,chongqing,10.283362629488249,7.090701905182125,-31.046855385133945,31.046855385133945,35.43105252151314,32.238391797207015,-9.010911325221267,9.010911325221267,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.8418203581197,567.3479037282492,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed2__2025-02-03,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,2,2025-02-03,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,3b7b51db4ba6395c8ccc2150da3c92c63687c1f35cae5580e1e44fb028ba4604,2,1,33.304725006293914,1,chongqing,10.315713737043005,5.356219548551716,-48.07708235138488,48.07708235138488,35.4634036290679,30.50390944057661,-13.984822890564836,13.984822890564836,13.377975159428164,22.614081159428174,69.0396408270413,-69.0396408270413,546.8442473382083,555.7082920841879,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed2__2025-02-04,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,2,2025-02-04,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,3b7b51db4ba6395c8ccc2150da3c92c63687c1f35cae5580e1e44fb028ba4604,2,1,33.304725006293914,1,chongqing,10.226223574489506,1.2653727954166576,-87.62619664825952,87.62619664825952,35.373913466514395,26.41306268744155,-25.331804996796166,25.331804996796166,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.8375337862136,550.9112743270849,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed2__2025-02-05,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,2,2025-02-05,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,3b7b51db4ba6395c8ccc2150da3c92c63687c1f35cae5580e1e44fb028ba4604,2,1,33.304725006293914,1,chongqing,9.918257036967477,7.188956298536376,-27.51794723869738,27.51794723869738,35.06594692899237,32.33664619056127,-7.783336762466056,7.783336762466056,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.8144301365687,567.3552747728387,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed2__2025-02-06,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,2,2025-02-06,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,3b7b51db4ba6395c8ccc2150da3c92c63687c1f35cae5580e1e44fb028ba4604,2,1,33.304725006293914,1,chongqing,9.530675844346005,4.9227096184585655,-48.34878765309259,48.34878765309259,34.6783657363709,30.07039951048346,-13.287726016034764,13.287726016034764,13.377975159428164,22.614081159428174,69.0396408270413,-69.0396408270413,546.7853537954983,555.6757701692322,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed2__2025-02-07,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,2,2025-02-07,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,3b7b51db4ba6395c8ccc2150da3c92c63687c1f35cae5580e1e44fb028ba4604,2,1,33.304725006293914,1,chongqing,10.445242474514682,6.213365046738382,-40.51487974646492,40.51487974646492,35.59293236653957,31.361054938763274,-11.889656587425842,11.889656587425842,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.8539645840935,551.2824727057791,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed2__2025-02-08,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,2,2025-02-08,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,3b7b51db4ba6395c8ccc2150da3c92c63687c1f35cae5580e1e44fb028ba4604,2,1,33.304725006293914,1,chongqing,7.253209786904539,5.685318874116097,-21.616511294340658,21.616511294340658,32.400899678929434,30.833008766140992,-4.839035114225715,4.839035114225715,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.614498291869,567.2424718932587,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed2__2025-02-09,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,2,2025-02-09,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,3b7b51db4ba6395c8ccc2150da3c92c63687c1f35cae5580e1e44fb028ba4604,2,1,33.304725006293914,1,chongqing,9.707983171895728,5.166047991236126,-46.78556915723078,46.78556915723078,34.85567306392062,30.31373788326102,-13.030691366453608,13.030691366453608,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.798655391211,551.2039029802753,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
