instance,customer_id,home_depot_id,base_home_depot_id,moved
L-main-threeshift-200c-01,C171,D1,D0,1
L-main-threeshift-200c-01,C172,D1,D1,0
L-main-threeshift-200c-01,C173,D0,D1,1
L-main-threeshift-200c-01,C174,D1,D0,1
L-main-threeshift-200c-01,C175,D0,D1,1
L-main-threeshift-200c-01,C176,D0,D0,0
L-main-threeshift-200c-01,C177,D0,D0,0
L-main-threeshift-200c-01,C178,D0,D0,0
L-main-threeshift-200c-01,C179,D0,D0,0
L-main-threeshift-200c-01,C180,D0,D0,0
L-main-threeshift-200c-01,C181,D1,D0,1
L-main-threeshift-200c-01,C182,D0,D0,0
L-main-threeshift-200c-01,C183,D0,D0,0
L-main-threeshift-200c-01,C184,D0,D1,1
L-main-threeshift-200c-01,C185,D0,D1,1
L-main-threeshift-200c-01,C186,D0,D0,0
L-main-threeshift-200c-01,C187,D0,D1,1
L-main-threeshift-200c-01,C188,D0,D1,1
L-main-threeshift-200c-01,C189,D1,D1,0
L-main-threeshift-200c-01,C190,D0,D0,0
L-main-threeshift-200c-01,C191,D0,D0,0
L-main-threeshift-200c-01,C192,D1,D1,0
L-main-threeshift-200c-01,C193,D0,D0,0
L-main-threeshift-200c-01,C194,D1,D1,0
L-main-threeshift-200c-01,C195,D0,D1,1
L-main-threeshift-200c-01,C196,D0,D1,1
L-main-threeshift-200c-01,C197,D0,D1,1
L-main-threeshift-200c-01,C198,D0,D0,0
L-main-threeshift-200c-01,C199,D1,D0,1
L-main-threeshift-200c-01,C200,D1,D1,0
L-main-threeshift-200c-01,C201,D1,D0,1
L-main-threeshift-200c-01,C202,D0,D1,1
L-main-threeshift-200c-01,C203,D1,D1,0
L-main-threeshift-200c-01,C204,D0,D1,1
L-main-threeshift-200c-01,C205,D0,D0,0
L-main-threeshift-200c-01,C206,D0,D0,0
L-main-threeshift-200c-01,C207,D1,D0,1
L-main-threeshift-200c-01,C208,D1,D1,0
L-main-threeshift-200c-01,C209,D0,D0,0
L-main-threeshift-200c-01,C210,D0,D0,0
L-main-threeshift-200c-01,C211,D1,D0,1
L-main-threeshift-200c-01,C212,D0,D1,1
L-main-threeshift-200c-01,C213,D1,D1,0
L-main-threeshift-200c-01,C214,D0,D1,1
L-main-threeshift-200c-01,C215,D1,D1,0
L-main-threeshift-200c-01,C216,D1,D0,1
L-main-threeshift-200c-01,C217,D0,D0,0
L-main-threeshift-200c-01,C218,D1,D1,0
L-main-threeshift-200c-01,C219,D0,D0,0
L-main-threeshift-200c-01,C220,D0,D0,0
L-main-threeshift-200c-01,C221,D0,D1,1
L-main-threeshift-200c-01,C222,D1,D1,0
L-main-threeshift-200c-01,C223,D1,D0,1
L-main-threeshift-200c-01,C224,D1,D0,1
L-main-threeshift-200c-01,C225,D0,D0,0
L-main-threeshift-200c-01,C226,D0,D1,1
L-main-threeshift-200c-01,C227,D0,D1,1
L-main-threeshift-200c-01,C228,D0,D1,1
L-main-threeshift-200c-01,C229,D1,D0,1
L-main-threeshift-200c-01,C230,D0,D1,1
L-main-threeshift-200c-01,C231,D1,D1,0
L-main-threeshift-200c-01,C232,D1,D1,0
L-main-threeshift-200c-01,C233,D0,D0,0
L-main-threeshift-200c-01,C234,D1,D0,1
L-main-threeshift-200c-01,C235,D1,D0,1
L-main-threeshift-200c-01,C236,D0,D1,1
L-main-threeshift-200c-01,C237,D0,D0,0
L-main-threeshift-200c-01,C238,D1,D1,0
L-main-threeshift-200c-01,C239,D1,D0,1
L-main-threeshift-200c-01,C240,D0,D0,0
L-main-threeshift-200c-01,C241,D1,D0,1
L-main-threeshift-200c-01,C242,D0,D0,0
L-main-threeshift-200c-01,C243,D1,D1,0
L-main-threeshift-200c-01,C244,D1,D1,0
L-main-threeshift-200c-01,C245,D0,D0,0
L-main-threeshift-200c-01,C246,D1,D1,0
L-main-threeshift-200c-01,C247,D0,D0,0
L-main-threeshift-200c-01,C248,D0,D1,1
L-main-threeshift-200c-01,C249,D0,D0,0
L-main-threeshift-200c-01,C250,D1,D1,0
L-main-threeshift-200c-01,C251,D0,D0,0
L-main-threeshift-200c-01,C252,D1,D0,1
L-main-threeshift-200c-01,C253,D1,D1,0
L-main-threeshift-200c-01,C254,D1,D1,0
L-main-threeshift-200c-01,C255,D0,D0,0
L-main-threeshift-200c-01,C256,D1,D1,0
L-main-threeshift-200c-01,C257,D0,D1,1
L-main-threeshift-200c-01,C258,D1,D1,0
L-main-threeshift-200c-01,C259,D1,D0,1
L-main-threeshift-200c-01,C260,D0,D0,0
L-main-threeshift-200c-01,C261,D0,D1,1
L-main-threeshift-200c-01,C262,D1,D0,1
L-main-threeshift-200c-01,C263,D1,D0,1
L-main-threeshift-200c-01,C264,D0,D0,0
L-main-threeshift-200c-01,C265,D1,D1,0
L-main-threeshift-200c-01,C266,D0,D0,0
L-main-threeshift-200c-01,C267,D1,D0,1
L-main-threeshift-200c-01,C268,D1,D0,1
L-main-threeshift-200c-01,C269,D0,D1,1
L-main-threeshift-200c-01,C270,D0,D0,0
L-main-threeshift-200c-01,C271,D1,D0,1
L-main-threeshift-200c-01,C272,D1,D1,0
L-main-threeshift-200c-01,C273,D1,D0,1
L-main-threeshift-200c-01,C274,D1,D1,0
L-main-threeshift-200c-01,C275,D1,D0,1
L-main-threeshift-200c-01,C276,D1,D0,1
L-main-threeshift-200c-01,C277,D1,D0,1
L-main-threeshift-200c-01,C278,D0,D0,0
L-main-threeshift-200c-01,C279,D1,D1,0
L-main-threeshift-200c-01,C280,D1,D1,0
L-main-threeshift-200c-01,C281,D0,D1,1
L-main-threeshift-200c-01,C282,D1,D0,1
L-main-threeshift-200c-01,C283,D1,D0,1
L-main-threeshift-200c-01,C284,D0,D1,1
L-main-threeshift-200c-01,C285,D0,D0,0
L-main-threeshift-200c-01,C286,D0,D1,1
L-main-threeshift-200c-01,C287,D1,D0,1
L-main-threeshift-200c-01,C288,D0,D1,1
L-main-threeshift-200c-01,C289,D0,D0,0
L-main-threeshift-200c-01,C290,D1,D1,0
L-main-threeshift-200c-01,C291,D0,D0,0
L-main-threeshift-200c-01,C292,D0,D0,0
L-main-threeshift-200c-01,C293,D1,D1,0
L-main-threeshift-200c-01,C294,D0,D1,1
L-main-threeshift-200c-01,C295,D0,D1,1
L-main-threeshift-200c-01,C296,D1,D0,1
L-main-threeshift-200c-01,C297,D0,D0,0
L-main-threeshift-200c-01,C298,D0,D1,1
L-main-threeshift-200c-01,C299,D1,D1,0
L-main-threeshift-200c-01,C300,D1,D1,0
L-main-threeshift-200c-01,C301,D0,D0,0
L-main-threeshift-200c-01,C302,D1,D0,1
L-main-threeshift-200c-01,C303,D1,D1,0
L-main-threeshift-200c-01,C304,D0,D0,0
L-main-threeshift-200c-01,C305,D1,D0,1
L-main-threeshift-200c-01,C306,D0,D0,0
L-main-threeshift-200c-01,C307,D0,D0,0
L-main-threeshift-200c-01,C308,D0,D0,0
L-main-threeshift-200c-01,C309,D0,D1,1
L-main-threeshift-200c-01,C310,D0,D0,0
L-main-threeshift-200c-01,C311,D0,D1,1
L-main-threeshift-200c-01,C312,D1,D1,0
L-main-threeshift-200c-01,C313,D1,D1,0
L-main-threeshift-200c-01,C314,D1,D0,1
L-main-threeshift-200c-01,C315,D0,D1,1
L-main-threeshift-200c-01,C316,D1,D0,1
L-main-threeshift-200c-01,C317,D1,D1,0
L-main-threeshift-200c-01,C318,D1,D1,0
L-main-threeshift-200c-01,C319,D1,D1,0
L-main-threeshift-200c-01,C320,D0,D1,1
L-main-threeshift-200c-01,C321,D0,D0,0
L-main-threeshift-200c-01,C322,D0,D1,1
L-main-threeshift-200c-01,C323,D0,D1,1
L-main-threeshift-200c-01,C324,D0,D0,0
L-main-threeshift-200c-01,C325,D1,D1,0
L-main-threeshift-200c-01,C326,D0,D0,0
L-main-threeshift-200c-01,C327,D1,D0,1
L-main-threeshift-200c-01,C328,D0,D0,0
L-main-threeshift-200c-01,C329,D1,D0,1
L-main-threeshift-200c-01,C330,D0,D1,1
L-main-threeshift-200c-01,C331,D0,D1,1
L-main-threeshift-200c-01,C332,D0,D1,1
L-main-threeshift-200c-01,C333,D0,D0,0
L-main-threeshift-200c-01,C334,D0,D1,1
L-main-threeshift-200c-01,C335,D1,D0,1
L-main-threeshift-200c-01,C336,D0,D1,1
L-main-threeshift-200c-01,C337,D1,D1,0
L-main-threeshift-200c-01,C338,D1,D0,1
L-main-threeshift-200c-01,C339,D1,D0,1
L-main-threeshift-200c-01,C340,D0,D1,1
L-main-threeshift-200c-01,C341,D1,D1,0
L-main-threeshift-200c-01,C342,D0,D1,1
L-main-threeshift-200c-01,C343,D0,D1,1
L-main-threeshift-200c-01,C344,D1,D1,0
L-main-threeshift-200c-01,C345,D1,D0,1
L-main-threeshift-200c-01,C346,D1,D0,1
L-main-threeshift-200c-01,C347,D1,D1,0
L-main-threeshift-200c-01,C348,D0,D0,0
L-main-threeshift-200c-01,C349,D0,D1,1
L-main-threeshift-200c-01,C350,D0,D0,0
L-main-threeshift-200c-01,C351,D0,D1,1
L-main-threeshift-200c-01,C352,D0,D1,1
L-main-threeshift-200c-01,C353,D0,D1,1
L-main-threeshift-200c-01,C354,D0,D0,0
L-main-threeshift-200c-01,C355,D0,D1,1
L-main-threeshift-200c-01,C356,D0,D0,0
L-main-threeshift-200c-01,C357,D0,D0,0
L-main-threeshift-200c-01,C358,D1,D0,1
L-main-threeshift-200c-01,C359,D0,D1,1
L-main-threeshift-200c-01,C360,D1,D0,1
L-main-threeshift-200c-01,C361,D1,D0,1
L-main-threeshift-200c-01,C362,D0,D0,0
L-main-threeshift-200c-01,C363,D1,D0,1
L-main-threeshift-200c-01,C364,D0,D0,0
L-main-threeshift-200c-01,C365,D1,D0,1
L-main-threeshift-200c-01,C366,D0,D0,0
L-main-threeshift-200c-01,C367,D0,D1,1
L-main-threeshift-200c-01,C368,D0,D0,0
L-main-threeshift-200c-01,C369,D0,D0,0
L-main-threeshift-200c-01,C370,D1,D1,0
L-main-threeshift-200c-01,C371,D1,D1,0
L-main-threeshift-200c-01,C372,D0,D1,1
L-main-threeshift-200c-01,C373,D1,D0,1
L-main-threeshift-200c-01,C374,D0,D1,1
L-main-threeshift-200c-01,C375,D1,D0,1
L-main-threeshift-200c-01,C376,D1,D1,0
L-main-threeshift-200c-01,C377,D1,D1,0
L-main-threeshift-200c-01,C378,D1,D1,0
L-main-threeshift-200c-01,C379,D1,D0,1
L-main-threeshift-200c-01,C380,D1,D0,1
L-main-threeshift-200c-01,C381,D0,D1,1
L-main-threeshift-200c-01,C382,D0,D0,0
L-main-threeshift-200c-01,C383,D0,D0,0
L-main-threeshift-200c-01,C384,D1,D0,1
L-main-threeshift-200c-01,C385,D1,D1,0
L-main-threeshift-200c-01,C386,D0,D1,1
L-main-threeshift-200c-01,C387,D0,D1,1
L-main-threeshift-200c-01,C388,D1,D1,0
L-main-threeshift-200c-01,C389,D1,D1,0
L-main-threeshift-200c-01,C390,D0,D1,1
L-main-threeshift-200c-01,C391,D1,D0,1
L-main-threeshift-200c-01,C392,D0,D0,0
L-main-threeshift-200c-01,C393,D1,D0,1
L-main-threeshift-200c-01,C394,D1,D0,1
L-main-threeshift-200c-01,C395,D0,D1,1
L-main-threeshift-200c-01,C396,D0,D1,1
L-main-threeshift-200c-01,C397,D0,D0,0
L-main-threeshift-200c-01,C398,D0,D0,0
L-main-threeshift-200c-01,C399,D1,D0,1
L-main-threeshift-200c-01,C400,D0,D0,0
L-main-threeshift-200c-01,C401,D1,D1,0
L-main-threeshift-200c-01,C402,D0,D1,1
L-main-threeshift-200c-01,C403,D0,D1,1
L-main-threeshift-200c-01,C404,D0,D0,0
L-main-threeshift-200c-01,C405,D1,D1,0
L-main-threeshift-200c-01,C406,D1,D0,1
L-main-threeshift-200c-01,C407,D1,D1,0
L-main-threeshift-200c-01,C408,D0,D1,1
L-main-threeshift-200c-01,C409,D1,D0,1
L-main-threeshift-200c-01,C410,D0,D0,0
L-main-threeshift-200c-01,C411,D0,D0,0
L-main-threeshift-200c-01,C412,D1,D0,1
L-main-threeshift-200c-01,C413,D0,D1,1
L-main-threeshift-200c-01,C414,D1,D0,1
L-main-threeshift-200c-01,C415,D1,D0,1
L-main-threeshift-200c-01,C416,D0,D0,0
L-main-threeshift-200c-01,C417,D1,D0,1
L-main-threeshift-200c-01,C418,D1,D1,0
L-main-threeshift-200c-01,C419,D1,D0,1
L-main-threeshift-200c-01,C420,D0,D1,1
L-main-threeshift-200c-01,C421,D1,D1,0
L-main-threeshift-200c-01,C422,D1,D1,0
L-main-threeshift-200c-01,C423,D1,D1,0
L-main-threeshift-200c-01,C424,D0,D0,0
L-main-threeshift-200c-01,C425,D1,D1,0
L-main-threeshift-200c-01,C426,D1,D0,1
L-main-threeshift-200c-01,C427,D0,D0,0
L-main-threeshift-200c-01,C428,D0,D0,0
L-main-threeshift-200c-01,C429,D1,D0,1
L-main-threeshift-200c-01,C430,D0,D1,1
L-main-threeshift-200c-01,C431,D0,D0,0
L-main-threeshift-200c-01,C432,D0,D0,0
L-main-threeshift-200c-01,C433,D1,D1,0
L-main-threeshift-200c-01,C434,D0,D0,0
L-main-threeshift-200c-01,C435,D1,D1,0
L-main-threeshift-200c-01,C436,D0,D0,0
L-main-threeshift-200c-01,C437,D0,D1,1
L-main-threeshift-200c-01,C438,D0,D1,1
L-main-threeshift-200c-01,C439,D1,D0,1
L-main-threeshift-200c-01,C440,D1,D0,1
L-main-threeshift-200c-01,C441,D0,D1,1
L-main-threeshift-200c-01,C442,D1,D1,0
L-main-threeshift-200c-01,C443,D0,D1,1
L-main-threeshift-200c-01,C444,D1,D0,1
L-main-threeshift-200c-01,C445,D0,D0,0
L-main-threeshift-200c-01,C446,D0,D0,0
L-main-threeshift-200c-01,C447,D0,D0,0
L-main-threeshift-200c-01,C448,D1,D1,0
L-main-threeshift-200c-01,C449,D1,D0,1
