record_id,experiment,instance_id,seed,variant,source_path,source_sha256,formal_result,status,failure,original_route_count,original_physical_vehicle_count,packed_physical_vehicle_count,saved_physical_vehicle_count,original_counts_by_depot_type,packed_counts_by_depot_type,certificate_status,certificate_valid,current_checker_violation_count,experiment_checker_violation_count,depot_fleet_violation_count,saved_terminal_charge_count,saved_terminal_charge_kwh,interface_directly_usable,interface_note,certificate_record_sha256,prepared_solution_sha256
E4/cn-prd-50c-01-V2-LOCATIONS/seed_03/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,3,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed3_cost_plus_carbon.json,493b69305437ef1f2bbed171ac1204592a2714fc1e7d9095f1fd809e559dd09b,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,65.2346039852356,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,1a56dc76e9f4ce26bb2a45b0bb2fd261debb8213afb679e1631ab0ac3045a1e3,08a9e46be7ca31970dc424848179d7972d3e911bd64f0ebc5c95db9fb3555acf
E4/cn-prd-50c-01-V2-LOCATIONS/seed_03/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,3,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed3_pure_carbon.json,5415389c053e449f32776cb9ee280b0feb0774385e0f294ce08a672f72cd2959,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,65.2346039852356,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,2c6dddcf1898ae9d5ced9da6b710fa48f403d19c7846a6892c02f048ae670f56,08a9e46be7ca31970dc424848179d7972d3e911bd64f0ebc5c95db9fb3555acf
E4/cn-prd-50c-01-V2-LOCATIONS/seed_04/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,4,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed4_cost_only.json,03a3015f62b37b4af0cf3b5d7fa273d74075fb3d49949e2e6c0f3ef3aea92022,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,68.7264077554158,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,c961e6413692f0bbdb2f8120c4f19daf646df1dc7ca8dd066a741a004cba7dea,fd14ca7e7e20cfd1e5cc0b0ddabc1ce05713caa6c7e67d70d442b26ba3015854
E4/cn-prd-50c-01-V2-LOCATIONS/seed_04/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,4,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed4_cost_plus_carbon.json,b7af46f97cee360de7a2f11e57c75afd8009f12ef52de257f32a0c714eaaeae6,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,68.7264077554158,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,c9e079a3f3fdbc8ba507b253e4c53751ce65f0ca04cc6a6553573aac9e911c43,fd14ca7e7e20cfd1e5cc0b0ddabc1ce05713caa6c7e67d70d442b26ba3015854
E4/cn-prd-50c-01-V2-LOCATIONS/seed_04/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,4,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed4_pure_carbon.json,973ea995e86bb56c2cdd50d4cad80901a09437c4b878698d8e1638a4e111324b,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,68.28529038150626,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,2a1627a201c7664bc848bd590549c8fe4014df31cca5ffdd3a5ed28d7e4b6e19,4966db25115e4323ae4d05d4f8dc2e41864c5f45724da1886ced717daf709d97
E4/cn-prd-50c-01-V2-LOCATIONS/seed_05/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,5,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed5_cost_only.json,26a0f6f7517799f64b73139a8057649441cb494de0c7085dcf466082bc5c3d23,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,66.83895379590612,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,2f8fe2766618d5b3d52b3d870aedfd626467e33d41c18111235be39ecf7493e3,26391b2ff334953c00c41f98232493b9fc699e439de143a2d18e3df5bbf13484
E4/cn-prd-50c-01-V2-LOCATIONS/seed_05/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,5,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed5_cost_plus_carbon.json,b5895607aab21ac85ef05b0a39cbd6ad3917b8149e17d933fb5b0e802a0651cc,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,66.83895379590612,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,3ea199d508b525315b8754719cab93cb7f580f9d871692295661c130bec28859,26391b2ff334953c00c41f98232493b9fc699e439de143a2d18e3df5bbf13484
E4/cn-prd-50c-01-V2-LOCATIONS/seed_05/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,5,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed5_pure_carbon.json,1824752c2e73f4e5223f867d27fd77e0e0aec30a6a67cb8ad1b7e5a8fc3485aa,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,66.83895379590612,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,f0cd09b284b523170fb2a4efcc9a4b5809d7de7ac15930c3b73e60801e652970,26391b2ff334953c00c41f98232493b9fc699e439de143a2d18e3df5bbf13484
E4/cn-prd-50c-01-V2-LOCATIONS/seed_06/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,6,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed6_cost_only.json,b47713000075330888f5db1b765312cf5743a8d725cc5a0fdee2c74ac6319fc3,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,68.19925208407662,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,ee96d4a444ff4b68e479734e79f01d21e65ea75d1cf213003af1ac96cfe75d2b,b7a1b716455c88d6804497a91d817ac1493d48e010b619b11e42ef945859bcdf
E4/cn-prd-50c-01-V2-LOCATIONS/seed_06/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,6,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed6_cost_plus_carbon.json,eea94685c7e887eafad9469e5c8150f456c832e314d5bb247b2dafdcdd66de36,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,68.19925208407662,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,e198a4e353c7c7727eb29e8471eaeddadaabca117b9911a2c65c2afc0b4139b9,b7a1b716455c88d6804497a91d817ac1493d48e010b619b11e42ef945859bcdf
E4/cn-prd-50c-01-V2-LOCATIONS/seed_06/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,6,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed6_pure_carbon.json,d17e9b01205ce68f3febfe667563c9a7da52c37c022d61ca92c396781ace9c3c,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,8,1,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:2|D_shenzhen:ev:2,PASS,True,0,0,0,3,67.9808930449408,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,a14ccedc56f319e794b2fe740beecc3b69ba149829e58462e35b6c0c368ff572,5d02db497806249fbc9a6fa17fc23d5ba2a37512f12db8aa014b6fd69c8fe5dd
E4/cn-prd-50c-01-V2-LOCATIONS/seed_07/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,7,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed7_cost_only.json,af21f5728cf1c38a74530261b4cf94259e0ac3f13f5924d865380b3f3829c04d,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,65.58443042988895,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,79ec82f652cfd1329831d42d20b1dd4b0bc7ab493191af31717142a6c225566a,f74453f65e963e2ce36c6b883c323db60491ff24f51de8afc2390d879db0889d
E4/cn-prd-50c-01-V2-LOCATIONS/seed_07/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,7,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed7_cost_plus_carbon.json,a473f805d8b08b809834da29a2ab99325fb8735697f111783bf1cec91e7f61be,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,65.58443042988895,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,71895a007585379ffc3cdd38c94fdb9aa8291786632bc11a4d8ab774367d672c,f74453f65e963e2ce36c6b883c323db60491ff24f51de8afc2390d879db0889d
E4/cn-prd-50c-01-V2-LOCATIONS/seed_07/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,7,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed7_pure_carbon.json,89133d6b9a3aef2aad4bd0b6f4726776323d5d5d937b1f75423089d7ef7aaea2,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,69.25445468551918,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,5cb137c59da1a108395e6d1dcccd9c306cc50919b11d2265e374a3d4633671b2,a36a846f321ce3beff7dc5d247e3e88e441332795047a19476d936305b532e41
E4/cn-prd-50c-01-V2-LOCATIONS/seed_08/COST_ONLY,E4,cn-prd-50c-01-V2-LOCATIONS,8,COST_ONLY,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed8_cost_only.json,e10091e5556af472343fb48b78c889cbe6c96c15fb960a60652adfda7157f3c3,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,69.14210358443755,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,438eb5bfeded25870ac1c3eba540250a16f9ebc6932b8a31ea41c3efa0bf7509,c2356e1fc3cd10c7783ee735bf5d9556ff743bfa47d70bc90a71c53445810b6e
E4/cn-prd-50c-01-V2-LOCATIONS/seed_08/COST_PLUS_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,8,COST_PLUS_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed8_cost_plus_carbon.json,708d1401c1b57988ae4d9fbb914816951bbd042c2b1adb2629fabfd7adc9730e,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,69.14210358443755,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,5fdf4879ab411bf6dc30107e1e37d38fbdf6b7118b505ddfaee8420bff088792,c2356e1fc3cd10c7783ee735bf5d9556ff743bfa47d70bc90a71c53445810b6e
E4/cn-prd-50c-01-V2-LOCATIONS/seed_08/PURE_CARBON,E4,cn-prd-50c-01-V2-LOCATIONS,8,PURE_CARBON,baselines/china_e3_e7/e4_joint_routing_20260801/formal_panel_20260801/cn-prd-50c-01-V2-LOCATIONS/solutions/seed8_pure_carbon.json,375b790c398366b0066d0fb9d10f3ba8a8d1b1d59e6fb0d900d2e77522180949,False,HALT_E4_MULTITRIP_SOC_ADAPTER_MISSING,,9,9,9,0,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,D_guangzhou:cv:3|D_guangzhou:ev:1|D_shenzhen:cv:3|D_shenzhen:ev:2,PASS,True,0,0,0,3,68.9845758330035,False,prepare_multitrip_solution does not receive E4 terminal_charges or its 60-20-80-next-day-60 SOC ledger,dc0522a35229bd61b04d8a056257194b6ede7cba79699eab0851b2692ff1af24,f6303241c668a546451a48b2e7a99a5ef19d62c5f6abc6cc63da77c6ae1143a1
