customer_id,donor_customer_id,donor_fields_inherited_exactly,donor_instance_id,donor_service_time,event_id,event_type,minimum_formal_trip_departure_second,minimum_uncommitted_margin_seconds,modifiable_in_both_fixed_seed1_plans,network,new_demand,new_due_time,new_ready_time,new_service_time,old_customer_owner,old_demand,old_due_time,old_ready_time,owner_depot_id,owner_rule_verified,reused_from_sealed_n221,search_evaluations,seed,service_time_source,status,stream_id,t_appear,trigger_second,x,y
N_S2_001,C060,True,L-main-threeshift-75c-01,1088.0,3,add,,,True,N114,544.0,23652.0,3344.0,1088.0,,0.0,23652.0,3344.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,10271.60002747568,10800.0,16469.03,73374.87
N_S2_002,C010,True,L-main-threeshift-75c-01,574.0,4,add,,,True,N114,287.0,24565.0,4145.0,574.0,,0.0,24565.0,4145.0,D1,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,14060.40224301043,21600.0,-52861.54,23124.1
C103,,,,,5,demand_change,39567.49438310363,17967.49438310363,True,N114,442.4778371885121,84854.0,65664.0,,D0,490.0,84854.0,65664.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,15183.449922407965,21600.0,24875.64,-26597.2
C095,,,,,6,cancel,33840.04394754282,12240.043947542821,True,N114,0.0,54013.0,34235.0,,D1,416.0,54013.0,34235.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,15612.390667069812,21600.0,-39593.58,-28397.04
C110,,,,,7,demand_change,45524.58673525433,23924.58673525433,True,N114,232.73576954141538,85728.0,65424.0,,D1,258.0,85728.0,65424.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,18615.913914262663,21600.0,-28015.84,9211.52
N_S2_003,C115,True,L-main-threeshift-75c-01,1330.0,8,add,,,True,N114,665.0,57853.0,36967.0,1330.0,,0.0,57853.0,36967.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,19735.609477466973,21600.0,58375.8,45494.62
C096,,,,,9,cancel,33622.78546114779,12022.785461147789,True,N114,0.0,57538.0,36327.0,,D0,740.0,57538.0,36327.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,20509.68442529894,21600.0,3072.61,16104.81
C060,,,,,10,demand_change,33840.04394754282,1440.0439475428211,True,N114,330.0090935841318,54976.0,35908.0,,D1,329.0,54976.0,35908.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,24023.885336620966,32400.0,-24146.21,-26447.02
N_S2_004,C142,True,L-main-threeshift-75c-01,1364.0,11,add,,,True,N114,682.0,53400.0,33602.0,1364.0,,0.0,53400.0,33602.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,30869.719106339686,32400.0,39279.94,-9843.4
N_S2_005,C149,True,L-main-threeshift-75c-01,1290.0,12,add,,,True,N114,645.0,57652.0,37464.0,1290.0,,0.0,57652.0,37464.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,32243.34358360022,32400.0,29902.7,38088.37
N_S3_001,C008,True,L-main-threeshift-75c-01,1450.0,1,add,,,True,N114,725.0,21926.0,2434.0,1450.0,,0.0,21926.0,2434.0,D0,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,6745.060660911276,10800.0,34980.48,61880.52
C077,,,,,2,demand_change,14732.342599722724,3932.342599722724,True,N114,859.0067130886938,55779.0,34502.0,,D0,783.0,55779.0,34502.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,7958.341704817857,10800.0,24525.11,-24839.84
C019,,,,,3,demand_change,12356.845420478508,1556.8454204785085,True,N114,767.9343380928441,23246.0,2551.0,,D0,825.0,23246.0,2551.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,9173.32144259055,10800.0,-4482.44,-7163.87
N_S3_002,C124,True,L-main-threeshift-75c-01,712.0,4,add,,,True,N114,356.0,57411.0,36859.0,712.0,,0.0,57411.0,36859.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,14169.349609355779,21600.0,-30316.48,-14776.43
C080,,,,,5,cancel,21795.626289689524,195.62628968952413,True,N114,0.0,53591.0,33403.0,,D0,261.0,53591.0,33403.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,16349.585889599213,21600.0,17468.21,27907.31
C072,,,,,6,demand_change,46559.96597928093,24959.965979280933,True,N114,750.2156127626976,56461.0,36411.0,,D1,704.0,56461.0,36411.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,18519.050301422132,21600.0,-34170.35,17673.25
N_S3_003,C161,True,L-main-threeshift-75c-01,276.0,7,add,,,True,N114,138.0,85231.0,66941.0,276.0,,0.0,85231.0,66941.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,18780.84649089665,21600.0,-5252.04,-39704.97
C056,,,,,8,cancel,21795.626289689524,195.62628968952413,True,N114,0.0,57459.0,37611.0,,D0,525.0,57459.0,37611.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,18815.727566824615,21600.0,16583.26,14493.79
N_S3_004,C126,True,L-main-threeshift-75c-01,1424.0,9,add,,,True,N114,712.0,55054.0,34100.0,1424.0,,0.0,55054.0,34100.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,23846.55670747733,32400.0,-26136.17,-20268.78
C103,,,,,10,demand_change,39567.49438310363,7167.494383103629,True,N114,521.4770340908467,84854.0,65664.0,,D0,490.0,84854.0,65664.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,28197.308558781748,32400.0,24875.64,-26597.2
C110,,,,,11,demand_change,45524.58673525433,13124.586735254328,True,N114,290.59303687099185,85728.0,65424.0,,D1,258.0,85728.0,65424.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,29642.668421604223,32400.0,-28015.84,9211.52
N_S3_005,C128,True,L-main-threeshift-75c-01,380.0,12,add,,,True,N114,190.0,57067.0,37093.0,380.0,,0.0,57067.0,37093.0,D0,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,30157.264666415747,32400.0,-35752.18,32680.32
C083,,,,,1,demand_change,15144.590405277371,4344.590405277371,True,N114,628.8032412990553,54219.0,33585.0,,D1,598.0,54219.0,33585.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,5370.982763129471,10800.0,-45284.41,-27405.9
N_S4_001,C130,True,L-main-threeshift-75c-01,886.0,2,add,,,True,N114,443.0,55532.0,35376.0,886.0,,0.0,55532.0,35376.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,7381.375365589556,10800.0,3923.93,-2889.41
C035,,,,,3,demand_change,12362.351499407405,1562.3514994074048,True,N114,510.4134583223019,23957.0,3435.0,,D0,552.0,23957.0,3435.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,8643.469081186435,10800.0,-48767.09,79737.02
C086,,,,,4,demand_change,14041.043087528638,3241.0430875286384,True,N114,377.9964364134463,55084.0,35033.0,,D0,409.0,55084.0,35033.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,8871.108032875207,10800.0,-46991.72,49829.91
C074,,,,,5,cancel,33622.78546114779,22822.78546114779,True,N114,0.0,55322.0,34473.0,,D0,606.0,55322.0,34473.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,10526.883137669454,10800.0,-429.55,21475.8
N_S4_002,C083,True,L-main-threeshift-75c-01,1608.0,6,add,,,True,N114,804.0,57001.0,35465.0,1608.0,,0.0,57001.0,35465.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,18389.20344720636,21600.0,45122.09,-14875.51
C079,,,,,7,demand_change,39567.49438310363,7167.494383103629,True,N114,128.8901677404037,54156.0,34506.0,,D0,147.0,54156.0,34506.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,25298.51709976446,32400.0,64980.56,-19485.27
C072,,,,,8,demand_change,46559.96597928093,14159.965979280933,True,N114,795.7850624556606,56461.0,36411.0,,D1,704.0,56461.0,36411.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,26365.542637539296,32400.0,-34170.35,17673.25
C088,,,,,9,cancel,33840.04394754282,1440.0439475428211,True,N114,0.0,55483.0,36074.0,,D1,176.0,55483.0,36074.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,26365.67910923325,32400.0,-31428.43,-31908.68
N_S4_003,C148,True,L-main-threeshift-75c-01,936.0,10,add,,,True,N114,468.0,54182.0,33795.0,936.0,,0.0,54182.0,33795.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,26553.16696427826,32400.0,41938.68,-21001.57
N_S4_004,C115,True,L-main-threeshift-75c-01,1330.0,11,add,,,True,N114,665.0,57853.0,36967.0,1330.0,,0.0,57853.0,36967.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,27226.542275059404,32400.0,58375.8,45494.62
N_S4_005,C076,True,L-main-threeshift-75c-01,1546.0,12,add,,,True,N114,773.0,58827.0,37445.0,1546.0,,0.0,58827.0,37445.0,D1,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,30206.86309438455,32400.0,-43908.05,-23709.71
C065,,,,,1,demand_change,13032.378452474411,2232.3784524744115,True,N114,746.5530133228038,58749.0,37498.0,,D0,656.0,58749.0,37498.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,4335.215688022423,10800.0,80042.34,62233.5
N_S5_001,C043,True,L-main-threeshift-75c-01,1458.0,2,add,,,True,N114,729.0,24431.0,4744.0,1458.0,,0.0,24431.0,4744.0,D0,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,5243.705921739202,10800.0,61019.97,-13430.7
C063,,,,,3,demand_change,15823.743700216337,5023.743700216337,True,N114,910.5005879678222,57123.0,36764.0,,D1,819.0,57123.0,36764.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,7665.968072640028,10800.0,-50.05,-40952.05
C001,,,,,4,demand_change,15823.743700216337,5023.743700216337,True,N114,525.5400597318077,20780.0,1496.0,,D1,561.0,20780.0,1496.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,9699.760804746842,10800.0,28701.59,-54161.35
N_S5_002,C068,True,L-main-threeshift-75c-01,1278.0,5,add,,,True,N114,639.0,25133.0,4188.0,1278.0,,0.0,25133.0,4188.0,D0,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,13403.03107220417,21600.0,5607.91,-5058.74
N_S5_003,C119,True,L-main-threeshift-75c-01,1312.0,6,add,,,True,N114,656.0,57286.0,36358.0,1312.0,,0.0,57286.0,36358.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,13674.119411433698,21600.0,-36532.92,12209.06
C056,,,,,7,cancel,21795.626289689524,195.62628968952413,True,N114,0.0,57459.0,37611.0,,D0,525.0,57459.0,37611.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,13936.584302383893,21600.0,16583.26,14493.79
N_S5_004,C163,True,L-main-threeshift-75c-01,1058.0,8,add,,,True,N114,529.0,85385.0,66258.0,1058.0,,0.0,85385.0,66258.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,14502.487902429302,21600.0,-54096.46,-52469.01
C074,,,,,9,demand_change,33622.78546114779,1222.7854611477887,True,N114,638.3295807641576,55322.0,34473.0,,D0,606.0,55322.0,34473.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,24270.995595409786,32400.0,-429.55,21475.8
C072,,,,,10,cancel,46559.96597928093,14159.965979280933,True,N114,0.0,56461.0,36411.0,,D1,704.0,56461.0,36411.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,25200.624930454233,32400.0,-34170.35,17673.25
N_S5_005,C102,True,L-main-threeshift-75c-01,928.0,11,add,,,True,N114,464.0,55089.0,35781.0,928.0,,0.0,55089.0,35781.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,28391.96301069511,32400.0,-90497.96,1034.68
C113,,,,,12,demand_change,46559.96597928093,14159.965979280933,True,N114,448.63229787958585,85417.0,66313.0,,D1,496.0,85417.0,66313.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,28421.790645840483,32400.0,-65685.38,20517.27
C127,,,,,1,demand_change,17432.503953036263,6632.503953036263,True,N221,650.657831288505,55780.0,36102.0,,D0,634.0,55780.0,36102.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,2438.3573418846017,10800.0,-81040.99,40779.89
N_S1_001,C256,True,L-main-threeshift-200c-01,1260.0,2,add,,,True,N221,630.0,52735.0,33239.0,1260.0,,0.0,52735.0,33239.0,D1,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,2835.020637284834,10800.0,47697.41,-59704.69
C129,,,,,3,demand_change,17991.809514743873,7191.809514743873,True,N221,134.67082551447623,53232.0,33696.0,,D0,122.0,53232.0,33696.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,5251.3492612478585,10800.0,-47691.44,13155.22
C141,,,,,4,cancel,22415.694498701963,815.6944987019633,True,N221,0.0,55480.0,35262.0,,D1,587.0,55480.0,35262.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,11759.072077013858,21600.0,70289.73,12913.85
C213,,,,,5,demand_change,44028.32931436768,22428.32931436768,True,N221,195.3091035039066,85353.0,66914.0,,D0,195.0,85353.0,66914.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,12613.980540792674,21600.0,-37849.66,29099.07
C194,,,,,6,demand_change,22371.02781933659,771.0278193365884,True,N221,567.7654745993053,54842.0,34301.0,,D1,553.0,54842.0,34301.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,14745.281352165026,21600.0,54558.64,-27585.82
C209,,,,,7,cancel,53371.839582032575,31771.839582032575,True,N221,0.0,85064.0,66521.0,,D0,180.0,85064.0,66521.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,18115.51349031892,21600.0,-9586.39,-54768.56
C173,,,,,8,cancel,32448.74757587785,10848.74757587785,True,N221,0.0,55835.0,35692.0,,D1,566.0,55835.0,35692.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,18878.473587099266,21600.0,43957.45,60773.76
N_S1_002,C035,True,L-main-threeshift-200c-01,770.0,9,add,,,True,N221,385.0,23136.0,3342.0,770.0,,0.0,23136.0,3342.0,D1,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,20036.47987443943,21600.0,57218.67,-15575.5
C122,,,,,10,demand_change,34493.01951258528,4625.01968690518,True,N221,152.09241806150797,53036.0,34462.0,,D1,153.0,53036.0,34462.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,21802.27513829107,29867.999825680097,26426.5,12339.32
N_S1_003,C392,True,L-main-threeshift-200c-01,284.0,11,add,,,True,N221,142.0,55303.0,36924.0,284.0,,0.0,55303.0,36924.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,22627.899845063224,29867.999825680097,-52219.05,-36274.2
C156,,,,,12,demand_change,31031.671980418112,1163.6721547380148,True,N221,276.66220366363785,54405.0,35440.0,,D0,254.0,54405.0,35440.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,22919.27175037537,29867.999825680097,-38608.82,45301.34
N_S1_004,C308,True,L-main-threeshift-200c-01,244.0,13,add,,,True,N221,122.0,53705.0,35424.0,244.0,,0.0,53705.0,35424.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,24109.78266774262,29867.999825680097,-56195.3,-4878.77
C217,,,,,14,cancel,44028.32931436768,14160.329488687581,True,N221,0.0,85752.0,66100.0,,D0,681.0,85752.0,66100.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,25171.059583264654,29867.999825680097,-42167.63,18980.0
N_S1_005,C373,True,L-main-threeshift-200c-01,1112.0,15,add,,,True,N221,556.0,57367.0,37208.0,1112.0,,0.0,57367.0,37208.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,25254.31809277624,29867.999825680097,-40211.84,-6268.27
C211,,,,,16,demand_change,47857.36539415846,17989.365568478366,True,N221,119.05109310253042,85239.0,66515.0,,D1,132.0,85239.0,66515.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,28808.511893805982,29867.999825680097,92900.77,-15626.8
C134,,,,,17,demand_change,32448.74757587785,2580.747750197752,True,N221,118.71283652472417,51710.0,33290.0,,D0,117.0,51710.0,33290.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,29867.999825680097,29867.999825680097,-71080.89,1677.17
N_S1_006,C383,True,L-main-threeshift-200c-01,1022.0,18,add,,,True,N221,511.0,53884.0,34067.0,1022.0,,0.0,53884.0,34067.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,30046.982129089396,40667.9998256801,-47856.67,20374.53
N_S1_007,C404,True,L-main-threeshift-200c-01,254.0,19,add,,,True,N221,127.0,85973.0,66817.0,254.0,,0.0,85973.0,66817.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,30177.560303284587,40667.9998256801,-41768.49,-46929.75
N_S1_008,C376,True,L-main-threeshift-200c-01,1174.0,20,add,,,True,N221,587.0,53938.0,34063.0,1174.0,,0.0,53938.0,34063.0,D1,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,30560.410653005256,40667.9998256801,29463.56,-21968.66
C201,,,,,21,demand_change,53371.839582032575,12703.839756352478,True,N221,505.73130972577593,86368.0,66876.0,,D0,472.0,86368.0,66876.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,30955.8723280057,40667.9998256801,109.91,-50342.2
N_S1_009,C223,True,L-main-threeshift-200c-01,1054.0,22,add,,,True,N221,527.0,54846.0,34696.0,1054.0,,0.0,54846.0,34696.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,31463.789264893567,40667.9998256801,-17838.07,54591.62
C158,,,,,1,demand_change,18535.1728700455,7735.172870045499,True,N221,163.04112796263902,55398.0,35876.0,,D0,163.0,55398.0,35876.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,7134.129943771906,10800.0,-9643.01,-59554.15
C126,,,,,2,demand_change,17172.087461175004,6372.087461175004,True,N221,160.5207726528814,55187.0,36075.0,,D1,146.0,55187.0,36075.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,7409.323913855321,10800.0,75801.22,2012.82
C154,,,,,3,demand_change,22415.694498701963,11615.694498701963,True,N221,161.5939571868439,52982.0,34179.0,,D1,169.0,52982.0,34179.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,7504.012221636786,10800.0,48834.87,36186.2
C120,,,,,4,cancel,17698.120002866195,6898.120002866195,True,N221,0.0,53423.0,33386.0,,D1,645.0,53423.0,33386.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,7525.677809271005,10800.0,56555.37,20303.65
N_S2_001,C233,True,L-main-threeshift-200c-01,386.0,5,add,,,True,N221,193.0,54753.0,36202.0,386.0,,0.0,54753.0,36202.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,9133.424872766942,10800.0,-39572.23,2240.22
C204,,,,,6,demand_change,47542.876554164955,29847.45756513047,True,N221,230.70149638515946,85325.0,65701.0,,D0,206.0,85325.0,65701.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,13037.068050803175,17695.418989034486,4538.08,-8678.85
N_S2_002,C242,True,L-main-threeshift-200c-01,296.0,7,add,,,True,N221,148.0,57029.0,36942.0,296.0,,0.0,57029.0,36942.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,13167.79629810445,17695.418989034486,-28665.72,-68982.65
C188,,,,,8,demand_change,17991.809514743873,296.39052570938657,True,N221,383.0482092216232,54095.0,34395.0,,D1,401.0,54095.0,34395.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,14699.65087032547,17695.418989034486,66330.57,-33588.36
N_S2_003,C378,True,L-main-threeshift-200c-01,328.0,9,add,,,True,N221,164.0,55080.0,36464.0,328.0,,0.0,55080.0,36464.0,D1,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,14969.995719847924,17695.418989034486,48239.62,-46278.64
C174,,,,,10,demand_change,22523.83138111938,4828.412392084894,True,N221,820.9262670512747,55216.0,35381.0,,D1,729.0,55216.0,35381.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,15636.081387505084,17695.418989034486,8379.15,15362.45
C129,,,,,11,cancel,17991.809514743873,296.39052570938657,True,N221,0.0,53232.0,33696.0,,D0,122.0,53232.0,33696.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,17342.514917489883,17695.418989034486,-47691.44,13155.22
N_S2_004,C377,True,L-main-threeshift-200c-01,720.0,12,add,,,True,N221,360.0,57968.0,37514.0,720.0,,0.0,57968.0,37514.0,D1,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,17587.440813103087,17695.418989034486,3694.34,41218.48
C180,,,,,13,demand_change,34493.01951258528,16797.60052355079,True,N221,245.75436835475008,53774.0,34937.0,,D1,249.0,53774.0,34937.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,17695.418989034486,17695.418989034486,50202.8,-39410.15
N_S2_005,C371,True,L-main-threeshift-200c-01,1100.0,14,add,,,True,N221,550.0,56731.0,37581.0,1100.0,,0.0,56731.0,37581.0,D1,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,18047.059282477137,28495.418989034486,54969.92,-40248.82
C156,,,,,15,demand_change,31031.671980418112,2536.252991383626,True,N221,232.80199903751503,54405.0,35440.0,,D0,254.0,54405.0,35440.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,19091.08316465428,28495.418989034486,-38608.82,45301.34
N_S2_006,C286,True,L-main-threeshift-200c-01,994.0,16,add,,,True,N221,497.0,55303.0,35594.0,994.0,,0.0,55303.0,35594.0,D1,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,28500.036963447426,39295.418989034486,32321.44,-69888.22
C211,,,,,17,cancel,47857.36539415846,8561.946405123977,True,N221,0.0,85239.0,66515.0,,D1,132.0,85239.0,66515.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,28894.11249204549,39295.418989034486,92900.77,-15626.8
N_S2_007,C415,True,L-main-threeshift-200c-01,364.0,18,add,,,True,N221,182.0,85889.0,66516.0,364.0,,0.0,85889.0,66516.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,29412.523796307676,39295.418989034486,-42243.41,16720.1
C217,,,,,19,cancel,44028.32931436768,4732.910325333192,True,N221,0.0,85752.0,66100.0,,D0,681.0,85752.0,66100.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,29610.36333182194,39295.418989034486,-42167.63,18980.0
C210,,,,,20,demand_change,46711.51623189607,7416.097242861586,True,N221,341.27862023758547,85388.0,65516.0,,D0,322.0,85388.0,65516.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,29632.37712286157,39295.418989034486,8170.03,-69994.89
N_S2_008,C245,True,L-main-threeshift-200c-01,1304.0,21,add,,,True,N221,652.0,57405.0,37370.0,1304.0,,0.0,57405.0,37370.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,30339.03979204882,39295.418989034486,-24860.96,-69879.64
N_S2_009,C433,True,L-main-threeshift-200c-01,560.0,22,add,,,True,N221,280.0,85240.0,65722.0,560.0,,0.0,85240.0,65722.0,D1,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,32254.172756534837,39295.418989034486,48825.06,2581.18
N_S3_001,C274,True,L-main-threeshift-200c-01,1074.0,1,add,,,True,N221,537.0,55327.0,35067.0,1074.0,,0.0,55327.0,35067.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,2618.0373369416807,10800.0,31234.1,-91536.66
