node_id,node_type,x,y,demand,ready_time,due_time,service_time,station_capacity,station_chargers,charge_power_kw,carbon_region
C33,c,-24960.781569587954,7359.883443714207,203.8,0.0,20499.0,1560.0,,,,
C34,c,-12337.728408092724,7828.105116522001,118.3,4005.7,23446.7,230.0,,,,
C35,c,-7327.522087620484,-43105.703025771494,778.6,802.9,19816.9,602.0,,,,
C36,c,-20332.983283531918,-41779.84716205218,336.2,4169.6,24093.6,348.0,,,,
C37,c,-14925.372853595782,-22038.580096389065,761.5,1535.6,22467.6,1148.0,,,,
C38,c,-3977.202563044895,12120.547529232519,726.8,3663.2,23806.2,1132.0,,,,
C39,c,12460.349017090937,4507.001780271115,538.5,3666.4,22469.4,338.0,,,,
C40,c,37416.069656151696,-19002.59954268097,224.6,3585.5,23302.5,1512.0,,,,
C41,c,15660.577411341706,-20286.65367623322,495.1,9321.6,28216.6,718.0,,,,
C42,c,-22385.154909612244,16743.114642827943,117.3,2860.4,23787.4,1270.0,,,,
C43,c,-5434.461344512625,4783.621320559705,686.7,0.0,18503.0,352.0,,,,
C44,c,-27931.690460687154,-1461.4128215232922,714.8,1019.0,20441.0,348.0,,,,
C45,c,-53709.22920676565,-36544.44079165021,597.1,8275.0,27789.0,936.0,,,,
C46,c,-21355.25686202949,16256.041138157438,702.4,2085.0,21838.0,210.0,,,,
C47,c,2086.7206936679722,2759.1325522886873,680.8,6223.1,26519.1,1650.0,,,,
C48,c,-26344.998801561123,-34425.94076817653,516.0,4858.3,24365.3,302.0,,,,
C49,c,56277.66618886117,-20363.851420514115,274.4,7629.2,26556.2,372.0,,,,
C50,c,33625.59058380359,-33142.96738308878,608.2,6891.8,26468.8,576.0,,,,
C51,c,-28600.672239125648,17303.725521680244,651.1,0.0,20122.0,844.0,,,,
C52,c,-39809.44494779609,-22938.40674500091,620.8,2092.9,21702.9,324.0,,,,
C53,c,3904.694892204865,-10129.360807759276,564.7,6201.3,26049.3,664.0,,,,
C54,c,13442.445057891384,5140.664529770671,603.8,0.0,19852.0,1470.0,,,,
C55,c,-21080.672238992465,30199.929720300916,167.1,5194.7,24467.7,434.0,,,,
C56,c,-37014.50380244112,20576.139110157488,654.3,4700.5,25105.5,672.0,,,,
C57,c,13607.335238477486,-26673.43496698141,754.7,5839.7,25982.7,1132.0,,,,
C58,c,26749.15011347356,-24228.111901762546,181.9,2771.2,22914.2,1132.0,,,,
C59,c,-30473.77985854251,-17259.52430320734,570.2,4258.1,23327.1,642.0,,,,
C60,c,35795.025012813494,-20921.965731569762,234.9,2222.1,21695.1,420.0,,,,
C61,c,-36560.14329698827,2812.409255415916,232.4,1771.2,20709.2,882.0,,,,
C62,c,-37097.95026273166,-45000.0,535.3,1066.5,20745.5,1150.0,,,,
C63,c,-9194.620238278194,2855.54316629822,569.1,1861.4,22450.4,824.0,,,,
C64,c,-20545.741853152787,28055.93062231713,130.2,1306.9,20985.9,1150.0,,,,
F1,f,37694.2228286979,-10149.613713419636,0.0,0.0,86400.0,0.0,1,1,60.0,R1
F2,f,34920.94287843215,-3526.0791422849234,0.0,0.0,86400.0,0.0,1,1,60.0,R2
F3,f,40368.66657248918,-16313.415050563934,0.0,0.0,86400.0,0.0,1,1,60.0,R3
