instance_id,node_id,node_type,declared_city,latitude,longitude,osm_type,osm_id,name,tag_country,source_response_path,gis_status,boundary_memberships,boundary_source_date,boundary_source_class
cn-cy-100c-01-V2-LOCATIONS,C027,customer,chengdu,30.6195641,104.0174269,node,12606913885,新疆羊肉汤,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C028,customer,chengdu,30.6168791,104.0547811,node,12615948002,重庆老余牛肉面,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C029,customer,chengdu,30.6393806,104.0395989,way,1345144967,海外楼,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C030,customer,chengdu,30.6635558,104.0572098,way,1355597191,成都市民主党派大楼,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C031,customer,chengdu,30.6260593,104.0552159,node,13275518528,盐边羊肉米线,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C032,customer,chengdu,30.5912701,104.041811,node,12618336113,成都咪哆咪哆文化传媒有限公司,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C033,customer,chengdu,30.6239531,104.0400217,node,12612814399,成都微啊未来科技有限公司,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C034,customer,chengdu,30.6343699,104.0300458,node,12610045066,唐校长火锅食堂,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C035,customer,chengdu,30.6561331,104.06851,node,12545983688,哈妹牛羊肉,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C036,customer,chengdu,30.6605927,104.0054321,node,12466796422,四道诺登法国葡萄酒专卖,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C037,customer,chengdu,30.6619595,104.0532537,node,4877092722,爱达乐,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C038,customer,chengdu,30.6140406,104.0207701,node,12612973122,康力元(成都)总部,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C039,customer,chengdu,30.6506912,104.0192608,node,12492620781,舞东风,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C040,customer,chengdu,30.6514751,104.0572873,node,5614569516,全家 FamilyMart,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C041,customer,chengdu,30.6446,104.0521895,way,1348499452,四川省天然药物研究所,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C042,customer,chengdu,30.6637332,104.0211884,way,1359330653,安徽省水利水电勘测设计院成都分院,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/chengdu__named_poi__e1__a2.json,PASS_DECLARED_CITY_BOUNDARY,chengdu,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C043,customer,chongqing,29.5269545,106.5602982,node,4140410254,四妹串串香,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r2c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C044,customer,chongqing,29.4727842,106.3641773,way,1047420726,九州国际汽摩城B区,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r1c0.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C045,customer,chongqing,29.5465508,106.5795043,node,4142084731,鑫缘渔港,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r3c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C046,customer,chongqing,29.5808103,106.5298570,node,5532795568,Apple 重庆北城天街店,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r3c3.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C047,customer,chongqing,29.5249306,106.4752811,node,12459965377,渝芳塑料袋劳保批发部,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r1c1.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C048,customer,chongqing,29.5612845,106.5731594,node,7578200726,星巴克,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r3c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C049,customer,chongqing,29.5299653,106.5603519,node,4140410241,Zhengyang Cigarette and Liquor,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r3c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C050,customer,chongqing,29.6320215,106.5639107,node,10927916759,极氪交付中心,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r5c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C051,customer,chongqing,29.5408102,106.5980172,node,13516105302,San Mao Coffee,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r3c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C052,customer,chongqing,29.506894227272724,106.47816857272727,way,1010896763,金科五金机电城C区,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r1c2.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C053,customer,chongqing,29.4701620,106.5254301,node,5141230276,Merida,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r0c3.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C054,customer,chongqing,29.50934546,106.52023927999998,way,1389682331,天宝路社区警务室,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r1c3.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C055,customer,chongqing,29.6166668,106.5062511,node,2221694667,罗森,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r5c3.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C056,customer,chongqing,29.5615359,106.5442702,node,8574694279,粗布印象,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r2c3.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C057,customer,chongqing,29.5784512,106.5160891,node,12074936160,非潮流美发,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r3c2.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C058,customer,chongqing,29.5606141,106.5750930,way,412612147,重庆大都会广场,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r3c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C059,customer,chongqing,29.5597521,106.5431667,node,8574694269,辉拓体育,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r2c3.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C060,customer,chongqing,29.5291002,106.5615126,node,4140410230,BSB,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r3c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C061,customer,chongqing,29.5800585,106.4436614,node,13274628540,蜜雪冰城,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r3c1.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C062,customer,chongqing,29.6007943,106.5616217,node,10647823697,Chen's noodle,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r4c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C063,customer,chongqing,29.5293170,106.5618191,node,4140410232,Milano Station,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r3c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C064,customer,chongqing,29.5937354,106.5093624,node,13206643039,木卡姆之乡,,data/ChinaInstances/china81_customer_pool_replenishment_map_api_v2_20260718/raw/chongqing__r3c2.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C065,customer,chongqing,29.4380074,106.4641067,way,1146186749,半岛逸景农贸市场,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r0c2.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-cy-100c-01-V2-LOCATIONS,C066,customer,chongqing,29.5295076,106.5603319,way,708016513,义务小商品市场,,data/ChinaInstances/china81_chongqing_mc005_pool_closure_20260718/raw/chongqing__ring_r3c5.osm,PASS_DECLARED_CITY_BOUNDARY,chongqing,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
