instance,customer_id,shift,demand_quartile,demand_kg,geographic_owner,mixed_owner,owner_changed,nearest_distance_km,mixed_owner_distance_km,assigned_to_nearest_distance_ratio
L-main-threeshift-20c-01,C022,2,4,795.0,D0,D0,0,31.979746849535882,31.979746849535882,1.0
L-main-threeshift-20c-01,C023,2,1,174.0,D0,D1,1,68.11711443692913,93.93715607250444,1.379053661462459
L-main-threeshift-20c-01,C024,2,1,122.0,D0,D1,1,68.7350064303205,101.92208106688108,1.4828263844014282
L-main-threeshift-20c-01,C025,2,3,597.0,D0,D0,0,5.465315620208956,5.465315620208956,1.0
L-main-threeshift-20c-01,C026,2,3,430.0,D0,D0,0,68.57802264284454,68.57802264284454,1.0
L-main-threeshift-20c-01,C027,2,2,286.0,D0,D1,1,50.11652425388856,66.56488100678507,1.3282022645778409
L-main-threeshift-20c-01,C028,2,1,136.0,D1,D0,1,51.91243010699316,98.0797629806256,1.8893309902557076
L-main-threeshift-20c-01,C029,2,4,698.0,D0,D0,0,38.28284889204825,38.28284889204825,1.0
L-main-threeshift-20c-01,C030,2,4,726.0,D0,D0,0,41.28763016414481,41.28763016414481,1.0
L-main-threeshift-20c-01,C031,2,2,408.0,D0,D0,0,25.7249409306455,25.7249409306455,1.0
L-main-threeshift-20c-01,C032,2,4,732.0,D0,D0,0,71.44746625922083,71.44746625922083,1.0
L-main-threeshift-20c-01,C033,2,1,136.0,D1,D1,0,50.21148644250001,50.21148644250001,1.0
L-main-threeshift-20c-01,C034,2,3,626.0,D1,D0,1,17.304711390227926,39.59324957801014,2.288004040354506
L-main-threeshift-20c-01,C035,2,2,332.0,D1,D0,1,41.62138631601827,93.76373875531466,2.2527778878722517
L-main-threeshift-20c-01,C036,2,2,232.0,D0,D0,0,24.122285473596815,24.122285473596815,1.0
L-main-threeshift-20c-01,C037,2,3,590.0,D1,D1,0,54.637448079355075,54.637448079355075,1.0
L-main-threeshift-20c-01,C038,2,2,271.0,D0,D0,0,15.056403529159944,15.056403529159944,1.0
L-main-threeshift-20c-01,C039,2,3,654.0,D0,D1,1,55.989772307799214,92.24959108296828,1.6476150425444431
L-main-threeshift-20c-01,C040,2,1,109.0,D1,D0,1,32.84177538511614,41.47091064572853,1.2627487448356127
L-main-threeshift-20c-01,C041,3,1,240.0,D0,D0,0,9.425947898609454,9.425947898609454,1.0
L-main-threeshift-20c-01,C042,3,3,351.0,D1,D1,0,31.403328747004462,31.403328747004462,1.0
L-main-threeshift-20c-01,C043,3,1,152.0,D0,D0,0,11.496453604446895,11.496453604446895,1.0
L-main-threeshift-20c-01,C044,3,2,317.0,D0,D0,0,33.57377932120541,33.57377932120541,1.0
L-main-threeshift-20c-01,C045,3,4,354.0,D0,D0,0,58.92478095803581,58.92478095803581,1.0
L-main-threeshift-25c-01,C001,1,4,670.0,D0,D1,1,26.489050399959602,76.47656577060793,2.8871010706644498
L-main-threeshift-25c-01,C002,1,2,349.0,D0,D1,1,51.46326936929775,86.58760378587273,1.6825126900610334
L-main-threeshift-25c-01,C003,1,2,264.0,D1,D1,0,21.155503224233193,21.155503224233193,1.0
L-main-threeshift-25c-01,C004,1,1,115.0,D0,D0,0,84.05974137686422,84.05974137686422,1.0
L-main-threeshift-25c-01,C005,1,3,657.0,D0,D0,0,25.31475164550899,25.31475164550899,1.0
L-main-threeshift-25c-01,C006,1,3,630.0,D0,D0,0,17.03007293927128,17.03007293927128,1.0
L-main-threeshift-25c-01,C007,1,1,172.0,D0,D1,1,45.052943143606065,94.75270419781954,2.10314127305281
L-main-threeshift-25c-01,C008,1,2,296.0,D0,D0,0,8.213496642879937,8.213496642879937,1.0
L-main-threeshift-25c-01,C009,1,3,548.0,D1,D1,0,12.743686432618386,12.743686432618386,1.0
L-main-threeshift-25c-01,C010,1,1,160.0,D1,D0,1,34.831312397690645,84.98700597440177,2.439959913196854
L-main-threeshift-25c-01,C011,1,4,755.0,D1,D0,1,20.29787169044282,69.54800932364635,3.4263695418073215
L-main-threeshift-25c-01,C012,1,3,607.0,D0,D1,1,25.143872296551702,49.04866810961626,1.9507205386317097
L-main-threeshift-25c-01,C013,1,4,708.0,D0,D1,1,76.52447193636819,112.42765568666795,1.4691725776318205
L-main-threeshift-25c-01,C014,1,4,756.0,D0,D0,0,66.06606582826996,66.06606582826996,1.0
L-main-threeshift-25c-01,C015,1,3,451.0,D1,D1,0,11.243117025530774,11.243117025530774,1.0
L-main-threeshift-25c-01,C016,1,1,134.0,D1,D1,0,35.89081899678194,35.89081899678194,1.0
L-main-threeshift-25c-01,C017,1,3,436.0,D1,D0,1,19.197745132140216,52.01146448525555,2.7092486189005456
L-main-threeshift-25c-01,C018,1,1,124.0,D0,D0,0,28.75524362309768,28.75524362309768,1.0
L-main-threeshift-25c-01,C019,1,2,354.0,D0,D0,0,55.20025646891959,55.20025646891959,1.0
L-main-threeshift-25c-01,C020,1,4,813.0,D1,D1,0,16.39668673913028,16.39668673913028,1.0
L-main-threeshift-25c-01,C021,1,2,310.0,D1,D1,0,5.459042795396162,5.459042795396162,1.0
L-main-threeshift-25c-01,C022,1,1,134.0,D1,D1,0,36.445726262065286,36.445726262065286,1.0
L-main-threeshift-25c-01,C023,1,2,237.0,D1,D0,1,56.66995227104032,58.129244237995216,1.0257507181226377
L-main-threeshift-25c-01,C024,1,4,713.0,D1,D0,1,1.5794193201165627,57.25007245622401,36.24754473181885
L-main-threeshift-25c-01,C025,1,1,111.0,D1,D1,0,8.205611918586055,8.205611918586055,1.0
L-main-threeshift-25c-01,C026,2,2,524.0,D0,D1,1,35.67162413851099,38.65204175157195,1.0835514974448084
L-main-threeshift-25c-01,C027,2,1,284.0,D0,D0,0,22.30702640444261,22.30702640444261,1.0
L-main-threeshift-25c-01,C028,2,1,238.0,D0,D0,0,14.614663235179249,14.614663235179249,1.0
L-main-threeshift-25c-01,C029,2,4,700.0,D0,D1,1,40.01014667304408,79.87968061467804,1.996485573208237
L-main-threeshift-25c-01,C030,2,1,178.0,D0,D0,0,39.81893896049969,39.81893896049969,1.0
L-main-threeshift-25c-01,C031,2,2,322.0,D0,D1,1,17.5449612492761,67.64572178939449,3.8555640464686425
L-main-threeshift-25c-01,C032,2,4,816.0,D0,D1,1,31.045086121016,82.00375990341011,2.6414408896710255
L-main-threeshift-25c-01,C033,2,3,528.0,D1,D0,1,19.520835489045087,53.75687941607939,2.753820626491487
L-main-threeshift-25c-01,C034,2,3,649.0,D0,D0,0,56.554863412132825,56.554863412132825,1.0
L-main-threeshift-25c-01,C035,2,2,383.0,D1,D0,1,14.740072096144306,57.43297440694675,3.8963835476740996
L-main-threeshift-25c-01,C036,2,1,234.0,D0,D0,0,22.851498928170997,22.851498928170997,1.0
L-main-threeshift-25c-01,C037,2,3,561.0,D0,D1,1,12.413646567822044,63.339952949611984,5.102445329303821
L-main-threeshift-25c-01,C038,2,2,478.0,D0,D1,1,45.321308614563414,87.43828369101853,1.92929741801236
L-main-threeshift-25c-01,C039,2,4,766.0,D1,D0,1,21.657764188160115,39.094317217852776,1.8050947862487527
L-main-threeshift-25c-01,C040,2,2,509.0,D1,D0,1,21.310046685085915,62.6799350749576,2.9413326024679654
L-main-threeshift-25c-01,C041,2,3,563.0,D1,D1,0,96.22940109912332,96.22940109912332,1.0
L-main-threeshift-25c-01,C042,2,4,809.0,D0,D0,0,30.859682258553796,30.859682258553796,1.0
L-main-threeshift-25c-01,C043,2,3,594.0,D0,D0,0,36.68049238751438,36.68049238751438,1.0
L-main-threeshift-25c-01,C044,2,1,117.0,D0,D1,1,14.753249355464037,61.919980926853555,4.197040220425799
L-main-threeshift-25c-01,C045,2,1,207.0,D1,D0,1,64.98221575906062,95.05979727555071,1.4628586631765677
L-main-threeshift-25c-01,C046,2,4,736.0,D1,D1,0,44.70599479641189,44.70599479641189,1.0
L-main-threeshift-25c-01,C047,2,2,288.0,D1,D0,1,44.43216080338356,50.403167330287886,1.134384788381699
L-main-threeshift-25c-01,C048,2,1,227.0,D1,D1,0,47.05578269819943,47.05578269819943,1.0
L-main-threeshift-25c-01,C049,2,3,689.0,D1,D1,0,51.77711000100102,51.77711000100102,1.0
L-main-threeshift-25c-01,C050,2,4,703.0,D1,D0,1,29.592611092597448,35.3954783868745,1.1960917634513377
L-main-threeshift-25c-01,C051,3,2,343.0,D0,D0,0,41.27210494778525,41.27210494778525,1.0
L-main-threeshift-25c-01,C052,3,3,372.0,D0,D0,0,24.080455965288532,24.080455965288532,1.0
L-main-threeshift-25c-01,C053,3,1,321.0,D1,D1,0,20.531541675061327,20.531541675061327,1.0
L-main-threeshift-25c-01,C054,3,4,557.0,D1,D1,0,29.961513382638362,29.961513382638362,1.0
L-main-threeshift-25c-01,C055,3,1,136.0,D0,D0,0,21.77463373100223,21.77463373100223,1.0
L-main-threeshift-50c-01,C001,1,3,561.0,D1,D1,0,68.67753969757354,68.67753969757354,1.0
L-main-threeshift-50c-01,C002,1,3,605.0,D1,D0,1,9.431410533958596,89.20962034842935,9.458778199424415
L-main-threeshift-50c-01,C003,1,2,365.0,D0,D0,0,26.518275882436246,26.518275882436246,1.0
L-main-threeshift-50c-01,C004,1,1,263.0,D1,D1,0,26.056153750332015,26.056153750332015,1.0
L-main-threeshift-50c-01,C005,1,4,753.0,D0,D1,1,76.60369584962072,88.61566246349139,1.1568066198457465
L-main-threeshift-50c-01,C006,1,4,663.0,D1,D0,1,24.136312303560555,88.2063163833033,3.6545067562077924
L-main-threeshift-50c-01,C007,1,1,102.0,D1,D1,0,55.90224447938294,55.90224447938294,1.0
L-main-threeshift-50c-01,C008,1,2,290.0,D1,D1,0,13.25939531218604,13.25939531218604,1.0
L-main-threeshift-50c-01,C009,1,3,517.0,D1,D1,0,65.54209496582712,65.54209496582712,1.0
L-main-threeshift-50c-01,C010,1,1,104.0,D0,D0,0,36.61341825281682,36.61341825281682,1.0
L-main-threeshift-50c-01,C011,1,3,573.0,D0,D0,0,43.626201112424404,43.626201112424404,1.0
L-main-threeshift-50c-01,C012,1,2,336.0,D0,D1,1,49.68809949865762,97.63862334352739,1.965030345871152
L-main-threeshift-50c-01,C013,1,4,766.0,D0,D1,1,51.43460812932183,53.22305162986553,1.0347712088336907
L-main-threeshift-50c-01,C014,1,4,780.0,D1,D1,0,46.89620260558216,46.89620260558216,1.0
L-main-threeshift-50c-01,C015,1,2,381.0,D1,D1,0,35.28974934799864,35.28974934799864,1.0
L-main-threeshift-50c-01,C016,1,2,316.0,D1,D0,1,37.820545672684496,52.838181775063,1.3970761350813836
L-main-threeshift-50c-01,C017,1,4,701.0,D0,D1,1,57.47017085449198,102.61258970911206,1.7854930337499015
L-main-threeshift-50c-01,C018,1,1,207.0,D0,D0,0,54.20865277426474,54.20865277426474,1.0
L-main-threeshift-50c-01,C019,1,4,825.0,D0,D0,0,44.5287881581006,44.5287881581006,1.0
L-main-threeshift-50c-01,C020,1,3,617.0,D0,D0,0,38.85698116119805,38.85698116119805,1.0
L-main-threeshift-50c-01,C021,1,1,243.0,D0,D0,0,76.36576755352361,76.36576755352361,1.0
L-main-threeshift-50c-01,C022,1,1,206.0,D0,D0,0,24.738218460645054,24.738218460645054,1.0
L-main-threeshift-50c-01,C023,1,4,776.0,D0,D1,1,50.80570691290694,69.30665379379145,1.36415095872201
L-main-threeshift-50c-01,C024,1,3,494.0,D1,D1,0,22.6778587083683,22.6778587083683,1.0
L-main-threeshift-50c-01,C025,1,1,270.0,D0,D0,0,51.824169909791124,51.824169909791124,1.0
L-main-threeshift-50c-01,C026,1,2,307.0,D1,D1,0,35.581093895922876,35.581093895922876,1.0
L-main-threeshift-50c-01,C027,1,4,807.0,D1,D1,0,23.23324385451016,23.23324385451016,1.0
L-main-threeshift-50c-01,C028,1,2,383.0,D0,D1,1,31.627889195208713,75.99225146364415,2.4026975368042
L-main-threeshift-50c-01,C029,1,4,810.0,D1,D0,1,33.910633094729064,56.37108420947126,1.662342429644387
L-main-threeshift-50c-01,C030,1,3,537.0,D0,D1,1,35.009867744093235,56.599209941523526,1.6166644888589383
L-main-threeshift-50c-01,C031,1,2,359.0,D1,D0,1,4.01076071399015,86.31251956592276,21.520236613680645
L-main-threeshift-50c-01,C032,1,2,315.0,D0,D0,0,72.57069083621639,72.57069083621639,1.0
L-main-threeshift-50c-01,C033,1,3,603.0,D0,D0,0,34.66801598709969,34.66801598709969,1.0
L-main-threeshift-50c-01,C034,1,1,141.0,D1,D0,1,43.71803120658761,47.57456625000905,1.0882138316155536
L-main-threeshift-50c-01,C035,1,3,552.0,D0,D0,0,94.35388326737167,94.35388326737167,1.0
L-main-threeshift-50c-01,C036,1,2,301.0,D0,D1,1,70.00759261989018,106.57886207416267,1.522390044931813
L-main-threeshift-50c-01,C037,1,4,679.0,D1,D0,1,31.50832584212605,85.17550809848568,2.703269876199122
L-main-threeshift-50c-01,C038,1,4,766.0,D1,D1,0,29.915530734133235,29.915530734133235,1.0
L-main-threeshift-50c-01,C039,1,1,216.0,D0,D0,0,59.16717885732004,59.16717885732004,1.0
L-main-threeshift-50c-01,C040,1,1,289.0,D0,D1,1,16.941049377178498,106.68162729917435,6.297226631243193
L-main-threeshift-50c-01,C041,1,1,260.0,D1,D1,0,52.88720363381302,52.88720363381302,1.0
L-main-threeshift-50c-01,C042,1,3,602.0,D0,D0,0,18.34297067795999,18.34297067795999,1.0
L-main-threeshift-50c-01,C043,1,1,206.0,D0,D0,0,19.273627487437338,19.273627487437338,1.0
L-main-threeshift-50c-01,C044,1,4,776.0,D1,D0,1,57.12706915570733,89.93935348333899,1.5743736693054822
L-main-threeshift-50c-01,C045,1,3,495.0,D0,D0,0,81.92458146592206,81.92458146592206,1.0
L-main-threeshift-50c-01,C046,1,2,373.0,D1,D0,1,12.780425782687447,77.49058452203597,6.063224014571241
L-main-threeshift-50c-01,C047,1,3,433.0,D1,D0,1,37.721325604432266,65.57755205998849,1.7384742187396274
L-main-threeshift-50c-01,C048,1,2,432.0,D1,D1,0,27.921009881148027,27.921009881148027,1.0
L-main-threeshift-50c-01,C049,1,3,592.0,D0,D1,1,19.752419672245217,100.40273912252388,5.083060242163805
L-main-threeshift-50c-01,C050,1,1,178.0,D1,D1,0,45.54397060171411,45.54397060171411,1.0
L-main-threeshift-50c-01,C051,2,2,323.0,D1,D0,1,28.567936593405435,65.91465994009526,2.307295093734942
L-main-threeshift-50c-01,C052,2,4,775.0,D0,D0,0,29.45717309760901,29.45717309760901,1.0
L-main-threeshift-50c-01,C053,2,3,462.0,D1,D0,1,31.629061905186507,62.351350271009366,1.9713310011507184
L-main-threeshift-50c-01,C054,2,3,593.0,D0,D1,1,59.769825412016225,146.97383139962753,2.458997167659112
L-main-threeshift-50c-01,C055,2,4,699.0,D0,D0,0,29.363062951424194,29.363062951424194,1.0
L-main-threeshift-50c-01,C056,2,3,525.0,D0,D1,1,14.344793526969987,75.89775867649853,5.2909620855679345
L-main-threeshift-50c-01,C057,2,2,360.0,D0,D1,1,39.212011652289654,129.36711634332286,3.299170608498197
L-main-threeshift-50c-01,C058,2,2,397.0,D1,D1,0,45.8644082556356,45.8644082556356,1.0
L-main-threeshift-50c-01,C059,2,1,114.0,D1,D0,1,6.318370392776967,83.91971371570389,13.281860432183464
L-main-threeshift-50c-01,C060,2,2,329.0,D1,D1,0,18.203175194419693,18.203175194419693,1.0
L-main-threeshift-50c-01,C061,2,2,365.0,D0,D1,1,32.759692514429986,122.92425548205905,3.75230186998591
L-main-threeshift-50c-01,C062,2,1,126.0,D1,D1,0,79.76347216250375,79.76347216250375,1.0
L-main-threeshift-50c-01,C063,2,4,819.0,D1,D0,1,38.137297053347496,70.47169751912962,1.8478419543092393
L-main-threeshift-50c-01,C064,2,3,600.0,D0,D1,1,61.98175306859027,82.16557733179312,1.3256413906342244
L-main-threeshift-50c-01,C065,2,4,656.0,D0,D0,0,65.11852745735348,65.11852745735348,1.0
L-main-threeshift-50c-01,C066,2,2,330.0,D1,D1,0,36.31607521714599,36.31607521714599,1.0
L-main-threeshift-50c-01,C067,2,2,391.0,D1,D0,1,76.62673096455704,86.08068680502555,1.1233767344824008
L-main-threeshift-50c-01,C068,2,1,126.0,D0,D0,0,20.613521379172457,20.613521379172457,1.0
L-main-threeshift-50c-01,C069,2,1,195.0,D1,D1,0,47.26116245731862,47.26116245731862,1.0
L-main-threeshift-50c-01,C070,2,1,127.0,D0,D0,0,58.38132080496724,58.38132080496724,1.0
L-main-threeshift-50c-01,C071,2,2,409.0,D1,D1,0,16.391915983947772,16.391915983947772,1.0
L-main-threeshift-50c-01,C072,2,4,704.0,D1,D0,1,55.965263625724795,61.8394743342608,1.1049617267564498
L-main-threeshift-50c-01,C073,2,1,235.0,D0,D0,0,62.03617637832702,62.03617637832702,1.0
L-main-threeshift-50c-01,C074,2,3,606.0,D0,D0,0,27.888939200822968,27.888939200822968,1.0
L-main-threeshift-50c-01,C075,2,4,688.0,D0,D0,0,54.60117747356095,54.60117747356095,1.0
L-main-threeshift-50c-01,C076,2,2,359.0,D1,D0,1,59.37928237817192,88.9253669361139,1.4975823784762217
L-main-threeshift-50c-01,C077,2,4,783.0,D0,D1,1,48.897379390871244,64.0099422483447,1.309066928447598
L-main-threeshift-50c-01,C078,2,4,677.0,D1,D0,1,60.4717956915087,87.40843763870853,1.4454414101511823
L-main-threeshift-50c-01,C079,2,1,147.0,D0,D1,1,57.4905516685742,104.74250299591063,1.8219081215246984
L-main-threeshift-50c-01,C080,2,1,261.0,D0,D0,0,10.632363512751999,10.632363512751999,1.0
L-main-threeshift-50c-01,C081,2,3,425.0,D1,D1,0,33.30965736847945,33.30965736847945,1.0
L-main-threeshift-50c-01,C082,2,3,556.0,D1,D0,1,44.02664433657564,46.34907731035539,1.052750624281632
L-main-threeshift-50c-01,C083,2,3,598.0,D1,D0,1,12.937505645422414,88.96875041503955,6.876808625511111
L-main-threeshift-50c-01,C084,2,1,184.0,D0,D1,1,53.01083818507777,74.54731668264031,1.4062655720019333
L-main-threeshift-50c-01,C085,2,3,651.0,D0,D1,1,12.465457076962721,83.07871716947437,6.664714872189586
L-main-threeshift-50c-01,C086,2,2,409.0,D0,D1,1,78.70629750021912,88.4345724485809,1.1236022434969029
L-main-threeshift-50c-01,C087,2,2,305.0,D1,D1,0,75.63626484980112,75.63626484980112,1.0
L-main-threeshift-50c-01,C088,2,1,176.0,D1,D1,0,9.128039062550659,9.128039062550659,1.0
L-main-threeshift-50c-01,C089,2,4,743.0,D0,D1,1,80.17222327121782,93.42322466795984,1.165281700520075
L-main-threeshift-50c-01,C090,2,3,559.0,D0,D0,0,33.68450059963039,33.68450059963039,1.0
L-main-threeshift-50c-01,C091,2,1,275.0,D1,D0,1,52.093169275809544,74.27566577068023,1.425823515889857
L-main-threeshift-50c-01,C092,2,3,579.0,D0,D0,0,10.188933265445407,10.188933265445407,1.0
L-main-threeshift-50c-01,C093,2,2,345.0,D1,D1,0,54.82856734112283,54.82856734112283,1.0
L-main-threeshift-50c-01,C094,2,4,713.0,D0,D1,1,63.60477662063204,84.63900783926748,1.330702068872802
L-main-threeshift-50c-01,C095,2,3,416.0,D1,D0,1,9.873901311429439,84.99407513900778,8.6079526681742
L-main-threeshift-50c-01,C096,2,4,740.0,D0,D0,0,25.518750772388916,25.518750772388916,1.0
L-main-threeshift-50c-01,C097,2,4,763.0,D1,D1,0,36.72123870357914,36.72123870357914,1.0
L-main-threeshift-50c-01,C098,2,1,161.0,D0,D0,0,82.30276511072638,82.30276511072638,1.0
L-main-threeshift-50c-01,C099,2,3,420.0,D1,D1,0,56.76274050297733,56.76274050297733,1.0
L-main-threeshift-50c-01,C100,2,1,176.0,D1,D1,0,6.093638057232259,6.093638057232259,1.0
L-main-threeshift-50c-01,C101,3,3,569.0,D0,D0,0,36.849118443257225,36.849118443257225,1.0
L-main-threeshift-50c-01,C102,3,3,449.0,D0,D0,0,64.02854424426108,64.02854424426108,1.0
L-main-threeshift-50c-01,C103,3,3,490.0,D0,D1,1,50.63359229997513,64.01232818598329,1.264226480450899
L-main-threeshift-50c-01,C104,3,4,586.0,D0,D0,0,62.254960315484105,62.254960315484105,1.0
L-main-threeshift-50c-01,C105,3,1,126.0,D0,D1,1,44.931194173814255,65.52311064039375,1.4582988911205124
L-main-threeshift-50c-01,C106,3,4,614.0,D0,D0,0,89.67141401514365,89.67141401514365,1.0
L-main-threeshift-50c-01,C107,3,4,770.0,D0,D0,0,56.25727734673356,56.25727734673356,1.0
L-main-threeshift-50c-01,C108,3,2,235.0,D0,D1,1,51.86080615447855,73.09635248339087,1.4094719674364045
L-main-threeshift-50c-01,C109,3,1,112.0,D0,D0,0,61.45797230783082,61.45797230783082,1.0
L-main-threeshift-50c-01,C110,3,2,258.0,D1,D1,0,48.424829724675455,48.424829724675455,1.0
L-main-threeshift-50c-01,C111,3,1,195.0,D1,D1,0,38.323603327610705,38.323603327610705,1.0
L-main-threeshift-50c-01,C112,3,1,178.0,D1,D0,1,54.01108942915243,102.34104365753164,1.8948153932679825
L-main-threeshift-50c-01,C113,3,3,496.0,D1,D0,1,64.84004722533419,93.0967430376262,1.4357907962974399
L-main-threeshift-50c-01,C114,3,2,321.0,D1,D0,1,59.2106260791254,73.72135496926383,1.2450696750064287
L-main-threeshift-75c-01,C001,1,3,560.0,D0,D1,1,43.98373435841253,88.91339264106286,2.0215062212892088
L-main-threeshift-75c-01,C002,1,1,156.0,D1,D0,1,38.15043771039426,100.03896329697594,2.622223211602101
L-main-threeshift-75c-01,C003,1,1,284.0,D0,D1,1,46.47839639757916,64.06523885903704,1.378387462231246
L-main-threeshift-75c-01,C004,1,3,514.0,D0,D1,1,28.15091187141901,72.1860309976895,2.5642519619756388
L-main-threeshift-75c-01,C005,1,3,599.0,D1,D0,1,21.96557927559178,61.680215564915954,2.8080395600336026
L-main-threeshift-75c-01,C006,1,1,331.0,D1,D1,0,34.75414289018221,34.75414289018221,1.0
L-main-threeshift-75c-01,C007,1,2,349.0,D1,D1,0,23.856599493829695,23.856599493829695,1.0
L-main-threeshift-75c-01,C008,1,4,725.0,D1,D0,1,73.92598503881824,96.3118934195907,1.302815151790236
L-main-threeshift-75c-01,C009,1,1,147.0,D1,D0,1,37.76743707144311,93.83343638074277,2.4845063275869608
L-main-threeshift-75c-01,C010,1,1,287.0,D0,D0,0,52.90854727279705,52.90854727279705,1.0
L-main-threeshift-75c-01,C011,1,4,771.0,D0,D1,1,58.143444517438084,96.07927685453217,1.6524524415769102
L-main-threeshift-75c-01,C012,1,3,536.0,D0,D0,0,62.52311363229842,62.52311363229842,1.0
L-main-threeshift-75c-01,C013,1,3,633.0,D0,D0,0,48.13290701908,48.13290701908,1.0
L-main-threeshift-75c-01,C014,1,2,363.0,D0,D1,1,76.5484818545946,123.45101128674143,1.612716650883281
L-main-threeshift-75c-01,C015,1,3,489.0,D1,D0,1,36.69900020283386,95.1821317388143,2.593589231661533
