stream_id,seed,event_id,event_type,t_appear,trigger_second,customer_id,owner_depot_id,old_customer_owner,old_demand,new_demand,x,y,old_ready_time,old_due_time,new_ready_time,new_due_time,donor_instance_id,donor_customer_id,donor_service_time,minimum_formal_trip_departure_second,minimum_uncommitted_margin_seconds,modifiable_in_both_fixed_seed1_plans,donor_fields_inherited_exactly,owner_rule_verified,search_evaluations,status
stream_seed1,1,24,add,22135.442264735328,25060.40779036161,N_S1_010,D0,,0.0,408.0,-33350.76,-5052.3,37717.0,56721.0,37717.0,56721.0,L-main-threeshift-200c-01,C241,816.0,,,True,True,True,0,PASS
stream_seed1,1,25,add,22414.085676799084,25060.40779036161,N_S1_011,D0,,0.0,643.0,-40596.66,-10103.07,35928.0,56510.0,35928.0,56510.0,L-main-threeshift-200c-01,C239,1286.0,,,True,True,True,0,PASS
stream_seed1,1,26,demand_change,23140.3263957274,25060.40779036161,C182,D0,D0,288.0,266.85067260835814,-11002.63,-11187.63,36010.0,55587.0,36010.0,55587.0,,,,47542.876554164955,22482.468763803347,True,,True,0,PASS
stream_seed1,1,27,demand_change,23466.096512047756,25060.40779036161,C101,D0,D0,718.0,815.3516781838119,-50465.27,62261.15,36553.0,56969.0,36553.0,56969.0,,,,44028.32931436768,18967.92152400607,True,,True,0,PASS
stream_seed1,1,28,demand_change,23497.29584277139,25060.40779036161,C145,D1,D1,186.0,194.74143301865922,47700.81,-39447.55,35817.0,54744.0,35817.0,54744.0,,,,32669.726883849155,7609.319093487546,True,,True,0,PASS
stream_seed1,1,29,cancel,24624.662127310774,25060.40779036161,C156,D0,D0,254.0,0.0,-38608.82,45301.34,35440.0,54405.0,35440.0,54405.0,,,,44028.32931436768,18967.92152400607,True,,True,0,PASS
stream_seed1,1,30,demand_change,25005.13396686159,25060.40779036161,C143,D1,D1,359.0,374.96144205136767,69139.26,972.18,36776.0,55671.0,36776.0,55671.0,,,,33018.09774673095,7957.6899563693405,True,,True,0,PASS
stream_seed1,1,31,demand_change,25060.40779036161,25060.40779036161,C209,D0,D0,180.0,168.9026099633715,-9586.39,-54768.56,66521.0,85064.0,66521.0,85064.0,,,,52550.331604271916,27489.923813910307,True,,True,0,PASS
stream_seed1,1,32,add,25222.983437176637,30950.772652074673,N_S1_012,D1,,0.0,289.0,56313.57,-1587.45,35095.0,54198.0,35095.0,54198.0,L-main-threeshift-200c-01,C385,578.0,,,True,True,True,0,PASS
stream_seed1,1,33,demand_change,28221.48042217908,30950.772652074673,C221,D1,D1,822.0,778.1056355911145,11775.37,17704.32,66096.0,85940.0,66096.0,85940.0,,,,51092.28981005963,20141.517157984956,True,,True,0,PASS
stream_seed1,1,34,add,28384.00908993048,30950.772652074673,N_S1_013,D0,,0.0,478.0,-41785.45,8808.64,37565.0,57346.0,37565.0,57346.0,L-main-threeshift-200c-01,C327,956.0,,,True,True,True,0,PASS
stream_seed1,1,35,add,29494.224829111754,30950.772652074673,N_S1_014,D1,,0.0,345.0,69221.78,-64860.85,37055.0,57291.0,37055.0,57291.0,L-main-threeshift-200c-01,C230,690.0,,,True,True,True,0,PASS
stream_seed1,1,36,demand_change,29507.495604917145,30950.772652074673,C206,D0,D0,170.0,145.70536345923134,-4905.32,-19212.23,66576.0,85301.0,66576.0,85301.0,,,,47542.876554164955,16592.103902090283,True,,True,0,PASS
stream_seed1,1,37,add,29811.136005752473,30950.772652074673,N_S1_015,D0,,0.0,556.0,-5140.26,27623.23,36074.0,55961.0,36074.0,55961.0,L-main-threeshift-200c-01,C305,1112.0,,,True,True,True,0,PASS
stream_seed1,1,38,cancel,30211.313766837473,30950.772652074673,C218,D0,D0,397.0,0.0,-5497.38,-28961.67,65766.0,85378.0,65766.0,85378.0,,,,47542.876554164955,16592.103902090283,True,,True,0,PASS
stream_seed1,1,39,demand_change,30950.772652074673,30950.772652074673,C144,D1,D1,550.0,524.1515077609686,26447.25,-51161.75,33983.0,54702.0,33983.0,54702.0,,,,32669.726883849155,1718.9542317744817,True,,True,0,PASS
stream_seed1,1,40,add,32117.939676621525,35060.1556284928,N_S1_016,D0,,0.0,112.0,-17357.34,10641.5,65552.0,85205.0,65552.0,85205.0,L-main-threeshift-200c-01,C416,224.0,,,True,True,True,0,PASS
stream_seed1,1,41,demand_change,32425.848871205668,35060.1556284928,C217,D0,D0,681.0,617.2664299606932,-42167.63,18980.0,66100.0,85752.0,66100.0,85752.0,,,,44028.32931436768,8968.173685874877,True,,True,0,PASS
stream_seed1,1,42,add,32628.515444086355,35060.1556284928,N_S1_017,D1,,0.0,496.0,62617.16,-63111.08,37707.0,57331.0,37707.0,57331.0,L-main-threeshift-200c-01,C228,992.0,,,True,True,True,0,PASS
stream_seed1,1,43,add,33163.077144911294,35060.1556284928,N_S1_018,D1,,0.0,464.0,23707.72,94213.73,33818.0,54485.0,33818.0,54485.0,L-main-threeshift-200c-01,C272,928.0,,,True,True,True,0,PASS
stream_seed1,1,44,cancel,33619.35934592201,35060.1556284928,C195,D0,D0,460.0,0.0,-5988.47,-41226.79,36639.0,55782.0,36639.0,55782.0,,,,52550.331604271916,17490.175975779115,True,,True,0,PASS
stream_seed1,1,45,demand_change,34060.49225566274,35060.1556284928,C210,D0,D0,322.0,360.6224671343915,8170.03,-69994.89,65516.0,85388.0,65516.0,85388.0,,,,52550.331604271916,17490.175975779115,True,,True,0,PASS
stream_seed1,1,46,cancel,34431.787754505836,35060.1556284928,C109,D0,D0,468.0,0.0,-21242.87,-28002.82,37689.0,57203.0,37689.0,57203.0,,,,52550.331604271916,17490.175975779115,True,,True,0,PASS
stream_seed1,1,47,cancel,35060.1556284928,35060.1556284928,C201,D0,D0,472.0,0.0,109.91,-50342.2,66876.0,86368.0,66876.0,86368.0,,,,52550.331604271916,17490.175975779115,True,,True,0,PASS
stream_seed1,1,48,cancel,35608.06660443097,40386.33844900012,C134,D0,D0,117.0,0.0,-71080.89,1677.17,33290.0,51710.0,33290.0,51710.0,,,,47542.876554164955,7156.538105164836,True,,True,0,PASS
stream_seed1,1,49,add,36470.783552342626,40386.33844900012,N_S1_019,D1,,0.0,258.0,53526.5,-86444.15,37691.0,57113.0,37691.0,57113.0,L-main-threeshift-200c-01,C341,516.0,,,True,True,True,0,PASS
stream_seed1,1,50,add,36614.6621025152,40386.33844900012,N_S1_020,D1,,0.0,168.0,63097.08,69752.89,37145.0,57377.0,37145.0,57377.0,L-main-threeshift-200c-01,C261,336.0,,,True,True,True,0,PASS
stream_seed1,1,51,add,38568.81001476299,40386.33844900012,N_S1_021,D0,,0.0,217.0,-31710.2,13053.64,36754.0,56633.0,36754.0,56633.0,L-main-threeshift-200c-01,C368,434.0,,,True,True,True,0,PASS
stream_seed1,1,52,demand_change,39191.93205587032,40386.33844900012,C208,D0,D0,294.0,287.97201925861015,8662.38,-16032.08,65580.0,85472.0,65580.0,85472.0,,,,47542.876554164955,7156.538105164836,True,,True,0,PASS
stream_seed1,1,53,demand_change,39372.68102317362,40386.33844900012,C216,D0,D0,181.0,206.82255129091754,-2590.0,-56381.14,66557.0,85570.0,66557.0,85570.0,,,,52550.331604271916,12163.993155271797,True,,True,0,PASS
stream_seed1,1,54,demand_change,40343.13966749821,40386.33844900012,C204,D0,D0,206.0,189.0281140230896,4538.08,-8678.85,65701.0,85325.0,65701.0,85325.0,,,,47542.876554164955,7156.538105164836,True,,True,0,PASS
stream_seed1,1,55,add,40386.33844900012,40386.33844900012,N_S1_022,D1,,0.0,191.0,46090.02,-41825.76,34317.0,54517.0,34317.0,54517.0,L-main-threeshift-200c-01,C312,382.0,,,True,True,True,0,PASS
stream_seed2,2,1,add,2487.440466356073,10800.0,N_S2_001,D0,,0.0,465.0,-42015.43,14821.97,1515.0,21345.0,1515.0,21345.0,L-main-threeshift-200c-01,C177,930.0,,,True,True,True,0,PASS
stream_seed2,2,2,cancel,4061.6257814922715,10800.0,C006,D0,D0,677.0,0.0,-105663.87,-2395.38,1030.0,21554.0,1030.0,21554.0,,,,12122.400458281767,1322.400458281767,True,,True,0,PASS
stream_seed2,2,3,add,6287.381178472529,10800.0,N_S2_002,D1,,0.0,434.0,52568.67,12453.22,34632.0,54430.0,34632.0,54430.0,L-main-threeshift-200c-01,C317,868.0,,,True,True,True,0,PASS
stream_seed2,2,4,add,7467.115939269245,10800.0,N_S2_003,D0,,0.0,146.0,-25770.58,-22397.0,35050.0,55285.0,35050.0,55285.0,L-main-threeshift-200c-01,C324,292.0,,,True,True,True,0,PASS
stream_seed2,2,5,add,11876.180729953505,16413.339881896383,N_S2_004,D0,,0.0,621.0,-32716.22,-24911.81,33939.0,53281.0,33939.0,53281.0,L-main-threeshift-200c-01,C384,1242.0,,,True,True,True,0,PASS
stream_seed2,2,6,add,12495.905963771544,16413.339881896383,N_S2_005,D1,,0.0,611.0,43848.76,17990.93,36242.0,56319.0,36242.0,56319.0,L-main-threeshift-200c-01,C387,1222.0,,,True,True,True,0,PASS
stream_seed2,2,7,demand_change,13011.495204847086,16413.339881896383,C045,D1,D1,375.0,331.47542658953364,72180.94,10038.19,1700.0,20697.0,1700.0,20697.0,,,,17172.087461175004,758.7475792786208,True,,True,0,PASS
stream_seed2,2,8,cancel,13952.17742638456,16413.339881896383,C112,D0,D0,298.0,0.0,-40321.97,-6589.55,34477.0,53137.0,34477.0,53137.0,,,,19032.78490535907,2619.4450234626856,True,,True,0,PASS
stream_seed2,2,9,cancel,15435.922890193076,16413.339881896383,C136,D1,D1,663.0,0.0,20309.42,64194.76,36312.0,56049.0,36312.0,56049.0,,,,23477.02874814686,7063.688866250475,True,,True,0,PASS
stream_seed2,2,10,cancel,15798.124476614394,16413.339881896383,C050,D1,D1,237.0,0.0,54150.13,21924.45,2017.0,21980.0,2017.0,21980.0,,,,17698.120002866195,1284.7801209698118,True,,True,0,PASS
stream_seed2,2,11,add,16230.142530652649,16413.339881896383,N_S2_006,D0,,0.0,456.0,7888.0,-40337.41,3076.0,22156.0,3076.0,22156.0,L-main-threeshift-200c-01,C173,912.0,,,True,True,True,0,PASS
stream_seed2,2,12,demand_change,16413.339881896383,16413.339881896383,C208,D0,D0,294.0,293.0087222212368,8662.38,-16032.08,65580.0,85472.0,65580.0,85472.0,,,,47542.876554164955,31129.536672268572,True,,True,0,PASS
stream_seed2,2,13,demand_change,17706.69265840252,21524.783944731207,C188,D1,D1,401.0,377.9487893549575,66330.57,-33588.36,34395.0,54095.0,34395.0,54095.0,,,,33710.8165306734,12186.032585942194,True,,True,0,PASS
stream_seed2,2,14,add,17971.35012838622,21524.783944731207,N_S2_007,D1,,0.0,335.0,49826.65,-35791.16,35758.0,55499.0,35758.0,55499.0,L-main-threeshift-200c-01,C388,670.0,,,True,True,True,0,PASS
stream_seed2,2,15,demand_change,19491.497204503856,21524.783944731207,C082,D0,D0,825.0,890.8275593055494,7140.33,3892.18,4442.0,25390.0,4442.0,25390.0,,,,24123.00194179047,2598.2179970592624,True,,True,0,PASS
stream_seed2,2,16,cancel,19838.300027402925,21524.783944731207,C213,D0,D0,195.0,0.0,-37849.66,29099.07,66914.0,85353.0,66914.0,85353.0,,,,44028.32931436768,22503.54536963647,True,,True,0,PASS
stream_seed2,2,17,demand_change,19910.707384641024,21524.783944731207,C147,D1,D1,635.0,680.7098394387934,36098.07,48121.16,35799.0,56726.0,35799.0,56726.0,,,,23477.02874814686,1952.2448034156514,True,,True,0,PASS
stream_seed2,2,18,add,20813.307820825383,21524.783944731207,N_S2_008,D0,,0.0,586.0,-7145.46,-34846.57,34256.0,54197.0,34256.0,54197.0,L-main-threeshift-200c-01,C237,1172.0,,,True,True,True,0,PASS
stream_seed2,2,19,add,21168.682946431243,21524.783944731207,N_S2_009,D0,,0.0,122.0,-56195.3,-4878.77,35424.0,53705.0,35424.0,53705.0,L-main-threeshift-200c-01,C308,244.0,,,True,True,True,0,PASS
stream_seed2,2,20,cancel,21524.783944731207,21524.783944731207,C145,D1,D1,186.0,0.0,47700.81,-39447.55,35817.0,54744.0,35817.0,54744.0,,,,32669.726883849155,11144.942939117947,True,,True,0,PASS
stream_seed2,2,21,demand_change,21886.02823292458,26123.535517641798,C144,D1,D1,550.0,609.8035530936955,26447.25,-51161.75,33983.0,54702.0,33983.0,54702.0,,,,32669.726883849155,6546.191366207357,True,,True,0,PASS
stream_seed2,2,22,demand_change,22198.448944163858,26123.535517641798,C163,D0,D0,707.0,750.5537042047674,552.47,-9976.75,37772.0,57266.0,37772.0,57266.0,,,,47542.876554164955,21419.341036523158,True,,True,0,PASS
stream_seed2,2,23,demand_change,23838.821331115752,26123.535517641798,C174,D1,D1,729.0,723.0468792959009,8379.15,15362.45,35381.0,55216.0,35381.0,55216.0,,,,33018.09774673095,6894.5622290891515,True,,True,0,PASS
stream_seed2,2,24,add,24017.89679981792,26123.535517641798,N_S2_010,D1,,0.0,739.0,100167.82,59205.5,33627.0,54794.0,33627.0,54794.0,L-main-threeshift-200c-01,C258,1478.0,,,True,True,True,0,PASS
stream_seed2,2,25,demand_change,24493.253584691418,26123.535517641798,C113,D1,D1,151.0,132.5834503735269,57680.45,-23643.08,36072.0,55579.0,36072.0,55579.0,,,,32669.726883849155,6546.191366207357,True,,True,0,PASS
stream_seed2,2,26,add,25165.308331331984,26123.535517641798,N_S2_011,D0,,0.0,307.0,-22373.76,52618.15,34415.0,54035.0,34415.0,54035.0,L-main-threeshift-200c-01,C380,614.0,,,True,True,True,0,PASS
stream_seed2,2,27,add,26102.623424375728,26123.535517641798,N_S2_012,D0,,0.0,483.0,-12677.03,-54471.69,35741.0,56088.0,35741.0,56088.0,L-main-threeshift-200c-01,C282,966.0,,,True,True,True,0,PASS
stream_seed2,2,28,add,26123.535517641798,26123.535517641798,N_S2_013,D0,,0.0,287.0,-24849.78,-12574.9,65419.0,84945.0,65419.0,84945.0,L-main-threeshift-200c-01,C424,574.0,,,True,True,True,0,PASS
stream_seed2,2,29,demand_change,27622.93883070521,30876.3878144286,C212,D0,D0,137.0,120.64421821754259,2682.81,-22649.3,65400.0,83773.0,65400.0,83773.0,,,,47542.876554164955,16666.488739736356,True,,True,0,PASS
stream_seed2,2,30,add,27777.46053445348,30876.3878144286,N_S2_014,D1,,0.0,289.0,24709.44,-44709.1,37653.0,57235.0,37653.0,57235.0,L-main-threeshift-200c-01,C320,578.0,,,True,True,True,0,PASS
stream_seed2,2,31,demand_change,27886.336128154722,30876.3878144286,C123,D1,D1,659.0,716.0185258197833,59571.46,-28848.29,36245.0,55703.0,36245.0,55703.0,,,,32669.726883849155,1793.3390694205555,True,,True,0,PASS
stream_seed2,2,32,add,28694.731692963065,30876.3878144286,N_S2_015,D0,,0.0,193.0,-39572.23,2240.22,36202.0,54753.0,36202.0,54753.0,L-main-threeshift-200c-01,C233,386.0,,,True,True,True,0,PASS
stream_seed2,2,33,demand_change,28762.93325359036,30876.3878144286,C107,D1,D1,637.0,640.4944748333471,51963.04,-51097.6,37145.0,57807.0,37145.0,57807.0,,,,33018.09774673095,2141.7099323023504,True,,True,0,PASS
stream_seed2,2,34,cancel,30382.416746187562,30876.3878144286,C122,D1,D1,153.0,0.0,26426.5,12339.32,34462.0,53036.0,34462.0,53036.0,,,,33710.8165306734,2834.4287162448018,True,,True,0,PASS
stream_seed2,2,35,demand_change,30578.553556799754,30876.3878144286,C221,D1,D1,822.0,891.3093036957241,11775.37,17704.32,66096.0,85940.0,66096.0,85940.0,,,,51092.28981005963,20215.90199563103,True,,True,0,PASS
stream_seed2,2,36,demand_change,30876.3878144286,30876.3878144286,C141,D1,D1,587.0,584.6969169158991,70289.73,12913.85,35262.0,55480.0,35262.0,55480.0,,,,32669.726883849155,1793.3390694205555,True,,True,0,PASS
stream_seed2,2,37,cancel,31489.897214095745,34226.18325966165,C134,D0,D0,117.0,0.0,-71080.89,1677.17,33290.0,51710.0,33290.0,51710.0,,,,47542.876554164955,13316.693294503304,True,,True,0,PASS
stream_seed2,2,38,cancel,32213.62013633825,34226.18325966165,C101,D0,D0,718.0,0.0,-50465.27,62261.15,36553.0,56969.0,36553.0,56969.0,,,,44028.32931436768,9802.146054706027,True,,True,0,PASS
stream_seed2,2,39,cancel,32652.800636717315,34226.18325966165,C182,D0,D0,288.0,0.0,-11002.63,-11187.63,36010.0,55587.0,36010.0,55587.0,,,,47542.876554164955,13316.693294503304,True,,True,0,PASS
stream_seed2,2,40,demand_change,33116.88759208152,34226.18325966165,C156,D0,D0,254.0,240.89061392217727,-38608.82,45301.34,35440.0,54405.0,35440.0,54405.0,,,,44028.32931436768,9802.146054706027,True,,True,0,PASS
stream_seed2,2,41,demand_change,33235.18518162728,34226.18325966165,C204,D0,D0,206.0,229.14059408390062,4538.08,-8678.85,65701.0,85325.0,65701.0,85325.0,,,,47542.876554164955,13316.693294503304,True,,True,0,PASS
stream_seed2,2,42,add,33834.90064739693,34226.18325966165,N_S2_016,D0,,0.0,449.0,-44710.54,2478.16,35720.0,54730.0,35720.0,54730.0,L-main-threeshift-200c-01,C292,898.0,,,True,True,True,0,PASS
stream_seed2,2,43,demand_change,33849.51275647982,34226.18325966165,C202,D1,D1,142.0,131.73750763054394,94703.14,-38015.65,65754.0,84826.0,65754.0,84826.0,,,,64318.63675505843,30092.45349539678,True,,True,0,PASS
stream_seed2,2,44,add,34226.18325966165,34226.18325966165,N_S2_017,D0,,0.0,380.0,-28335.27,1128.0,35387.0,55240.0,35387.0,55240.0,L-main-threeshift-200c-01,C365,760.0,,,True,True,True,0,PASS
stream_seed2,2,45,demand_change,34471.91767875249,38730.3925369908,C121,D0,D0,217.0,247.6415033402002,-44469.36,82649.62,33834.0,53107.0,33834.0,53107.0,,,,44028.32931436768,5297.936777376875,True,,True,0,PASS
stream_seed2,2,46,add,34625.82641405455,38730.3925369908,N_S2_018,D1,,0.0,164.0,48239.62,-46278.64,36464.0,55080.0,36464.0,55080.0,L-main-threeshift-200c-01,C378,328.0,,,True,True,True,0,PASS
stream_seed2,2,47,add,35556.62994830838,38730.3925369908,N_S2_019,D0,,0.0,641.0,-250.12,30853.0,34493.0,54679.0,34493.0,54679.0,L-main-threeshift-200c-01,C205,1282.0,,,True,True,True,0,PASS
stream_seed2,2,48,demand_change,36245.9473283643,38730.3925369908,C119,D0,D0,187.0,198.19048073441536,-56012.82,29127.8,35866.0,55404.0,35866.0,55404.0,,,,44028.32931436768,5297.936777376875,True,,True,0,PASS
stream_seed2,2,49,demand_change,36454.86385383154,38730.3925369908,C218,D0,D0,397.0,451.666894665672,-5497.38,-28961.67,65766.0,85378.0,65766.0,85378.0,,,,47542.876554164955,8812.484017174153,True,,True,0,PASS
stream_seed2,2,50,add,37275.508301289025,38730.3925369908,N_S2_020,D1,,0.0,379.0,54672.32,-50949.03,33792.0,53291.0,33792.0,53291.0,L-main-threeshift-200c-01,C386,758.0,,,True,True,True,0,PASS
stream_seed2,2,51,cancel,37767.896595981874,38730.3925369908,C214,D0,D0,630.0,0.0,-5754.49,-41590.83,65460.0,85921.0,65460.0,85921.0,,,,52550.331604271916,13819.939067281113,True,,True,0,PASS
stream_seed2,2,52,demand_change,38730.3925369908,38730.3925369908,C201,D0,D0,472.0,409.2401890085646,109.91,-50342.2,66876.0,86368.0,66876.0,86368.0,,,,52550.331604271916,13819.939067281113,True,,True,0,PASS
stream_seed2,2,53,add,38846.42779586478,49530.3925369908,N_S2_021,D0,,0.0,260.0,-36089.71,10082.24,33803.0,53814.0,33803.0,53814.0,L-main-threeshift-200c-01,C210,520.0,,,True,True,True,0,PASS
stream_seed2,2,54,add,39287.79970434068,49530.3925369908,N_S2_022,D1,,0.0,431.0,28005.09,29360.48,37185.0,57523.0,37185.0,57523.0,L-main-threeshift-200c-01,C238,862.0,,,True,True,True,0,PASS
stream_seed2,2,55,demand_change,40926.027049997094,49530.3925369908,C109,D0,D0,468.0,420.4275681314453,-21242.87,-28002.82,37689.0,57203.0,37689.0,57203.0,,,,52550.331604271916,3019.9390672811132,True,,True,0,PASS
stream_seed3,3,1,cancel,2441.208684091424,6783.501790449836,C194,D1,D1,553.0,0.0,54558.64,-27585.82,34301.0,54842.0,34301.0,54842.0,,,,17906.888980438474,11123.387189988638,True,,True,0,PASS
stream_seed3,3,2,cancel,2942.4737649149542,6783.501790449836,C149,D1,D1,721.0,0.0,36581.2,12803.66,35801.0,55562.0,35801.0,55562.0,,,,14346.203128680392,7562.701338230556,True,,True,0,PASS
stream_seed3,3,3,add,3274.315217858955,6783.501790449836,N_S3_001,D0,,0.0,785.0,-32062.22,29365.86,964.0,22345.0,964.0,22345.0,L-main-threeshift-200c-01,C181,1570.0,,,True,True,True,0,PASS
stream_seed3,3,4,add,3560.179145633961,6783.501790449836,N_S3_002,D1,,0.0,108.0,16644.95,33328.26,36230.0,54859.0,36230.0,54859.0,L-main-threeshift-200c-01,C349,216.0,,,True,True,True,0,PASS
stream_seed3,3,5,demand_change,4749.875172069336,6783.501790449836,C030,D0,D0,805.0,905.787271277214,-89310.65,-40357.02,1245.0,21759.0,1245.0,21759.0,,,,7672.487227892112,888.9854374422757,True,,True,0,PASS
stream_seed3,3,6,add,6206.467480012816,6783.501790449836,N_S3_003,D1,,0.0,298.0,14446.7,507.36,35650.0,55851.0,35650.0,55851.0,L-main-threeshift-200c-01,C313,596.0,,,True,True,True,0,PASS
stream_seed3,3,7,cancel,6363.678615978193,6783.501790449836,C080,D0,D0,722.0,0.0,-43191.49,-39536.71,3431.0,23774.0,3431.0,23774.0,,,,10846.55796880166,4063.056178351824,True,,True,0,PASS
stream_seed3,3,8,cancel,6783.501790449836,6783.501790449836,C161,D1,D1,210.0,0.0,63048.98,51937.46,37518.0,56991.0,37518.0,56991.0,,,,18654.6555657365,11871.153775286662,True,,True,0,PASS
stream_seed3,3,9,add,6998.026450182103,13034.180242789367,N_S3_004,D0,,0.0,380.0,-28335.27,1128.0,35387.0,55240.0,35387.0,55240.0,L-main-threeshift-200c-01,C365,760.0,,,True,True,True,0,PASS
stream_seed3,3,10,add,11195.18620934609,13034.180242789367,N_S3_005,D0,,0.0,624.0,-13292.26,-4440.44,3873.0,24403.0,3873.0,24403.0,L-main-threeshift-200c-01,C143,1248.0,,,True,True,True,0,PASS
