path	declared_identity	provenance_status	upstream_url	version_or_commit	license	byte_status	evidence
third_party/harvested_materials/05_time_varying/kayros/upstream/cpp/core/route_eval.cpp	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/05_time_varying/kayros/upstream/cpp/lera/main/include/preprocess/preprocess_travel_times.h	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/05_time_varying/kayros/upstream/cpp/lera/main/src/preprocess/preprocess_travel_times.cpp	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/05_time_varying/kayros/upstream/cpp/pwlf/pwlf.h	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/05_time_varying/kayros/upstream/pyproject.toml	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/05_time_varying/kayros/upstream/src/kayros/solve.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/ORIGIN.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/SHA256SUMS	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/LICENSE	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/README.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/offline_plans/README.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/reqs/README.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/results/README.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/src/Instance.cpp	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/src/Instance.h	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/src/PolicySimulator.cpp	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/src/PolicySimulator.h	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrp_stochastic_requests/upstream/src/RouteReoptimizer.cpp	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrpsim/ORIGIN.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/06_dynamic_demand/dvrpsim/SHA256SUMS	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/06_dynamic_demand/dvrpsim/upstream/LICENSE	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrpsim/upstream/README.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrpsim/upstream/docs/src/introduction/basics.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrpsim/upstream/examples/tutorial/tutorial_03.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrpsim/upstream/examples/tutorial/tutorial_04.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrpsim/upstream/pyproject.toml	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrpsim/upstream/src/dvrpsim/elements/order.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrpsim/upstream/src/dvrpsim/model.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/dvrpsim/upstream/src/dvrpsim/utils/updaters.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/euro_neurips_2022_code_only/ORIGIN.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/06_dynamic_demand/euro_neurips_2022_code_only/SHA256SUMS	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/06_dynamic_demand/euro_neurips_2022_code_only/upstream/LICENSE	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/euro_neurips_2022_code_only/upstream/README.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/euro_neurips_2022_code_only/upstream/controller.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/06_dynamic_demand/euro_neurips_2022_code_only/upstream/environment.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/07_collaboration_profit/pycoopgame/ORIGIN.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/07_collaboration_profit/pycoopgame/SHA256SUMS	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/07_collaboration_profit/pycoopgame/upstream/LICENSE	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/07_collaboration_profit/pycoopgame/upstream/README.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/07_collaboration_profit/pycoopgame/upstream/pyCoopGame/Nucleolus.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/07_collaboration_profit/pycoopgame/upstream/pyCoopGame/Shapley.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/07_collaboration_profit/pycoopgame/upstream/pyCoopGame/__init__.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/07_collaboration_profit/pycoopgame/upstream/setup.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/08_green_objectives/pymoo_nsga2/ORIGIN.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/08_green_objectives/pymoo_nsga2/SHA256SUMS	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_materials/08_green_objectives/pymoo_nsga2/upstream/LICENSE	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/08_green_objectives/pymoo_nsga2/upstream/README.rst	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/08_green_objectives/pymoo_nsga2/upstream/docs/source/algorithms/moo/nsga2.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/08_green_objectives/pymoo_nsga2/upstream/examples/algorithms/moo/nsga2/nsga2_custom.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_materials/08_green_objectives/pymoo_nsga2/upstream/pymoo/algorithms/moo/nsga2.py	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_operators/hgamp_clrp_2025_depot_split/LICENSE	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_PROVENANCE_OR_METADATA_RECORD	Existing tracked record; contents not promoted to verified evidence in W0.2
third_party/harvested_operators/hgamp_clrp_2025_depot_split/ORIGIN.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_operators/hgamp_clrp_2025_depot_split/README.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_PROVENANCE_OR_METADATA_RECORD	Existing tracked record; contents not promoted to verified evidence in W0.2
third_party/harvested_operators/hgamp_clrp_2025_depot_split/SHA256SUMS	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_operators/hgamp_clrp_2025_depot_split/code/Individual.h	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_operators/hgamp_clrp_2025_depot_split/code/LS.cpp	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_operators/hgamp_clrp_2025_depot_split/code/LS.h	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_operators/kayros_granular_rr_2026/ORIGIN.md	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_operators/kayros_granular_rr_2026/SHA256SUMS	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRACKED_BYTES_UNVERIFIED	No per-file upstream byte proof completed in W0.2; retained as UNKNOWN
third_party/harvested_operators/kayros_granular_rr_2026/upstream/.github/workflows/ci.yml	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_operators/kayros_granular_rr_2026/upstream/.github/workflows/publish.yml	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
third_party/harvested_operators/kayros_granular_rr_2026/upstream/.gitignore	PROJECT_DOMAIN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UPSTREAM_CANDIDATE_NOT_BYTE_VERIFIED	Directory label is not provenance proof; per-file verification deferred
