node_id,node_type,x,y,demand,ready_time,due_time,service_time,station_capacity,station_chargers,charge_power_kw,carbon_region
C033,c,-20254.785864182646,38196.61132515345,249.8,0.0,19124.0,780.0,,,,
C034,c,43200.739550602484,-18330.838874031815,165.3,2270.9,22341.9,1308.0,,,,
C035,c,-20813.171821725227,13394.11276889635,391.0,1509.8,21063.8,1138.0,,,,
C036,c,-31493.200113451046,10729.9281647536,380.6,492.1,20008.1,804.0,,,,
C037,c,39916.25255945444,-7586.756873677883,498.2,6744.4,26367.4,266.0,,,,
C038,c,-17619.743926888063,21133.829237782076,142.0,4922.4,24298.4,398.0,,,,
C039,c,37884.54756363372,-16010.402391617521,514.5,1883.5,21399.5,804.0,,,,
C040,c,44600.73111334247,-19718.11451663948,675.6,5351.6,25055.6,528.0,,,,
C041,c,-20301.78459894964,42589.96359774573,420.8,0.0,19187.0,696.0,,,,
C042,c,-20962.462473806223,-45000.0,269.3,4492.2,25332.2,1632.0,,,,
C043,c,46722.004565600764,31859.294828229285,664.5,917.7,20991.7,482.0,,,,
C044,c,23273.235735773214,-23730.47333549147,623.2,1950.3,21876.3,916.0,,,,
C045,c,46320.10313781739,-16936.824611567365,572.7,6121.1,25497.1,398.0,,,,
C046,c,-37177.35950023977,15632.37189044143,655.6,0.0,18333.0,228.0,,,,
C047,c,45499.78053398046,-10666.787718788642,751.6,6059.4,26884.4,1462.0,,,,
C048,c,4994.529371975871,-14396.697451406902,219.4,1041.1,21833.1,1262.0,,,,
C049,c,25675.686598795477,-9435.931826230117,697.5,3647.0,24346.0,1614.0,,,,
C050,c,-43576.347709968795,20739.079207212217,150.5,0.0,20226.0,814.0,,,,
C051,c,21655.276814433397,-20568.112632579236,131.1,993.9,21722.9,818.0,,,,
C052,c,58666.80369992416,-6486.307181139756,388.9,2642.5,21888.5,332.0,,,,
C053,c,37062.761324581144,2535.69073208598,224.4,2453.2,22785.2,1052.0,,,,
C054,c,-35950.93336825451,17354.354119002357,514.0,1147.9,21224.9,406.0,,,,
C055,c,43808.69534830797,-1653.6662804234575,305.5,2049.0,22500.0,1562.0,,,,
C056,c,20992.680691701495,6279.67898330029,510.4,2553.2,21504.2,346.0,,,,
C057,c,29336.687308016342,-20037.97059925201,681.1,4307.6,24699.6,854.0,,,,
C058,c,-11973.82453316478,-17478.471482056066,130.7,4414.7,22832.7,384.0,,,,
C059,c,-6457.468864978597,3717.5463798285928,522.1,0.0,20045.0,504.0,,,,
C060,c,-27585.499679056258,-10139.407345816482,537.4,6360.8,26696.8,1434.0,,,,
C061,c,37663.989722237646,7233.302002911662,306.3,1976.9,21240.9,1028.0,,,,
C062,c,34430.99865369361,-13893.144618647857,435.9,4875.9,25497.9,1582.0,,,,
C063,c,41172.70981382151,5251.751501841632,338.7,1152.5,20082.5,312.0,,,,
C064,c,10549.685497472221,16549.004973249583,344.9,4765.6,25282.6,1616.0,,,,
C065,c,29893.281694541336,6278.227983766406,512.3,41228.6,61573.6,1088.0,,,,
C066,c,-27935.02721958739,-1139.1574224289106,408.9,38301.5,59233.5,1148.0,,,,
C067,c,-28135.916381515566,20263.852832225748,562.6,37092.5,56853.5,1442.0,,,,
C068,c,23010.882910677257,-591.6353008918013,601.8,32461.9,52480.9,1456.0,,,,
C069,c,-43891.16900674038,30650.046432509946,628.1,40035.9,58570.9,532.0,,,,
C070,c,41297.0360649049,-40091.018311045365,657.8,40646.1,59884.1,688.0,,,,
C071,c,-14715.16478709585,31906.223135944383,593.2,32458.1,51731.1,434.0,,,,
C072,c,-18758.5465138003,20702.033614821834,273.9,36706.8,55920.8,484.0,,,,
C073,c,60000.0,-15717.607911774434,419.4,32680.2,52898.2,1174.0,,,,
C074,c,-20964.249273991947,3296.162087741819,277.4,39878.0,58990.0,292.0,,,,
C075,c,35727.09247216013,-22495.145333455206,625.5,34760.3,54612.3,1470.0,,,,
C076,c,23821.01447048497,-21177.973187080443,657.6,33736.6,54455.6,1100.0,,,,
C077,c,-24920.937863420746,-43381.052893191445,686.1,37028.7,56952.7,348.0,,,,
C078,c,-38956.96541886966,-20648.51124980166,696.0,37387.1,56845.1,1318.0,,,,
C079,c,-2763.719771840293,7368.957513835237,799.0,35709.4,54604.4,718.0,,,,
C080,c,48140.68175888133,-19791.20307069373,320.8,32980.9,52980.9,1428.0,,,,
C081,c,-44966.09941552001,-21143.580575301654,560.9,32731.5,51266.5,532.0,,,,
C082,c,-35381.934006947486,-45000.0,295.2,32605.2,51884.2,766.0,,,,
C083,c,-47024.01963354298,-2584.1403062386344,623.6,36132.6,54969.6,498.0,,,,
C084,c,31497.610782578315,-13666.266273469424,242.9,42389.5,61532.5,920.0,,,,
C085,c,-20909.088697036208,4467.351470911337,556.5,32400.0,51876.0,736.0,,,,
C086,c,-4086.9002089921887,12892.692270641899,556.8,36249.4,55966.4,1512.0,,,,
C087,c,-30955.737532227613,4374.882457202712,148.7,37047.3,57238.3,1134.0,,,,
C088,c,-33065.307363859276,9042.993211548213,526.5,34223.9,53118.9,718.0,,,,
C089,c,-665.8660802194645,2359.686796680311,480.8,36588.9,55123.9,532.0,,,,
C090,c,3644.2897212456483,4785.585928418075,804.3,32973.7,51900.7,372.0,,,,
C091,c,28604.09735314428,-31706.198342284293,298.6,39532.4,60049.4,1192.0,,,,
C092,c,23194.775814417124,-18979.608837988566,359.6,33187.7,54059.7,1294.0,,,,
C093,c,20135.498985022197,-29783.818074148057,381.0,36261.7,56557.7,1650.0,,,,
C094,c,-44040.62200620858,-39850.465747229086,515.1,38509.6,59441.6,1148.0,,,,
C095,c,-56888.212758763635,-31812.52487753212,179.5,34629.9,55641.9,1330.0,,,,
C096,c,-28502.382642265882,-14944.774756681109,189.1,32400.0,52522.0,844.0,,,,
C097,c,-24960.781569587954,7359.883443714207,203.8,32400.0,52899.0,1560.0,,,,
C098,c,-12337.728408092724,7828.105116522001,118.3,36405.7,55846.7,230.0,,,,
C099,c,-7327.522087620484,-43105.703025771494,778.6,33202.9,52216.9,602.0,,,,
C100,c,-20332.983283531918,-41779.84716205218,336.2,36569.6,56493.6,348.0,,,,
C101,c,-14925.372853595782,-22038.580096389065,761.5,33935.6,54867.6,1148.0,,,,
C102,c,-3977.202563044895,12120.547529232519,726.8,36063.2,56206.2,1132.0,,,,
C103,c,12460.349017090937,4507.001780271115,538.5,36066.4,54869.4,338.0,,,,
C104,c,37416.069656151696,-19002.59954268097,224.6,35985.5,55702.5,1512.0,,,,
C105,c,15660.577411341706,-20286.65367623322,495.1,41721.6,60616.6,718.0,,,,
C106,c,-22385.154909612244,16743.114642827943,117.3,35260.4,56187.4,1270.0,,,,
C107,c,-5434.461344512625,4783.621320559705,686.7,32400.0,50903.0,352.0,,,,
C108,c,-27931.690460687154,-1461.4128215232922,714.8,33419.0,52841.0,348.0,,,,
C109,c,-53709.22920676565,-36544.44079165021,597.1,40675.0,60189.0,936.0,,,,
C110,c,-21355.25686202949,16256.041138157438,702.4,34485.0,54238.0,210.0,,,,
C111,c,2086.7206936679722,2759.1325522886873,680.8,38623.1,58919.1,1650.0,,,,
C112,c,-26344.998801561123,-34425.94076817653,516.0,37258.3,56765.3,302.0,,,,
C113,c,56277.66618886117,-20363.851420514115,274.4,40029.2,58956.2,372.0,,,,
C114,c,33625.59058380359,-33142.96738308878,608.2,39291.8,58868.8,576.0,,,,
C115,c,-28600.672239125648,17303.725521680244,651.1,32400.0,52522.0,844.0,,,,
C116,c,-39809.44494779609,-22938.40674500091,620.8,34492.9,54102.9,324.0,,,,
C117,c,3904.694892204865,-10129.360807759276,564.7,38601.3,58449.3,664.0,,,,
C118,c,13442.445057891384,5140.664529770671,603.8,32400.0,52252.0,1470.0,,,,
C119,c,-21080.672238992465,30199.929720300916,167.1,37594.7,56867.7,434.0,,,,
C120,c,-37014.50380244112,20576.139110157488,654.3,37100.5,57505.5,672.0,,,,
C121,c,13607.335238477486,-26673.43496698141,754.7,38239.7,58382.7,1132.0,,,,
C122,c,26749.15011347356,-24228.111901762546,181.9,35171.2,55314.2,1132.0,,,,
C123,c,-30473.77985854251,-17259.52430320734,570.2,36658.1,55727.1,642.0,,,,
C124,c,35795.025012813494,-20921.965731569762,234.9,34622.1,54095.1,420.0,,,,
C125,c,-36560.14329698827,2812.409255415916,232.4,34171.2,53109.2,882.0,,,,
C126,c,-37097.95026273166,-45000.0,535.3,33466.5,53145.5,1150.0,,,,
C127,c,-9194.620238278194,2855.54316629822,569.1,34261.4,54850.4,824.0,,,,
C128,c,-20545.741853152787,28055.93062231713,130.2,33706.9,53385.9,1150.0,,,,
C129,c,-14564.856369275021,-14807.220519152206,336.1,64800.0,84948.0,298.0,,,,
C130,c,15312.050708170464,-13047.895149222111,665.6,64800.0,84692.0,588.0,,,,
C131,c,22213.518757110614,-12592.211739808568,740.7,65033.5,84691.5,912.0,,,,
C132,c,-12170.120755583132,2862.7001896257216,125.5,64800.0,84672.0,644.0,,,,
C133,c,1707.512205314306,-436.27767545778556,799.4,64800.0,84292.0,944.0,,,,
C134,c,11424.019922343477,9584.214827389911,708.7,66028.8,86028.8,448.0,,,,
C135,c,35525.006900823115,15332.406880295603,659.1,65358.1,85710.1,618.0,,,,
C136,c,-17002.65741939589,-19310.04223214311,721.4,65912.9,84700.9,774.0,,,,
C137,c,-1862.0510647852789,-4524.780463502191,707.9,66215.3,84600.3,348.0,,,,
C138,c,36158.37433747215,15065.721911288594,122.4,67611.3,86050.3,390.0,,,,
C139,c,-11085.38590156892,-45000.0,125.1,64800.0,84834.0,1420.0,,,,
C140,c,6838.046079650562,-3961.129293744474,115.8,64800.0,85767.0,1516.0,,,,
C141,c,-11206.281392057675,-1107.6314798227208,715.2,65688.8,85154.8,658.0,,,,
C142,c,-39372.511233785466,-21347.330319331617,526.1,64800.0,84292.0,944.0,,,,
C143,c,-60000.0,-30470.454934569087,191.7,66250.8,85963.8,1112.0,,,,
C144,c,-34182.00899585826,-16339.91220732647,186.1,65929.3,85823.3,662.0,,,,
C145,c,7381.641751217965,-7056.216955484613,417.4,64800.0,85062.0,600.0,,,,
C146,c,50649.9935656162,9367.304984319133,327.0,64800.0,86043.0,1424.0,,,,
C147,c,-13134.227342215927,-16099.880923878924,267.9,65832.9,84884.9,408.0,,,,
C148,c,-1102.8562140202912,-38301.10678783187,119.1,66853.8,85866.8,362.0,,,,
C149,c,-9823.158295645668,-10067.759814542766,294.8,64800.0,84597.0,1128.0,,,,
C150,c,23091.317282499032,10397.776158781442,659.4,64952.8,84856.8,1058.0,,,,
F1,f,37694.2228286979,-10149.613713419636,0.0,0.0,86400.0,0.0,1,1,60.0,R1
F2,f,34920.94287843215,-3526.0791422849234,0.0,0.0,86400.0,0.0,1,1,60.0,R2
F3,f,40368.66657248918,-16313.415050563934,0.0,0.0,86400.0,0.0,1,1,60.0,R3
