StringID  Type  x          y          demand  ReadyTime  DueDate  ServiceTime
C065      c     29893.28    6278.23     512.3   41228.6    61573.6  1088.0
C066      c     -27935.03   -1139.16    408.9   38301.5    59233.5  1148.0
C067      c     -28135.92   20263.85    562.6   37092.5    56853.5  1442.0
C068      c     23010.88    -591.64     601.8   32461.9    52480.9  1456.0
C069      c     -43891.17   30650.05    628.1   40035.9    58570.9  532.0
C070      c     41297.04    -40091.02   657.8   40646.1    59884.1  688.0
C071      c     -14715.16   31906.22    593.2   32458.1    51731.1  434.0
C072      c     -18758.55   20702.03    273.9   36706.8    55920.8  484.0
C073      c     60000.00    -15717.61   419.4   32680.2    52898.2  1174.0
C074      c     -20964.25   3296.16     277.4   39878.0    58990.0  292.0
C075      c     35727.09    -22495.15   625.5   34760.3    54612.3  1470.0
C076      c     23821.01    -21177.97   657.6   33736.6    54455.6  1100.0
C077      c     -24920.94   -43381.05   686.1   37028.7    56952.7  348.0
C078      c     -38956.97   -20648.51   696.0   37387.1    56845.1  1318.0
C079      c     -2763.72    7368.96     799.0   35709.4    54604.4  718.0
C080      c     48140.68    -19791.20   320.8   32980.9    52980.9  1428.0
C081      c     -44966.10   -21143.58   560.9   32731.5    51266.5  532.0
C082      c     -35381.93   -45000.00   295.2   32605.2    51884.2  766.0
C083      c     -47024.02   -2584.14    623.6   36132.6    54969.6  498.0
C084      c     31497.61    -13666.27   242.9   42389.5    61532.5  920.0
C085      c     -20909.09   4467.35     556.5   32400.0    51876.0  736.0
C086      c     -4086.90    12892.69    556.8   36249.4    55966.4  1512.0
C087      c     -30955.74   4374.88     148.7   37047.3    57238.3  1134.0
C088      c     -33065.31   9042.99     526.5   34223.9    53118.9  718.0
C089      c     -665.87     2359.69     480.8   36588.9    55123.9  532.0
C090      c     3644.29     4785.59     804.3   32973.7    51900.7  372.0
C091      c     28604.10    -31706.20   298.6   39532.4    60049.4  1192.0
C092      c     23194.78    -18979.61   359.6   33187.7    54059.7  1294.0
C093      c     20135.50    -29783.82   381.0   36261.7    56557.7  1650.0
C094      c     -44040.62   -39850.47   515.1   38509.6    59441.6  1148.0
C095      c     -56888.21   -31812.52   179.5   34629.9    55641.9  1330.0
C096      c     -28502.38   -14944.77   189.1   32400.0    52522.0  844.0
C097      c     -24960.78   7359.88     203.8   32400.0    52899.0  1560.0
C098      c     -12337.73   7828.11     118.3   36405.7    55846.7  230.0
C099      c     -7327.52    -43105.70   778.6   33202.9    52216.9  602.0
C100      c     -20332.98   -41779.85   336.2   36569.6    56493.6  348.0
C101      c     -14925.37   -22038.58   761.5   33935.6    54867.6  1148.0
C102      c     -3977.20    12120.55    726.8   36063.2    56206.2  1132.0
C103      c     12460.35    4507.00     538.5   36066.4    54869.4  338.0
C104      c     37416.07    -19002.60   224.6   35985.5    55702.5  1512.0
C105      c     15660.58    -20286.65   495.1   41721.6    60616.6  718.0
C106      c     -22385.15   16743.11    117.3   35260.4    56187.4  1270.0
C107      c     -5434.46    4783.62     686.7   32400.0    50903.0  352.0
C108      c     -27931.69   -1461.41    714.8   33419.0    52841.0  348.0
C109      c     -53709.23   -36544.44   597.1   40675.0    60189.0  936.0
C110      c     -21355.26   16256.04    702.4   34485.0    54238.0  210.0
C111      c     2086.72     2759.13     680.8   38623.1    58919.1  1650.0
C112      c     -26345.00   -34425.94   516.0   37258.3    56765.3  302.0
C113      c     56277.67    -20363.85   274.4   40029.2    58956.2  372.0
C114      c     33625.59    -33142.97   608.2   39291.8    58868.8  576.0
C115      c     -28600.67   17303.73    651.1   32400.0    52522.0  844.0
C116      c     -39809.44   -22938.41   620.8   34492.9    54102.9  324.0
C117      c     3904.69     -10129.36   564.7   38601.3    58449.3  664.0
C118      c     13442.45    5140.66     603.8   32400.0    52252.0  1470.0
C119      c     -21080.67   30199.93    167.1   37594.7    56867.7  434.0
C120      c     -37014.50   20576.14    654.3   37100.5    57505.5  672.0
C121      c     13607.34    -26673.43   754.7   38239.7    58382.7  1132.0
C122      c     26749.15    -24228.11   181.9   35171.2    55314.2  1132.0
C123      c     -30473.78   -17259.52   570.2   36658.1    55727.1  642.0
C124      c     35795.03    -20921.97   234.9   34622.1    54095.1  420.0
C125      c     -36560.14   2812.41     232.4   34171.2    53109.2  882.0
C126      c     -37097.95   -45000.00   535.3   33466.5    53145.5  1150.0
C127      c     -9194.62    2855.54     569.1   34261.4    54850.4  824.0
C128      c     -20545.74   28055.93    130.2   33706.9    53385.9  1150.0
C129      c     -14564.86   -14807.22   336.1   64800.0    84948.0  298.0
C130      c     15312.05    -13047.90   665.6   64800.0    84692.0  588.0
C131      c     22213.52    -12592.21   740.7   65033.5    84691.5  912.0
C132      c     -12170.12   2862.70     125.5   64800.0    84672.0  644.0
C133      c     1707.51     -436.28     799.4   64800.0    84292.0  944.0
C134      c     11424.02    9584.21     708.7   66028.8    86028.8  448.0
C135      c     35525.01    15332.41    659.1   65358.1    85710.1  618.0
C136      c     -17002.66   -19310.04   721.4   65912.9    84700.9  774.0
C137      c     -1862.05    -4524.78    707.9   66215.3    84600.3  348.0
C138      c     36158.37    15065.72    122.4   67611.3    86050.3  390.0
C139      c     -11085.39   -45000.00   125.1   64800.0    84834.0  1420.0
C140      c     6838.05     -3961.13    115.8   64800.0    85767.0  1516.0
C141      c     -11206.28   -1107.63    715.2   65688.8    85154.8  658.0
C142      c     -39372.51   -21347.33   526.1   64800.0    84292.0  944.0
C143      c     -60000.00   -30470.45   191.7   66250.8    85963.8  1112.0
C144      c     -34182.01   -16339.91   186.1   65929.3    85823.3  662.0
C145      c     7381.64     -7056.22    417.4   64800.0    85062.0  600.0
C146      c     50649.99    9367.30     327.0   64800.0    86043.0  1424.0
C147      c     -13134.23   -16099.88   267.9   65832.9    84884.9  408.0
C148      c     -1102.86    -38301.11   119.1   66853.8    85866.8  362.0
C149      c     -9823.16    -10067.76   294.8   64800.0    84597.0  1128.0
C150      c     23091.32    10397.78    659.4   64952.8    84856.8  1058.0
F1        f     37694.22    -10149.61   0.0     0.0        86400.0  0.0
F2        f     34920.94    -3526.08    0.0     0.0        86400.0  0.0
F3        f     40368.67    -16313.42   0.0     0.0        86400.0  0.0

m numVeh /20/
m numPetrolVeh /10/
m numElectroVeh /10/

DistanceMatrix
0 70958 5102 25271 17639 29716 56173 76141 51894 36518 48677 66715 59001 69736 13111 56739 50817 68601 61163 38067 76826 42424 57293 44935 40836 74340 26910 70537 32546 60874 31526 68290 37167 75978 39917 70884 15516 13439 65833 23873 65174 72582 44269 43890 79605 53770 73609 20548 71727 33276 51929 28472 51030 84444 62805 21374 69430 47235 58046 21121 19824 8998 63866 61346 67120 40361 56037 2324 21768 48638 36855 77319 35007 23103 86817 6584 64887 53267 42029 23451 24467 76030 27671 44720 21438 58430 7493 25823 7831 12791 25231 29903 62140 51899 53867 42672 43647 13889 8743 16150 45580 40766 23283 25498 38530 65460 45414 18388 21100 2313 45022 18123 28012 33076 84075 67234 18898 25827 30801 39600 31883 24717 46688 57146 16625 64457 11707 45126 16958 29849 17410 42570 49136 14098 27344 38627 63383 19914 23969 63925 45999 32563 14417 24263 45049 17255 33491 77021 19319 44339 18040 50111 63923 60581 67663
70958 0 74427 90193 56996 42047 21084 13341 25632 93705 30095 12002 14197 7451 59470 17562 39577 25911 11849 32902 7091 28638 22589 46368 102542 3426 44051 19844 39699 25481 39435 13814 39478 7879 82424 5513 70317 79485 6978 70753 7186 6775 85256 72785 44866 23706 4435 86423 2538 39416 19035 94190 23973 15676 17126 85859 11307 30279 16635 56540 53503 72024 21269 9998 18479 44886 24074 73277 79763 24687 98454 27320 74192 71549 15860 67337 12889 22150 75693 83696 51338 7808 89725 85965 91994 12907 67575 54928 77305 80510 47579 44431 24514 22032 29521 92427 103015 72914 72257 60406 59864 70850 60002 54472 36383 9232 29647 73072 52879 73222 100892 71934 45119 73919 14017 22883 79005 84784 40577 35840 78404 88031 33699 20935 74982 11721 82464 87560 55860 76792 58978 29072 22173 58722 44472 39925 29634 61716 47007 29195 64065 38606 56837 84177 105845 78639 37468 23177 57605 52076 54284 31596 7251 13353 5240
5102 74427 0 20172 22596 33863 58717 78945 54256 31582 50771 70737 62038 73569 17932 59602 55746 70512 64997 41673 80086 45794 59639 49982 35733 77832 30482 72858 36765 62869 35141 72406 41822 79126 36137 74626 12845 8382 69049 21080 68873 76370 40422 48532 80411 58094 77250 15451 75070 37571 55404 23418 55242 87500 65385 16282 72278 49424 62079 26181 21876 13131 66122 64978 69531 41174 58308 4129 17293 51455 31758 81860 31974 20145 90276 7364 68925 57463 46477 25904 25933 79778 29302 48488 19511 62089 7561 26186 2985 7706 27662 32017 66656 55997 58489 45616 45011 17917 5527 16705 50634 45459 28371 26006 40810 69312 49752 14996 22958 4450 46969 15000 30408 37449 87758 71705 14335 28343 34787 41820 28175 19634 51350 61421 20345 68423 8241 48768 19127 26262 22479 46481 52877 16151 30221 40291 65031 24991 27500 65604 50974 35836 17594 26712 46064 20181 37084 79229 24379 49439 22631 51946 67306 63575 71345
25271 90193 20172 0 42618 52250 72104 92594 67279 13945 63163 88156 76784 90415 37830 73907 75606 81516 81960 58578 95129 61959 72395 70088 15614 93616 47795 85115 55231 74416 52324 90069 61152 93844 26922 91196 19910 12110 84160 22162 85396 93049 30093 67278 87315 76469 93488 4724 90446 56183 71563 4010 73363 101797 78667 4399 86201 62167 79636 46322 36871 32130 78376 81376 82166 50372 70887 23865 11612 65911 11801 100644 27874 20999 105801 24863 86408 75512 64706 40264 38939 96298 41087 64754 23360 78616 24154 36269 17579 12491 42702 45836 85455 73813 77610 59614 54208 36331 19186 29817 70589 64379 48473 36527 54330 86268 68261 17579 37361 24147 57866 18677 45083 55667 103995 90352 11364 42546 52803 55105 21447 2882 70617 79630 38011 85712 17092 64661 34828 20961 42634 63999 69812 32247 46030 52126 75375 45068 44903 76023 70673 52192 35252 40957 54025 36373 54133 90957 44523 69609 42131 63492 82945 78152 87784
17639 56996 22596 42618 0 15103 45922 64293 42550 52626 40555 51061 46846 54626 4887 45301 33178 60068 46198 24956 63446 29908 47702 27491 58008 60244 15684 60503 17298 52364 19154 52340 20047 62979 52031 56041 27897 30537 52834 34766 50570 57574 56387 32811 74546 37378 59045 37932 58169 17642 38479 45994 35035 71600 52128 38504 57603 38877 42491 4257 18068 15298 54295 47047 56884 37757 46784 19544 36953 37811 53920 60212 45225 34523 72653 18553 49211 37281 32530 27359 22868 61101 33299 39055 36033 44111 19582 27516 25453 30269 19672 24295 45151 36259 36675 41162 48003 15979 24043 21100 30300 29537 9069 26818 30734 50355 29130 31564 19428 19343 47231 30793 21748 25223 69253 50327 34502 28865 16812 31902 44287 41726 29446 40858 18303 49008 28847 40080 16483 42080 2486 27924 34832 16138 19228 33166 55993 7468 13857 56404 31767 21562 12243 27954 50414 21788 20936 67190 2878 27550 4246 42835 50402 48521 53067
29716 42047 33863 52250 15103 0 31407 49229 28548 59599 27358 37005 31798 40161 17481 30408 26072 45984 31619 9964 48396 14967 33420 24038 66682 45341 6065 45848 2984 38460 5454 38581 10465 47890 54460 41427 33901 40420 37736 38134 35822 43055 58503 40953 61916 24300 44307 47869 43137 4029 23386 56036 21380 56508 37367 47873 42558 25640 28336 15599 17455 29978 39886 32164 42204 29066 32682 31975 43925 23275 62476 48394 46500 38382 57798 27544 35174 23600 42085 42360 19402 46546 48338 50576 50162 29222 28138 25080 36844 40879 14034 16178 33212 22183 25608 54465 62692 31080 33115 24161 33210 37971 20334 24306 18790 35875 16022 37437 17914 31870 61480 36393 14104 36841 54659 38109 42186 43743 1958 19858 47703 50693 19010 27577 33371 34773 41422 51869 18310 45577 17284 13056 19885 20326 10926 22802 42555 20945 8023 42886 36247 8629 17000 42923 65235 36890 6596 52536 16216 27181 12258 30035 35346 33478 38324
56173 21084 58717 72104 45922 31407 0 20504 4911 74068 9362 26621 7476 25315 46862 4329 42633 14928 20448 21602 23946 16689 2756 46531 83298 24121 30558 14613 30308 8408 26772 29276 34419 22266 61776 24733 52288 62391 14112 51386 20274 26649 64429 70181 33306 27498 25383 68775 20255 30692 13142 76109 24977 29766 6673 67918 14142 10016 22892 46985 36864 59414 8498 17203 11046 24127 3485 58466 61073 8139 79326 44283 53670 52303 34934 51362 25880 24892 72079 73219 33469 28750 79083 81329 77609 16533 51331 35921 61371 63765 31065 26823 34582 22967 34189 85804 93907 61522 55542 43025 59440 67553 51696 35607 18014 22933 27413 54584 35884 58485 92865 53465 28309 67879 34753 36117 60746 74785 29491 17110 58301 69707 33945 27302 64099 24357 66956 82723 39591 56846 48296 21900 17458 42566 28874 20139 13514 52314 33086 13525 63312 24517 41788 73839 96334 67363 25048 21283 47468 51806 42236 10518 14890 7802 21585
76141 13341 78945 92594 64293 49229 20504 0 25316 94143 29531 25291 17452 20769 65945 19405 51761 16573 23634 39341 8704 34431 20335 57937 103528 13269 49731 10051 47408 20021 45455 27153 49056 6442 80952 18720 72790 82861 12430 71675 19544 19536 83213 83886 33178 35419 16384 89279 10803 47427 26205 96597 34816 9767 13939 88418 6733 30435 28414 64604 57180 78626 15320 20555 11301 43693 21906 78454 81505 27513 99606 40067 73109 72628 17423 71619 26011 33405 86481 91587 53952 18842 97566 96469 97555 22798 71645 56371 81659 84198 51302 47243 37643 32654 41784 102192 111712 80225 75953 63488 71489 81700 68713 56077 38470 22185 39790 75056 56262 78452 110090 73941 48586 83778 20106 36223 81232 92931 47481 37598 78143 90178 44905 33165 82589 24692 87167 98000 59845 76814 66512 37179 30550 62815 48816 40529 22246 69934 52493 21624 75646 43775 61726 92144 114355 86061 43547 10468 65397 63630 61005 29741 15696 15786 18289
51894 25632 54256 67279 42550 28548 4911 25316 0 69156 4501 29982 11558 29256 43124 8143 42760 17525 23443 19177 28818 14647 5399 45845 78391 28772 26953 18644 27847 9912 23556 32623 32913 27168 56964 28895 47498 57701 18712 46482 24026 30846 59682 68396 34129 28667 29832 64002 24974 28396 14253 71282 25737 34657 11389 63113 19037 5125 25089 43952 32380 55541 12006 20560 15275 19324 4249 54167 56205 6132 74423 47471 48825 47404 39801 46893 29023 26077 70043 69680 28781 33165 75475 78978 73302 19310 46814 31060 56861 59121 26683 22260 36621 23949 35077 82990 90533 57884 50928 38360 58316 65643 48869 30761 13447 26454 27112 49741 31339 54200 89716 48624 23906 65344 39453 38736 55917 71334 26595 12466 53404 64863 33805 29056 60546 27572 62496 80317 35153 51939 44975 20767 17794 38124 24760 15245 14254 49224 29295 14499 62047 20989 37580 70324 92869 63701 22000 25161 44288 50876 38703 6251 19051 12283 25606
36518 93705 31582 13945 52626 59599 74068 94143 69156 0 64751 93400 79724 94999 47740 76566 84573 81243 86849 64171 97857 66723 73836 79901 9990 97073 54331 85712 62543 74824 58481 95551 69387 96303 17552 95479 25731 23264 87209 22980 89757 97408 19203 79953 83846 83062 97391 17673 93585 63627 75954 14132 79724 103715 80303 15993 88149 64082 85211 56665 42604 44477 79190 85709 83159 50521 72250 35646 15831 69019 7281 107401 22440 22264 108783 34077 91756 81738 77649 53985 43040 100435 55012 78324 37233 83147 33078 38824 29578 24597 47811 49743 92439 79816 85190 73483 68055 49012 28650 35536 82010 76937 59625 39328 57330 91052 75213 22162 42625 35958 71795 23215 49695 68581 107712 97052 18124 56308 59740 57870 16329 12729 78548 85955 50998 90862 30498 78305 41310 17377 53133 69977 75007 39355 51433 54022 74827 56327 51707 75506 82517 57622 43073 54699 67759 49731 60072 90967 54916 80150 51243 64414 86511 80902 92006
48677 30095 50771 63163 40555 27358 9362 29531 4501 64751 0 33907 15959 33479 40672 12553 44265 19981 27231 18808 33302 15008 9234 46604 74040 33257 24873 22186 27125 12214 22066 36524 33072 31624 52463 33217 43475 53846 23196 42156 28189 35177 55189 67958 34564 31195 34261 59991 29471 27839 17227 67158 28022 38989 15603 59041 23399 1718 28384 42341 28952 52850 15413 24571 19047 14825 7729 50917 51993 8075 70095 51212 44327 43100 44289 43416 32835 28669 69347 67350 25017 37579 73047 77927 69999 23049 43265 26897 53297 55341 23477 18798 39666 26444 37292 81437 88344 55475 47214 34593 58572 65092 47452 26643 10225 30489 28507 45596 27815 50969 87781 44489 20704 64150 43945 42154 51800 69102 25409 9107 48943 60704 35200 31994 58228 31436 58995 79204 31781 47502 43021 21639 20040 34727 22006 11038 15438 47508 26923 15855 62147 19178 34536 68021 90572 61243 20773 28462 42506 51366 36547 3067 23412 16760 29879
66715 12002 70737 88156 51061 37005 26621 25291 29982 93400 33907 0 19232 5021 54295 22320 28633 35835 6822 29583 18527 26683 28947 36017 101599 13354 40489 30496 34235 33362 35881 2655 31804 19780 84045 7212 68682 76760 15408 70534 6810 7700 87317 62578 55436 14306 10556 84037 14516 33626 17887 92077 16052 26692 25353 83760 22065 33474 8669 49810 51386 66357 30046 9449 28297 47732 30081 68978 78551 26555 97421 17680 75669 71163 23544 64075 1850 13826 65770 76538 50360 11013 82533 76232 86959 10967 64511 54850 73703 77468 45761 43718 12615 14858 18758 83351 94866 66519 69412 58546 49253 60911 52481 54266 37092 3812 22035 71811 51080 68875 92287 70684 43721 64942 18887 11051 77364 77360 35956 36913 79043 86270 24252 10893 68250 2580 78415 77876 53328 77219 52726 24287 18430 55958 42254 41619 38199 54665 43448 37904 53457 36036 53369 76936 97850 72023 34035 34744 51127 41641 49058 36221 12664 19465 7084
59001 14197 62038 76784 46846 31798 7476 17452 11558 79724 15959 19232 0 17857 48523 3416 38113 18737 13345 21891 18345 16983 9715 43028 88701 17456 32371 15600 30065 14445 28030 21882 32454 17143 68228 17365 56874 66476 7485 56825 12801 19306 71067 67994 38330 22095 18305 73193 13861 30154 9349 80793 20220 25465 7577 72502 10760 16083 16475 47241 40528 61208 12092 9904 12175 30705 10883 61323 66090 10873 84650 36912 60002 57661 29120 54778 18600 19584 70276 74157 37847 21620 80129 79979 80356 9786 54893 41064 64825 67663 34584 30962 28054 18037 28913 85241 94382 62774 59386 47177 56368 65589 51488 40651 22546 15502 23987 59459 39748 61305 92896 58324 31966 66951 28164 29093 65499 75528 30036 21899 64284 74520 30005 21219 65146 17051 70215 81457 43071 62708 49077 20129 14010 46011 31817 25794 19509 52584 35184 19327 60403 26481 44622 74721 96986 68610 26111 21919 47990 48558 43559 17703 7506 1686 14144
69736 7451 73569 90415 54626 40161 25315 20769 29256 94999 33479 5021 17857 0 57605 21205 33596 32669 8575 31990 13584 28489 27342 40876 103463 8364 43121 26909 37521 31153 38465 6407 35855 14975 84846 2206 70734 79251 12394 72038 5363 2990 87944 67437 51975 18745 5542 86419 9984 37026 19047 94372 19972 21673 22857 86033 18342 33298 12279 53642 53545 69880 27384 9341 25120 47864 28650 72026 80470 26787 99312 20230 76506 72736 18847 66727 6449 17842 70569 80576 52068 6526 86590 80996 90307 11865 67091 56228 76511 80079 47765 45270 17593 18441 23659 87956 99225 70289 71927 60644 54180 65710 56582 55692 37999 4286 25958 73730 53114 71940 96772 72594 45544 69502 14671 15497 79446 81482 38946 37668 80232 88419 28823 15493 72136 5915 81397 82629 55658 78487 56407 27172 20719 58389 44385 42174 35719 58620 46103 35353 58388 38240 56052 81001 102167 75879 36551 30596 54878 46527 52362 35481 10476 17656 3763
13111 59470 17932 37830 4887 17481 46862 65945 43124 47740 40672 54295 48523 57605 0 46684 37831 60513 49082 26790 65698 31558 48418 32338 53171 62786 16320 61471 20092 52744 20493 55727 24088 65075 47474 58901 23129 25731 54887 30232 53303 60514 51847 36517 73971 40973 61788 33162 60476 20670 40631 41262 38399 73662 53276 33681 59217 39051 45649 9005 15278 12685 55059 49628 57902 36085 47371 15166 32078 38880 49071 64280 40888 29926 75255 13669 52451 40647 35815 26689 20393 64013 32384 41409 32703 46686 14708 24424 20844 25552 18241 23138 49129 39437 40792 42415 47748 14804 19162 17011 34967 33238 13058 23785 30552 53320 32635 26776 16735 14999 47558 26036 20692 27879 72135 54256 29616 28507 18893 31713 39657 36882 33597 44402 17591 52134 24616 42282 13163 37456 5840 30537 37342 12166 18724 32255 56028 10531 13829 56486 36226 22362 8719 27372 49910 20589 22418 68121 7348 32427 5244 42695 52660 50171 55806
56739 17562 59602 73907 45301 30408 4329 19405 8143 76566 12553 22320 3416 21205 46684 0 39178 17627 16120 20444 21330 15441 6885 43548 85615 20775 30404 15708 28938 12185 26250 24976 32148 19941 64886 20768 54008 63783 10733 53711 16066 22714 67694 67896 36773 23631 21709 70396 17088 29160 9673 77917 21341 28008 7151 69652 12693 12732 18684 45980 37927 59344 10866 12887 12078 27324 7814 59054 63103 8151 81585 39970 56680 54570 32219 52297 21555 21044 69996 72660 35008 25032 78594 79497 78150 12233 52361 38010 62345 65033 32010 28170 30371 19247 30398 84405 93100 61131 56765 44433 56693 65380 50441 37623 19582 18659 24375 56508 37078 59049 91804 55376 29333 66258 31483 31803 62591 74114 28567 18860 61039 71601 30715 23204 63591 20036 67811 80938 40540 59490 47598 19611 14272 43501 29427 22569 17341 51332 33124 17257 60652 24410 42325 73248 95631 66978 24392 22322 46617 48959 41840 14302 10914 4338 17516
50817 39577 55746 75606 33178 26072 42633 51761 42760 84573 44265 28633 38113 33596 37831 39178 0 56721 28148 27392 46600 29538 45368 8153 90782 41696 32086 53499 23520 51041 29496 28302 15623 47384 80507 35721 58926 63496 39596 63966 32516 36325 84570 34210 75900 16416 39126 70965 41814 22306 29553 79087 17901 55061 45670 71389 46566 42846 23347 29995 43402 47006 49967 31263 50237 52164 45566 52693 68744 36717 86630 29709 72572 64120 52018 50938 27165 18690 37664 53037 45409 39510 58703 48237 67568 29391 51803 51067 58626 63382 39992 41224 17122 20076 10056 56132 68922 45402 56624 49746 20670 32850 30084 50299 40108 30412 15758 62586 43956 52481 65646 61617 39599 38293 46891 21834 66643 53266 26702 40766 73614 74505 9080 18678 46199 28016 61860 49922 43873 71459 33678 22801 25199 45387 36617 45184 56130 33202 33996 56158 24862 32043 41531 53245 72113 49972 28901 59338 31755 13310 33540 47330 36213 39461 34360
68601 25911 70512 81516 60068 45984 14928 16573 17525 81243 19981 35835 18737 32669 60513 17627 56721 0 31268 36361 24421 31535 12607 61161 90959 27544 44441 6594 45085 7781 41071 38293 49338 22079 66773 31182 62318 73025 20453 59706 29041 32670 68607 85107 19757 40830 30129 78730 23809 45527 27297 85448 38828 25822 11187 77587 14641 21522 35023 61455 48813 72798 6765 27618 7560 31178 13318 70823 70036 22834 87238 52896 59374 60776 33995 63186 35769 38307 86999 87137 44598 33265 92894 96190 89854 28298 62966 45589 72947 74662 43442 38698 46342 36680 47648 100450 108034 75304 66686 54069 74231 82480 66318 45484 30204 32068 41986 64009 47617 70884 107240 62952 40675 82668 36311 46618 70247 88821 44040 29087 64955 78900 48339 39863 78002 34206 78699 97567 51664 63895 62497 36800 31891 54585 41940 30250 6490 66739 46699 5803 78146 38506 54514 87790 110342 81102 39480 9772 61811 66535 56191 18567 23268 17607 29140
