customer_id,donor_customer_id,donor_fields_inherited_exactly,donor_instance_id,donor_service_time,event_id,event_type,minimum_formal_trip_departure_second,minimum_uncommitted_margin_seconds,modifiable_in_both_fixed_seed1_plans,network,new_demand,new_due_time,new_ready_time,new_service_time,old_customer_owner,old_demand,old_due_time,old_ready_time,owner_depot_id,owner_rule_verified,reused_from_sealed_n221,search_evaluations,seed,service_time_source,status,stream_id,t_appear,trigger_second,x,y
C216,,,,,7,demand_change,46711.51623189607,14311.516231896072,True,N221,179.09373671188405,85570.0,66557.0,,D0,181.0,85570.0,66557.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,28173.781666780586,32400.0,-2590.0,-56381.14
N_S2_002,C337,True,L-main-threeshift-200c-01,208.0,8,add,,,True,N221,104.0,56027.0,37451.0,208.0,,0.0,56027.0,37451.0,D1,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,32391.496389384938,32400.0,39444.28,4896.47
N_S3_001,C218,True,L-main-threeshift-200c-01,206.0,1,add,,,True,N221,103.0,57185.0,37517.0,206.0,,0.0,57185.0,37517.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,2558.2000646193937,10800.0,35189.06,19950.6
C108,,,,,2,demand_change,13851.030237735975,3051.030237735975,True,N221,105.75130918549517,53869.0,34428.0,,D0,115.0,53869.0,34428.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,4141.592703411949,10800.0,8496.79,-21558.88
C204,,,,,3,demand_change,47542.876554164955,36742.876554164955,True,N221,184.47026285860835,85325.0,65701.0,,D0,206.0,85325.0,65701.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,9246.168262052099,10800.0,4538.08,-8678.85
C172,,,,,4,cancel,23376.076512997104,12576.076512997104,True,N221,0.0,56817.0,36733.0,,D0,523.0,56817.0,36733.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,10002.865393278951,10800.0,-26588.4,-11856.88
N_S3_002,C159,True,L-main-threeshift-200c-01,208.0,5,add,,,True,N221,104.0,22349.0,3476.0,208.0,,0.0,22349.0,3476.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,16380.768467478825,21600.0,47965.97,-5494.46
C174,,,,,6,demand_change,22523.83138111938,923.8313811193802,True,N221,822.1302176767566,55216.0,35381.0,,D1,729.0,55216.0,35381.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,21081.781996227553,21600.0,8379.15,15362.45
C214,,,,,7,demand_change,46711.51623189607,14311.516231896072,True,N221,609.1980402476833,85921.0,65460.0,,D0,630.0,85921.0,65460.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,27485.06504259695,32400.0,-5754.49,-41590.83
C217,,,,,8,cancel,44028.32931436768,11628.329314367678,True,N221,0.0,85752.0,66100.0,,D0,681.0,85752.0,66100.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,32268.299825836395,32400.0,-42167.63,18980.0
N_S4_001,C218,True,L-main-threeshift-200c-01,206.0,1,add,,,True,N221,103.0,57185.0,37517.0,206.0,,0.0,57185.0,37517.0,D1,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,4171.416493350799,10800.0,35189.06,19950.6
C216,,,,,2,demand_change,46711.51623189607,35911.51623189607,True,N221,155.2422347181317,85570.0,66557.0,,D0,181.0,85570.0,66557.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,8871.108032875207,10800.0,-2590.0,-56381.14
C218,,,,,3,demand_change,47542.876554164955,36742.876554164955,True,N221,413.7560171929917,85378.0,65766.0,,D0,397.0,85378.0,65766.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,10526.883137669454,10800.0,-5497.38,-28961.67
C140,,,,,4,demand_change,22523.83138111938,923.8313811193802,True,N221,311.8336183837439,54364.0,33959.0,,D1,336.0,54364.0,33959.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,14304.112278028662,21600.0,27276.58,20669.79
C147,,,,,5,demand_change,32448.74757587785,10848.74757587785,True,N221,591.5179472256413,56726.0,35799.0,,D1,635.0,56726.0,35799.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,18389.20344720636,21600.0,36098.07,48121.16
N_S4_002,C337,True,L-main-threeshift-200c-01,208.0,6,add,,,True,N221,104.0,56027.0,37451.0,208.0,,0.0,56027.0,37451.0,D1,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,25298.51709976446,32400.0,39444.28,4896.47
C162,,,,,7,cancel,34069.56919600063,1669.5691960006297,True,N221,0.0,55023.0,35260.0,,D1,555.0,55023.0,35260.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,26365.67910923325,32400.0,35219.64,62497.3
C175,,,,,8,cancel,34493.01951258528,2093.019512585277,True,N221,0.0,55054.0,34736.0,,D1,309.0,55054.0,34736.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,29918.96050297262,32400.0,33305.79,-36362.78
C207,,,,,1,demand_change,18535.1728700455,7735.172870045499,True,N221,380.06060769203737,86353.0,67622.0,,D0,352.0,86353.0,67622.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,2556.5730931684025,10800.0,-25550.31,-26459.78
C215,,,,,2,cancel,20460.873110069628,9660.873110069628,True,N221,0.0,85391.0,65594.0,,D0,564.0,85391.0,65594.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,5583.348371111086,10800.0,-29488.77,4379.81
N_S5_001,C218,True,L-main-threeshift-200c-01,206.0,3,add,,,True,N221,103.0,57185.0,37517.0,206.0,,0.0,57185.0,37517.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,9616.362458423668,10800.0,35189.06,19950.6
N_S5_002,C159,True,L-main-threeshift-200c-01,208.0,4,add,,,True,N221,104.0,22349.0,3476.0,208.0,,0.0,22349.0,3476.0,D1,True,False,0,5,frozen_sister_bundle_exact,PASS,stream_seed5,16344.648004932631,21600.0,47965.97,-5494.46
C136,,,,,5,demand_change,31031.671980418112,9431.671980418112,True,N221,595.2952778380137,56049.0,36312.0,,D1,663.0,56049.0,36312.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,18603.328383294534,21600.0,20309.42,64194.76
C154,,,,,6,cancel,22415.694498701963,815.6944987019633,True,N221,0.0,52982.0,34179.0,,D1,169.0,52982.0,34179.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,19515.981522945767,21600.0,48834.87,36186.2
C213,,,,,7,demand_change,44028.32931436768,11628.329314367678,True,N221,212.38309899872547,85353.0,66914.0,,D0,195.0,85353.0,66914.0,D0,True,False,0,5,existing_customer,PASS,stream_seed5,21784.990486860588,32400.0,-37849.66,29099.07
C180,,,,,8,demand_change,34493.01951258528,2093.019512585277,True,N221,222.01592615439804,53774.0,34937.0,,D1,249.0,53774.0,34937.0,D1,True,False,0,5,existing_customer,PASS,stream_seed5,29403.23087053883,32400.0,50202.8,-39410.15
C187,,,,,1,demand_change,32542.393525138497,21742.393525138497,True,N322,893.5033271906619,55107.0,34134.0,,D1,828.0,55107.0,34134.0,D1,True,False,0,1,existing_customer,PASS,stream_seed1,2835.020637284834,10800.0,3897.33,-24016.69
C269,,,,,2,demand_change,18712.355266807215,7912.355266807215,True,N322,529.6590494603815,56120.0,36920.0,,D0,468.0,56120.0,36920.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,5251.3492612478585,10800.0,-93017.82,12038.26
N_S1_001,C218,True,L-main-threeshift-200c-01,206.0,3,add,,,True,N322,103.0,57185.0,37517.0,206.0,,0.0,57185.0,37517.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,10213.836148227529,10800.0,35189.06,19950.6
C155,,,,,4,demand_change,22024.240402119958,424.24040211995816,True,N322,289.5194937730485,53314.0,33994.0,,D0,285.0,53314.0,33994.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,11759.072077013858,21600.0,64820.85,68841.24
C276,,,,,5,cancel,22024.240402119958,424.24040211995816,True,N322,0.0,52960.0,33706.0,,D0,305.0,52960.0,33706.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,13947.818324319094,21600.0,-19976.31,48185.78
C200,,,,,6,demand_change,34248.30318914319,12648.30318914319,True,N322,274.6685158308362,53911.0,34430.0,,D0,288.0,53911.0,34430.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,16912.785293290224,21600.0,40489.64,-211.46
C256,,,,,7,cancel,42635.86456267289,21035.86456267289,True,N322,0.0,55178.0,35175.0,,D0,667.0,55178.0,35175.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,20036.47987443943,21600.0,-61796.99,68434.74
C151,,,,,8,demand_change,32453.67689469377,10853.67689469377,True,N322,167.43567535084378,53960.0,34405.0,,D0,159.0,53960.0,34405.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,20528.925007666272,21600.0,78500.72,19258.8
C263,,,,,9,cancel,32602.83394051917,202.83394051916912,True,N322,0.0,56960.0,36749.0,,D0,702.0,56960.0,36749.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,23201.98589107773,32400.0,56703.17,24993.52
N_S1_002,C337,True,L-main-threeshift-200c-01,208.0,10,add,,,True,N322,104.0,56027.0,37451.0,208.0,,0.0,56027.0,37451.0,D0,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,25358.84670543437,32400.0,39444.28,4896.47
C284,,,,,11,demand_change,33688.79927737651,1288.7992773765072,True,N322,479.83652296183305,54320.0,34334.0,,D0,445.0,54320.0,34334.0,D0,True,False,0,1,existing_customer,PASS,stream_seed1,26407.229337973662,32400.0,45035.26,10635.2
N_S1_003,C290,True,L-main-threeshift-200c-01,212.0,12,add,,,True,N322,106.0,52865.0,33861.0,212.0,,0.0,52865.0,33861.0,D1,True,False,0,1,frozen_sister_bundle_exact,PASS,stream_seed1,29173.907366942887,32400.0,57336.69,-84513.69
C279,,,,,1,demand_change,18262.908289202012,7462.908289202012,True,N322,569.0354863079438,58011.0,37549.0,,D1,630.0,58011.0,37549.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,3246.3517208400144,10800.0,44532.3,-37893.78
C172,,,,,2,demand_change,14303.537825157442,3503.537825157442,True,N322,139.71548195099777,55298.0,35250.0,,D1,152.0,55298.0,35250.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,6949.497996505321,10800.0,-59046.27,-3418.58
C267,,,,,3,cancel,14303.537825157442,3503.537825157442,True,N322,0.0,54540.0,35291.0,,D1,271.0,54540.0,35291.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,10271.60002747568,10800.0,16622.78,-3699.43
C276,,,,,4,cancel,22024.240402119958,424.24040211995816,True,N322,0.0,52960.0,33706.0,,D0,305.0,52960.0,33706.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,14060.40224301043,21600.0,-19976.31,48185.78
C262,,,,,5,demand_change,22024.240402119958,424.24040211995816,True,N322,129.13128717950457,55215.0,35397.0,,D0,143.0,55215.0,35397.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,15183.449922407965,21600.0,61095.91,63120.84
C244,,,,,6,demand_change,32472.01958452799,10872.019584527989,True,N322,643.1806344303457,56885.0,37435.0,,D0,713.0,56885.0,37435.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,15612.390667069812,21600.0,86807.76,25956.32
C284,,,,,7,demand_change,33688.79927737651,12088.799277376507,True,N322,446.35725358959195,54320.0,34334.0,,D0,445.0,54320.0,34334.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,18615.913914262663,21600.0,45035.26,10635.2
N_S2_001,C218,True,L-main-threeshift-200c-01,206.0,8,add,,,True,N322,103.0,57185.0,37517.0,206.0,,0.0,57185.0,37517.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,19735.609477466973,21600.0,35189.06,19950.6
C254,,,,,9,cancel,21704.885793599547,104.88579359954747,True,N322,0.0,57296.0,36988.0,,D0,749.0,57296.0,36988.0,D0,True,False,0,2,existing_customer,PASS,stream_seed2,20509.68442529894,21600.0,11580.58,28968.45
C154,,,,,10,demand_change,34282.99444767993,1882.9944476799283,True,N322,760.5784923843028,54690.0,35052.0,,D1,794.0,54690.0,35052.0,D1,True,False,0,2,existing_customer,PASS,stream_seed2,24023.885336620966,32400.0,-14237.37,-35902.79
N_S2_002,C337,True,L-main-threeshift-200c-01,208.0,11,add,,,True,N322,104.0,56027.0,37451.0,208.0,,0.0,56027.0,37451.0,D0,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,30869.719106339686,32400.0,39444.28,4896.47
N_S2_003,C290,True,L-main-threeshift-200c-01,212.0,12,add,,,True,N322,106.0,52865.0,33861.0,212.0,,0.0,52865.0,33861.0,D1,True,False,0,2,frozen_sister_bundle_exact,PASS,stream_seed2,32243.34358360022,32400.0,57336.69,-84513.69
N_S3_001,C218,True,L-main-threeshift-200c-01,206.0,1,add,,,True,N322,103.0,57185.0,37517.0,206.0,,0.0,57185.0,37517.0,D0,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,6745.060660911276,10800.0,35189.06,19950.6
C056,,,,,2,demand_change,13425.438321389713,2625.4383213897127,True,N322,247.93808066161532,21078.0,1151.0,,D0,226.0,21078.0,1151.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,7958.341704817857,10800.0,58432.12,64203.28
C210,,,,,3,demand_change,19581.508810246734,8781.508810246734,True,N322,125.66198259701086,57666.0,37650.0,,D1,135.0,57666.0,37650.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,9173.32144259055,10800.0,-91429.68,-20542.62
N_S3_002,C337,True,L-main-threeshift-200c-01,208.0,4,add,,,True,N322,104.0,56027.0,37451.0,208.0,,0.0,56027.0,37451.0,D0,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,14169.349609355779,21600.0,39444.28,4896.47
C158,,,,,5,demand_change,34282.99444767993,12682.994447679928,True,N322,742.5227450884673,56144.0,36059.0,,D1,722.0,56144.0,36059.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,16349.585889599213,21600.0,-7750.97,-37029.55
C322,,,,,6,demand_change,35252.205055374965,13652.205055374965,True,N322,454.9229822882421,85396.0,66493.0,,D0,404.0,85396.0,66493.0,D0,True,False,0,3,existing_customer,PASS,stream_seed3,18519.050301422132,21600.0,-961.54,5439.02
C189,,,,,7,cancel,34804.13684052048,13204.136840520478,True,N322,0.0,56031.0,35803.0,,D1,581.0,56031.0,35803.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,18780.84649089665,21600.0,-19342.81,-5077.15
C164,,,,,8,cancel,32472.01958452799,10872.019584527989,True,N322,0.0,54578.0,34289.0,,D1,430.0,54578.0,34289.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,18815.727566824615,21600.0,15591.52,-30357.74
N_S3_003,C290,True,L-main-threeshift-200c-01,212.0,9,add,,,True,N322,106.0,52865.0,33861.0,212.0,,0.0,52865.0,33861.0,D1,True,False,0,3,frozen_sister_bundle_exact,PASS,stream_seed3,23846.55670747733,32400.0,57336.69,-84513.69
C152,,,,,10,demand_change,32472.01958452799,72.01958452798863,True,N322,704.4199976733336,55953.0,35847.0,,D1,729.0,55953.0,35847.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,28197.308558781748,32400.0,40587.95,-28829.87
C302,,,,,11,demand_change,52907.07399032011,20507.07399032011,True,N322,145.5819759669018,85868.0,66589.0,,D1,134.0,85868.0,66589.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,29642.668421604223,32400.0,-42340.34,-70693.41
C217,,,,,12,cancel,35961.02922448231,3561.0292244823067,True,N322,0.0,56067.0,36080.0,,D1,345.0,56067.0,36080.0,D1,True,False,0,3,existing_customer,PASS,stream_seed3,30157.264666415747,32400.0,-25450.73,-13936.8
C290,,,,,1,demand_change,16199.925402313904,5399.925402313904,True,N322,570.7324455745985,56330.0,35272.0,,D1,600.0,56330.0,35272.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,5370.982763129471,10800.0,42973.49,-54077.52
N_S4_001,C218,True,L-main-threeshift-200c-01,206.0,2,add,,,True,N322,103.0,57185.0,37517.0,206.0,,0.0,57185.0,37517.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,7381.375365589556,10800.0,35189.06,19950.6
C151,,,,,3,demand_change,32453.67689469377,21653.67689469377,True,N322,153.6543492379337,53960.0,34405.0,,D0,159.0,53960.0,34405.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,8643.469081186435,10800.0,78500.72,19258.8
C228,,,,,4,demand_change,19927.85710216399,9127.857102163991,True,N322,607.5029748510007,57737.0,36708.0,,D1,657.0,57737.0,36708.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,8871.108032875207,10800.0,51671.65,-18629.62
C321,,,,,5,cancel,13898.212112353678,3098.212112353678,True,N322,0.0,85414.0,65935.0,,D0,100.0,85414.0,65935.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,10526.883137669454,10800.0,-46597.71,17765.88
N_S4_002,C337,True,L-main-threeshift-200c-01,208.0,6,add,,,True,N322,104.0,56027.0,37451.0,208.0,,0.0,56027.0,37451.0,D0,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,18389.20344720636,21600.0,39444.28,4896.47
C293,,,,,7,demand_change,35961.02922448231,3561.0292244823067,True,N322,233.82175651002913,53557.0,34707.0,,D1,253.0,53557.0,34707.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,25298.51709976446,32400.0,-14743.3,-18838.55
C200,,,,,8,demand_change,34248.30318914319,1848.3031891431892,True,N322,268.9917922356688,53911.0,34430.0,,D0,288.0,53911.0,34430.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,26365.542637539296,32400.0,40489.64,-211.46
C207,,,,,9,demand_change,34804.13684052048,2404.1368405204776,True,N322,114.47070704637487,53891.0,34925.0,,D1,101.0,53891.0,34925.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,26365.67910923325,32400.0,27826.75,-15185.12
N_S4_003,C290,True,L-main-threeshift-200c-01,212.0,10,add,,,True,N322,106.0,52865.0,33861.0,212.0,,0.0,52865.0,33861.0,D1,True,False,0,4,frozen_sister_bundle_exact,PASS,stream_seed4,26553.16696427826,32400.0,57336.69,-84513.69
C173,,,,,11,cancel,33185.01888979543,785.0188897954285,True,N322,0.0,57434.0,36909.0,,D0,513.0,57434.0,36909.0,D0,True,False,0,4,existing_customer,PASS,stream_seed4,27226.542275059404,32400.0,26467.26,720.94
C175,,,,,12,cancel,33894.78411231654,1494.7841123165417,True,N322,0.0,57174.0,36792.0,,D1,802.0,57174.0,36792.0,D1,True,False,0,4,existing_customer,PASS,stream_seed4,30206.86309438455,32400.0,-8642.17,-23596.92
