split,bundle,algorithm,seed,eval_budget,best_obj,actual_evals,violation_count,feasible,worker_python_executable,worker_numpy_version,destroy_counts,repair_counts,q_ratio_counts,threshold_ratio_counts
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,alpha_ucb_env,3,16000,4791.036659140152,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":1990,""route_segment_removal"":13054,""shaw_related_removal"":95,""vehicle_type_swap"":835,""whole_route_removal"":20,""worst_customer_removal"":6}","{""greedy_insert_repair"":2839,""regret2_insert_repair"":13053,""regret3_insert_repair"":108}",{},"{""0.000000"":16000}"
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,random_operator_only,2,16000,4874.1466106443495,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":2690,""route_segment_removal"":2698,""shaw_related_removal"":2668,""vehicle_type_swap"":2680,""whole_route_removal"":2630,""worst_customer_removal"":2634}","{""greedy_insert_repair"":5353,""regret2_insert_repair"":5349,""regret3_insert_repair"":5298}",{},"{""0.000000"":16000}"
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,alpha_operator_random_threshold,3,16000,5089.635808756654,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":446,""shaw_related_removal"":3,""whole_route_removal"":15548,""worst_customer_removal"":3}","{""greedy_insert_repair"":15551,""regret2_insert_repair"":3,""regret3_insert_repair"":446}","{""0.333333"":16000}","{""0.000000"":152,""0.000202"":175,""0.000404"":162,""0.000606"":163,""0.000808"":148,""0.001010"":180,""0.001212"":156,""0.001414"":158,""0.001616"":165,""0.001818"":163,""0.002020"":167,""0.002222"":167,""0.002424"":163,""0.002626"":152,""0.002828"":161,""0.003030"":169,""0.003232"":184,""0.003434"":141,""0.003636"":157,""0.003838"":146,""0.004040"":165,""0.004242"":146,""0.004444"":173,""0.004646"":176,""0.004848"":177,""0.005051"":161,""0.005253"":163,""0.005455"":165,""0.005657"":139,""0.005859"":175,""0.006061"":172,""0.006263"":157,""0.006465"":151,""0.006667"":161,""0.006869"":163,""0.007071"":160,""0.007273"":176,""0.007475"":147,""0.007677"":160,""0.007879"":147,""0.008081"":149,""0.008283"":165,""0.008485"":166,""0.008687"":164,""0.008889"":157,""0.009091"":182,""0.009293"":145,""0.009495"":159,""0.009697"":157,""0.009899"":166,""0.010101"":147,""0.010303"":151,""0.010505"":168,""0.010707"":146,""0.010909"":144,""0.011111"":192,""0.011313"":174,""0.011515"":158,""0.011717"":144,""0.011919"":153,""0.012121"":152,""0.012323"":155,""0.012525"":142,""0.012727"":165,""0.012929"":144,""0.013131"":163,""0.013333"":152,""0.013535"":170,""0.013737"":158,""0.013939"":172,""0.014141"":145,""0.014343"":158,""0.014545"":175,""0.014747"":193,""0.014949"":170,""0.015152"":153,""0.015354"":169,""0.015556"":158,""0.015758"":186,""0.015960"":147,""0.016162"":165,""0.016364"":169,""0.016566"":153,""0.016768"":155,""0.016970"":153,""0.017172"":166,""0.017374"":154,""0.017576"":164,""0.017778"":172,""0.017980"":148,""0.018182"":151,""0.018384"":146,""0.018586"":170,""0.018788"":146,""0.018990"":144,""0.019192"":133,""0.019394"":151,""0.019596"":156,""0.019798"":174,""0.020000"":153}"
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,alpha_operator_random_q,3,16000,4788.918281990809,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":12,""route_segment_removal"":11570,""shaw_related_removal"":248,""vehicle_type_swap"":1242,""whole_route_removal"":2163,""worst_customer_removal"":765}","{""greedy_insert_repair"":15505,""regret2_insert_repair"":357,""regret3_insert_repair"":138}","{""0.100000"":1622,""0.133333"":1607,""0.166667"":1640,""0.200000"":1594,""0.233333"":1610,""0.266667"":1577,""0.300000"":1573,""0.333333"":1654,""0.366667"":1599,""0.400000"":1524}","{""0.000000"":16000}"
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,random_operator_only,3,16000,4801.646757579334,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":2684,""route_segment_removal"":2679,""shaw_related_removal"":2686,""vehicle_type_swap"":2678,""whole_route_removal"":2632,""worst_customer_removal"":2641}","{""greedy_insert_repair"":5334,""regret2_insert_repair"":5349,""regret3_insert_repair"":5317}",{},"{""0.000000"":16000}"
held_out,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,alpha_ucb_env,1,16000,3948.9551976650027,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":45,""route_segment_removal"":13294,""shaw_related_removal"":45,""vehicle_type_swap"":2526,""whole_route_removal"":45,""worst_customer_removal"":45}","{""greedy_insert_repair"":15790,""regret2_insert_repair"":105,""regret3_insert_repair"":105}",{},"{""0.000000"":16000}"
held_out,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,ppo_full,1,16000,4222.7854921365815,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""vehicle_type_swap"":16000}","{""regret2_insert_repair"":16000}","{""0.333333"":16000}","{""0.011111"":16000}"
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,random_full,1,16000,4787.586378250672,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":2651,""route_segment_removal"":2674,""shaw_related_removal"":2710,""vehicle_type_swap"":2616,""whole_route_removal"":2688,""worst_customer_removal"":2661}","{""greedy_insert_repair"":5280,""regret2_insert_repair"":5302,""regret3_insert_repair"":5418}","{""0.100000"":1618,""0.133333"":1564,""0.166667"":1627,""0.200000"":1622,""0.233333"":1599,""0.266667"":1599,""0.300000"":1544,""0.333333"":1670,""0.366667"":1560,""0.400000"":1597}","{""0.000000"":176,""0.000202"":172,""0.000404"":155,""0.000606"":171,""0.000808"":166,""0.001010"":155,""0.001212"":149,""0.001414"":176,""0.001616"":161,""0.001818"":143,""0.002020"":174,""0.002222"":157,""0.002424"":161,""0.002626"":163,""0.002828"":159,""0.003030"":193,""0.003232"":161,""0.003434"":156,""0.003636"":155,""0.003838"":166,""0.004040"":158,""0.004242"":157,""0.004444"":179,""0.004646"":161,""0.004848"":170,""0.005051"":158,""0.005253"":159,""0.005455"":149,""0.005657"":169,""0.005859"":171,""0.006061"":173,""0.006263"":157,""0.006465"":156,""0.006667"":164,""0.006869"":163,""0.007071"":175,""0.007273"":158,""0.007475"":154,""0.007677"":149,""0.007879"":176,""0.008081"":155,""0.008283"":149,""0.008485"":143,""0.008687"":140,""0.008889"":175,""0.009091"":161,""0.009293"":173,""0.009495"":150,""0.009697"":157,""0.009899"":135,""0.010101"":159,""0.010303"":155,""0.010505"":161,""0.010707"":177,""0.010909"":156,""0.011111"":149,""0.011313"":170,""0.011515"":157,""0.011717"":170,""0.011919"":156,""0.012121"":167,""0.012323"":154,""0.012525"":148,""0.012727"":143,""0.012929"":153,""0.013131"":167,""0.013333"":167,""0.013535"":161,""0.013737"":150,""0.013939"":174,""0.014141"":155,""0.014343"":149,""0.014545"":152,""0.014747"":149,""0.014949"":146,""0.015152"":149,""0.015354"":154,""0.015556"":174,""0.015758"":158,""0.015960"":140,""0.016162"":153,""0.016364"":182,""0.016566"":157,""0.016768"":169,""0.016970"":160,""0.017172"":133,""0.017374"":170,""0.017576"":180,""0.017778"":171,""0.017980"":158,""0.018182"":164,""0.018384"":158,""0.018586"":176,""0.018788"":142,""0.018990"":169,""0.019192"":158,""0.019394"":154,""0.019596"":150,""0.019798"":149,""0.020000"":164}"
held_out,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,alpha_operator_random_q,1,16000,3590.0331623922116,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":15,""route_segment_removal"":13801,""shaw_related_removal"":208,""vehicle_type_swap"":1693,""whole_route_removal"":15,""worst_customer_removal"":268}","{""greedy_insert_repair"":1708,""regret2_insert_repair"":6149,""regret3_insert_repair"":8143}","{""0.100000"":1597,""0.133333"":1579,""0.166667"":1617,""0.200000"":1654,""0.233333"":1648,""0.266667"":1572,""0.300000"":1537,""0.333333"":1598,""0.366667"":1619,""0.400000"":1579}","{""0.000000"":16000}"
held_out,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,random_operator_only,1,16000,3900.3638783306305,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":2672,""route_segment_removal"":2707,""shaw_related_removal"":2690,""vehicle_type_swap"":2567,""whole_route_removal"":2688,""worst_customer_removal"":2676}","{""greedy_insert_repair"":5320,""regret2_insert_repair"":5335,""regret3_insert_repair"":5345}",{},"{""0.000000"":16000}"
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,random_full,2,16000,4767.644845318094,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":2756,""route_segment_removal"":2624,""shaw_related_removal"":2655,""vehicle_type_swap"":2700,""whole_route_removal"":2636,""worst_customer_removal"":2629}","{""greedy_insert_repair"":5281,""regret2_insert_repair"":5356,""regret3_insert_repair"":5363}","{""0.100000"":1612,""0.133333"":1585,""0.166667"":1605,""0.200000"":1618,""0.233333"":1627,""0.266667"":1499,""0.300000"":1642,""0.333333"":1640,""0.366667"":1563,""0.400000"":1609}","{""0.000000"":168,""0.000202"":154,""0.000404"":148,""0.000606"":161,""0.000808"":155,""0.001010"":172,""0.001212"":171,""0.001414"":161,""0.001616"":168,""0.001818"":171,""0.002020"":139,""0.002222"":149,""0.002424"":154,""0.002626"":168,""0.002828"":136,""0.003030"":176,""0.003232"":172,""0.003434"":154,""0.003636"":185,""0.003838"":134,""0.004040"":154,""0.004242"":148,""0.004444"":174,""0.004646"":138,""0.004848"":159,""0.005051"":165,""0.005253"":152,""0.005455"":171,""0.005657"":172,""0.005859"":188,""0.006061"":185,""0.006263"":159,""0.006465"":163,""0.006667"":153,""0.006869"":156,""0.007071"":142,""0.007273"":154,""0.007475"":172,""0.007677"":136,""0.007879"":169,""0.008081"":158,""0.008283"":155,""0.008485"":164,""0.008687"":163,""0.008889"":184,""0.009091"":162,""0.009293"":162,""0.009495"":156,""0.009697"":168,""0.009899"":167,""0.010101"":164,""0.010303"":147,""0.010505"":153,""0.010707"":156,""0.010909"":171,""0.011111"":157,""0.011313"":167,""0.011515"":169,""0.011717"":181,""0.011919"":170,""0.012121"":160,""0.012323"":160,""0.012525"":157,""0.012727"":164,""0.012929"":159,""0.013131"":155,""0.013333"":153,""0.013535"":147,""0.013737"":171,""0.013939"":170,""0.014141"":173,""0.014343"":167,""0.014545"":148,""0.014747"":173,""0.014949"":126,""0.015152"":151,""0.015354"":152,""0.015556"":179,""0.015758"":164,""0.015960"":145,""0.016162"":191,""0.016364"":159,""0.016566"":169,""0.016768"":159,""0.016970"":165,""0.017172"":138,""0.017374"":165,""0.017576"":135,""0.017778"":136,""0.017980"":149,""0.018182"":148,""0.018384"":160,""0.018586"":154,""0.018788"":159,""0.018990"":174,""0.019192"":177,""0.019394"":149,""0.019596"":151,""0.019798"":160,""0.020000"":148}"
held_out,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,alpha_operator_random_threshold,1,16000,3724.174540376452,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":3,""route_segment_removal"":4,""shaw_related_removal"":85,""vehicle_type_swap"":15807,""whole_route_removal"":4,""worst_customer_removal"":97}","{""greedy_insert_repair"":15920,""regret2_insert_repair"":60,""regret3_insert_repair"":20}","{""0.333333"":16000}","{""0.000000"":158,""0.000202"":181,""0.000404"":158,""0.000606"":136,""0.000808"":165,""0.001010"":159,""0.001212"":160,""0.001414"":161,""0.001616"":138,""0.001818"":181,""0.002020"":164,""0.002222"":166,""0.002424"":157,""0.002626"":173,""0.002828"":134,""0.003030"":169,""0.003232"":153,""0.003434"":145,""0.003636"":161,""0.003838"":157,""0.004040"":149,""0.004242"":154,""0.004444"":139,""0.004646"":163,""0.004848"":146,""0.005051"":185,""0.005253"":169,""0.005455"":175,""0.005657"":181,""0.005859"":156,""0.006061"":174,""0.006263"":163,""0.006465"":199,""0.006667"":146,""0.006869"":159,""0.007071"":152,""0.007273"":145,""0.007475"":160,""0.007677"":172,""0.007879"":184,""0.008081"":165,""0.008283"":151,""0.008485"":172,""0.008687"":148,""0.008889"":177,""0.009091"":165,""0.009293"":149,""0.009495"":181,""0.009697"":171,""0.009899"":169,""0.010101"":150,""0.010303"":165,""0.010505"":147,""0.010707"":151,""0.010909"":162,""0.011111"":165,""0.011313"":159,""0.011515"":161,""0.011717"":157,""0.011919"":155,""0.012121"":155,""0.012323"":132,""0.012525"":151,""0.012727"":158,""0.012929"":143,""0.013131"":154,""0.013333"":158,""0.013535"":156,""0.013737"":169,""0.013939"":161,""0.014141"":172,""0.014343"":161,""0.014545"":157,""0.014747"":162,""0.014949"":145,""0.015152"":163,""0.015354"":147,""0.015556"":181,""0.015758"":152,""0.015960"":158,""0.016162"":152,""0.016364"":163,""0.016566"":167,""0.016768"":170,""0.016970"":145,""0.017172"":161,""0.017374"":160,""0.017576"":163,""0.017778"":156,""0.017980"":182,""0.018182"":154,""0.018384"":173,""0.018586"":153,""0.018788"":158,""0.018990"":153,""0.019192"":164,""0.019394"":138,""0.019596"":162,""0.019798"":163,""0.020000"":161}"
held_out,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,alpha_ucb_env,2,16000,3940.3171644873237,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":135,""route_segment_removal"":9441,""shaw_related_removal"":135,""vehicle_type_swap"":4530,""whole_route_removal"":1624,""worst_customer_removal"":135}","{""greedy_insert_repair"":4821,""regret2_insert_repair"":6200,""regret3_insert_repair"":4979}",{},"{""0.000000"":16000}"
held_out,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,ppo_full,2,16000,4222.7854921365815,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""vehicle_type_swap"":16000}","{""regret2_insert_repair"":16000}","{""0.333333"":16000}","{""0.011111"":16000}"
formal_10001,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,random_full,3,16000,4739.8600246707265,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":2729,""route_segment_removal"":2633,""shaw_related_removal"":2647,""vehicle_type_swap"":2676,""whole_route_removal"":2693,""worst_customer_removal"":2622}","{""greedy_insert_repair"":5328,""regret2_insert_repair"":5329,""regret3_insert_repair"":5343}","{""0.100000"":1656,""0.133333"":1550,""0.166667"":1596,""0.200000"":1562,""0.233333"":1590,""0.266667"":1637,""0.300000"":1612,""0.333333"":1579,""0.366667"":1610,""0.400000"":1608}","{""0.000000"":157,""0.000202"":160,""0.000404"":151,""0.000606"":192,""0.000808"":172,""0.001010"":153,""0.001212"":173,""0.001414"":181,""0.001616"":168,""0.001818"":151,""0.002020"":167,""0.002222"":173,""0.002424"":154,""0.002626"":171,""0.002828"":159,""0.003030"":146,""0.003232"":138,""0.003434"":166,""0.003636"":165,""0.003838"":163,""0.004040"":135,""0.004242"":158,""0.004444"":141,""0.004646"":158,""0.004848"":163,""0.005051"":172,""0.005253"":145,""0.005455"":166,""0.005657"":165,""0.005859"":146,""0.006061"":167,""0.006263"":175,""0.006465"":161,""0.006667"":148,""0.006869"":142,""0.007071"":153,""0.007273"":164,""0.007475"":157,""0.007677"":156,""0.007879"":158,""0.008081"":158,""0.008283"":151,""0.008485"":158,""0.008687"":189,""0.008889"":162,""0.009091"":160,""0.009293"":159,""0.009495"":162,""0.009697"":148,""0.009899"":187,""0.010101"":144,""0.010303"":157,""0.010505"":166,""0.010707"":158,""0.010909"":178,""0.011111"":149,""0.011313"":148,""0.011515"":169,""0.011717"":161,""0.011919"":144,""0.012121"":155,""0.012323"":153,""0.012525"":174,""0.012727"":166,""0.012929"":161,""0.013131"":156,""0.013333"":173,""0.013535"":162,""0.013737"":169,""0.013939"":170,""0.014141"":127,""0.014343"":163,""0.014545"":166,""0.014747"":166,""0.014949"":161,""0.015152"":154,""0.015354"":140,""0.015556"":168,""0.015758"":154,""0.015960"":140,""0.016162"":161,""0.016364"":166,""0.016566"":159,""0.016768"":152,""0.016970"":163,""0.017172"":187,""0.017374"":145,""0.017576"":150,""0.017778"":159,""0.017980"":158,""0.018182"":174,""0.018384"":155,""0.018586"":168,""0.018788"":179,""0.018990"":159,""0.019192"":152,""0.019394"":164,""0.019596"":164,""0.019798"":165,""0.020000"":144}"
held_out,models/data_bundle/generated_instances/E-UK100_03__u0_seed3_24h_20251113,alpha_operator_random_q,2,16000,3554.8843451229427,16000,0,1,/opt/anaconda3/bin/python3.13,2.3.5,"{""random_customer_removal"":6,""route_segment_removal"":13930,""shaw_related_removal"":52,""vehicle_type_swap"":1122,""whole_route_removal"":548,""worst_customer_removal"":342}","{""greedy_insert_repair"":15058,""regret2_insert_repair"":698,""regret3_insert_repair"":244}","{""0.100000"":1545,""0.133333"":1677,""0.166667"":1548,""0.200000"":1625,""0.233333"":1597,""0.266667"":1607,""0.300000"":1610,""0.333333"":1594,""0.366667"":1605,""0.400000"":1592}","{""0.000000"":16000}"
