instance_id,sample_role,arm,customer_id,administrative_registered_depot,nearest_depot,assigned_reference_depot,hard_home_depot_lock,registered_differs_from_nearest,registered_distance_m,nearest_distance_m
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C100,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33171.571023875,33171.571023875
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C101,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31219.381221071,31219.381221071
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C102,D_guangzhou,D_foshan,D_guangzhou,True,True,43044.173541326,40389.877468267
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C103,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33731.784413786,33731.784413786
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C104,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31855.430381618,31855.430381618
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C105,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28001.079224188,28001.079224188
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C106,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33226.635056128,33226.635056128
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C107,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33710.464299072,33710.464299072
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C108,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30919.899750887,30919.899750887
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C109,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29115.178089974,29115.178089974
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C110,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30901.332287953,30901.332287953
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C111,D_guangzhou,D_guangzhou,D_guangzhou,True,False,37371.762652949,37371.762652949
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C112,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33381.11966373,33381.11966373
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C113,D_guangzhou,D_guangzhou,D_guangzhou,True,False,27355.185513874,27355.185513874
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C114,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30925.427721157,30925.427721157
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C115,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33333.154316167,33333.154316167
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C116,D_guangzhou,D_guangzhou,D_guangzhou,True,False,35722.18837303,35722.18837303
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C117,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32184.266489559,32184.266489559
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C118,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32645.337854363,32645.337854363
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C119,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28452.238823481,28452.238823481
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C120,D_guangzhou,D_guangzhou,D_guangzhou,True,False,37515.405885989,37515.405885989
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C121,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28123.060443039,28123.060443039
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C122,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27459.171867105,27459.171867105
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C123,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22715.394931077,22715.394931077
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C124,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27121.786675874,27121.786675874
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C125,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24866.413925368,24866.413925368
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C126,D_shenzhen,D_shenzhen,D_shenzhen,True,False,29073.87939473,29073.87939473
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C127,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24379.731682922,24379.731682922
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C128,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26063.274607045,26063.274607045
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C129,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24164.216844225,24164.216844225
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C130,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24800.395199027,24800.395199027
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C131,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26662.23542672,26662.23542672
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C132,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25915.438287605,25915.438287605
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C133,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27219.338665338,27219.338665338
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C134,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25327.217067951,25327.217067951
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C135,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22948.818380922,22948.818380922
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C136,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26240.140105288,26240.140105288
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C137,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25343.582106418,25343.582106418
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C138,D_shenzhen,D_shenzhen,D_shenzhen,True,False,23214.371033007,23214.371033007
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C139,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27564.51667279,27564.51667279
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C140,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27327.713035938,27327.713035938
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C141,D_shenzhen,D_shenzhen,D_shenzhen,True,False,29310.061348827,29310.061348827
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C142,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25104.217722761,25104.217722761
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C143,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24677.769439793,24677.769439793
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C144,D_shenzhen,D_shenzhen,D_shenzhen,True,False,21808.162612962,21808.162612962
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C145,D_shenzhen,D_shenzhen,D_shenzhen,True,False,23791.033850036,23791.033850036
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C146,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24347.288721965,24347.288721965
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C147,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22466.199708325,22466.199708325
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C148,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22383.66294048,22383.66294048
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C149,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24480.48730754,24480.48730754
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C150,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25884.024001211,25884.024001211
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C151,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26019.939772133,26019.939772133
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C152,D_shenzhen,D_shenzhen,D_shenzhen,True,False,28012.08072144,28012.08072144
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C153,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24785.762724149,24785.762724149
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C154,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27569.548006585,27569.548006585
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C155,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27526.31103847,27526.31103847
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C156,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25871.673300962,25871.673300962
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C157,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25568.405514397,25568.405514397
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C158,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22264.32363112,22264.32363112
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C159,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22399.104267582,22399.104267582
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C160,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26662.58265494,26662.58265494
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C161,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24853.449437268,24853.449437268
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C162,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25002.429391149,25002.429391149
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C163,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24413.775706557,24413.775706557
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C164,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24778.005753439,24778.005753439
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C165,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25148.317902372,25148.317902372
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C166,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26033.178670062,26033.178670062
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C167,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25841.836007232,25841.836007232
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C168,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27396.238730087,27396.238730087
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C169,D_shenzhen,D_shenzhen,D_shenzhen,True,False,20978.69393452,20978.69393452
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C170,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26144.442780372,26144.442780372
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C171,D_shenzhen,D_shenzhen,D_shenzhen,True,False,28585.64393065,28585.64393065
