node_id,node_type,x,y,demand,ready_time,due_time,service_time,station_capacity,station_chargers,charge_power_kw,carbon_region
C45,c,21655.276814433397,-20568.112632579236,715.7,0.0,20505.0,1158.0,,,,
C46,c,-8910.342391155089,19879.410638290916,534.9,7000.1,27336.1,1434.0,,,,
C47,c,37062.761324581144,2535.69073208598,181.7,5834.4,26001.4,1390.0,,,,
C48,c,-5067.324361882182,-15145.527815024894,151.1,6693.3,27641.3,1650.0,,,,
C49,c,43961.09228015805,-763.6455864083518,563.5,3044.6,22290.6,332.0,,,,
C50,c,-46584.465399377754,32645.39680273096,491.6,546.0,20948.0,882.0,,,,
C51,c,29336.687308016342,-20037.97059925201,427.7,3968.2,23509.2,458.0,,,,
C52,c,24719.712551542136,-11344.307367459489,459.3,7272.2,26633.2,1108.0,,,,
C53,c,60000.0,-21758.150745586972,268.6,9952.5,28370.5,384.0,,,,
C54,c,-27585.499679056258,-10139.407345816482,391.1,6649.2,26357.2,1114.0,,,,
C55,c,37663.989722237646,7233.302002911662,388.6,1294.2,21808.2,1598.0,,,,
C56,c,34278.60172184353,-14783.165312662964,697.4,3857.6,24352.6,756.0,,,,
C57,c,41172.70981382151,5251.751501841632,424.9,0.0,20514.0,1610.0,,,,
C58,c,10549.685497472221,16549.004973249583,653.1,0.0,19516.0,804.0,,,,
C59,c,-26878.58092990838,12114.557974245603,490.5,216.4,20142.4,916.0,,,,
C60,c,-31704.692867358423,19601.284353762538,562.5,2809.0,22285.0,858.0,,,,
C61,c,39252.37188161339,-6152.854919246702,591.0,9413.7,29484.7,1308.0,,,,
C62,c,40344.060011483896,-28890.674587585356,360.4,5140.9,25012.9,924.0,,,,
C63,c,49785.60745835518,-13106.679187190599,780.6,6300.3,26526.3,814.0,,,,
C64,c,-15900.46875401559,-2671.001824502744,720.9,8864.3,28572.3,1114.0,,,,
C65,c,56808.444997738145,2269.171638064241,252.9,1158.3,21235.3,406.0,,,,
C66,c,-27569.898412175273,7221.291013331722,591.3,8822.4,28893.4,1308.0,,,,
C67,c,60000.0,6955.269728782879,477.6,3532.1,24088.1,792.0,,,,
C68,c,21280.71030658963,-16947.240402595162,817.8,2676.7,23171.7,756.0,,,,
C69,c,2245.517654256987,-34242.74682408162,571.6,3306.3,23823.3,1616.0,,,,
C70,c,-27462.31467059936,14034.633008424102,390.7,4495.3,23562.3,676.0,,,,
C71,c,55344.85020408202,8134.572747503916,155.9,921.8,20168.8,212.0,,,,
C72,c,-1203.5598076821625,-4229.916475934433,375.7,1499.8,21891.8,854.0,,,,
C73,c,14547.418498237454,11148.353474450996,537.4,2642.8,22809.8,1390.0,,,,
C74,c,40107.27807496915,2176.58410274992,819.6,2370.4,22884.4,1610.0,,,,
C75,c,-45228.38862631827,45000.0,202.1,0.0,19264.0,1028.0,,,,
C76,c,-801.536044584358,5312.560396870373,209.7,4417.7,25365.7,1650.0,,,,
C77,c,-24522.054776675814,10949.708441869141,514.7,0.0,20392.0,854.0,,,,
C78,c,-30229.99962234531,2420.0909098541124,795.0,1673.0,21747.0,482.0,,,,
C79,c,60000.0,-19676.639368333257,165.3,2322.4,23655.4,1632.0,,,,
C80,c,33422.94662356456,1500.899799248682,781.6,1537.0,21743.0,416.0,,,,
C81,c,-8331.857294370686,-15300.717511484569,810.4,2017.9,21130.9,762.0,,,,
C82,c,-7123.397313726725,-13776.453392982052,776.3,6437.1,27464.1,1254.0,,,,
C83,c,-46746.40647699512,14338.235122014703,395.5,393.1,19639.1,332.0,,,,
C84,c,34707.29544367216,-10526.108863522382,439.7,3554.4,23890.4,1434.0,,,,
C85,c,1809.3518252922122,-16075.290482076201,748.0,2601.3,21714.3,762.0,,,,
C86,c,-19044.348250023682,15991.242079371881,785.9,6584.9,25535.9,346.0,,,,
C87,c,35718.79937286775,-15293.305647083114,377.9,5999.6,24413.6,318.0,,,,
F1,f,40492.372519082055,-2832.9297368404837,0.0,0.0,86400.0,0.0,1,1,60.0,R1
F2,f,38498.94435869107,-7667.369677609742,0.0,0.0,86400.0,0.0,1,1,60.0,R2
F3,f,36435.67598442079,-2592.322521798902,0.0,0.0,86400.0,0.0,1,1,60.0,R3
