instance,class,customers,max_vehicles,capacity,bks_vehicles,bks_distance,bks_reference_code,source_solution_sha256,bundle_instance_sha256,bundle_matrix_sha256,bundle_carbon_sha256,generic_loader_match,search_evaluations
C205,C2,100,25,700,3,588.88,RT,181cdcc9711959f4350060c965a1cc6f29d98d50f55d6cb3d0a6153e12919526,88f629588caccb63943e193328dc5225609f474266034489464442a3c4a02813,c3cd100379dfbbb5b08bc5319a84bd892493ca3017409036bda5b58b78cdbff9,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
C206,C2,100,25,700,3,588.49,RT,73e9cce4b62195d81322819360fe5ffc8e72061c9f3464a43e290cfb06a9432c,07ae633b8f2b4674c563cc3d653a606c8c8659dd7026ffb72fa60f1823ddaf52,c3cd100379dfbbb5b08bc5319a84bd892493ca3017409036bda5b58b78cdbff9,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
C207,C2,100,25,700,3,588.29,RT,7b5625c9b1b0f689246c1874a179ab44a8df951ed6dbfcef8b06384b053b1d2c,e85e7ced4c749e892b510579182d0a9c3000366f0951d78f285f7a1fcfbd0f45,c3cd100379dfbbb5b08bc5319a84bd892493ca3017409036bda5b58b78cdbff9,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
C208,C2,100,25,700,3,588.32,RT,9be9884e01c98cc481fdcd72292e49f16b5915338028e967ef0c18edbf6776d0,ae9855a2401c215a179c705b05c50af584f85d567633c8c1f3fa1814d697f8f0,c3cd100379dfbbb5b08bc5319a84bd892493ca3017409036bda5b58b78cdbff9,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R101,R1,100,25,200,19,1650.8,H,850da45f9e24da65ccc95c4b3f8cc060f707e5c236d8f28f25fb230d18750f83,bc77e2ed0c081b9b2cb0f0611e6faa5fbf3b62846c7090e90c885bf7d6e687d1,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R102,R1,100,25,200,17,1486.12,RT,f5b59bc50e5eefe68880b50d41c1d517fd70c4dc6f784dc4ec8c6ac353bb0954,1d0eac1ace9ca620bc58427491dbca9025497dc8a845efeb53970bc73435e445,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R103,R1,100,25,200,13,1292.68,LLH,093bdddcbcc685f23bef3e06142b66ce95c38263258402b9640267fb0cc767f9,8f54f24f0b98ec34e39920e1b1f87964203f799498f28da7f8c562e089af3317,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R104,R1,100,25,200,9,1007.31,MBD,13e0bcbb1147e1fbb831ed7c5cf3683475545cde40759e9e4f3e6876a18ef812,9422acd812862a7a01ade97b86e863ad021f3210db95b3eeb29f0d9b689e0923,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R105,R1,100,25,200,14,1377.11,RT,01b30e3c662226ab8f4d0bc86cc47db30f269647c0250804b96f477b104a4bd8,ac67068dfd3a8221a78b9c172b9ba0d7c8b94f5fa50e398ca4b4698944a2fe5e,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R106,R1,100,25,200,12,1252.03,MBD,68757438f0d4680953289e5abf9da624a1c3faf83f43f146bbf71b31c56b9d10,39fb419c2b1090145111e902b4b771fd2d6c31923c3192d7fd3441c70e6d546b,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R107,R1,100,25,200,10,1104.66,S97,faff020a23ec7216f439faf882fab8b97687b3cdc6c25eed98d954112ab72ad3,893261742a840298bb8572637a348c0766d2bd05a96a5298187b4eb370924380,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R108,R1,100,25,200,9,960.88,BBB,4e0a4acab80bf5133b0d0ecc45a65d97d0f4c9b5f1c8ef3553a11857965bd48d,4621273a3ef423318ff0285ecedd855531979ef9cf326ad856076312abc6c74e,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R109,R1,100,25,200,11,1194.73,HG,352f95d41c5d4bfa083c5be20ef0a904464da8ed5b39e81aad70661df5558f2f,30eee0c5b36eedade7b4c902f12a50145c988ed52367c45e838610bea6acd98a,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R110,R1,100,25,200,10,1118.84,MBD,0ff2a50bab557da168df076bab46c682bcbec17bc04a2e26efe5b0f37f9f3cd3,1b28444ddba75263a2837360fd7c91defe897d896e4294936a72687dfe986f23,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R111,R1,100,25,200,10,1096.73,RGP,fefd99f86c6f28139653add50b7f8612617de102735f85fb810a3e36764541cb,912bd273dd8a7e499a23faaeacb5321e286c6abf86afe41495441bda4fc1a79f,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R112,R1,100,25,200,9,982.14,GTA,08de7727a5e195b3ff10171433db6ff7eaa8c3017cfa498a15af4a54b0dd62cb,12aa61f0f85684112f0e15c0eb056acf2ce9ac08438363f5987726d8782d8dc4,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R201,R2,100,25,1000,4,1252.37,HG,8c77279a8be3ca2d07bd76ad346bbab2836b0c57bab3dca13d32eca01f20e213,e6724f4891391c42202392624fd2cc0aac373e935011445d331a2084b84ba938,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R202,R2,100,25,1000,3,1191.7,RGP,58616d39226374a08e70a8d517315971ab4173005c6f9bb20e29c3807ebc9278,e8bc8973f8e786586602146edec0d4b409a947fe54d41faf68115b600d942454,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R203,R2,100,25,1000,3,939.5,WL,ca9a464ac0e5988a835d47a77d41eda9100e686bcab58e3c9108c6ca4ee9fc0a,ff5496a8745f4fcf7a653d903cf21332e612caf16ba0e1e364862f3614392e00,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R204,R2,100,25,1000,2,825.52,BVH,faeacdc86687a6acfd0a969d9d1a21e5bcb9055c8ebcebf76fc96e04b88e92eb,51ee3229586f317f59243dcd7dd2d7c22a025056999ba52a466f25794ef242ac,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R205,R2,100,25,1000,3,994.43,RGP,9e25e38608ba7a992a6573df994170da0f9e113206decf1991fc39a9407a21fd,d8feff9ec0ab86fb59d3a65d867ccce3ff0e83746c531178eabd3a974424ba55,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R206,R2,100,25,1000,3,906.14,SSSD,4d24a716047bb4b1b6b1c48207e3c61787ee5d9db9d10c4bfad9e257f63cf0ff,585be1ce280b49be3269598f8f9e669ff7634c93d66bfadddac63f7383b65aae,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R207,R2,100,25,1000,2,890.61,RP,3ae816f4e6c75247c879c3e9867788e8d5ed2ca897784105103ec099c167ffff,12023de4a9ad4956d8b053af61d4be0c3d596e55624f4fe293c110852ea52609,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R208,R2,100,25,1000,2,726.82,MBD,d69f32cc74f87a073d38d2c7905609f804f8cf41b58142dda58cdd6396d8988a,9d8b49d8c182f01f9109271176af3d0ca2e1fc3d649f14f7113582df1b1d1c59,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R209,R2,100,25,1000,3,909.16,H,b4c4bcf34440bb8168dabec5a91371298b89c4fb7aa5f2c04367610eb72569c8,78175200ca50f5a481a8d2d902ad7ac8e4deb87309f6669dc25d21ecc252c0ad,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R210,R2,100,25,1000,3,939.37,MBD,471b84ba53e3fd8363fb90d0c6b6ee87b4bb8cc8a26e565b619c50a726b8659f,ce03f1f226f9feb179d38fbd68aba0081ac366ffa4be97e8515674ab591544e7,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R211,R2,100,25,1000,2,885.71,WL,3f9a114a53b2c6521fa0086fd6b33233d57c41f6cc07341662bbacb3d806934d,e7a63a8d7f2cb0719ba9a9ae0f6670a31ea35a5847a97349e12a96da46ba7394,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC101,RC1,100,25,200,14,1696.95,TBGGP,d5da64b15763f850c865cd42f27a795c62d137f6f79beae3b6a6967c9a495b76,7bdcfde9ffe191aa4b892010d6df67e4e78d1624e71dbef20b79b4067662fa83,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC102,RC1,100,25,200,12,1554.75,TBGGP,1a0e83017bbbfad85bdb29045b94221ef12556c5ab4983284b4a413d90872399,317f9483e56d4832721508926ed314fe2e6d50d195213633c9a291756bffeea3,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC103,RC1,100,25,200,11,1261.67,S98,6977965ddbc157a7fe655e4cfc5e191d5ff3034cf18d27fffd67f828f4a27cb2,60fea28cae0d767c41d765fe9d8fd575887db0232757586176b4c79a6e2ab9ec,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC104,RC1,100,25,200,10,1135.48,CLM,955c8da1d9d180c1cc9d4690fd91c2c073357ee5259b6cb2f72e284a077ceb19,d5df66c805501641998e930aa6fd5503ff0a6c5858ba9aee2f4d8cf885937d36,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC105,RC1,100,25,200,13,1629.44,BBB,42586869e8424a1b010e20f89ec5f68a59e7cb11f82cfe8c2130fa2e343e89e1,13fee9948ed8981fe96481efbac0a1111e955a4b14ca30bf65d2d9174adc5242,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC106,RC1,100,25,200,11,1424.73,BBB,d8bf829247cc6d1a780d6b2ebd48a16baad8b79802473c788a006c989b5ac424,7851246a543dcfb73aee6400585e54c0cea084e0b5e87582331d65a9d159c41b,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC107,RC1,100,25,200,11,1230.48,S97,b730be084e85d6f2e22e4aba23ec0900a2d6cb23e2c710e3618a1cf479f9590a,921f81d03a77d401812147d484eb212efdfd107fab971117b9446ac713307737,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC108,RC1,100,25,200,10,1139.82,TBGGP,67c28f12fbd9e168e3bc42e89784ede2616e8c4aa2c3d9fd0270fa853fd04605,6c1fec07a270bf28f011aa8cfbd53b5c7b2b29e9cb798bdf5e39abb947e6492a,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC201,RC2,100,25,1000,4,1406.94,MBD,5e016034e23568321f17d972a4ce77ab88e4da5a95eaa46300ed640fa693bd1b,c03241371e60af1b939464756668e588c469a721dd11ba00403ac6b2d48974a5,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC202,RC2,100,25,1000,3,1365.65,GCC,0859da130bd19bedb85d63789a3d54c75842d8f0b4756e4ca26540582414e267,be85693950e355fe87024c300dcd080985b80df6dc6f190b6c5367b5a4e22414,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC203,RC2,100,25,1000,3,1049.62,CC,838b80e0b8d6919b3d641e5036c8f74b327732108d81fb821ce38786c8e57151,26b472ba8b42f8de21ae167b5ba87e5bf227bec9111be1eff198155babc6359c,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC204,RC2,100,25,1000,3,798.46,MBD,4e73bd24a6d1951b9d41e64d730b04c741a9dc78c8cb5aec8c31c7044a573148,d3c74cda05ba2f798ba0614b9ab7ea89613476c09fa5b806c179b3082d1a8dca,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC205,RC2,100,25,1000,4,1297.65,MBD,72872b05c39a76094a3809c69e1d11b6f7e18f7e578dd46f15dd8e72890e1c41,1b6ef5b943b74d561b1754a7745106af23d20d5cb57b5322355d817cd9b48ca7,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC206,RC2,100,25,1000,3,1146.32,H,447515f440894e5eebdb4d2e484d806c1a8f0a7c99ebbe8e080c91616ad85279,505265f8c39a0c13b353bbf1309ecd87cf0cc7f533eecf1732bff4748265cf19,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC207,RC2,100,25,1000,3,1061.14,BVH,6a2c783d7ac0b27ebcf1fe2a7a837fc67dad52041b7cdf8fb4062d1cd30f6f0b,a490c039f3bce98385519201303ca34a9c99fccc51fd7ff07122f67fd59d9037,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC208,RC2,100,25,1000,3,828.14,IKMUY,390d49b42587bc3a728a5fe0e55632b455236e448d989fbbdc6e8901f1f50165,258d9d9e2e2ad56b1a9d5331d855e809721b7d999ca14f1ae7eaac7826afec0a,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
