alternate_direct_cv_feasible,best_alternate_direct_cv_roundtrip_km,best_alternate_minus_owner_roundtrip_km,customer_id,demand_kg,direct_cv_reachable_depot_count,direct_cv_reachable_depots_json,direct_cv_roundtrip_km_by_depot_json,due_second,instance_id,owner_depot_id,owner_direct_cv_feasible,owner_direct_cv_roundtrip_km,ready_second,region
True,661.2095742667659,603.2551429207839,C011,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 57.954431345981995, ""D_chongqing"": 661.2095742667659}",59908.903080000004,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,57.954431345981995,57027.710940000004,cy
True,654.363164446059,606.015348725335,C012,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 48.347815720724, ""D_chongqing"": 654.363164446059}",50962.41456,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,48.347815720724,47803.5603,cy
True,653.8241115400369,606.1093165022039,C013,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 47.714795037833, ""D_chongqing"": 653.8241115400369}",59994.24414,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,47.714795037833,56829.20574,cy
True,666.0589577272809,602.1033158211559,C014,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 63.955641906124995, ""D_chongqing"": 666.0589577272809}",57021.69096,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,63.955641906124995,54711.19128,cy
True,670.8467377797949,624.780931744348,C015,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 46.065806035447, ""D_chongqing"": 670.8467377797949}",50440.96254,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,46.065806035447,47724.190200000005,cy
True,666.391723795115,616.844779485641,C016,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 49.546944309474, ""D_chongqing"": 666.391723795115}",64733.32212,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,49.546944309474,61613.370780000005,cy
True,661.402523971978,606.2511989275949,C017,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 55.15132504438299, ""D_chongqing"": 661.402523971978}",48186.10668,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,55.15132504438299,45210.73386,cy
True,665.9625436564208,602.1033158211559,C018,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 63.859227835265, ""D_chongqing"": 665.9625436564208}",59387.29416,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,63.859227835265,56078.33628,cy
True,670.6398454195349,624.780931744348,C019,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 45.858913675187, ""D_chongqing"": 670.6398454195349}",49193.238,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,45.858913675187,46433.3121,cy
True,652.252684593305,602.931253191025,C020,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 49.32143140228, ""D_chongqing"": 652.252684593305}",51774.95664,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,49.32143140228,48445.17642,cy
True,660.4999147459769,606.1795738460079,C021,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 54.320340899969, ""D_chongqing"": 660.4999147459769}",48744.22758,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,54.320340899969,45739.01196,cy
True,663.63067466444,605.810947333073,C022,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 57.819727331367, ""D_chongqing"": 663.63067466444}",51596.305440000004,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,57.819727331367,48306.39942,cy
True,659.4039253278819,606.0153487253339,C023,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 53.388576602548, ""D_chongqing"": 659.4039253278819}",45126.4533,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,53.388576602548,42326.67402,cy
True,654.1459447576169,606.9554165744479,C024,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 47.190528183169, ""D_chongqing"": 654.1459447576169}",51677.764259999996,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,47.190528183169,48472.52502,cy
True,664.5250779834289,604.6664732174579,C025,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 59.858604765971, ""D_chongqing"": 664.5250779834289}",56845.0827,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,59.858604765971,53563.16394,cy
True,673.7172985144041,613.2264156921511,C026,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 60.490882822253, ""D_chongqing"": 673.7172985144041}",57497.4264,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,60.490882822253,55293.21318,cy
True,671.35674445788,618.6506967364451,C027,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 52.706047721435, ""D_chongqing"": 671.35674445788}",56388.54366,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,52.706047721435,54086.68356,cy
True,661.199885325404,615.074096846169,C028,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 46.12578847923499, ""D_chongqing"": 661.199885325404}",51937.52178,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,46.12578847923499,48816.07146,cy
True,656.821282566156,606.015348725334,C029,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 50.805933840822, ""D_chongqing"": 656.821282566156}",46104.35586,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,50.805933840822,43993.03974,cy
True,652.400279960045,602.456022623433,C030,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 49.944257336612, ""D_chongqing"": 652.400279960045}",43143.95826,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,49.944257336612,41028.110459999996,cy
True,655.237967374559,608.270347180504,C031,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 46.967620194055, ""D_chongqing"": 655.237967374559}",48955.96044,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,46.967620194055,46585.062600000005,cy
True,667.2687462259471,620.2561304293951,C032,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 47.012615796552, ""D_chongqing"": 667.2687462259471}",51860.43048,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,47.012615796552,49775.20146,cy
True,666.374262612849,616.876834226728,C033,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 49.497428386121, ""D_chongqing"": 666.374262612849}",48292.77936,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,49.497428386121,45521.59074,cy
True,660.7239971080769,607.9396567551479,C034,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 52.784340352929, ""D_chongqing"": 660.7239971080769}",53613.083099999996,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,52.784340352929,50441.44602,cy
True,650.57320115319,603.20275754232,C035,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 47.370443610870005, ""D_chongqing"": 650.57320115319}",50877.16842,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,47.370443610870005,48918.71052,cy
True,664.676238908626,602.084919357109,C036,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 62.591319551517, ""D_chongqing"": 664.676238908626}",56003.5053,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,62.591319551517,53096.85282,cy
True,653.2619910923371,603.0684427182961,C037,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 50.193548374041, ""D_chongqing"": 653.2619910923371}",47902.36782,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,50.193548374041,45856.830239999996,cy
True,674.4034744421609,622.4523240141169,C038,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 51.951150428043995, ""D_chongqing"": 674.4034744421609}",46022.70828,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,51.951150428043995,43981.97466,cy
True,661.188213740063,606.141615276812,C039,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 55.046598463251, ""D_chongqing"": 661.188213740063}",63117.07056,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,55.046598463251,60417.8166,cy
True,653.521142818281,606.233204131077,C040,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 47.287938687204004, ""D_chongqing"": 653.521142818281}",51407.382000000005,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,47.287938687204004,47914.45764,cy
True,655.345477104467,606.952273432478,C041,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 48.393203671989, ""D_chongqing"": 655.345477104467}",47824.3413,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,48.393203671989,44685.75096,cy
True,661.61529394374,605.8029896739499,C042,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 55.812304269790005, ""D_chongqing"": 661.61529394374}",59902.3758,cn-cy-100c-01-V2-LOCATIONS,D_chengdu,True,55.812304269790005,58071.78372,cy
True,583.4934291919861,521.3834067603972,C043,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.4934291919861, ""D_chongqing"": 62.110022431589}",60062.05452,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,62.110022431589,56521.54842,cy
True,567.367169534059,489.13615437171705,C044,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.367169534059, ""D_chongqing"": 78.23101516234199}",47801.37756,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,78.23101516234199,44430.98046,cy
True,587.406553844774,520.964209921293,C045,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 587.406553844774, ""D_chongqing"": 66.442343923481}",50751.631680000006,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,66.442343923481,48713.25048,cy
True,568.48686869126,489.11661778203603,C046,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 568.48686869126, ""D_chongqing"": 79.37025090922401}",59066.059740000004,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,79.37025090922401,56746.67916,cy
True,572.604651202271,503.23979549043105,C047,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 572.604651202271, ""D_chongqing"": 69.36485571184001}",45909.070739999996,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,69.36485571184001,42598.48254,cy
True,583.01370658708,515.0598765859851,C048,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.01370658708, ""D_chongqing"": 67.95383000109499}",43867.54068,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,67.95383000109499,41407.9614,cy
True,586.0710767801381,524.3726866076162,C049,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.0710767801381, ""D_chongqing"": 61.698390172522004}",49968.1173,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,61.698390172522004,47923.05144,cy
True,573.2067123515319,487.9517607417589,C050,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.2067123515319, ""D_chongqing"": 85.254951609773}",63924.48642,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,85.254951609773,62072.54663999999,cy
True,593.866425994521,534.751650733889,C051,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 593.866425994521, ""D_chongqing"": 59.114775260632}",47160.58068,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,59.114775260632,45294.69954,cy
True,575.3944984347089,512.9171222734029,C052,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 575.3944984347089, ""D_chongqing"": 62.477376161306005}",61402.50498,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,62.477376161306005,57999.6864,cy
True,591.8300160255111,540.1988414584531,C053,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 591.8300160255111, ""D_chongqing"": 51.631174567058}",51774.95664,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,51.631174567058,48445.17642,cy
True,580.392218437858,518.9485533799669,C054,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 580.392218437858, ""D_chongqing"": 61.443665057891}",52756.08102,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,61.443665057891,49941.46992,cy
True,567.112435065875,475.90546343727806,C055,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.112435065875, ""D_chongqing"": 91.206971628597}",50398.87968,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,91.206971628597,48455.46774,cy
True,573.733909178869,501.51412685534103,C056,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.733909178869, ""D_chongqing"": 72.219782323528}",58139.520359999995,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,72.219782323528,56121.575280000005,cy
True,567.147947773472,491.01460675952194,C057,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.147947773472, ""D_chongqing"": 76.13334101395}",64734.5106,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,76.13334101395,61578.637919999994,cy
True,582.071987085548,514.606898788993,C058,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 582.071987085548, ""D_chongqing"": 67.465088296555}",51657.98022,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,67.465088296555,49589.077860000005,cy
True,576.3737465268999,503.6465414439509,C059,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 576.3737465268999, ""D_chongqing"": 72.727205082949}",61735.31238,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,72.727205082949,58159.64898,cy
True,585.9637223023719,524.69138952601,C060,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 585.9637223023719, ""D_chongqing"": 61.272332776362006}",49998.48738,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,61.272332776362006,46809.08274,cy
True,554.845222833422,472.066043113659,C061,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 554.845222833422, ""D_chongqing"": 82.779179719763}",42496.48668,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,82.779179719763,40468.26366,cy
True,577.014378859915,499.49095627251006,C062,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 577.014378859915, ""D_chongqing"": 77.52342258740501}",56355.46098,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,77.52342258740501,52972.9026,cy
True,585.9637223030219,524.6913895260099,C063,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 585.9637223030219, ""D_chongqing"": 61.272332777012004}",63160.44726,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,61.272332777012004,60122.545679999996,cy
True,564.571271412468,478.33982242330205,C064,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 564.571271412468, ""D_chongqing"": 86.23144898916601}",47550.28164,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,86.23144898916601,44474.03016,cy
True,588.2456384685291,538.0609910313532,C065,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 588.2456384685291, ""D_chongqing"": 50.184647437176}",51411.697140000004,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,50.184647437176,49332.2235,cy
True,586.071076744798,524.3726866076161,C066,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.071076744798, ""D_chongqing"": 61.698390137182}",65192.146980000005,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,61.698390137182,62206.68162,cy
True,559.126340929034,466.784014354916,C067,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 559.126340929034, ""D_chongqing"": 92.34232657411799}",45131.02188,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,92.34232657411799,42066.33456,cy
True,568.779006159559,479.981824614619,C068,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 568.779006159559, ""D_chongqing"": 88.79718154494}",46758.4557,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,88.79718154494,43830.811259999995,cy
True,563.712911537315,481.987033969082,C069,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 563.712911537315, ""D_chongqing"": 81.725877568233}",52341.69762,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,81.725877568233,49024.568400000004,cy
True,587.217216352983,521.995749477657,C070,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 587.217216352983, ""D_chongqing"": 65.221466875326}",52586.44062,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,65.221466875326,49705.61916,cy
True,572.361158619148,492.016165853823,C071,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 572.361158619148, ""D_chongqing"": 80.344992765325}",49088.75676,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,80.344992765325,46452.10596,cy
True,576.3034951162581,495.1299926027061,C072,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 576.3034951162581, ""D_chongqing"": 81.173502513552}",47727.7305,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,81.173502513552,45474.778679999996,cy
True,574.4748285884541,505.1092079798891,C073,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 574.4748285884541, ""D_chongqing"": 69.365620608565}",60446.91042,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,69.365620608565,57703.733819999994,cy
True,582.9333050793709,518.8594279008789,C074,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 582.9333050793709, ""D_chongqing"": 64.073877178492}",50670.38226,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,64.073877178492,47849.46768,cy
True,567.7904851604151,491.64879622914907,C075,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 567.7904851604151, ""D_chongqing"": 76.14168893126599}",51036.4845,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,76.14168893126599,47687.75994,cy
True,579.4024756873821,501.85848374809507,C076,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 579.4024756873821, ""D_chongqing"": 77.543991939287}",50411.946,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,77.543991939287,47487.569639999994,cy
True,565.156837707363,484.28871695167703,C077,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 565.156837707363, ""D_chongqing"": 80.868120755686}",52297.22178,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,80.868120755686,49577.444820000004,cy
True,573.733909140089,501.51412685534103,C078,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.733909140089, ""D_chongqing"": 72.219782284748}",46426.18602,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,72.219782284748,43712.394,cy
True,570.823300524459,501.601180470263,C079,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 570.823300524459, ""D_chongqing"": 69.222120054196}",57914.86518,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,69.222120054196,54537.418439999994,cy
True,581.9191145060679,515.4455870834439,C080,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 581.9191145060679, ""D_chongqing"": 66.473527422624}",44805.62118,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,66.473527422624,41783.45238,cy
True,577.489508234623,513.25225896346,C081,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 577.489508234623, ""D_chongqing"": 64.23724927116301}",51882.56484,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,64.23724927116301,48557.79804,cy
True,573.144232418926,499.786790062396,C082,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 573.144232418926, ""D_chongqing"": 73.35744235653}",52046.4936,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,73.35744235653,49826.315819999996,cy
True,585.898900303568,524.471212535097,C083,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 585.898900303568, ""D_chongqing"": 61.427687768471}",55428.689280000006,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,61.427687768471,53568.06222,cy
True,582.297253482591,521.023929881734,C084,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 582.297253482591, ""D_chongqing"": 61.273323600857}",61220.26638,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,61.273323600857,57756.5046,cy
True,583.559290201341,521.625310419766,C085,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.559290201341, ""D_chongqing"": 61.933979781575005}",47822.53128,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,61.933979781575005,44719.90116,cy
True,582.8915413670941,515.32074115441,C086,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 582.8915413670941, ""D_chongqing"": 67.570800212684}",61005.88854,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,67.570800212684,58096.725,cy
True,556.653663917386,476.124621922891,C087,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 556.653663917386, ""D_chongqing"": 80.529041994495}",51665.91996,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,80.529041994495,48969.58212,cy
True,580.094361096657,511.95095183483704,C088,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 580.094361096657, ""D_chongqing"": 68.14340926182}",57649.3911,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,68.14340926182,55569.01488,cy
True,583.226410848354,516.742949503286,C089,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.226410848354, ""D_chongqing"": 66.48346134506801}",55622.11608,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,66.48346134506801,53328.78312,cy
True,582.26221441545,514.751173075367,C090,347.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 582.26221441545, ""D_chongqing"": 67.511041340083}",50166.3855,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,67.511041340083,48000.624899999995,cy
True,577.6835544096621,513.446305189738,C091,139.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 577.6835544096621, ""D_chongqing"": 64.237249219924}",46362.24384,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,64.237249219924,43413.93246,cy
True,581.3131432813459,509.5094877632489,C092,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 581.3131432813459, ""D_chongqing"": 71.803655518097}",56603.61852,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,71.803655518097,54054.074400000005,cy
True,556.3675344147409,475.56900133637595,C093,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 556.3675344147409, ""D_chongqing"": 80.798533078365}",48634.50354,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,80.798533078365,46122.38058,cy
True,586.877664096493,520.223537462346,C094,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.877664096493, ""D_chongqing"": 66.654126634147}",47708.99802,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,66.654126634147,44657.39184,cy
True,586.5707291839921,523.1234454907491,C095,208.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 586.5707291839921, ""D_chongqing"": 63.447283693243}",48962.275559999995,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,63.447283693243,46819.699980000005,cy
True,583.632534520084,515.963999770227,C096,278.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 583.632534520084, ""D_chongqing"": 67.668534749857}",61739.095499999996,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,67.668534749857,58817.28318,cy
True,587.4388222029049,523.2660941227309,C097,417.0,2,"[""D_chengdu"", ""D_chongqing""]","{""D_chengdu"": 587.4388222029049, ""D_chongqing"": 64.172728080174}",51678.59466,cn-cy-100c-01-V2-LOCATIONS,D_chongqing,True,64.172728080174,49262.4414,cy
