instance,class,customers,max_vehicles,capacity,bks_vehicles,bks_distance,bks_reference_code,source_solution_sha256,bundle_instance_sha256,bundle_matrix_sha256,bundle_carbon_sha256,generic_loader_match,search_evaluations
R204,R2,100,25,1000,2,825.52,BVH,faeacdc86687a6acfd0a969d9d1a21e5bcb9055c8ebcebf76fc96e04b88e92eb,00d98721e58a03ece2928380519caf451fdfefb8e0a0df240fb58fc6193224b8,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R205,R2,100,25,1000,3,994.43,RGP,9e25e38608ba7a992a6573df994170da0f9e113206decf1991fc39a9407a21fd,e85262a2c0ab41d97ce5ea1d7766f3064108fe0070ca61ec05bd814ee455f028,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R206,R2,100,25,1000,3,906.14,SSSD,4d24a716047bb4b1b6b1c48207e3c61787ee5d9db9d10c4bfad9e257f63cf0ff,fdf94301617753c222393dd978b059ed0bad20b0e1ce9e2e9687f3a822b4543d,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R207,R2,100,25,1000,2,890.61,RP,3ae816f4e6c75247c879c3e9867788e8d5ed2ca897784105103ec099c167ffff,8264ef36d8b150df21151c8521696e9fa3a611b91fdbd58d0ab611517cae50b8,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R208,R2,100,25,1000,2,726.82,MBD,d69f32cc74f87a073d38d2c7905609f804f8cf41b58142dda58cdd6396d8988a,bd97c7ba132157106a68001d1c5bf22382443ad87dde5577609a56f361e349bd,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R209,R2,100,25,1000,3,909.16,H,b4c4bcf34440bb8168dabec5a91371298b89c4fb7aa5f2c04367610eb72569c8,799a0a2ebbb84aea9f76c53d17041d40825edec1a23ac407598d91627c110b3a,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R210,R2,100,25,1000,3,939.37,MBD,471b84ba53e3fd8363fb90d0c6b6ee87b4bb8cc8a26e565b619c50a726b8659f,d8fea0c5f4aded1a81c242d6513245b8c5298fc099af85bfb955164ea929e7d3,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
R211,R2,100,25,1000,2,885.71,WL,3f9a114a53b2c6521fa0086fd6b33233d57c41f6cc07341662bbacb3d806934d,41cc471ef3b464756b11efc5f277c39755f3be028bace1756798daef7ee88660,2e9d188e74eb10bb96d177b146e5afaa95ad95c8f0aa5f812bbc499c347a3d2f,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC101,RC1,100,25,200,14,1696.95,TBGGP,d5da64b15763f850c865cd42f27a795c62d137f6f79beae3b6a6967c9a495b76,02e82e8cda67a794b64006c45b9fe7442d4c09cebd3e8e1cfd2fb0a9727681a9,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC102,RC1,100,25,200,12,1554.75,TBGGP,1a0e83017bbbfad85bdb29045b94221ef12556c5ab4983284b4a413d90872399,599df2165e9b116804f56b191f0088b62d2c07aeaa9a531f21b9663f70e4d77e,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC103,RC1,100,25,200,11,1261.67,S98,6977965ddbc157a7fe655e4cfc5e191d5ff3034cf18d27fffd67f828f4a27cb2,a2da869b5afd7bb7d26a3b819dd72629133e11076b59b0efea6f28ab7ff8f878,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC104,RC1,100,25,200,10,1135.48,CLM,955c8da1d9d180c1cc9d4690fd91c2c073357ee5259b6cb2f72e284a077ceb19,0fd402e604f65b4bff6c021872d53ef0e41f611ef6e8a7c2dc84078111431432,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC105,RC1,100,25,200,13,1629.44,BBB,42586869e8424a1b010e20f89ec5f68a59e7cb11f82cfe8c2130fa2e343e89e1,a968e55fe77fbe7990a0d6ea6ef3e67492cdc302289bb90d8297ed14fd4d4975,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC106,RC1,100,25,200,11,1424.73,BBB,d8bf829247cc6d1a780d6b2ebd48a16baad8b79802473c788a006c989b5ac424,b7d2dc483fcaace8b13677ff0eeb30ba1b5a471ce6cad7709115c3948093cde5,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC107,RC1,100,25,200,11,1230.48,S97,b730be084e85d6f2e22e4aba23ec0900a2d6cb23e2c710e3618a1cf479f9590a,70d5a33b2523c8c6c622cf6ebaaea9e56b33ba2f235c6fac8b3095124f18105e,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC108,RC1,100,25,200,10,1139.82,TBGGP,67c28f12fbd9e168e3bc42e89784ede2616e8c4aa2c3d9fd0270fa853fd04605,e39691a67ceb5a906b6cbb2a8d4c707024b60b340ba4dd89181e750f3a33b3a9,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC201,RC2,100,25,1000,4,1406.94,MBD,5e016034e23568321f17d972a4ce77ab88e4da5a95eaa46300ed640fa693bd1b,f32f21e5b7416a91a60a3d74064131bd0d6c25e9207927029a4d543148f0ca33,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC202,RC2,100,25,1000,3,1365.65,GCC,0859da130bd19bedb85d63789a3d54c75842d8f0b4756e4ca26540582414e267,51a9716c49f6b44ebaa87a7b1fc81eeadd566d0f71322378099ea9b791070a64,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC203,RC2,100,25,1000,3,1049.62,CC,838b80e0b8d6919b3d641e5036c8f74b327732108d81fb821ce38786c8e57151,35f4740c9f54287c2564fde428d37881c3ec6efa192f4149a7dd16deb63ad734,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC204,RC2,100,25,1000,3,798.46,MBD,4e73bd24a6d1951b9d41e64d730b04c741a9dc78c8cb5aec8c31c7044a573148,10cfb1e62d5019b14b86e5bcf2b195f7c48a79adf60e5f558567168bdede2a24,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC205,RC2,100,25,1000,4,1297.65,MBD,72872b05c39a76094a3809c69e1d11b6f7e18f7e578dd46f15dd8e72890e1c41,6b22953f012663c21d222a0fa826658871879e219aceb32dc9487a21e0d234d9,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC206,RC2,100,25,1000,3,1146.32,H,447515f440894e5eebdb4d2e484d806c1a8f0a7c99ebbe8e080c91616ad85279,2b8f8075046c6c638360428a91acc30292e1ab137a7a6f8a9dd212898eb8c514,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC207,RC2,100,25,1000,3,1061.14,BVH,6a2c783d7ac0b27ebcf1fe2a7a837fc67dad52041b7cdf8fb4062d1cd30f6f0b,faca99610ff3a9f6cad81225e0ddf7900aad625bd059e2c71aba6d82cb943d82,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
RC208,RC2,100,25,1000,3,828.14,IKMUY,390d49b42587bc3a728a5fe0e55632b455236e448d989fbbdc6e8901f1f50165,d7391d9cd20a3e955b26b0a306306772d75b15a6b41405f0a54ef4b9f3e38f2a,82527cd11408082c7cd2922beb8a4083951630213a7aeb15e291a16f5a2ad02e,b900a2f2f5f6dac70be1d8372d04de9441d2e79a52cd5c3a79b791552ac833bd,1,0
