category,instance,size,replicate,bundle_dir,base_instance_path,bundle_instance_num_cv,bundle_instance_num_ev,instance_metadata_num_cv,instance_metadata_num_ev,manifest_metadata_num_cv,manifest_metadata_num_ev,manifest_config_num_cv,manifest_config_num_ev,text_num_cv,text_num_ev,raw_num_cv,raw_num_ev,source_consistent
vanilla,e2-vanilla-75c-03,75,3,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-75c-03,models/data_bundle/raw_instances/goeke_uk/E-UK75_03.txt,5,5,5,5,5,5,5,5,5,5,5,5,True
vanilla,e2-vanilla-100c-01,100,1,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-100c-01,models/data_bundle/raw_instances/goeke_uk/E-UK100_01.txt,7,7,7,7,7,7,7,7,7,7,7,7,True
vanilla,e2-vanilla-100c-02,100,2,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-100c-02,models/data_bundle/raw_instances/goeke_uk/E-UK100_02.txt,7,6,7,6,7,6,7,6,7,6,7,6,True
vanilla,e2-vanilla-100c-03,100,3,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-100c-03,models/data_bundle/raw_instances/goeke_uk/E-UK100_03.txt,7,6,7,6,7,6,7,6,7,6,7,6,True
vanilla,e2-vanilla-150c-01,150,1,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-150c-01,models/data_bundle/raw_instances/goeke_uk/E-UK150_01.txt,10,10,10,10,10,10,10,10,10,10,10,10,True
vanilla,e2-vanilla-150c-02,150,2,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-150c-02,models/data_bundle/raw_instances/goeke_uk/E-UK150_02.txt,10,10,10,10,10,10,10,10,10,10,10,10,True
vanilla,e2-vanilla-150c-03,150,3,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-150c-03,models/data_bundle/raw_instances/goeke_uk/E-UK150_03.txt,10,9,10,9,10,9,10,9,10,9,10,9,True
vanilla,e2-vanilla-200c-01,200,1,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-200c-01,models/data_bundle/raw_instances/goeke_uk/E-UK200_01.txt,14,14,14,14,14,14,14,14,14,14,14,14,True
vanilla,e2-vanilla-200c-02,200,2,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-200c-02,models/data_bundle/raw_instances/goeke_uk/E-UK200_02.txt,12,12,12,12,12,12,12,12,12,12,12,12,True
vanilla,e2-vanilla-200c-03,200,3,models/data_bundle/generated_instances/e2_benchmark/vanilla/e2-vanilla-200c-03,models/data_bundle/raw_instances/goeke_uk/E-UK200_03.txt,14,13,14,13,14,13,14,13,14,13,14,13,True
multidepot,e2-multidepot-10c-01,10,1,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-10c-01,models/data_bundle/raw_instances/goeke_uk/E-UK10_01.txt,1,1,1,1,1,1,1,1,1,1,1,1,True
multidepot,e2-multidepot-10c-02,10,2,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-10c-02,models/data_bundle/raw_instances/goeke_uk/E-UK10_02.txt,1,1,1,1,1,1,1,1,1,1,1,1,True
multidepot,e2-multidepot-10c-03,10,3,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-10c-03,models/data_bundle/raw_instances/goeke_uk/E-UK10_03.txt,1,1,1,1,1,1,1,1,1,1,1,1,True
multidepot,e2-multidepot-15c-01,15,1,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-15c-01,models/data_bundle/raw_instances/goeke_uk/E-UK15_01.txt,2,0,2,0,2,0,2,0,2,0,2,0,True
multidepot,e2-multidepot-15c-02,15,2,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-15c-02,models/data_bundle/raw_instances/goeke_uk/E-UK15_02.txt,1,1,1,1,1,1,1,1,1,1,1,1,True
multidepot,e2-multidepot-15c-03,15,3,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-15c-03,models/data_bundle/raw_instances/goeke_uk/E-UK15_03.txt,2,1,2,1,2,1,2,1,2,1,2,1,True
multidepot,e2-multidepot-20c-01,20,1,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-20c-01,models/data_bundle/raw_instances/goeke_uk/E-UK20_01.txt,2,1,2,1,2,1,2,1,2,1,2,1,True
multidepot,e2-multidepot-20c-02,20,2,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-20c-02,models/data_bundle/raw_instances/goeke_uk/E-UK20_02.txt,2,1,2,1,2,1,2,1,2,1,2,1,True
multidepot,e2-multidepot-20c-03,20,3,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-20c-03,models/data_bundle/raw_instances/goeke_uk/E-UK20_03.txt,2,1,2,1,2,1,2,1,2,1,2,1,True
multidepot,e2-multidepot-25c-01,25,1,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-25c-01,models/data_bundle/raw_instances/goeke_uk/E-UK25_01.txt,2,1,2,1,2,1,2,1,2,1,2,1,True
multidepot,e2-multidepot-25c-02,25,2,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-25c-02,models/data_bundle/raw_instances/goeke_uk/E-UK25_02.txt,2,2,2,2,2,2,2,2,2,2,2,2,True
multidepot,e2-multidepot-25c-03,25,3,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-25c-03,models/data_bundle/raw_instances/goeke_uk/E-UK25_03.txt,2,1,2,1,2,1,2,1,2,1,2,1,True
multidepot,e2-multidepot-50c-01,50,1,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-50c-01,models/data_bundle/raw_instances/goeke_uk/E-UK50_01.txt,4,3,4,3,4,3,4,3,4,3,4,3,True
multidepot,e2-multidepot-50c-02,50,2,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-50c-02,models/data_bundle/raw_instances/goeke_uk/E-UK50_02.txt,4,3,4,3,4,3,4,3,4,3,4,3,True
multidepot,e2-multidepot-50c-03,50,3,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-50c-03,models/data_bundle/raw_instances/goeke_uk/E-UK50_03.txt,4,3,4,3,4,3,4,3,4,3,4,3,True
multidepot,e2-multidepot-75c-01,75,1,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-75c-01,models/data_bundle/raw_instances/goeke_uk/E-UK75_01.txt,6,5,6,5,6,5,6,5,6,5,6,5,True
multidepot,e2-multidepot-75c-02,75,2,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-75c-02,models/data_bundle/raw_instances/goeke_uk/E-UK75_02.txt,6,5,6,5,6,5,6,5,6,5,6,5,True
multidepot,e2-multidepot-75c-03,75,3,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-75c-03,models/data_bundle/raw_instances/goeke_uk/E-UK75_03.txt,5,5,5,5,5,5,5,5,5,5,5,5,True
multidepot,e2-multidepot-100c-01,100,1,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-100c-01,models/data_bundle/raw_instances/goeke_uk/E-UK100_01.txt,7,7,7,7,7,7,7,7,7,7,7,7,True
multidepot,e2-multidepot-100c-02,100,2,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-100c-02,models/data_bundle/raw_instances/goeke_uk/E-UK100_02.txt,7,6,7,6,7,6,7,6,7,6,7,6,True
multidepot,e2-multidepot-100c-03,100,3,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-100c-03,models/data_bundle/raw_instances/goeke_uk/E-UK100_03.txt,7,6,7,6,7,6,7,6,7,6,7,6,True
multidepot,e2-multidepot-150c-01,150,1,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-150c-01,models/data_bundle/raw_instances/goeke_uk/E-UK150_01.txt,10,10,10,10,10,10,10,10,10,10,10,10,True
multidepot,e2-multidepot-150c-02,150,2,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-150c-02,models/data_bundle/raw_instances/goeke_uk/E-UK150_02.txt,10,10,10,10,10,10,10,10,10,10,10,10,True
multidepot,e2-multidepot-150c-03,150,3,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-150c-03,models/data_bundle/raw_instances/goeke_uk/E-UK150_03.txt,10,9,10,9,10,9,10,9,10,9,10,9,True
multidepot,e2-multidepot-200c-01,200,1,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-200c-01,models/data_bundle/raw_instances/goeke_uk/E-UK200_01.txt,14,14,14,14,14,14,14,14,14,14,14,14,True
multidepot,e2-multidepot-200c-02,200,2,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-200c-02,models/data_bundle/raw_instances/goeke_uk/E-UK200_02.txt,12,12,12,12,12,12,12,12,12,12,12,12,True
multidepot,e2-multidepot-200c-03,200,3,models/data_bundle/generated_instances/e2_benchmark/multidepot/e2-multidepot-200c-03,models/data_bundle/raw_instances/goeke_uk/E-UK200_03.txt,14,13,14,13,14,13,14,13,14,13,14,13,True
threeshift,e2-threeshift-50c-01,50,1,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-50c-01,models/data_bundle/raw_instances/goeke_uk/E-UK50_01.txt,4,3,4,3,4,3,4,3,4,3,4,3,True
threeshift,e2-threeshift-50c-02,50,2,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-50c-02,models/data_bundle/raw_instances/goeke_uk/E-UK50_02.txt,4,3,4,3,4,3,4,3,4,3,4,3,True
threeshift,e2-threeshift-50c-03,50,3,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-50c-03,models/data_bundle/raw_instances/goeke_uk/E-UK50_03.txt,4,3,4,3,4,3,4,3,4,3,4,3,True
threeshift,e2-threeshift-75c-01,75,1,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-01,models/data_bundle/raw_instances/goeke_uk/E-UK75_01.txt,6,5,6,5,6,5,6,5,6,5,6,5,True
threeshift,e2-threeshift-75c-02,75,2,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-02,models/data_bundle/raw_instances/goeke_uk/E-UK75_02.txt,6,5,6,5,6,5,6,5,6,5,6,5,True
threeshift,e2-threeshift-75c-03,75,3,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-75c-03,models/data_bundle/raw_instances/goeke_uk/E-UK75_03.txt,5,5,5,5,5,5,5,5,5,5,5,5,True
threeshift,e2-threeshift-100c-01,100,1,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-01,models/data_bundle/raw_instances/goeke_uk/E-UK100_01.txt,7,7,7,7,7,7,7,7,7,7,7,7,True
threeshift,e2-threeshift-100c-02,100,2,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-02,models/data_bundle/raw_instances/goeke_uk/E-UK100_02.txt,7,6,7,6,7,6,7,6,7,6,7,6,True
threeshift,e2-threeshift-100c-03,100,3,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-100c-03,models/data_bundle/raw_instances/goeke_uk/E-UK100_03.txt,7,6,7,6,7,6,7,6,7,6,7,6,True
threeshift,e2-threeshift-150c-01,150,1,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-01,models/data_bundle/raw_instances/goeke_uk/E-UK150_01.txt,10,10,10,10,10,10,10,10,10,10,10,10,True
threeshift,e2-threeshift-150c-02,150,2,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-02,models/data_bundle/raw_instances/goeke_uk/E-UK150_02.txt,10,10,10,10,10,10,10,10,10,10,10,10,True
threeshift,e2-threeshift-150c-03,150,3,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-150c-03,models/data_bundle/raw_instances/goeke_uk/E-UK150_03.txt,10,9,10,9,10,9,10,9,10,9,10,9,True
threeshift,e2-threeshift-200c-01,200,1,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-01,models/data_bundle/raw_instances/goeke_uk/E-UK200_01.txt,14,14,14,14,14,14,14,14,14,14,14,14,True
threeshift,e2-threeshift-200c-02,200,2,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-02,models/data_bundle/raw_instances/goeke_uk/E-UK200_02.txt,12,12,12,12,12,12,12,12,12,12,12,12,True
threeshift,e2-threeshift-200c-03,200,3,models/data_bundle/generated_instances/e2_benchmark/threeshift/e2-threeshift-200c-03,models/data_bundle/raw_instances/goeke_uk/E-UK200_03.txt,14,13,14,13,14,13,14,13,14,13,14,13,True
