accepted,actual_evals,algorithm,best_obj,bundle,candidate_obj,current_obj,delta,destroy_id,improved_best,improved_current,q_ratio,repair_id,reward,reward_code,seed,split,step_index,terminated,threshold_ratio,truncated,violation_count,worker_numpy_version,worker_python_executable
True,26,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5584.284002455314,5584.284002455314,2.8912040689901914,whole_route_removal,False,False,0.3666666666666667,regret2_insert_repair,0.0,accepted_worse,1,formal_10001,26,False,0.012727272727272728,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,27,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5584.284002455314,5584.284002455314,0.0,route_segment_removal,False,False,0.26666666666666666,regret2_insert_repair,0.0,rejected,1,formal_10001,27,False,0.0038383838383838384,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,28,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5579.13066334793,5579.13066334793,-5.153339107384454,vehicle_type_swap,False,True,0.16666666666666669,greedy_insert_repair,0.09228289795287307,current_improved,1,formal_10001,28,False,0.0014141414141414144,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,29,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5623.158179611601,5579.13066334793,44.027516263670805,worst_customer_removal,False,False,0.3,regret3_insert_repair,0.0,rejected,1,formal_10001,29,False,0.0024242424242424242,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,30,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5633.661604671394,5579.13066334793,54.5309413234645,shaw_related_removal,False,False,0.3,regret2_insert_repair,0.0,rejected,1,formal_10001,30,False,0.00909090909090909,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,31,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5684.832622626425,5579.13066334793,105.70195927849545,whole_route_removal,False,False,0.33333333333333337,regret3_insert_repair,0.0,rejected,1,formal_10001,31,False,0.007272727272727273,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,32,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5583.377313110802,5583.377313110802,4.246649762872039,shaw_related_removal,False,False,0.13333333333333333,regret2_insert_repair,0.0,accepted_worse,1,formal_10001,32,False,0.00404040404040404,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,33,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5754.0277549870525,5583.377313110802,170.65044187625062,worst_customer_removal,False,False,0.2,greedy_insert_repair,0.0,rejected,1,formal_10001,33,False,0.011515151515151516,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,34,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5568.585177232617,5568.585177232617,-14.792135878185036,vehicle_type_swap,False,True,0.33333333333333337,regret3_insert_repair,0.2649316900623994,current_improved,1,formal_10001,34,False,0.015151515151515152,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,35,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5598.903310228631,5598.903310228631,30.318132996014356,whole_route_removal,False,False,0.3,regret3_insert_repair,0.0,accepted_worse,1,formal_10001,35,False,0.010101010101010102,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,36,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5707.352848464793,5598.903310228631,108.44953823616197,random_customer_removal,False,False,0.16666666666666669,regret2_insert_repair,0.0,rejected,1,formal_10001,36,False,0.0026262626262626263,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,37,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5709.08366737772,5598.903310228631,110.1803571490891,whole_route_removal,False,False,0.16666666666666669,regret3_insert_repair,0.0,rejected,1,formal_10001,37,False,0.015353535353535354,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,38,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5598.903310228631,5598.903310228631,0.0,whole_route_removal,False,False,0.4,greedy_insert_repair,0.0,accepted_worse,1,formal_10001,38,False,0.00808080808080808,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,39,random_full,5549.597975503236,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5549.597975503236,5549.597975503236,-49.30533472539537,worst_customer_removal,True,True,0.13333333333333333,regret3_insert_repair,5.0,global_best,1,formal_10001,39,False,0.014747474747474747,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,40,random_full,5549.597975503236,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5818.870405590143,5549.597975503236,269.27243008690675,worst_customer_removal,False,False,0.16666666666666669,regret2_insert_repair,0.0,rejected,1,formal_10001,40,False,0.016969696969696968,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,41,random_full,5460.21742342758,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5460.21742342758,5460.21742342758,-89.38055207565594,shaw_related_removal,True,True,0.3,regret3_insert_repair,5.0,global_best,1,formal_10001,41,False,0.01393939393939394,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,42,random_full,5460.21742342758,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5460.21742342758,5460.21742342758,0.0,whole_route_removal,False,False,0.2,greedy_insert_repair,0.0,accepted_worse,1,formal_10001,42,False,0.01898989898989899,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,43,random_full,5460.21742342758,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5723.486692608989,5460.21742342758,263.2692691814091,worst_customer_removal,False,False,0.33333333333333337,regret3_insert_repair,0.0,rejected,1,formal_10001,43,False,0.007070707070707071,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,44,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5459.772895298224,5459.772895298224,-0.4445281293556036,whole_route_removal,True,True,0.2,regret2_insert_repair,5.0,global_best,1,formal_10001,44,False,0.010101010101010102,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,45,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5734.197322945659,5459.772895298224,274.42442764743464,random_customer_removal,False,False,0.4,regret2_insert_repair,0.0,rejected,1,formal_10001,45,False,0.005656565656565657,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,46,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5540.639099793559,5540.639099793559,80.86620449533439,route_segment_removal,False,False,0.16666666666666669,regret2_insert_repair,0.0,accepted_worse,1,formal_10001,46,False,0.01818181818181818,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,47,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5810.3222242090615,5540.639099793559,269.6831244155028,random_customer_removal,False,False,0.4,greedy_insert_repair,0.0,rejected,1,formal_10001,47,False,0.0052525252525252525,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,48,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5521.015125241934,5521.015125241934,-19.623974551624997,vehicle_type_swap,False,True,0.3666666666666667,regret2_insert_repair,0.35418250851884897,current_improved,1,formal_10001,48,False,0.012727272727272728,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,49,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5579.293844422984,5521.015125241934,58.27871918105029,shaw_related_removal,False,False,0.1,regret3_insert_repair,0.0,rejected,1,formal_10001,49,False,0.008888888888888889,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,50,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5525.1404169586785,5525.1404169586785,4.125291716744869,shaw_related_removal,False,False,0.13333333333333333,regret2_insert_repair,0.0,accepted_worse,1,formal_10001,50,False,0.0044444444444444444,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,51,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5525.1404169586785,5525.1404169586785,0.0,whole_route_removal,False,False,0.33333333333333337,regret2_insert_repair,0.0,accepted_worse,1,formal_10001,51,False,0.012121212121212121,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,52,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5508.843687170815,5508.843687170815,-16.296729787863114,vehicle_type_swap,False,True,0.3,regret3_insert_repair,0.2949559388181789,current_improved,1,formal_10001,52,False,0.005656565656565657,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,53,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5508.847595746811,5508.847595746811,0.0039085759954105015,route_segment_removal,False,False,0.1,greedy_insert_repair,0.0,accepted_worse,1,formal_10001,53,False,0.019393939393939394,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,54,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5616.7747649357,5508.847595746811,107.92716918888891,whole_route_removal,False,False,0.26666666666666666,regret3_insert_repair,0.0,rejected,1,formal_10001,54,False,0.012323232323232323,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,55,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,6005.2731352756255,5508.847595746811,496.4255395288146,random_customer_removal,False,False,0.3,greedy_insert_repair,0.0,rejected,1,formal_10001,55,False,0.011515151515151516,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,56,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5737.348715501778,5508.847595746811,228.50111975496748,random_customer_removal,False,False,0.13333333333333333,regret3_insert_repair,0.0,rejected,1,formal_10001,56,False,0.010303030303030303,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,57,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5728.65195778887,5508.847595746811,219.80436204205944,random_customer_removal,False,False,0.16666666666666669,regret3_insert_repair,0.0,rejected,1,formal_10001,57,False,0.0026262626262626263,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,58,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5588.367557674916,5508.847595746811,79.51996192810475,random_customer_removal,False,False,0.13333333333333333,greedy_insert_repair,0.0,rejected,1,formal_10001,58,False,0.010707070707070708,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,59,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5785.6607762395215,5508.847595746811,276.81318049271067,shaw_related_removal,False,False,0.4,regret3_insert_repair,0.0,rejected,1,formal_10001,59,False,0.015959595959595962,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,60,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5508.847595746811,5508.847595746811,0.0,route_segment_removal,False,False,0.4,regret3_insert_repair,0.0,rejected,1,formal_10001,60,False,0.00040404040404040404,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,61,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5485.103801589342,5485.103801589342,-23.743794157468983,random_customer_removal,False,True,0.1,regret2_insert_repair,0.4310119992392009,current_improved,1,formal_10001,61,False,0.011919191919191918,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,62,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5882.285966404652,5485.103801589342,397.18216481531,worst_customer_removal,False,False,0.16666666666666669,greedy_insert_repair,0.0,rejected,1,formal_10001,62,False,0.0018181818181818182,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,63,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5512.092755143494,5485.103801589342,26.98895355415243,route_segment_removal,False,False,0.3,regret2_insert_repair,0.0,rejected,1,formal_10001,63,False,0.0006060606060606061,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,64,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5511.925113877213,5511.925113877213,26.82131228787148,shaw_related_removal,False,False,0.13333333333333333,regret3_insert_repair,0.0,accepted_worse,1,formal_10001,64,False,0.007676767676767677,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,65,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5585.301487767546,5511.925113877213,73.37637389033262,random_customer_removal,False,False,0.16666666666666669,greedy_insert_repair,0.0,rejected,1,formal_10001,65,False,0.008282828282828284,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,66,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5702.426671663003,5511.925113877213,190.50155778578937,shaw_related_removal,False,False,0.2,regret3_insert_repair,0.0,rejected,1,formal_10001,66,False,0.00040404040404040404,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,67,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5511.925113877213,5511.925113877213,0.0,route_segment_removal,False,False,0.1,greedy_insert_repair,0.0,rejected,1,formal_10001,67,False,0.019393939393939394,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,68,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5511.925113877213,5511.925113877213,0.0,route_segment_removal,False,False,0.13333333333333333,regret2_insert_repair,0.0,rejected,1,formal_10001,68,False,0.007676767676767677,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,69,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5701.528004678347,5511.925113877213,189.60289080113398,shaw_related_removal,False,False,0.23333333333333334,regret3_insert_repair,0.0,rejected,1,formal_10001,69,False,0.0016161616161616162,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,70,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5490.579422910119,5490.579422910119,-21.345690967094015,vehicle_type_swap,False,True,0.13333333333333333,regret2_insert_repair,0.3872638057681987,current_improved,1,formal_10001,70,False,0.0022222222222222222,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,71,random_full,5459.772895298224,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5826.882536136255,5490.579422910119,336.3031132261358,shaw_related_removal,False,False,0.3,greedy_insert_repair,0.0,rejected,1,formal_10001,71,False,0.012323232323232323,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,72,random_full,5448.798787767656,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5448.798787767656,5448.798787767656,-41.780635142463325,random_customer_removal,True,True,0.33333333333333337,regret3_insert_repair,5.0,global_best,1,formal_10001,72,False,0.018383838383838384,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,73,random_full,5448.798787767656,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5448.798787767656,5448.798787767656,0.0,route_segment_removal,False,False,0.13333333333333333,regret3_insert_repair,0.0,rejected,1,formal_10001,73,False,0.00040404040404040404,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,74,random_full,5448.798787767656,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5501.075669622716,5501.075669622716,52.27688185506031,random_customer_removal,False,False,0.3,regret3_insert_repair,0.0,accepted_worse,1,formal_10001,74,False,0.01898989898989899,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,75,random_full,5424.431000363652,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5424.431000363652,5424.431000363652,-76.64466925906436,shaw_related_removal,True,True,0.1,regret3_insert_repair,5.0,global_best,1,formal_10001,75,False,0.0032323232323232323,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,76,random_full,5406.5890090485345,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5406.5890090485345,5406.5890090485345,-17.84199131511741,worst_customer_removal,True,True,0.26666666666666666,regret2_insert_repair,5.0,global_best,1,formal_10001,76,False,0.009898989898989899,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,77,random_full,5406.5890090485345,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5556.843481171865,5406.5890090485345,150.25447212333074,shaw_related_removal,False,False,0.4,regret2_insert_repair,0.0,rejected,1,formal_10001,77,False,0.00909090909090909,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,78,random_full,5392.240560404249,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5392.240560404249,5392.240560404249,-14.348448644285781,vehicle_type_swap,True,True,0.2,greedy_insert_repair,5.0,global_best,1,formal_10001,78,False,0.011313131313131315,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,79,random_full,5392.240560404249,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5414.299802786828,5414.299802786828,22.059242382579214,whole_route_removal,False,False,0.2,greedy_insert_repair,0.0,accepted_worse,1,formal_10001,79,False,0.01898989898989899,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,80,random_full,5392.240560404249,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5414.299802786828,5414.299802786828,0.0,whole_route_removal,False,False,0.1,regret2_insert_repair,0.0,rejected,1,formal_10001,80,False,0.00101010101010101,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,81,random_full,5392.240560404249,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5831.910722330056,5414.299802786828,417.6109195432282,worst_customer_removal,False,False,0.4,greedy_insert_repair,0.0,rejected,1,formal_10001,81,False,0.0,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,82,random_full,5392.240560404249,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5648.470193661137,5414.299802786828,234.1703908743093,shaw_related_removal,False,False,0.3,greedy_insert_repair,0.0,rejected,1,formal_10001,82,False,0.0008080808080808081,False,0,2.3.5,/opt/anaconda3/bin/python3.13
