instance_id,sample_role,arm,customer_id,administrative_registered_depot,nearest_depot,assigned_reference_depot,hard_home_depot_lock,registered_differs_from_nearest,registered_distance_m,nearest_distance_m
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C032,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24558.37549316,24558.37549316
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C033,D_shenzhen,D_shenzhen,D_shenzhen,True,False,29107.699230117,29107.699230117
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C034,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24627.795687657,24627.795687657
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C035,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27186.670339187,27186.670339187
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C036,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27426.901278807,27426.901278807
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C037,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25769.57890281,25769.57890281
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C038,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26339.032093101,26339.032093101
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C039,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22453.155234385,22453.155234385
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C040,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25933.252008433,25933.252008433
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C041,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26672.0733185,26672.0733185
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C042,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25961.15710679,25961.15710679
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C043,D_shenzhen,D_shenzhen,D_shenzhen,True,False,23837.957578192,23837.957578192
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C044,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24584.195951172,24584.195951172
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C045,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26164.99050855,26164.99050855
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C046,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24853.449437268,24853.449437268
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C047,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27327.713035938,27327.713035938
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C048,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27552.44586556,27552.44586556
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C049,D_shenzhen,D_shenzhen,D_shenzhen,True,False,23193.265014821,23193.265014821
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,IND,C050,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22802.837907062,22802.837907062
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C001,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29014.166904147,29014.166904147
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C002,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28581.02148351,28581.02148351
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C003,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31853.381097446,31853.381097446
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C004,D_guangzhou,D_guangzhou,D_guangzhou,True,False,37689.075819216,37689.075819216
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C005,D_guangzhou,D_guangzhou,D_guangzhou,True,False,43044.173541326,43044.173541326
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C006,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32618.326909313,32618.326909313
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C007,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29747.277093608,29747.277093608
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C008,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28871.31005871,28871.31005871
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C009,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28089.701723569,28089.701723569
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C010,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28328.346876156,28328.346876156
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C011,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31419.701104718,31419.701104718
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C012,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31865.909717678,31865.909717678
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C013,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31747.849722456,31747.849722456
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C014,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32971.994320189,32971.994320189
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C015,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32836.490137573,32836.490137573
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C016,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28448.091651555,28448.091651555
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C017,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33321.641232915,33321.641232915
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C018,D_guangzhou,D_guangzhou,D_guangzhou,True,False,34811.19221517,34811.19221517
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C019,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29413.831925097,29413.831925097
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C020,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30652.707007129,30652.707007129
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C021,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29409.191656092,29409.191656092
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C022,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30892.940597429,30892.940597429
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C023,D_guangzhou,D_guangzhou,D_guangzhou,True,False,37187.158896299,37187.158896299
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C024,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22452.586996032,22452.586996032
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C025,D_shenzhen,D_shenzhen,D_shenzhen,True,False,23340.574436821,23340.574436821
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C026,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25206.046477689,25206.046477689
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C027,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27584.902920771,27584.902920771
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C028,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25848.09509674,25848.09509674
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C029,D_shenzhen,D_shenzhen,D_shenzhen,True,False,29107.621641619,29107.621641619
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C030,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27933.924243181,27933.924243181
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C031,D_shenzhen,D_shenzhen,D_shenzhen,True,False,23837.957578192,23837.957578192
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C032,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24558.37549316,24558.37549316
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C033,D_shenzhen,D_shenzhen,D_shenzhen,True,False,29107.699230117,29107.699230117
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C034,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24627.795687657,24627.795687657
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C035,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27186.670339187,27186.670339187
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C036,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27426.901278807,27426.901278807
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C037,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25769.57890281,25769.57890281
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C038,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26339.032093101,26339.032093101
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C039,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22453.155234385,22453.155234385
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C040,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25933.252008433,25933.252008433
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C041,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26672.0733185,26672.0733185
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C042,D_shenzhen,D_shenzhen,D_shenzhen,True,False,25961.15710679,25961.15710679
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C043,D_shenzhen,D_shenzhen,D_shenzhen,True,False,23837.957578192,23837.957578192
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C044,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24584.195951172,24584.195951172
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C045,D_shenzhen,D_shenzhen,D_shenzhen,True,False,26164.99050855,26164.99050855
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C046,D_shenzhen,D_shenzhen,D_shenzhen,True,False,24853.449437268,24853.449437268
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C047,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27327.713035938,27327.713035938
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C048,D_shenzhen,D_shenzhen,D_shenzhen,True,False,27552.44586556,27552.44586556
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C049,D_shenzhen,D_shenzhen,D_shenzhen,True,False,23193.265014821,23193.265014821
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,ZONE,C050,D_shenzhen,D_shenzhen,D_shenzhen,True,False,22802.837907062,22802.837907062
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C001,D_guangzhou,D_guangzhou,D_guangzhou,False,False,29014.166904147,29014.166904147
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C002,D_guangzhou,D_guangzhou,D_guangzhou,False,False,28581.02148351,28581.02148351
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C003,D_guangzhou,D_guangzhou,D_guangzhou,False,False,31853.381097446,31853.381097446
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C004,D_guangzhou,D_guangzhou,D_guangzhou,False,False,37689.075819216,37689.075819216
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C005,D_guangzhou,D_guangzhou,D_guangzhou,False,False,43044.173541326,43044.173541326
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C006,D_guangzhou,D_guangzhou,D_guangzhou,False,False,32618.326909313,32618.326909313
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C007,D_guangzhou,D_guangzhou,D_guangzhou,False,False,29747.277093608,29747.277093608
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C008,D_guangzhou,D_guangzhou,D_guangzhou,False,False,28871.31005871,28871.31005871
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C009,D_guangzhou,D_guangzhou,D_guangzhou,False,False,28089.701723569,28089.701723569
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C010,D_guangzhou,D_guangzhou,D_guangzhou,False,False,28328.346876156,28328.346876156
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C011,D_guangzhou,D_guangzhou,D_guangzhou,False,False,31419.701104718,31419.701104718
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C012,D_guangzhou,D_guangzhou,D_guangzhou,False,False,31865.909717678,31865.909717678
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C013,D_guangzhou,D_guangzhou,D_guangzhou,False,False,31747.849722456,31747.849722456
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C014,D_guangzhou,D_guangzhou,D_guangzhou,False,False,32971.994320189,32971.994320189
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C015,D_guangzhou,D_guangzhou,D_guangzhou,False,False,32836.490137573,32836.490137573
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C016,D_guangzhou,D_guangzhou,D_guangzhou,False,False,28448.091651555,28448.091651555
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C017,D_guangzhou,D_guangzhou,D_guangzhou,False,False,33321.641232915,33321.641232915
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C018,D_guangzhou,D_guangzhou,D_guangzhou,False,False,34811.19221517,34811.19221517
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C019,D_guangzhou,D_guangzhou,D_guangzhou,False,False,29413.831925097,29413.831925097
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C020,D_guangzhou,D_guangzhou,D_guangzhou,False,False,30652.707007129,30652.707007129
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C021,D_guangzhou,D_guangzhou,D_guangzhou,False,False,29409.191656092,29409.191656092
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C022,D_guangzhou,D_guangzhou,D_guangzhou,False,False,30892.940597429,30892.940597429
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C023,D_guangzhou,D_guangzhou,D_guangzhou,False,False,37187.158896299,37187.158896299
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C024,D_shenzhen,D_shenzhen,D_shenzhen,False,False,22452.586996032,22452.586996032
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C025,D_shenzhen,D_shenzhen,D_shenzhen,False,False,23340.574436821,23340.574436821
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C026,D_shenzhen,D_shenzhen,D_shenzhen,False,False,25206.046477689,25206.046477689
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C027,D_shenzhen,D_shenzhen,D_shenzhen,False,False,27584.902920771,27584.902920771
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C028,D_shenzhen,D_shenzhen,D_shenzhen,False,False,25848.09509674,25848.09509674
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C029,D_shenzhen,D_shenzhen,D_shenzhen,False,False,29107.621641619,29107.621641619
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C030,D_shenzhen,D_shenzhen,D_shenzhen,False,False,27933.924243181,27933.924243181
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C031,D_shenzhen,D_shenzhen,D_shenzhen,False,False,23837.957578192,23837.957578192
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C032,D_shenzhen,D_shenzhen,D_shenzhen,False,False,24558.37549316,24558.37549316
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C033,D_shenzhen,D_shenzhen,D_shenzhen,False,False,29107.699230117,29107.699230117
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C034,D_shenzhen,D_shenzhen,D_shenzhen,False,False,24627.795687657,24627.795687657
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C035,D_shenzhen,D_shenzhen,D_shenzhen,False,False,27186.670339187,27186.670339187
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C036,D_shenzhen,D_shenzhen,D_shenzhen,False,False,27426.901278807,27426.901278807
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C037,D_shenzhen,D_shenzhen,D_shenzhen,False,False,25769.57890281,25769.57890281
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C038,D_shenzhen,D_shenzhen,D_shenzhen,False,False,26339.032093101,26339.032093101
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C039,D_shenzhen,D_shenzhen,D_shenzhen,False,False,22453.155234385,22453.155234385
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C040,D_shenzhen,D_shenzhen,D_shenzhen,False,False,25933.252008433,25933.252008433
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C041,D_shenzhen,D_shenzhen,D_shenzhen,False,False,26672.0733185,26672.0733185
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C042,D_shenzhen,D_shenzhen,D_shenzhen,False,False,25961.15710679,25961.15710679
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C043,D_shenzhen,D_shenzhen,D_shenzhen,False,False,23837.957578192,23837.957578192
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C044,D_shenzhen,D_shenzhen,D_shenzhen,False,False,24584.195951172,24584.195951172
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C045,D_shenzhen,D_shenzhen,D_shenzhen,False,False,26164.99050855,26164.99050855
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C046,D_shenzhen,D_shenzhen,D_shenzhen,False,False,24853.449437268,24853.449437268
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C047,D_shenzhen,D_shenzhen,D_shenzhen,False,False,27327.713035938,27327.713035938
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C048,D_shenzhen,D_shenzhen,D_shenzhen,False,False,27552.44586556,27552.44586556
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C049,D_shenzhen,D_shenzhen,D_shenzhen,False,False,23193.265014821,23193.265014821
cn-prd-50c-01-V2-LOCATIONS,MAIN_EXHIBIT,JOINT,C050,D_shenzhen,D_shenzhen,D_shenzhen,False,False,22802.837907062,22802.837907062
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C001,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30939.441046097,30939.441046097
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C002,D_guangzhou,D_guangzhou,D_guangzhou,True,False,35592.708307569,35592.708307569
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C003,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29409.191656092,29409.191656092
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C004,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29825.777587627,29825.777587627
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C005,D_guangzhou,D_guangzhou,D_guangzhou,True,False,36937.798681655,36937.798681655
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C006,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30473.498047889,30473.498047889
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C007,D_guangzhou,D_guangzhou,D_guangzhou,True,False,34730.356911921,34730.356911921
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C008,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28233.49366828,28233.49366828
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C009,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30983.547919899,30983.547919899
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C010,D_guangzhou,D_guangzhou,D_guangzhou,True,False,37147.714338029,37147.714338029
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C011,D_guangzhou,D_guangzhou,D_guangzhou,True,False,40285.108607874,40285.108607874
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C012,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31370.723017664,31370.723017664
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C013,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33325.717688119,33325.717688119
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,IND,C014,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30525.064249226,30525.064249226
