instance_id,depot_id,city,base_all_cv_routes_Rd,main_reserve_factor,num_cv,num_ev,total_fleet_cap,depot_charger_count,depot_charge_power_kw,fleet_parameter_class,charger_parameter_class,sensitivity_json
cn-cy-15c-03-V2-LOCATIONS,D_chongqing,chongqing,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-cy-200c-01-V2-LOCATIONS,D_chengdu,chengdu,14,1.25,14,4,18,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":14,""num_ev"":2},""1.25"":{""num_cv"":14,""num_ev"":4},""1.50"":{""num_cv"":14,""num_ev"":7}}"
cn-cy-200c-01-V2-LOCATIONS,D_chongqing,chongqing,20,1.25,20,5,25,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":20,""num_ev"":3},""1.25"":{""num_cv"":20,""num_ev"":5},""1.50"":{""num_cv"":20,""num_ev"":10}}"
cn-cy-200c-02-V2-LOCATIONS,D_chengdu,chengdu,14,1.25,14,4,18,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":14,""num_ev"":2},""1.25"":{""num_cv"":14,""num_ev"":4},""1.50"":{""num_cv"":14,""num_ev"":7}}"
cn-cy-200c-02-V2-LOCATIONS,D_chongqing,chongqing,20,1.25,20,5,25,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":20,""num_ev"":3},""1.25"":{""num_cv"":20,""num_ev"":5},""1.50"":{""num_cv"":20,""num_ev"":10}}"
cn-cy-200c-03-V2-LOCATIONS,D_chengdu,chengdu,14,1.25,14,4,18,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":14,""num_ev"":2},""1.25"":{""num_cv"":14,""num_ev"":4},""1.50"":{""num_cv"":14,""num_ev"":7}}"
cn-cy-200c-03-V2-LOCATIONS,D_chongqing,chongqing,21,1.25,21,6,27,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":21,""num_ev"":3},""1.25"":{""num_cv"":21,""num_ev"":6},""1.50"":{""num_cv"":21,""num_ev"":11}}"
cn-cy-20c-01-V2-LOCATIONS,D_chongqing,chongqing,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-cy-20c-02-V2-LOCATIONS,D_chongqing,chongqing,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-cy-20c-03-V2-LOCATIONS,D_chongqing,chongqing,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-cy-25c-01-V2-LOCATIONS,D_chongqing,chongqing,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-cy-25c-02-V2-LOCATIONS,D_chongqing,chongqing,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-cy-25c-03-V2-LOCATIONS,D_chongqing,chongqing,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-cy-50c-01-V2-LOCATIONS,D_chengdu,chengdu,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-cy-50c-01-V2-LOCATIONS,D_chongqing,chongqing,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-cy-50c-02-V2-LOCATIONS,D_chengdu,chengdu,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-cy-50c-02-V2-LOCATIONS,D_chongqing,chongqing,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-cy-50c-03-V2-LOCATIONS,D_chengdu,chengdu,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-cy-50c-03-V2-LOCATIONS,D_chongqing,chongqing,6,1.25,6,2,8,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":6,""num_ev"":1},""1.25"":{""num_cv"":6,""num_ev"":2},""1.50"":{""num_cv"":6,""num_ev"":3}}"
cn-cy-75c-01-V2-LOCATIONS,D_chengdu,chengdu,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-cy-75c-01-V2-LOCATIONS,D_chongqing,chongqing,7,1.25,7,2,9,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":7,""num_ev"":1},""1.25"":{""num_cv"":7,""num_ev"":2},""1.50"":{""num_cv"":7,""num_ev"":4}}"
cn-cy-75c-02-V2-LOCATIONS,D_chengdu,chengdu,6,1.25,6,2,8,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":6,""num_ev"":1},""1.25"":{""num_cv"":6,""num_ev"":2},""1.50"":{""num_cv"":6,""num_ev"":3}}"
cn-cy-75c-02-V2-LOCATIONS,D_chongqing,chongqing,7,1.25,7,2,9,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":7,""num_ev"":1},""1.25"":{""num_cv"":7,""num_ev"":2},""1.50"":{""num_cv"":7,""num_ev"":4}}"
cn-cy-75c-03-V2-LOCATIONS,D_chengdu,chengdu,6,1.25,6,2,8,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":6,""num_ev"":1},""1.25"":{""num_cv"":6,""num_ev"":2},""1.50"":{""num_cv"":6,""num_ev"":3}}"
cn-cy-75c-03-V2-LOCATIONS,D_chongqing,chongqing,8,1.25,8,2,10,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":8,""num_ev"":1},""1.25"":{""num_cv"":8,""num_ev"":2},""1.50"":{""num_cv"":8,""num_ev"":4}}"
cn-jjj-100c-01-V2-LOCATIONS,D_beijing,beijing,12,1.25,12,3,15,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":12,""num_ev"":2},""1.25"":{""num_cv"":12,""num_ev"":3},""1.50"":{""num_cv"":12,""num_ev"":6}}"
cn-jjj-100c-01-V2-LOCATIONS,D_tianjin,tianjin,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-jjj-100c-02-V2-LOCATIONS,D_beijing,beijing,13,1.25,13,4,17,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":13,""num_ev"":2},""1.25"":{""num_cv"":13,""num_ev"":4},""1.50"":{""num_cv"":13,""num_ev"":7}}"
cn-jjj-100c-02-V2-LOCATIONS,D_tianjin,tianjin,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-jjj-100c-03-V2-LOCATIONS,D_beijing,beijing,13,1.25,13,4,17,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":13,""num_ev"":2},""1.25"":{""num_cv"":13,""num_ev"":4},""1.50"":{""num_cv"":13,""num_ev"":7}}"
cn-jjj-100c-03-V2-LOCATIONS,D_tianjin,tianjin,5,1.25,5,2,7,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":5,""num_ev"":1},""1.25"":{""num_cv"":5,""num_ev"":2},""1.50"":{""num_cv"":5,""num_ev"":3}}"
cn-jjj-10c-01-V2-LOCATIONS,D_beijing,beijing,2,1.25,2,1,3,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":2,""num_ev"":1},""1.25"":{""num_cv"":2,""num_ev"":1},""1.50"":{""num_cv"":2,""num_ev"":1}}"
cn-jjj-10c-02-V2-LOCATIONS,D_beijing,beijing,2,1.25,2,1,3,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":2,""num_ev"":1},""1.25"":{""num_cv"":2,""num_ev"":1},""1.50"":{""num_cv"":2,""num_ev"":1}}"
cn-jjj-10c-03-V2-LOCATIONS,D_beijing,beijing,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-jjj-150c-01-V2-LOCATIONS,D_beijing,beijing,16,1.25,16,4,20,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":16,""num_ev"":2},""1.25"":{""num_cv"":16,""num_ev"":4},""1.50"":{""num_cv"":16,""num_ev"":8}}"
cn-jjj-150c-01-V2-LOCATIONS,D_shijiazhuang,shijiazhuang,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-jjj-150c-01-V2-LOCATIONS,D_tianjin,tianjin,6,1.25,6,2,8,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":6,""num_ev"":1},""1.25"":{""num_cv"":6,""num_ev"":2},""1.50"":{""num_cv"":6,""num_ev"":3}}"
cn-jjj-150c-02-V2-LOCATIONS,D_beijing,beijing,17,1.25,17,5,22,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":17,""num_ev"":2},""1.25"":{""num_cv"":17,""num_ev"":5},""1.50"":{""num_cv"":17,""num_ev"":9}}"
cn-jjj-150c-02-V2-LOCATIONS,D_shijiazhuang,shijiazhuang,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-jjj-150c-02-V2-LOCATIONS,D_tianjin,tianjin,6,1.25,6,2,8,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":6,""num_ev"":1},""1.25"":{""num_cv"":6,""num_ev"":2},""1.50"":{""num_cv"":6,""num_ev"":3}}"
cn-jjj-150c-03-V2-LOCATIONS,D_beijing,beijing,16,1.25,16,4,20,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":16,""num_ev"":2},""1.25"":{""num_cv"":16,""num_ev"":4},""1.50"":{""num_cv"":16,""num_ev"":8}}"
cn-jjj-150c-03-V2-LOCATIONS,D_shijiazhuang,shijiazhuang,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-jjj-150c-03-V2-LOCATIONS,D_tianjin,tianjin,6,1.25,6,2,8,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":6,""num_ev"":1},""1.25"":{""num_cv"":6,""num_ev"":2},""1.50"":{""num_cv"":6,""num_ev"":3}}"
cn-jjj-15c-01-V2-LOCATIONS,D_beijing,beijing,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-jjj-15c-02-V2-LOCATIONS,D_beijing,beijing,3,1.25,3,1,4,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":3,""num_ev"":1},""1.25"":{""num_cv"":3,""num_ev"":1},""1.50"":{""num_cv"":3,""num_ev"":2}}"
cn-jjj-15c-03-V2-LOCATIONS,D_beijing,beijing,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
cn-jjj-200c-01-V2-LOCATIONS,D_beijing,beijing,23,1.25,23,6,29,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":23,""num_ev"":3},""1.25"":{""num_cv"":23,""num_ev"":6},""1.50"":{""num_cv"":23,""num_ev"":12}}"
cn-jjj-200c-01-V2-LOCATIONS,D_shijiazhuang,shijiazhuang,4,1.25,4,1,5,2,22.0,CONSTRUCTED_DEMAND_TIME_WINDOW_ROAD_SCENARIO,CONSTRUCTED_SCENARIO_NOT_OBSERVED_SITE_CONTRACT,"{""1.10"":{""num_cv"":4,""num_ev"":1},""1.25"":{""num_cv"":4,""num_ev"":1},""1.50"":{""num_cv"":4,""num_ev"":2}}"
