instance,customer_id,shift,demand_quartile,demand_kg,geographic_owner,medium_owner,mixed_owner,restored_from_mixed,medium_differs_from_geographic,distance_to_geographic_owner_km,distance_to_medium_owner_km,distance_to_mixed_owner_km
L-main-threeshift-15c-01,C025,2,3,408.0,D1,D0,D0,0,1,30.001732841720422,58.50787080779217,58.50787080779217
L-main-threeshift-15c-01,C026,2,4,565.0,D0,D0,D0,0,0,32.82464578600963,32.82464578600963,32.82464578600963
L-main-threeshift-15c-01,C027,2,4,800.0,D1,D1,D0,1,0,27.756764082209127,27.756764082209127,67.07677989028693
L-main-threeshift-15c-01,C028,2,4,642.0,D0,D0,D1,1,0,32.257606395840966,32.257606395840966,53.54880709406368
L-main-threeshift-15c-01,C029,2,1,141.0,D0,D0,D0,0,0,44.79022464080416,44.79022464080416,44.79022464080416
L-main-threeshift-15c-01,C030,2,1,123.0,D0,D0,D0,0,0,49.25543794394686,49.25543794394686,49.25543794394686
L-main-threeshift-15c-01,C031,3,3,287.0,D1,D1,D1,0,0,25.514628492715303,25.514628492715303,25.514628492715303
L-main-threeshift-15c-01,C032,3,4,381.0,D1,D1,D1,0,0,16.168248244583182,16.168248244583182,16.168248244583182
L-main-threeshift-15c-01,C033,3,1,122.0,D0,D0,D0,0,0,26.57147021458918,26.57147021458918,26.57147021458918
L-main-threeshift-15c-01,C034,3,2,140.0,D0,D0,D0,0,0,78.50122831617668,78.50122831617668,78.50122831617668
L-main-threeshift-20c-01,C001,1,1,101.0,D0,D1,D1,0,1,67.9322737821722,118.86041150915811,118.86041150915811
L-main-threeshift-20c-01,C002,1,3,593.0,D0,D1,D1,0,1,101.61190997659673,125.98046118256646,125.98046118256646
L-main-threeshift-20c-01,C003,1,1,235.0,D0,D0,D1,1,0,19.951919855597858,19.951919855597858,71.09968046737669
L-main-threeshift-20c-01,C004,1,2,404.0,D0,D1,D1,0,1,86.10172034556452,118.27139959203689,118.27139959203689
L-main-threeshift-20c-01,C005,1,1,310.0,D1,D1,D0,1,0,33.70123861112847,33.70123861112847,63.32385169905965
L-main-threeshift-20c-01,C006,1,3,614.0,D0,D0,D1,1,0,62.06683280507552,62.06683280507552,112.20222354173671
L-main-threeshift-20c-01,C007,1,2,356.0,D1,D1,D1,0,0,29.127056637153753,29.127056637153753,29.127056637153753
L-main-threeshift-20c-01,C008,1,2,374.0,D0,D0,D0,0,0,17.161996279165777,17.161996279165777,17.161996279165777
L-main-threeshift-20c-01,C009,1,4,802.0,D1,D1,D1,0,0,25.238436966191397,25.238436966191397,25.238436966191397
L-main-threeshift-20c-01,C010,1,3,542.0,D0,D0,D0,0,0,29.028530447303044,29.028530447303044,29.028530447303044
L-main-threeshift-20c-01,C011,1,2,401.0,D1,D0,D0,0,1,87.98509748046703,90.49991311614671,90.49991311614671
L-main-threeshift-20c-01,C012,1,1,197.0,D1,D0,D0,0,1,59.71458454064866,97.98606452408677,97.98606452408677
L-main-threeshift-20c-01,C013,1,4,702.0,D1,D1,D0,1,0,38.737173792702535,38.737173792702535,56.97751792380044
L-main-threeshift-20c-01,C014,1,3,417.0,D1,D0,D0,0,1,44.7317304602726,87.55597763818814,87.55597763818814
L-main-threeshift-20c-01,C015,1,1,179.0,D1,D1,D1,0,0,21.167545657124712,21.167545657124712,21.167545657124712
L-main-threeshift-20c-01,C016,1,4,774.0,D1,D1,D1,0,0,28.033555093146685,28.033555093146685,28.033555093146685
L-main-threeshift-20c-01,C017,1,2,397.0,D0,D0,D0,0,0,80.70019072473126,80.70019072473126,80.70019072473126
L-main-threeshift-20c-01,C018,1,4,656.0,D0,D0,D1,1,0,35.30340941816385,35.30340941816385,62.79752188535508
L-main-threeshift-20c-01,C019,1,3,617.0,D1,D1,D0,1,0,39.38776402881418,39.38776402881418,75.4240154552945
L-main-threeshift-20c-01,C020,1,4,691.0,D0,D0,D0,0,0,72.4592973242889,72.4592973242889,72.4592973242889
L-main-threeshift-20c-01,C021,2,4,709.0,D1,D1,D1,0,0,26.74105031212145,26.74105031212145,26.74105031212145
L-main-threeshift-20c-01,C022,2,4,795.0,D0,D0,D0,0,0,31.979746849535882,31.979746849535882,31.979746849535882
L-main-threeshift-20c-01,C023,2,1,174.0,D0,D1,D1,0,1,68.11711443692913,93.93715607250444,93.93715607250444
L-main-threeshift-20c-01,C024,2,1,122.0,D0,D0,D1,1,0,68.7350064303205,68.7350064303205,101.92208106688108
L-main-threeshift-20c-01,C025,2,3,597.0,D0,D1,D1,0,1,5.465315620208956,54.29585975652106,54.29585975652106
L-main-threeshift-20c-01,C026,2,3,430.0,D0,D0,D0,0,0,68.57802264284454,68.57802264284454,68.57802264284454
L-main-threeshift-20c-01,C027,2,2,286.0,D0,D1,D1,0,1,50.11652425388856,66.56488100678507,66.56488100678507
L-main-threeshift-20c-01,C028,2,1,136.0,D1,D0,D0,0,1,51.91243010699316,98.0797629806256,98.0797629806256
L-main-threeshift-20c-01,C029,2,4,698.0,D0,D0,D0,0,0,38.28284889204825,38.28284889204825,38.28284889204825
L-main-threeshift-20c-01,C030,2,4,726.0,D0,D0,D0,0,0,41.28763016414481,41.28763016414481,41.28763016414481
L-main-threeshift-20c-01,C031,2,2,408.0,D0,D0,D0,0,0,25.7249409306455,25.7249409306455,25.7249409306455
L-main-threeshift-20c-01,C032,2,4,732.0,D0,D0,D0,0,0,71.44746625922083,71.44746625922083,71.44746625922083
L-main-threeshift-20c-01,C033,2,1,136.0,D1,D1,D1,0,0,50.21148644250001,50.21148644250001,50.21148644250001
L-main-threeshift-20c-01,C034,2,3,626.0,D1,D1,D0,1,0,17.304711390227926,17.304711390227926,39.59324957801014
L-main-threeshift-20c-01,C035,2,2,332.0,D1,D0,D0,0,1,41.62138631601827,93.76373875531466,93.76373875531466
L-main-threeshift-20c-01,C036,2,2,232.0,D0,D0,D0,0,0,24.122285473596815,24.122285473596815,24.122285473596815
L-main-threeshift-20c-01,C037,2,3,590.0,D1,D0,D0,0,1,54.637448079355075,102.08244686344172,102.08244686344172
L-main-threeshift-20c-01,C038,2,2,271.0,D0,D0,D0,0,0,15.056403529159944,15.056403529159944,15.056403529159944
L-main-threeshift-20c-01,C039,2,3,654.0,D0,D0,D1,1,0,55.989772307799214,55.989772307799214,92.24959108296828
L-main-threeshift-20c-01,C040,2,1,109.0,D1,D1,D0,1,0,32.84177538511614,32.84177538511614,41.47091064572853
L-main-threeshift-20c-01,C041,3,1,240.0,D0,D0,D0,0,0,9.425947898609454,9.425947898609454,9.425947898609454
L-main-threeshift-20c-01,C042,3,3,351.0,D1,D1,D1,0,0,31.403328747004462,31.403328747004462,31.403328747004462
L-main-threeshift-20c-01,C043,3,1,152.0,D0,D0,D0,0,0,11.496453604446895,11.496453604446895,11.496453604446895
L-main-threeshift-20c-01,C044,3,2,317.0,D0,D0,D0,0,0,33.57377932120541,33.57377932120541,33.57377932120541
L-main-threeshift-20c-01,C045,3,4,354.0,D0,D0,D0,0,0,58.92478095803581,58.92478095803581,58.92478095803581
L-main-threeshift-25c-01,C001,1,4,670.0,D0,D1,D1,0,1,26.489050399959602,76.47656577060793,76.47656577060793
L-main-threeshift-25c-01,C002,1,2,349.0,D0,D1,D1,0,1,51.46326936929775,86.58760378587273,86.58760378587273
L-main-threeshift-25c-01,C003,1,2,264.0,D1,D1,D1,0,0,21.155503224233193,21.155503224233193,21.155503224233193
L-main-threeshift-25c-01,C004,1,1,115.0,D0,D0,D0,0,0,84.05974137686422,84.05974137686422,84.05974137686422
L-main-threeshift-25c-01,C005,1,3,657.0,D0,D0,D0,0,0,25.31475164550899,25.31475164550899,25.31475164550899
L-main-threeshift-25c-01,C006,1,3,630.0,D0,D0,D0,0,0,17.03007293927128,17.03007293927128,17.03007293927128
L-main-threeshift-25c-01,C007,1,1,172.0,D0,D0,D1,1,0,45.052943143606065,45.052943143606065,94.75270419781954
L-main-threeshift-25c-01,C008,1,2,296.0,D0,D0,D0,0,0,8.213496642879937,8.213496642879937,8.213496642879937
L-main-threeshift-25c-01,C009,1,3,548.0,D1,D1,D1,0,0,12.743686432618386,12.743686432618386,12.743686432618386
L-main-threeshift-25c-01,C010,1,1,160.0,D1,D1,D0,1,0,34.831312397690645,34.831312397690645,84.98700597440177
L-main-threeshift-25c-01,C011,1,4,755.0,D1,D0,D0,0,1,20.29787169044282,69.54800932364635,69.54800932364635
L-main-threeshift-25c-01,C012,1,3,607.0,D0,D0,D1,1,0,25.143872296551702,25.143872296551702,49.04866810961626
L-main-threeshift-25c-01,C013,1,4,708.0,D0,D0,D1,1,0,76.52447193636819,76.52447193636819,112.42765568666795
L-main-threeshift-25c-01,C014,1,4,756.0,D0,D0,D0,0,0,66.06606582826996,66.06606582826996,66.06606582826996
L-main-threeshift-25c-01,C015,1,3,451.0,D1,D1,D1,0,0,11.243117025530774,11.243117025530774,11.243117025530774
L-main-threeshift-25c-01,C016,1,1,134.0,D1,D1,D1,0,0,35.89081899678194,35.89081899678194,35.89081899678194
L-main-threeshift-25c-01,C017,1,3,436.0,D1,D1,D0,1,0,19.197745132140216,19.197745132140216,52.01146448525555
L-main-threeshift-25c-01,C018,1,1,124.0,D0,D0,D0,0,0,28.75524362309768,28.75524362309768,28.75524362309768
L-main-threeshift-25c-01,C019,1,2,354.0,D0,D0,D0,0,0,55.20025646891959,55.20025646891959,55.20025646891959
L-main-threeshift-25c-01,C020,1,4,813.0,D1,D1,D0,1,0,16.39668673913028,16.39668673913028,62.74666988333325
L-main-threeshift-25c-01,C021,1,2,310.0,D1,D1,D1,0,0,5.459042795396162,5.459042795396162,5.459042795396162
L-main-threeshift-25c-01,C022,1,1,134.0,D1,D1,D1,0,0,36.445726262065286,36.445726262065286,36.445726262065286
L-main-threeshift-25c-01,C023,1,2,237.0,D1,D0,D0,0,1,56.66995227104032,58.129244237995216,58.129244237995216
L-main-threeshift-25c-01,C024,1,4,713.0,D1,D1,D1,0,0,1.5794193201165627,1.5794193201165627,1.5794193201165627
L-main-threeshift-25c-01,C025,1,1,111.0,D1,D1,D1,0,0,8.205611918586055,8.205611918586055,8.205611918586055
L-main-threeshift-25c-01,C026,2,2,524.0,D0,D0,D0,0,0,35.67162413851099,35.67162413851099,35.67162413851099
L-main-threeshift-25c-01,C027,2,1,284.0,D0,D0,D0,0,0,22.30702640444261,22.30702640444261,22.30702640444261
L-main-threeshift-25c-01,C028,2,1,238.0,D0,D0,D0,0,0,14.614663235179249,14.614663235179249,14.614663235179249
L-main-threeshift-25c-01,C029,2,4,700.0,D0,D1,D1,0,1,40.01014667304408,79.87968061467804,79.87968061467804
L-main-threeshift-25c-01,C030,2,1,178.0,D0,D0,D0,0,0,39.81893896049969,39.81893896049969,39.81893896049969
L-main-threeshift-25c-01,C031,2,2,322.0,D0,D1,D1,0,1,17.5449612492761,67.64572178939449,67.64572178939449
L-main-threeshift-25c-01,C032,2,4,816.0,D0,D0,D1,1,0,31.045086121016,31.045086121016,82.00375990341011
L-main-threeshift-25c-01,C033,2,3,528.0,D1,D0,D0,0,1,19.520835489045087,53.75687941607939,53.75687941607939
L-main-threeshift-25c-01,C034,2,3,649.0,D0,D0,D0,0,0,56.554863412132825,56.554863412132825,56.554863412132825
L-main-threeshift-25c-01,C035,2,2,383.0,D1,D0,D0,0,1,14.740072096144306,57.43297440694675,57.43297440694675
L-main-threeshift-25c-01,C036,2,1,234.0,D0,D0,D0,0,0,22.851498928170997,22.851498928170997,22.851498928170997
L-main-threeshift-25c-01,C037,2,3,561.0,D0,D1,D1,0,1,12.413646567822044,63.339952949611984,63.339952949611984
L-main-threeshift-25c-01,C038,2,2,478.0,D0,D0,D1,1,0,45.321308614563414,45.321308614563414,87.43828369101853
L-main-threeshift-25c-01,C039,2,4,766.0,D1,D1,D0,1,0,21.657764188160115,21.657764188160115,39.094317217852776
L-main-threeshift-25c-01,C040,2,2,509.0,D1,D1,D0,1,0,21.310046685085915,21.310046685085915,62.6799350749576
L-main-threeshift-25c-01,C041,2,3,563.0,D1,D1,D1,0,0,96.22940109912332,96.22940109912332,96.22940109912332
L-main-threeshift-25c-01,C042,2,4,809.0,D0,D0,D0,0,0,30.859682258553796,30.859682258553796,30.859682258553796
L-main-threeshift-25c-01,C043,2,3,594.0,D0,D0,D0,0,0,36.68049238751438,36.68049238751438,36.68049238751438
L-main-threeshift-25c-01,C044,2,1,117.0,D0,D1,D1,0,1,14.753249355464037,61.919980926853555,61.919980926853555
L-main-threeshift-25c-01,C045,2,1,207.0,D1,D0,D0,0,1,64.98221575906062,95.05979727555071,95.05979727555071
L-main-threeshift-25c-01,C046,2,4,736.0,D1,D1,D1,0,0,44.70599479641189,44.70599479641189,44.70599479641189
L-main-threeshift-25c-01,C047,2,2,288.0,D1,D1,D1,0,0,44.43216080338356,44.43216080338356,44.43216080338356
L-main-threeshift-25c-01,C048,2,1,227.0,D1,D1,D1,0,0,47.05578269819943,47.05578269819943,47.05578269819943
L-main-threeshift-25c-01,C049,2,3,689.0,D1,D1,D1,0,0,51.77711000100102,51.77711000100102,51.77711000100102
L-main-threeshift-25c-01,C050,2,4,703.0,D1,D0,D0,0,1,29.592611092597448,35.3954783868745,35.3954783868745
L-main-threeshift-25c-01,C051,3,2,343.0,D0,D0,D0,0,0,41.27210494778525,41.27210494778525,41.27210494778525
L-main-threeshift-25c-01,C052,3,3,372.0,D0,D0,D0,0,0,24.080455965288532,24.080455965288532,24.080455965288532
L-main-threeshift-25c-01,C053,3,1,321.0,D1,D1,D1,0,0,20.531541675061327,20.531541675061327,20.531541675061327
L-main-threeshift-25c-01,C054,3,4,557.0,D1,D1,D1,0,0,29.961513382638362,29.961513382638362,29.961513382638362
L-main-threeshift-25c-01,C055,3,1,136.0,D0,D0,D0,0,0,21.77463373100223,21.77463373100223,21.77463373100223
L-main-threeshift-50c-01,C001,1,3,561.0,D1,D1,D1,0,0,68.67753969757354,68.67753969757354,68.67753969757354
L-main-threeshift-50c-01,C002,1,3,605.0,D1,D1,D0,1,0,9.431410533958596,9.431410533958596,89.20962034842935
L-main-threeshift-50c-01,C003,1,2,365.0,D0,D0,D0,0,0,26.518275882436246,26.518275882436246,26.518275882436246
L-main-threeshift-50c-01,C004,1,1,263.0,D1,D1,D1,0,0,26.056153750332015,26.056153750332015,26.056153750332015
L-main-threeshift-50c-01,C005,1,4,753.0,D0,D1,D1,0,1,76.60369584962072,88.61566246349139,88.61566246349139
L-main-threeshift-50c-01,C006,1,4,663.0,D1,D0,D0,0,1,24.136312303560555,88.2063163833033,88.2063163833033
L-main-threeshift-50c-01,C007,1,1,102.0,D1,D1,D1,0,0,55.90224447938294,55.90224447938294,55.90224447938294
L-main-threeshift-50c-01,C008,1,2,290.0,D1,D1,D1,0,0,13.25939531218604,13.25939531218604,13.25939531218604
L-main-threeshift-50c-01,C009,1,3,517.0,D1,D1,D1,0,0,65.54209496582712,65.54209496582712,65.54209496582712
L-main-threeshift-50c-01,C010,1,1,104.0,D0,D0,D1,1,0,36.61341825281682,36.61341825281682,120.93103693014022
L-main-threeshift-50c-01,C011,1,3,573.0,D0,D0,D0,0,0,43.626201112424404,43.626201112424404,43.626201112424404
L-main-threeshift-50c-01,C012,1,2,336.0,D0,D1,D1,0,1,49.68809949865762,97.63862334352739,97.63862334352739
L-main-threeshift-50c-01,C013,1,4,766.0,D0,D0,D1,1,0,51.43460812932183,51.43460812932183,53.22305162986553
L-main-threeshift-50c-01,C014,1,4,780.0,D1,D1,D1,0,0,46.89620260558216,46.89620260558216,46.89620260558216
L-main-threeshift-50c-01,C015,1,2,381.0,D1,D1,D1,0,0,35.28974934799864,35.28974934799864,35.28974934799864
L-main-threeshift-50c-01,C016,1,2,316.0,D1,D1,D0,1,0,37.820545672684496,37.820545672684496,52.838181775063
L-main-threeshift-50c-01,C017,1,4,701.0,D0,D1,D1,0,1,57.47017085449198,102.61258970911206,102.61258970911206
L-main-threeshift-50c-01,C018,1,1,207.0,D0,D0,D0,0,0,54.20865277426474,54.20865277426474,54.20865277426474
L-main-threeshift-50c-01,C019,1,4,825.0,D0,D0,D0,0,0,44.5287881581006,44.5287881581006,44.5287881581006
L-main-threeshift-50c-01,C020,1,3,617.0,D0,D0,D0,0,0,38.85698116119805,38.85698116119805,38.85698116119805
L-main-threeshift-50c-01,C021,1,1,243.0,D0,D0,D0,0,0,76.36576755352361,76.36576755352361,76.36576755352361
L-main-threeshift-50c-01,C022,1,1,206.0,D0,D0,D0,0,0,24.738218460645054,24.738218460645054,24.738218460645054
L-main-threeshift-50c-01,C023,1,4,776.0,D0,D0,D1,1,0,50.80570691290694,50.80570691290694,69.30665379379145
L-main-threeshift-50c-01,C024,1,3,494.0,D1,D1,D0,1,0,22.6778587083683,22.6778587083683,68.67280394095177
L-main-threeshift-50c-01,C025,1,1,270.0,D0,D0,D0,0,0,51.824169909791124,51.824169909791124,51.824169909791124
L-main-threeshift-50c-01,C026,1,2,307.0,D1,D1,D1,0,0,35.581093895922876,35.581093895922876,35.581093895922876
L-main-threeshift-50c-01,C027,1,4,807.0,D1,D1,D1,0,0,23.23324385451016,23.23324385451016,23.23324385451016
L-main-threeshift-50c-01,C028,1,2,383.0,D0,D0,D1,1,0,31.627889195208713,31.627889195208713,75.99225146364415
L-main-threeshift-50c-01,C029,1,4,810.0,D1,D1,D0,1,0,33.910633094729064,33.910633094729064,56.37108420947126
L-main-threeshift-50c-01,C030,1,3,537.0,D0,D0,D1,1,0,35.009867744093235,35.009867744093235,56.599209941523526
L-main-threeshift-50c-01,C031,1,2,359.0,D1,D0,D0,0,1,4.01076071399015,86.31251956592276,86.31251956592276
L-main-threeshift-50c-01,C032,1,2,315.0,D0,D0,D0,0,0,72.57069083621639,72.57069083621639,72.57069083621639
L-main-threeshift-50c-01,C033,1,3,603.0,D0,D0,D0,0,0,34.66801598709969,34.66801598709969,34.66801598709969
L-main-threeshift-50c-01,C034,1,1,141.0,D1,D1,D0,1,0,43.71803120658761,43.71803120658761,47.57456625000905
L-main-threeshift-50c-01,C035,1,3,552.0,D0,D0,D0,0,0,94.35388326737167,94.35388326737167,94.35388326737167
L-main-threeshift-50c-01,C036,1,2,301.0,D0,D0,D1,1,0,70.00759261989018,70.00759261989018,106.57886207416267
L-main-threeshift-50c-01,C037,1,4,679.0,D1,D0,D0,0,1,31.50832584212605,85.17550809848568,85.17550809848568
L-main-threeshift-50c-01,C038,1,4,766.0,D1,D1,D1,0,0,29.915530734133235,29.915530734133235,29.915530734133235
L-main-threeshift-50c-01,C039,1,1,216.0,D0,D0,D0,0,0,59.16717885732004,59.16717885732004,59.16717885732004
L-main-threeshift-50c-01,C040,1,1,289.0,D0,D0,D0,0,0,16.941049377178498,16.941049377178498,16.941049377178498
L-main-threeshift-50c-01,C041,1,1,260.0,D1,D1,D1,0,0,52.88720363381302,52.88720363381302,52.88720363381302
L-main-threeshift-50c-01,C042,1,3,602.0,D0,D0,D0,0,0,18.34297067795999,18.34297067795999,18.34297067795999
L-main-threeshift-50c-01,C043,1,1,206.0,D0,D0,D0,0,0,19.273627487437338,19.273627487437338,19.273627487437338
L-main-threeshift-50c-01,C044,1,4,776.0,D1,D1,D0,1,0,57.12706915570733,57.12706915570733,89.93935348333899
L-main-threeshift-50c-01,C045,1,3,495.0,D0,D1,D1,0,1,81.92458146592206,111.42733061500107,111.42733061500107
L-main-threeshift-50c-01,C046,1,2,373.0,D1,D1,D0,1,0,12.780425782687447,12.780425782687447,77.49058452203597
L-main-threeshift-50c-01,C047,1,3,433.0,D1,D0,D0,0,1,37.721325604432266,65.57755205998849,65.57755205998849
L-main-threeshift-50c-01,C048,1,2,432.0,D1,D1,D1,0,0,27.921009881148027,27.921009881148027,27.921009881148027
L-main-threeshift-50c-01,C049,1,3,592.0,D0,D0,D1,1,0,19.752419672245217,19.752419672245217,100.40273912252388
L-main-threeshift-50c-01,C050,1,1,178.0,D1,D1,D1,0,0,45.54397060171411,45.54397060171411,45.54397060171411
L-main-threeshift-50c-01,C051,2,2,323.0,D1,D1,D0,1,0,28.567936593405435,28.567936593405435,65.91465994009526
L-main-threeshift-50c-01,C052,2,4,775.0,D0,D0,D0,0,0,29.45717309760901,29.45717309760901,29.45717309760901
L-main-threeshift-50c-01,C053,2,3,462.0,D1,D0,D0,0,1,31.629061905186507,62.351350271009366,62.351350271009366
L-main-threeshift-50c-01,C054,2,3,593.0,D0,D0,D1,1,0,59.769825412016225,59.769825412016225,146.97383139962753
L-main-threeshift-50c-01,C055,2,4,699.0,D0,D0,D0,0,0,29.363062951424194,29.363062951424194,29.363062951424194
L-main-threeshift-50c-01,C056,2,3,525.0,D0,D1,D1,0,1,14.344793526969987,75.89775867649853,75.89775867649853
L-main-threeshift-50c-01,C057,2,2,360.0,D0,D0,D1,1,0,39.212011652289654,39.212011652289654,129.36711634332286
L-main-threeshift-50c-01,C058,2,2,397.0,D1,D1,D1,0,0,45.8644082556356,45.8644082556356,45.8644082556356
L-main-threeshift-50c-01,C059,2,1,114.0,D1,D0,D0,0,1,6.318370392776967,83.91971371570389,83.91971371570389
L-main-threeshift-50c-01,C060,2,2,329.0,D1,D1,D1,0,0,18.203175194419693,18.203175194419693,18.203175194419693
L-main-threeshift-50c-01,C061,2,2,365.0,D0,D1,D1,0,1,32.759692514429986,122.92425548205905,122.92425548205905
L-main-threeshift-50c-01,C062,2,1,126.0,D1,D1,D1,0,0,79.76347216250375,79.76347216250375,79.76347216250375
L-main-threeshift-50c-01,C063,2,4,819.0,D1,D1,D0,1,0,38.137297053347496,38.137297053347496,70.47169751912962
L-main-threeshift-50c-01,C064,2,3,600.0,D0,D1,D1,0,1,61.98175306859027,82.16557733179312,82.16557733179312
L-main-threeshift-50c-01,C065,2,4,656.0,D0,D0,D0,0,0,65.11852745735348,65.11852745735348,65.11852745735348
L-main-threeshift-50c-01,C066,2,2,330.0,D1,D1,D1,0,0,36.31607521714599,36.31607521714599,36.31607521714599
